next_link,pbin,win900,rows,L1rows,stop,L1stop
-1,0,0,61,11,0,0
-1,0,1,89,23,2,2
-1,0,2,107,11,0,0
-1,0,3,92,24,0,0
-1,0,4,81,14,0,0
-1,0,5,103,30,3,2
-1,100,0,58,9,0,0
-1,100,1,87,15,0,0
-1,100,2,100,4,0,0
-1,100,3,93,11,1,1
-1,100,4,80,7,0,0
-1,100,5,99,22,0,0
-1,200,0,260,145,7,7
-1,200,1,378,146,20,20
-1,200,2,393,129,19,19
-1,200,3,388,156,14,14
-1,200,4,347,124,20,20
-1,200,5,385,173,13,13
-1,300,0,275,80,0,0
-1,300,1,308,42,0,0
-1,300,2,302,27,0,0
-1,300,3,354,54,0,0
-1,300,4,286,40,0,0
-1,300,5,343,62,0,0
-1,400,0,244,60,0,0
-1,400,1,260,40,0,0
-1,400,2,263,37,0,0
-1,400,3,289,48,0,0
-1,400,4,233,32,0,0
-1,400,5,285,55,0,0
-1,500,0,268,96,0,0
-1,500,1,286,82,0,0
-1,500,2,277,86,0,0
-1,500,3,298,84,0,0
-1,500,4,284,86,0,0
-1,500,5,321,85,0,0
-1,600,0,347,157,0,0
-1,600,1,373,162,0,0
-1,600,2,406,169,0,0
-1,600,3,426,182,0,0
-1,600,4,419,189,0,0
-1,600,5,411,161,0,0
-1,700,0,347,129,0,0
-1,700,1,388,148,0,0
-1,700,2,394,149,0,0
-1,700,3,421,151,0,0
-1,700,4,405,170,0,0
-1,700,5,408,133,0,0
-1,800,0,351,128,0,0
-1,800,1,362,130,0,0
-1,800,2,376,128,0,0
-1,800,3,409,140,0,0
-1,800,4,422,157,0,0
-1,800,5,418,131,0,0
-1,900,0,331,107,0,0
-1,900,1,375,139,0,0
-1,900,2,371,117,0,0
-1,900,3,413,138,0,0
-1,900,4,389,165,0,0
-1,900,5,382,113,0,0
-1,1000,0,341,108,0,0
-1,1000,1,361,113,0,0
-1,1000,2,393,128,0,0
-1,1000,3,389,123,0,0
-1,1000,4,415,163,0,0
-1,1000,5,396,113,0,0
-1,1100,0,333,111,0,0
-1,1100,1,375,128,0,0
-1,1100,2,367,107,0,0
-1,1100,3,416,139,0,0
-1,1100,4,410,159,0,0
-1,1100,5,392,109,0,0
-1,1200,0,325,94,0,0
-1,1200,1,388,134,0,0
-1,1200,2,403,135,0,0
-1,1200,3,380,120,0,0
-1,1200,4,415,155,0,0
-1,1200,5,389,112,0,0
-1,1300,0,329,99,0,0
-1,1300,1,357,126,0,0
-1,1300,2,385,119,0,0
-1,1300,3,408,129,0,0
-1,1300,4,416,156,0,0
-1,1300,5,396,104,0,0
-1,1400,0,331,96,0,0
-1,1400,1,355,123,0,0
-1,1400,2,378,121,0,0
-1,1400,3,407,119,0,0
-1,1400,4,409,152,0,0
-1,1400,5,380,110,0,0
-1,1500,0,313,98,0,0
-1,1500,1,356,125,0,0
-1,1500,2,390,118,0,0
-1,1500,3,405,131,0,0
-1,1500,4,416,155,0,0
-1,1500,5,401,100,0,0
-1,1600,0,325,88,0,0
-1,1600,1,366,132,0,0
-1,1600,2,380,114,0,0
-1,1600,3,416,120,0,0
-1,1600,4,412,151,0,0
-1,1600,5,384,109,0,0
-1,1700,0,326,99,0,0
-1,1700,1,348,116,0,0
-1,1700,2,383,122,0,0
-1,1700,3,400,113,0,0
-1,1700,4,414,160,0,0
-1,1700,5,384,103,0,0
-1,1800,0,326,83,0,0
-1,1800,1,370,134,0,0
-1,1800,2,376,105,0,0
-1,1800,3,425,132,0,0
-1,1800,4,408,153,0,0
-1,1800,5,395,95,0,0
-1,1900,0,308,77,0,0
-1,1900,1,334,106,0,0
-1,1900,2,360,110,0,0
-1,1900,3,393,118,0,0
-1,1900,4,410,155,0,0
-1,1900,5,380,111,0,0
-1,2000,0,70,20,0,0
-1,2000,1,78,36,0,0
-1,2000,2,72,23,0,0
-1,2000,3,75,26,0,0
-1,2000,4,56,19,0,0
-1,2000,5,65,18,0,0
10646,0,0,164,119,2,2
10646,0,1,459,382,9,9
10646,0,2,646,559,91,91
10646,0,3,488,396,54,53
10646,0,4,528,438,63,63
10646,0,5,341,269,7,7
10646,100,0,251,242,18,18
10646,100,1,736,718,96,96
10646,100,2,1260,1227,309,309
10646,100,3,853,790,214,214
10646,100,4,1189,1145,407,407
10646,100,5,556,545,99,99
10646,200,0,264,258,28,28
10646,200,1,762,752,140,140
10646,200,2,935,911,182,182
10646,200,3,707,668,113,113
10646,200,4,994,950,271,271
10646,200,5,617,612,116,116
10646,300,0,70,69,0,0
10646,300,1,169,168,0,0
10646,300,2,166,162,0,0
10646,300,3,170,157,1,0
10646,300,4,352,323,114,104
10646,300,5,137,135,0,0
10681,0,0,59,9,0,0
10681,0,1,109,11,2,2
10681,0,2,118,19,0,0
10681,0,3,84,18,0,0
10681,0,4,91,18,0,0
10681,0,5,74,11,0,0
10681,100,0,13,4,0,0
10681,100,1,19,0,0,0
10681,100,2,24,1,0,0
10681,100,3,18,3,0,0
10681,100,4,18,1,0,0
10681,100,5,15,3,0,0
