sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,77,0,54.120255
30,15.000000,0,0.000000,0,156,0,54.246084
45,15.000000,46,11040.000000,14,211,6,47.673233
60,15.000000,42,10080.000000,47,232,16,40.599647
75,15.000000,42,10080.000000,64,250,23,33.718963
90,15.000000,50,12000.000000,105,280,27,34.295530
105,15.000000,46,11040.000000,127,321,25,31.420723
120,15.000000,58,13920.000000,138,336,37,25.821314
135,15.000000,50,12000.000000,152,356,47,22.999791
150,15.000000,63,15120.000000,187,370,61,24.035856
165,15.000000,57,13680.000000,222,397,66,24.243033
180,15.000000,49,11760.000000,250,425,73,21.447815
195,15.000000,57,13680.000000,265,485,62,20.533233
210,15.000000,58,13920.000000,301,522,54,19.864281
225,15.000000,43,10320.000000,328,559,58,16.883624
240,15.000000,39,9360.000000,352,578,55,13.308707
255,15.000000,46,11040.000000,375,590,55,12.153440
270,15.000000,42,10080.000000,417,607,60,12.034618
285,15.000000,42,10080.000000,453,610,62,11.411443
300,15.000000,47,11280.000000,480,636,62,11.460812
315,15.000000,46,11040.000000,485,680,64,10.686858
330,15.000000,47,11280.000000,504,711,61,10.162037
345,15.000000,54,12960.000000,515,721,62,8.138856
360,15.000000,32,7680.000000,521,717,59,6.754663
375,15.000000,37,8880.000000,513,725,63,7.330473
390,15.000000,50,12000.000000,521,741,67,7.878553
405,15.000000,44,10560.000000,546,771,68,7.155745
420,15.000000,33,7920.000000,570,787,72,6.906539
435,15.000000,32,7680.000000,585,776,61,7.002609
450,15.000000,39,9360.000000,600,795,54,7.049363
465,15.000000,33,7920.000000,608,822,54,6.554194
480,15.000000,16,3840.000000,610,827,57,5.720513
495,15.000000,29,6960.000000,603,826,62,5.709829
510,15.000000,54,12960.000000,614,818,66,6.314222
525,15.000000,49,11760.000000,630,831,68,5.519053
540,15.000000,30,7200.000000,653,844,72,5.090660
555,15.000000,42,10080.000000,663,839,69,5.029854
570,15.000000,45,10800.000000,671,863,59,5.823725
585,15.000000,29,6960.000000,671,880,56,5.628359
600,15.000000,33,7920.000000,667,881,56,5.035791
615,15.000000,34,8160.000000,666,892,58,5.042114
630,15.000000,47,11280.000000,669,886,62,5.308142
645,15.000000,20,4800.000000,679,901,72,4.601343
660,15.000000,27,6480.000000,696,911,74,4.142691
675,15.000000,30,7200.000000,697,908,74,4.439794
690,15.000000,48,11520.000000,695,921,55,5.833438
705,15.000000,30,7200.000000,698,927,53,5.957397
720,15.000000,19,4560.000000,703,911,59,5.414084
735,15.000000,30,7200.000000,700,907,58,4.751712
750,15.000000,39,9360.000000,698,890,60,3.845373
765,15.000000,33,7920.000000,694,905,67,3.501713
780,15.000000,10,2400.000000,701,923,70,3.515681
795,15.000000,27,6480.000000,704,936,73,3.634834
810,15.000000,46,11040.000000,697,949,60,4.446235
825,15.000000,30,7200.000000,696,951,53,4.712089
840,15.000000,24,5760.000000,694,931,53,3.759072
855,15.000000,17,4080.000000,699,935,57,3.847770
870,15.000000,34,8160.000000,694,929,59,3.602443
885,15.000000,23,5520.000000,695,942,61,3.527191
900,15.000000,11,2640.000000,699,955,62,3.404965
