model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,3.0,3,1581.3175156164266,1724.0609203694962,112.02517233333333,19.0
FW_E,5.0,11,2465.114523637343,2728.057303124986,111.15496818181819,29.818181818181817
FW_E,7.0,55,3222.538615427453,3599.644311785293,112.26296054545455,38.63636363636363
FW_E,9.0,73,3966.520816432084,4350.287664322214,109.3643244109589,48.84931506849315
FW_E,11.0,100,4694.038739065502,5211.470338131056,106.86616512,59.17
FW_E,13.0,109,5367.254097145529,5924.887060916449,103.73863104587156,69.75229357798165
FW_E,15.0,82,5636.537031305809,6482.194217837119,94.14645353658537,80.70731707317073
FW_E,17.0,37,5769.994393284127,6401.097632917289,85.80724451351351,90.62162162162163
FW_E,19.0,14,5799.459026255952,6619.3412622798905,77.22319371428571,101.14285714285714
FW_E,21.0,2,5447.525430699336,5476.57021387131,65.06830199999999,113.0
FW_E,23.0,2,6939.588008964471,7083.6920731381415,75.6545475,123.5
FW_W,3.0,1,1817.204650838676,1817.204650838676,116.579037,21.0
FW_W,5.0,16,2384.1174793100054,2710.19634436081,113.7577971875,28.25
FW_W,7.0,40,3300.6671048893886,3549.1516733479157,113.216796,39.3
FW_W,9.0,67,3866.9299320036316,4250.016955124963,107.49581582089552,48.47761194029851
FW_W,11.0,92,4626.521246755925,5143.053717601255,105.88063293478261,58.90217391304348
FW_W,13.0,97,5321.780992141618,5770.371175992966,102.01945116494845,70.3298969072165
FW_W,15.0,85,5739.583351136283,6415.168986520288,96.05788552941176,80.49411764705883
FW_W,17.0,34,6030.7831983737005,7066.693688857918,89.36690670588236,91.0
FW_W,19.0,28,6231.89885199162,7319.997021046544,82.70181892857143,101.71428571428571
FW_W,21.0,11,6251.3049463555035,6855.008498616611,76.1101739090909,110.81818181818181
FW_W,23.0,10,5650.914437130105,6276.8942173761025,62.394090000000006,121.9
FW_W,25.0,4,5938.298802424555,6444.492782438269,58.319009,137.5
FW_W,27.0,3,6221.809245574037,6409.083878756839,58.084782,144.33333333333334
