sim_sec,urban_state_vehicles,urban_state_aligned_accumulation_veh,urban_state_aligned_production_veh_km_h,urban_state_aligned_mean_speed_kph,urban_core_accumulation_veh,urban_core_production_veh_km_h,urban_core_mean_speed_kph,total_vehicles,stopped_vehicles
900.0,1290.0,1290.0,41419.668815,32.10827039922481,1290.0,41419.668815,32.10827039922481,2772.0,452.0
960.0,1406.0,1406.0,44908.34778399999,31.94050340256045,1406.0,44908.34778399999,31.94050340256045,2903.0,442.0
1020.0,1483.0,1483.0,49003.38568400001,33.04341583546865,1483.0,49003.38568400001,33.04341583546865,3065.0,445.0
1080.0,1572.0,1572.0,48978.249553999965,31.156647298982165,1572.0,48978.249553999965,31.156647298982165,3203.0,546.0
1140.0,1671.0,1671.0,60040.06312900003,35.93061826989828,1671.0,60040.06312900003,35.93061826989828,3338.0,395.0
1200.0,1716.0,1716.0,54617.48564400001,31.82837158741259,1716.0,54617.48564400001,31.82837158741259,3357.0,576.0
1260.0,1767.0,1767.0,56016.07065300003,31.70122843972837,1767.0,56016.07065300003,31.70122843972837,3419.0,564.0
1320.0,1769.0,1769.0,58252.999466999994,32.929903599208586,1769.0,58252.999466999994,32.929903599208586,3432.0,516.0
1380.0,1852.0,1851.0,55635.16415299997,30.056814777417596,1851.0,55635.16415299997,30.056814777417596,3504.0,649.0
1440.0,1852.0,1852.0,57360.090165999965,30.971970931965423,1852.0,57360.090165999965,30.971970931965423,3574.0,534.0
1500.0,1881.0,1881.0,58418.06737799998,31.05692045614034,1881.0,58418.06737799998,31.05692045614034,3654.0,628.0
1560.0,1970.0,1970.0,56303.82757899998,28.580623136548216,1970.0,56303.82757899998,28.580623136548216,3749.0,707.0
1620.0,1952.0,1952.0,58500.393320999996,29.9694637914959,1952.0,58500.393320999996,29.9694637914959,3727.0,666.0
1680.0,2037.0,2037.0,58053.95724,28.49973354933726,2037.0,58053.95724,28.49973354933726,3806.0,709.0
1740.0,2059.0,2059.0,63706.43127,30.940471719281206,2059.0,63706.43127,30.940471719281206,3853.0,589.0
1800.0,2065.0,2065.0,57771.573651999985,27.976548984019363,2065.0,57771.573651999985,27.976548984019363,3850.0,755.0
1860.0,2108.0,2108.0,60198.34470399997,28.55708951802655,2108.0,60198.34470399997,28.55708951802655,3888.0,731.0
1920.0,2173.0,2172.0,64410.83673799997,29.655081371086542,2172.0,64410.83673799997,29.655081371086542,3963.0,691.0
1980.0,2204.0,2204.0,59915.25216999997,27.184778661524486,2204.0,59915.25216999997,27.184778661524486,4017.0,792.0
2040.0,2264.0,2264.0,60623.285868000006,26.777069729681983,2264.0,60623.285868000006,26.777069729681983,4045.0,820.0
2100.0,2216.0,2216.0,59931.347609999975,27.04483195397111,2216.0,59931.347609999975,27.04483195397111,4036.0,884.0
2160.0,2300.0,2300.0,62195.811462000034,27.04165715739132,2300.0,62195.811462000034,27.04165715739132,4116.0,848.0
2220.0,2315.0,2315.0,65852.75014000002,28.44611237149029,2315.0,65852.75014000002,28.44611237149029,4109.0,799.0
2280.0,2332.0,2332.0,57722.290634999925,24.752268711406487,2332.0,57722.290634999925,24.752268711406487,4161.0,981.0
2340.0,2435.0,2435.0,67112.01844700001,27.561403879671463,2435.0,67112.01844700001,27.561403879671463,4261.0,858.0
2400.0,2461.0,2461.0,65828.215194,26.748563670865504,2461.0,65828.215194,26.748563670865504,4256.0,934.0
2460.0,2508.0,2507.0,62696.19508999998,25.008454363781404,2507.0,62696.19508999998,25.008454363781404,4274.0,1034.0
2520.0,2599.0,2599.0,65400.63482900001,25.16376869141978,2599.0,65400.63482900001,25.16376869141978,4420.0,1100.0
2580.0,2545.0,2545.0,65212.55285600001,25.62379287072692,2545.0,65212.55285600001,25.62379287072692,4376.0,1020.0
2640.0,2579.0,2579.0,63914.161338000056,24.782536385420727,2579.0,63914.161338000056,24.782536385420727,4394.0,1005.0
2700.0,2557.0,2557.0,62969.50188399999,24.626320642940943,2557.0,62969.50188399999,24.626320642940943,4418.0,1056.0
2760.0,2536.0,2536.0,60323.068869999974,23.786699081230275,2536.0,60323.068869999974,23.786699081230275,4396.0,1097.0
2820.0,2504.0,2504.0,59831.54785099999,23.89438811940894,2504.0,59831.54785099999,23.89438811940894,4406.0,1110.0
2880.0,2475.0,2475.0,57580.82404999996,23.264979414141397,2475.0,57580.82404999996,23.264979414141397,4385.0,1132.0
