case,window_start_sec,window_end_sec,freeway_points,freeway_speed_p10_kph,freeway_speed_p50_kph,freeway_density_p90_veh_km_lane,freeway_density_max_veh_km_lane,freeway_speed_lt40_share,freeway_speed_lt30_share,freeway_density_gt30_share,freeway_stopped_max,urban_points,urban_acc_p50_veh,urban_acc_max_veh,urban_speed_p10_kph,urban_speed_p50_kph,urban_speed_lt20_share,urban_speed_lt15_share,urban_stopped_p50,urban_stopped_max,urban_peak_production_veh_km_h,urban_peak_time_sec,urban_production_drop_after_peak_pct,regime
no_control_scale135_warm900_eval3600_seed13,900.0,4500.0,976.0,50.4879915,66.353159,24.396445,40.850162,0.017418032786885244,0.0030737704918032786,0.02971311475409836,25.0,61.0,2479.0,2761.0,17.75014322646821,23.20680067280399,0.2459016393442623,0.0,1284.0,1504.0,67140.89259999998,2400.0,41.14861704266351,urban_storage_congestion
