model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,3.0,1,1847.3525467585598,1847.3525467585598,118.462712,21.0
FW_E,5.0,30,2472.6846404348134,2736.0891476600736,116.40827573333333,28.666666666666668
FW_E,7.0,54,3226.954453909384,3637.4826607346117,111.78656674074074,38.907407407407405
FW_E,9.0,46,3884.8593773142634,4242.351796347533,107.6771807826087,48.65217391304348
FW_E,11.0,42,4459.530945010417,4871.215422114646,102.3596409047619,58.76190476190476
FW_E,13.0,33,4801.357952978934,5640.48338648616,91.53958403030303,70.75757575757575
FW_E,15.0,22,5107.3341998304995,5957.374020997953,85.4592879090909,80.81818181818181
FW_E,17.0,11,5230.770326940192,6442.653798356518,77.77294054545455,90.45454545454545
FW_E,19.0,3,5599.336374022668,6459.059211612439,73.979011,101.66666666666667
FW_E,21.0,3,4567.530838446747,5176.742909858385,56.05079833333333,109.66666666666667
FW_E,23.0,4,7472.864067396044,7859.429817008249,80.28909575,125.5
FW_E,25.0,1,6806.7393170120395,6806.7393170120395,70.50939,130.0
FW_E,27.0,7,6587.338979953467,7645.049405345711,60.656295,146.14285714285714
FW_E,29.0,14,5576.783242179311,7378.1602575068255,47.99990185714286,156.64285714285714
FW_E,31.0,9,4964.3352196635915,6074.496697410847,40.193408222222224,166.11111111111111
FW_E,33.0,14,4948.227705340392,5792.74777441981,37.70108678571429,176.64285714285714
FW_E,35.0,11,5060.020429415307,5727.529685281834,36.18991090909091,188.45454545454547
FW_E,37.0,6,5072.113086838711,5433.077130812037,34.60798966666667,197.16666666666666
FW_E,39.0,10,5480.625140619012,6481.186554275336,35.1521642,209.6
FW_E,41.0,6,4789.027441258062,5239.978498443654,29.243461333333332,220.5
FW_E,43.0,4,5322.112331174638,5885.927515870916,30.948219,231.75
FW_E,45.0,3,6139.791964955053,6415.089534092322,34.405276666666666,240.33333333333334
FW_E,47.0,7,6086.616899590269,6267.2914507634805,32.29286314285714,253.85714285714286
FW_E,49.0,10,6021.031300680146,6190.116833977717,30.4178001,266.6
FW_E,51.0,15,5978.635747808799,6276.091340820516,29.274100533333332,275.06666666666666
FW_E,53.0,12,5896.950816529226,6106.002650147095,27.94228508333333,284.3333333333333
FW_E,55.0,12,5773.407819207756,5895.864546460636,26.34330675,295.25
FW_E,57.0,16,5550.817022665345,5865.428038237942,24.398098625,306.4375
FW_E,59.0,16,5394.94081835255,5756.868969467533,22.8088868125,318.5
FW_E,61.0,8,5295.138306336912,5454.69745310514,21.80024925,327.125
FW_E,63.0,9,5076.004112870207,5302.826590857156,20.157293,339.1111111111111
FW_E,65.0,4,5064.373088106522,5252.093055729043,19.38895475,351.75
FW_E,67.0,10,4947.943738250292,5122.246462721562,18.5701631,358.8
FW_E,69.0,3,4709.024297911414,4947.224356161678,17.02912,372.3333333333333
FW_E,71.0,12,4648.648859246056,4722.426040883573,16.427058,381.0833333333333
FW_E,73.0,4,4326.770257230828,4468.829298594112,14.75143475,395.0
FW_E,75.0,4,4379.173172250026,4466.5144781962845,14.64266175,402.75
FW_E,77.0,4,4470.949656556202,4483.786005676388,14.44718825,416.75
FW_E,79.0,4,4237.5341510950275,4385.181510845198,13.4614575,424.0
FW_E,81.0,4,4024.5492486487783,4071.9868029417785,12.49443125,433.75
FW_W,5.0,12,2432.3705431707467,2653.2780450264318,115.4738075,28.416666666666668
FW_W,7.0,27,3272.21713560081,3619.5908360667113,112.77485803703703,39.111111111111114
FW_W,9.0,36,3979.9818332879886,4330.250215909011,108.95815727777777,49.27777777777778
FW_W,11.0,58,4493.205306974301,5005.818639856259,102.57910986206896,59.08620689655172
FW_W,13.0,56,5241.618654473973,5694.310989774185,101.54553085714286,69.60714285714286
FW_W,15.0,46,5404.711885105028,6412.563639446191,89.80282360869565,81.1304347826087
FW_W,17.0,25,5648.647261799464,6914.036276628396,82.83446756,91.96
FW_W,19.0,16,4971.760470497302,5918.7449853336075,66.607475,100.4375
FW_W,21.0,13,5316.444294494259,5975.7165065363015,63.01820607692308,113.76923076923077
FW_W,23.0,9,5302.486973272768,5935.99549746368,57.95629177777778,123.22222222222223
FW_W,25.0,8,5620.635100981714,7232.133325648208,55.829387125,135.375
FW_W,27.0,1,7047.486888997795,7047.486888997795,64.588157,147.0
FW_W,29.0,1,5114.5758002176,5114.5758002176,45.331696,152.0
FW_W,31.0,1,6681.202132678908,6681.202132678908,53.260329,169.0
FW_W,35.0,1,5609.2460905331845,5609.2460905331845,39.358561,192.0
FW_W,37.0,9,5642.739838750411,6578.100873119635,38.209680666666664,198.88888888888889
FW_W,39.0,14,5749.415038773948,6254.534283337227,36.96536357142857,209.64285714285714
FW_W,41.0,12,5660.560539289706,6112.75453408925,34.533838333333335,220.91666666666666
FW_W,43.0,16,5528.694563150557,6132.533439165229,32.20436675,231.25
FW_W,45.0,6,5521.213126922779,6002.029166822875,30.8259555,241.16666666666666
FW_W,47.0,11,5621.006222996031,6264.740993267288,30.008270818181817,252.63636363636363
FW_W,49.0,7,6175.610294672021,6280.873838406959,31.59227585714286,263.42857142857144
FW_W,51.0,27,6026.124972003761,6325.634885095022,29.48311085185185,275.4074074074074
FW_W,53.0,22,5814.885813997234,5997.082655716156,27.502475545454544,284.90909090909093
FW_W,55.0,19,5747.106313533167,6004.255285370225,26.185058631578947,295.7368421052632
FW_W,57.0,20,5514.683634577967,5762.7168750911305,24.20278875,307.0
FW_W,59.0,6,5475.139423271407,5780.821504661985,23.217272166666667,317.6666666666667
FW_W,61.0,4,5252.397254575807,5335.63799345454,21.609483,327.5
FW_W,63.0,2,5218.08355872309,5277.534096855752,20.6462495,340.5
FW_W,65.0,2,5101.846371659456,5131.222265036742,19.69491,349.0
FW_W,67.0,1,5007.327416531288,5007.327416531288,18.949246,356.0
