model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,3.0,8,1741.0119556317175,1889.6531789127157,118.609959,19.75
FW_E,5.0,67,2417.7843122238364,2725.393581208355,114.2587719402985,28.507462686567163
FW_E,7.0,119,3118.8854235939552,3485.801429900352,110.70852715966386,37.95798319327731
FW_E,9.0,109,3920.3546726638883,4345.739424686844,109.02321303669724,48.43119266055046
FW_E,11.0,99,4323.1434419078205,4967.715011553812,99.20964782828283,58.75757575757576
FW_E,13.0,47,4594.221425301216,5460.872192869447,88.30590614893617,70.19148936170212
FW_E,15.0,24,4437.360292434018,5631.180024273264,74.60643579166667,80.25
FW_E,17.0,7,4589.183044930272,5146.740622166633,68.514581,90.14285714285714
FW_E,19.0,6,4621.926003780672,5004.803594040672,60.8054865,102.5
FW_E,21.0,1,4460.0866383752,4460.0866383752,54.60115,110.0
FW_E,23.0,1,5924.031436706648,5924.031436706648,65.930014,121.0
FW_W,3.0,8,1642.595889596494,1776.0733719742655,114.19891525,19.375
FW_W,5.0,49,2358.4586772033576,2680.985243829364,112.33658951020408,28.3265306122449
FW_W,7.0,118,3105.8014638844575,3472.1322398388756,110.15767405932203,38.02542372881356
FW_W,9.0,116,3821.096028082795,4254.171185601061,105.78523376724138,48.68103448275862
FW_W,11.0,95,4339.821580631098,5002.5882844166545,99.58441544210527,58.73684210526316
FW_W,13.0,50,4546.218737417092,5205.496817579851,88.3631052,69.52
FW_W,15.0,31,4973.508509874325,6133.086657437947,83.6761444516129,80.3225806451613
FW_W,17.0,9,4739.044440657087,4953.003030289892,69.43607466666667,91.88888888888889
FW_W,19.0,5,5675.261806449183,6577.6466226687835,75.9398184,100.8
FW_W,21.0,2,5416.6751355791675,5455.409078222987,63.735245000000006,114.5
FW_W,23.0,2,5838.2298987614495,5997.588576596529,61.699270999999996,127.5
FW_W,25.0,1,5218.6266766861,5218.6266766861,53.668675,131.0
FW_W,27.0,1,4350.290224858303,4350.290224858303,40.419056,145.0
FW_W,31.0,1,5290.5580142929,5290.5580142929,42.174575,169.0
