sim_sec,model_link,direction,segment_index,segment_id,physical_link,count,stopped_count,mean_speed_kph,length_km,lanes,density_veh_km_lane,flow_vph
900.0,FW_E,E,0,RW_FW_E_S0,2,32.0,0.0,77.830911,1.004823,4.0,7.961601,2478.634635394044
900.0,FW_E,E,1,RW_FW_E_S1,2,48.0,0.0,70.110074,1.004822,4.0,11.942414,3349.1341171145436
900.0,FW_E,E,2,RW_FW_E_S2,2,48.0,0.0,76.475924,1.004823,4.0,11.942402,3653.224910917792
900.0,FW_E,E,3,RW_FW_E_S3,2,95.0,4.0,60.108033,1.004822,4.0,23.636027,5682.860363619564
900.0,FW_E,E,4,RW_FW_E_S4,2,74.0,6.0,53.580071,1.004823,4.0,18.411203,3945.8942557416517
900.0,FW_E,E,5,RW_FW_E_S5,2,16.0,0.0,78.729462,1.004822,4.0,3.980805,1253.62654390764
900.0,FW_E,E,6,RW_FW_E_S6,2,24.0,0.0,90.095924,1.004823,4.0,5.971201,2151.9234859388957
900.0,FW_E,E,7,RW_FW_E_S7,2,14.0,0.0,110.946622,1.004822,4.0,3.483204,1545.7988701475522
900.0,FW_W,W,0,RW_FW_W_S0,26,82.0,1.0,59.870497,1.003668,4.0,20.425081,4891.439002941028
900.0,FW_W,W,1,RW_FW_W_S1,26,69.0,0.0,61.650773,1.003668,4.0,17.186958,4238.356984874136
900.0,FW_W,W,2,RW_FW_W_S2,26,92.0,0.0,57.25937,1.003667,4.0,22.915967,5248.615333443159
900.0,FW_W,W,3,RW_FW_W_S3,26,66.0,0.0,61.562586,1.003668,4.0,16.439699,4048.2815340064562
900.0,FW_W,W,4,RW_FW_W_S4,26,75.0,0.0,64.06361,1.003668,4.0,18.681476,4787.21117075344
900.0,FW_W,W,5,RW_FW_W_S5,26,49.0,0.0,77.084264,1.003668,4.0,12.205231,3763.324994339936
900.0,FW_W,W,6,RW_FW_W_S6,26,46.0,0.0,79.336999,1.003667,4.0,11.457984,3636.168260600064
900.0,FW_W,W,7,RW_FW_W_S7,26,44.0,0.0,80.655023,1.003668,4.0,10.959799,3535.851361681508
960.0,FW_E,E,0,RW_FW_E_S0,2,56.0,0.0,64.422293,1.004823,4.0,13.932802,3590.3322110199438
960.0,FW_E,E,1,RW_FW_E_S1,2,42.0,0.0,75.236508,1.004822,4.0,10.449612,3144.769267339584
960.0,FW_E,E,2,RW_FW_E_S2,2,46.0,0.0,68.077838,1.004823,4.0,11.444802,3116.5495059923037
960.0,FW_E,E,3,RW_FW_E_S3,2,57.0,0.0,73.578167,1.004822,4.0,14.181616,4173.829241511487
960.0,FW_E,E,4,RW_FW_E_S4,2,102.0,2.0,52.377594,1.004823,4.0,25.377604,5316.8713560191045
960.0,FW_E,E,5,RW_FW_E_S5,2,35.0,0.0,75.461809,1.004822,4.0,8.70801,2628.4887495603602
960.0,FW_E,E,6,RW_FW_E_S6,2,27.0,0.0,88.536657,1.004823,4.0,6.717601,2379.0157423994283
960.0,FW_E,E,7,RW_FW_E_S7,2,19.0,0.0,78.179179,1.004822,4.0,4.727205,1478.27602345878
960.0,FW_W,W,0,RW_FW_W_S0,26,88.0,0.0,52.56688,1.003668,4.0,21.919599,4608.97972112448
960.0,FW_W,W,1,RW_FW_W_S1,26,83.0,0.0,59.67739,1.003668,4.0,20.674167,4935.121307936521
960.0,FW_W,W,2,RW_FW_W_S2,26,74.0,0.0,61.42536,1.003667,4.0,18.432408,4528.869188267519
960.0,FW_W,W,3,RW_FW_W_S3,26,79.0,0.0,56.693982,1.003668,4.0,19.677822,4462.456345068816
960.0,FW_W,W,4,RW_FW_W_S4,26,72.0,0.0,67.833335,1.003668,4.0,17.934217,4866.15099889478
960.0,FW_W,W,5,RW_FW_W_S5,26,68.0,0.0,59.832546,1.003668,4.0,16.937872,4053.744022328448
960.0,FW_W,W,6,RW_FW_W_S6,26,44.0,0.0,77.514946,1.003667,4.0,10.95981,3398.1963212810397
960.0,FW_W,W,7,RW_FW_W_S7,26,43.0,0.0,84.71633,1.003668,4.0,10.710713,3629.48918817316
1020.0,FW_E,E,0,RW_FW_E_S0,2,57.0,0.0,69.10099,1.004823,4.0,14.181602,3919.85095194392
1020.0,FW_E,E,1,RW_FW_E_S1,2,47.0,2.0,68.045745,1.004822,4.0,11.693613,3182.8024333067397
1020.0,FW_E,E,2,RW_FW_E_S2,2,33.0,0.0,72.975909,1.004823,4.0,8.210401,2396.6459049180357
1020.0,FW_E,E,3,RW_FW_E_S3,2,48.0,0.0,74.386826,1.004822,4.0,11.942414,3553.433088951856
1020.0,FW_E,E,4,RW_FW_E_S4,2,52.0,0.0,73.230351,1.004823,4.0,12.937602,3789.700542233208
1020.0,FW_E,E,5,RW_FW_E_S5,2,83.0,0.0,64.940356,1.004822,4.0,20.650424,5364.183544443776
1020.0,FW_E,E,6,RW_FW_E_S6,2,28.0,0.0,98.868727,1.004823,4.0,6.966401,2755.0367945661083
1020.0,FW_E,E,7,RW_FW_E_S7,2,35.0,0.0,92.427813,1.004822,4.0,8.70801,3219.44927952852
1020.0,FW_W,W,0,RW_FW_W_S0,26,77.0,0.0,60.688452,1.003668,4.0,19.179649,4655.932830853392
1020.0,FW_W,W,1,RW_FW_W_S1,26,71.0,0.0,49.780245,1.003668,4.0,17.685131,3521.48061614838
1020.0,FW_W,W,2,RW_FW_W_S2,26,91.0,1.0,55.690331,1.003667,4.0,22.666881,5049.304422510444
1020.0,FW_W,W,3,RW_FW_W_S3,26,86.0,0.0,52.704001,1.003668,4.0,21.421426,4515.979429301704
1020.0,FW_W,W,4,RW_FW_W_S4,26,44.0,0.0,70.172455,1.003668,4.0,10.959799,3076.30400854618
1020.0,FW_W,W,5,RW_FW_W_S5,26,93.0,1.0,53.372612,1.003668,4.0,23.165031,4945.512846123887
1020.0,FW_W,W,6,RW_FW_W_S6,26,46.0,0.0,59.992108,1.003667,4.0,11.457984,2749.554454361088
1020.0,FW_W,W,7,RW_FW_W_S7,26,35.0,0.0,78.9337,1.003668,4.0,8.718022,2752.5829325656
1080.0,FW_E,E,0,RW_FW_E_S0,2,49.0,0.0,70.638867,1.004823,4.0,12.191202,3444.6907865925364
1080.0,FW_E,E,1,RW_FW_E_S1,2,56.0,0.0,66.274643,1.004822,4.0,13.932816,3693.569625538752
1080.0,FW_E,E,2,RW_FW_E_S2,2,53.0,0.0,60.05761,1.004823,4.0,13.186402,3167.77515447688
1080.0,FW_E,E,3,RW_FW_E_S3,2,32.0,0.0,93.848363,1.004822,4.0,7.961609,2988.7358859842684
1080.0,FW_E,E,4,RW_FW_E_S4,2,40.0,1.0,76.487847,1.004823,4.0,9.952001,3044.8285193273878
1080.0,FW_E,E,5,RW_FW_E_S5,2,59.0,0.0,66.644896,1.004822,4.0,14.679217,3913.179561305728
1080.0,FW_E,E,6,RW_FW_E_S6,2,75.0,0.0,47.988162,1.004823,4.0,18.660003,3581.836987537944
1080.0,FW_E,E,7,RW_FW_E_S7,2,29.0,0.0,91.349273,1.004822,4.0,7.215208,2636.4160213751356
1080.0,FW_W,W,0,RW_FW_W_S0,26,75.0,0.0,63.181541,1.003668,4.0,18.681476,4721.297767338065
1080.0,FW_W,W,1,RW_FW_W_S1,26,118.0,1.0,45.810507,1.003668,4.0,29.392189,5385.884319719292
1080.0,FW_W,W,2,RW_FW_W_S2,26,14.0,0.0,51.905736,1.003667,4.0,3.487212,724.0252217921279
1080.0,FW_W,W,3,RW_FW_W_S3,26,91.0,3.0,48.513623,1.003668,4.0,22.666858,4398.6056144261365
1080.0,FW_W,W,4,RW_FW_W_S4,26,92.0,0.0,60.341531,1.003668,4.0,22.915944,5531.132581081056
1080.0,FW_W,W,5,RW_FW_W_S5,26,59.0,3.0,50.435293,1.003668,4.0,14.696095,2964.80742912334
1080.0,FW_W,W,6,RW_FW_W_S6,26,59.0,0.0,67.171842,1.003667,4.0,14.696109,3948.658847051112
1080.0,FW_W,W,7,RW_FW_W_S7,26,35.0,0.0,84.168104,1.003668,4.0,8.718022,2935.117529481152
1140.0,FW_E,E,0,RW_FW_E_S0,2,52.0,0.0,64.672298,1.004823,4.0,12.937602,3346.817807797584
1140.0,FW_E,E,1,RW_FW_E_S1,2,48.0,4.0,52.929007,1.004822,4.0,11.942414,2528.400456811592
1140.0,FW_E,E,2,RW_FW_E_S2,2,57.0,0.0,51.426664,1.004823,4.0,14.181602,2917.2499241429123
1140.0,FW_E,E,3,RW_FW_E_S3,2,36.0,0.0,69.789693,1.004822,4.0,8.95681,2500.3720806373203
1140.0,FW_E,E,4,RW_FW_E_S4,2,29.0,0.0,58.973351,1.004823,4.0,7.215201,1702.018324434204
1140.0,FW_E,E,5,RW_FW_E_S5,2,30.0,0.0,90.495021,1.004822,4.0,7.464009,2701.822604796756
1140.0,FW_E,E,6,RW_FW_E_S6,2,112.0,1.0,52.798311,1.004823,4.0,27.865604,5885.027304779376
1140.0,FW_E,E,7,RW_FW_E_S7,2,33.0,0.0,71.319956,1.004822,4.0,8.210409,2342.264034488016
1140.0,FW_W,W,0,RW_FW_W_S0,26,66.0,0.0,71.110922,1.003668,4.0,16.439699,4676.1686131699125
1140.0,FW_W,W,1,RW_FW_W_S1,26,84.0,0.0,60.697734,1.003668,4.0,20.923254,5079.976422825744
1140.0,FW_W,W,2,RW_FW_W_S2,26,108.0,0.0,48.754262,1.003667,4.0,26.901353,5246.222449265943
1140.0,FW_W,W,3,RW_FW_W_S3,26,37.0,0.0,53.090898,1.003668,4.0,9.216195,1957.1842747724402
1140.0,FW_W,W,4,RW_FW_W_S4,26,64.0,0.0,64.442627,1.003668,4.0,15.941526,4109.255255315208
1140.0,FW_W,W,5,RW_FW_W_S5,26,86.0,0.0,62.087674,1.003668,4.0,21.421426,5320.0260564124965
1140.0,FW_W,W,6,RW_FW_W_S6,26,53.0,0.0,68.683978,1.003667,4.0,13.20159,3626.9508685000797
1140.0,FW_W,W,7,RW_FW_W_S7,26,53.0,0.0,71.200687,1.003668,4.0,13.201577,3759.8454075335962
1200.0,FW_E,E,0,RW_FW_E_S0,2,63.0,0.0,59.870556,1.004823,4.0,15.674402,3753.7406508300483
1200.0,FW_E,E,1,RW_FW_E_S1,2,44.0,0.0,64.280421,1.004822,4.0,10.947213,2814.7658416666923
1200.0,FW_E,E,2,RW_FW_E_S2,2,45.0,0.0,70.034484,1.004823,4.0,11.196002,3136.4248917318723
1200.0,FW_E,E,3,RW_FW_E_S3,2,55.0,0.0,65.423776,1.004822,4.0,13.684016,3581.039990257664
1200.0,FW_E,E,4,RW_FW_E_S4,2,33.0,0.0,72.121748,1.004823,4.0,8.210401,2368.5938876037917
1200.0,FW_E,E,5,RW_FW_E_S5,2,25.0,0.0,76.465929,1.004822,4.0,6.220007,1902.4744545660121
1200.0,FW_E,E,6,RW_FW_E_S6,2,32.0,0.0,62.11527,1.004823,4.0,7.961601,1978.14798298908
1200.0,FW_E,E,7,RW_FW_E_S7,2,116.0,2.0,50.865247,1.004822,4.0,28.860833,5872.053596683004
1200.0,FW_W,W,0,RW_FW_W_S0,26,56.0,0.0,65.129916,1.003668,4.0,13.948836,3633.946067911104
1200.0,FW_W,W,1,RW_FW_W_S1,26,79.0,0.0,60.123121,1.003668,4.0,19.677822,4732.368292489848
1200.0,FW_W,W,2,RW_FW_W_S2,26,125.0,0.0,47.806949,1.003667,4.0,31.135825,5954.0351913917
1200.0,FW_W,W,3,RW_FW_W_S3,26,72.0,0.0,44.911478,1.003668,4.0,17.934217,3221.808768970904
1200.0,FW_W,W,4,RW_FW_W_S4,26,35.0,0.0,60.692629,1.003668,4.0,8.718022,2116.4786994393517
1200.0,FW_W,W,5,RW_FW_W_S5,26,88.0,0.0,52.730638,1.003668,4.0,21.919599,4623.337759896648
1200.0,FW_W,W,6,RW_FW_W_S6,26,58.0,2.0,55.513746,1.003667,4.0,14.447023,3208.033461112632
1200.0,FW_W,W,7,RW_FW_W_S7,26,53.0,0.0,74.694133,1.003668,4.0,13.201577,3944.321392990964
1260.0,FW_E,E,0,RW_FW_E_S0,2,111.0,0.0,55.596129,1.004823,4.0,27.616804,6141.549591006863
1260.0,FW_E,E,1,RW_FW_E_S1,2,41.0,2.0,54.268062,1.004822,4.0,10.200812,2214.313192265376
1260.0,FW_E,E,2,RW_FW_E_S2,2,40.0,0.0,55.670879,1.004823,4.0,9.952001,2216.146573915516
1260.0,FW_E,E,3,RW_FW_E_S3,2,40.0,0.0,70.835405,1.004822,4.0,9.952011,2819.8189189978198
1260.0,FW_E,E,4,RW_FW_E_S4,2,62.0,3.0,71.31584,1.004823,4.0,15.425602,4400.359056542719
1260.0,FW_E,E,5,RW_FW_E_S5,2,32.0,0.0,88.353729,1.004822,4.0,7.961609,2813.751375959844
