sim_sec,urban_state_vehicles,urban_state_aligned_accumulation_veh,urban_state_aligned_production_veh_km_h,urban_state_aligned_mean_speed_kph,urban_core_accumulation_veh,urban_core_production_veh_km_h,urban_core_mean_speed_kph,total_vehicles,stopped_vehicles
900.0,1751.0,1751.0,51067.48383399998,29.164753760137053,1751.0,51067.48383399998,29.164753760137053,2998.0,624.0
960.0,1874.0,1874.0,53412.61564500002,28.501929372998944,1874.0,53412.61564500002,28.501929372998944,3154.0,632.0
1020.0,1975.0,1975.0,57783.557605999966,29.2574975220253,1975.0,57783.557605999966,29.2574975220253,3323.0,642.0
1080.0,2112.0,2111.0,56403.96749300004,26.719075079583156,2111.0,56403.96749300004,26.719075079583156,3478.0,802.0
1140.0,2173.0,2173.0,67621.23980499998,31.11884022319373,2173.0,67621.23980499998,31.11884022319373,3575.0,548.0
1200.0,2261.0,2261.0,62498.66727700002,27.642046562140656,2261.0,62498.66727700002,27.642046562140656,3729.0,851.0
1260.0,2364.0,2364.0,63594.97186399993,26.901426338409443,2364.0,63594.97186399993,26.901426338409443,3893.0,832.0
1320.0,2400.0,2400.0,71309.06925399999,29.71211218916666,2400.0,71309.06925399999,29.71211218916666,3936.0,744.0
1380.0,2531.0,2530.0,68857.04370799997,27.216222809486155,2530.0,68857.04370799997,27.216222809486155,4039.0,936.0
1440.0,2553.0,2552.0,70725.53598800003,27.71376802037619,2552.0,70725.53598800003,27.71376802037619,4112.0,820.0
1500.0,2655.0,2655.0,70590.33026800003,26.58769501619587,2655.0,70590.33026800003,26.58769501619587,4228.0,967.0
1560.0,2712.0,2712.0,65143.308211000025,24.020393883112103,2712.0,65143.308211000025,24.020393883112103,4294.0,1174.0
1620.0,2704.0,2704.0,69476.09717200001,25.693822918639057,2704.0,69476.09717200001,25.693822918639057,4309.0,981.0
1680.0,2807.0,2807.0,70422.082963,25.088023855717847,2807.0,70422.082963,25.088023855717847,4427.0,1128.0
1740.0,2867.0,2867.0,74757.03139800002,26.075002231600983,2867.0,74757.03139800002,26.075002231600983,4465.0,1027.0
1800.0,2902.0,2902.0,70613.57890699997,24.332728775671942,2902.0,70613.57890699997,24.332728775671942,4532.0,1156.0
1860.0,2955.0,2955.0,69996.680189,23.68753982707276,2955.0,69996.680189,23.68753982707276,4591.0,1260.0
