model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,3.0,12,1549.3759586422466,1829.906846245782,117.77436758333333,17.75
FW_E,5.0,62,2420.6074430991216,2742.478157990721,114.27044503225807,28.548387096774192
FW_E,7.0,122,3105.0421107134002,3522.303538787629,110.40844890983607,37.90163934426229
FW_E,9.0,129,3847.085727731777,4328.123406915028,106.64662679069768,48.6124031007752
FW_E,11.0,92,4282.360181352091,4994.435522629919,99.01472923913043,58.358695652173914
FW_E,13.0,34,4550.681928912806,5185.874357565615,88.45950620588235,69.41176470588235
FW_E,15.0,22,4363.633637383117,4889.485189522273,73.0009010909091,80.81818181818181
FW_E,17.0,9,4989.560128698674,5736.994617206794,74.815224,90.0
FW_E,19.0,4,5042.488706958495,5713.739746387751,68.10842,99.5
FW_E,21.0,1,5633.2308115402275,5633.2308115402275,64.287527,118.0
FW_E,23.0,1,5306.8915279989005,5306.8915279989005,57.632799,124.0
FW_W,3.0,1,1884.36014529048,1884.36014529048,120.88726,21.0
FW_W,5.0,67,2316.8423462364017,2639.5403770298603,111.96521298507463,27.895522388059703
FW_W,7.0,102,3168.3260964641295,3513.115896573851,110.47594401960784,38.65686274509804
FW_W,9.0,124,3833.479899164008,4234.911048519489,106.28054912096775,48.653225806451616
FW_W,11.0,112,4304.302482025178,4905.658429345756,98.80440136607143,58.785714285714285
FW_W,13.0,53,4496.421051273791,5036.948698144204,88.33528754716981,68.66037735849056
FW_W,15.0,24,4724.201053007801,5589.763521907843,80.26404525,79.20833333333333
FW_W,17.0,3,4806.41581493772,4903.5875924331385,72.787625,89.0
FW_W,19.0,1,4777.64214033998,4777.64214033998,65.678539,98.0
FW_W,21.0,1,4895.994004363231,4895.994004363231,59.963108,110.0
