run_dir,state_csv,action_csv,decision_dir,ok,state_rows,completed_sim_sec,warmup_sec,analysis_time_h,vehicle_hours_total,vehicle_hours_freeway,vehicle_hours_urban,stopped_vehicle_hours,mean_total_vehicles,mean_freeway_vehicles,mean_urban_vehicles,mean_ramp_vehicles,mean_boundary_vehicles,mean_speed_kph,freeway_mean_speed_kph,mean_stopped_vehicles,final_total_vehicles,final_urban_vehicles,final_freeway_vehicles,final_stopped_vehicles,controller_statuses,fallback_state_rows,mean_decision_wall_sec_state_csv,max_decision_wall_sec_state_csv,action_rows,decision_count_action_csv,mean_vsl_kph,mean_ramp_green_sec,mean_ramp_rate_vph,mean_signal_green_sec,mean_signal_split_abs_sec,mean_signal_offset_abs_sec,vsl_mean_abs_step_kph,ramp_green_abs_step_sec,ramp_rate_abs_step_vph,signal_green_abs_step_sec,signal_split_abs_step_sec,signal_offset_abs_step_sec,decision_json_count,controller_variants,controller_statuses_json,controller_error_count,controller_error_sample,mean_decision_wall_sec,max_decision_wall_sec,mean_prediction_wall_sec,prediction_error_count,prediction_lag_max_abs_sec,prediction_total_abs_error_mean_veh,prediction_total_abs_error_max_veh,prediction_np_abs_error_mean_veh,prediction_freeway_abs_error_mean_veh,prediction_urban_storage_abs_error_mean_veh,prediction_urban_movement_queue_abs_error_mean_veh,prediction_urban_queue_plus_storage_abs_error_mean_veh,wu_convergence_rate,wu_residual_mean,wu_residual_max,wu_iterations_mean,pfo_convergence_rate,pfo_residual_objective_mean,pfo_residual_control_mean,pfo_iterations_mean,primary_rank_key,demand,control,case,pfo_selected_mean,fallback_selected_mean,fallback_no_control_mean,ramp_release_guard_active_mean,ramp_release_guard_no_control_fallback_mean,ramp_release_guard_adjusted_count_mean,ramp_release_guard_before_ratio_mean,ramp_release_guard_after_ratio_mean,ramp_release_guard_floor_ratio_mean,ttt_delta_vs_no_control,ttt_delta_pct,pfo_selected_rate,fallback_selected_rate,fallback_no_control_rate,ramp_release_guard_active_rate,ramp_release_guard_no_control_fallback_rate
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715\state_no_control_155w_mfd277_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715\action_no_control_155w_mfd277_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715\decisions_no_control_155w_mfd277_smoke,True,361,1800.0,0.0,0.5011111111111111,312.83944444444444,68.93166666666667,114.87777777777778,68.29027777777777,624.2915742793791,137.55764966740577,229.24611973392462,29.53159645232816,175.09866962305986,51.26920456818181,100.7770838087583,136.27771618625277,715.0,282.0,152.0,187.0,ok,0,0.4262788476454294,0.457087,429,11,120.0,10.0,825.5365,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,no-control,ok,0,,0.4267449090909091,0.457087,0.12907145454545454,10,1.0,168.11707846146686,220.84727241158686,218.01490770628703,41.36783144920065,178.55402796625734,37.77364395402435,210.94589301029356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.9120138888889,155w,no_control,no_control_155w_mfd277_smoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715\state_pstack_155w_mfd277_combined_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715\action_pstack_155w_mfd277_combined_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715\decisions_pstack_155w_mfd277_combined_smoke,True,361,1800.0,0.0,0.5011111111111111,313.6172222222222,68.83027777777778,115.04166666666667,69.05277777777778,625.8436807095344,137.35532150776052,229.5731707317073,30.299334811529935,175.3120842572062,51.143481757760526,100.91862436308205,137.79933481152995,716.0,268.0,153.0,185.0,ok,0,22.028570396121882,23.824349,429,11,120.0,9.681818181818182,809.4683181818182,57.0,0.0,0.0,0.0,0.7,35.35,0.0,0.0,0.0,11.0,stackelberg-wu-metered,ok,0,,22.036502545454546,23.824349,0.11571209090909092,10,1.0,169.5309426844122,230.83624211391412,218.88804910845045,40.337783453725514,179.11353392394494,37.99514563085125,211.34736845618158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.88041666666663,155w,combined,pstack_155w_mfd277_combined_smoke,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777715,0.24861883358697767,1.0,1.0,0.0,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715\state_pstack_155w_mfd277_combined_no_pfoinc_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715\action_pstack_155w_mfd277_combined_no_pfoinc_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715\decisions_pstack_155w_mfd277_combined_no_pfoinc_smoke,True,361,1800.0,0.0,0.5011111111111111,312.64916666666664,68.84972222222223,114.13472222222222,67.75555555555556,623.9118625277162,137.39412416851442,227.76330376940132,30.856430155210642,175.54490022172948,51.34098529434589,100.88818377272727,135.21064301552107,690.0,263.0,151.0,173.0,ok,0,19.907152002770083,22.247992,429,11,120.0,8.409090909090908,776.2985454545455,57.0,0.0,0.0,0.0,0.6,24.34325,0.0,0.0,0.0,11.0,stackelberg-wu-metered,ok,0,,19.926558,22.247992,0.116006,10,1.0,172.7251548832444,220.91606390774228,221.0265955130107,39.913102493306454,180.56143877101812,38.1250498074298,214.10087949598594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.5880555555555,155w,no_pfoinc,pstack_155w_mfd277_combined_no_pfoinc_smoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1902777777777942,-0.06082282178825338,0.0,0.0,0.0,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\state_pstack_155w_guarded_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\action_pstack_155w_guarded_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\decisions_pstack_155w_guarded_seed13,True,361,1800.0,0.0,0.5011111111111111,312.8408333333333,68.93861111111111,114.88333333333334,68.29166666666667,624.2943458980044,137.57150776053214,229.2572062084257,29.52328159645233,175.1069844789357,51.26936305487805,100.7717028830377,136.28048780487805,715.0,282.0,152.0,187.0,ok,0,21.46178755401662,23.632326,429,11,120.0,9.954545454545455,823.9296818181818,57.0,0.0,0.0,0.0,0.1,3.534999999999991,0.0,0.0,0.0,11.0,stackelberg-wu-metered,ok,0,,21.360757,23.632326,0.11316981818181818,10,1.0,167.91817071183291,219.15797415061576,218.01493053552187,41.56679555141286,178.55417476586783,37.77355350699212,210.94595007556313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.91375,155w,guarded,pstack_155w_guarded_seed13,1.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.9805360734283926,0.9980536073428392,0.8954545454545454,0.001388888888868678,0.0004439622028229451,1.0,1.0,0.0,1.0,0.0
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\state_no_control_190w_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\action_no_control_190w_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\decisions_no_control_190w_seed13,True,361,1800.0,0.0,0.5011111111111111,470.53194444444443,94.28027777777778,180.05138888888888,155.3125,938.9772727272727,188.14246119733926,359.30432372505544,45.22450110864745,272.16518847006654,41.723421459534364,90.99233852882483,309.9362527716186,1260.0,486.0,222.0,553.0,ok,0,0.42180438227146816,0.458266,429,11,120.0,10.0,825.5365,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,no-control,ok,0,,0.425027,0.458266,0.12165181818181818,10,1.0,144.50541661939775,226.25250663995735,250.00526689547965,60.97930527955147,193.56329894466677,45.52813326304438,209.81962433838893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.36006944444443,190w,no_control,no_control_190w_seed13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\state_pstack_190w_combined_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\action_pstack_190w_combined_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\decisions_pstack_190w_combined_seed13,True,361,1800.0,0.0,0.5011111111111111,481.6,93.78305555555555,181.95416666666668,164.98055555555555,961.0643015521065,187.15022172949003,363.10144124168517,57.60809312638581,278.1879157427938,40.76708884312639,91.30734883093126,329.22949002217297,1322.0,494.0,222.0,653.0,ok,0,24.351740573407202,29.419707,429,11,120.0,7.0,603.8690454545455,57.0,0.0,0.0,0.0,1.2,130.9566,0.0,0.0,0.0,11.0,stackelberg-wu-metered,ok,0,,24.162475636363638,29.419707,0.12165827272727273,10,1.0,136.7356588613312,213.61772800732558,249.35404878808922,61.4243704563254,192.13189757175917,45.60748895831466,202.58150439477387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.8451388888889,190w,combined,pstack_190w_combined_seed13,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.068055555555588,2.352243176310509,0.5454545454545454,0.5454545454545454,0.0,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\state_pstack_190w_no_pfoinc_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\action_pstack_190w_no_pfoinc_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\decisions_pstack_190w_no_pfoinc_seed13,True,361,1800.0,0.0,0.5011111111111111,499.51944444444445,93.69416666666666,192.58055555555555,175.5375,996.8237250554324,186.97283813747228,384.3070953436807,75.4490022172949,273.02993348115297,39.67554277605321,91.10371788303769,350.29656319290467,1357.0,532.0,223.0,637.0,ok,0,21.694747055401663,26.872387,429,11,120.0,6.454545454545454,557.8328636363636,57.0,0.0,0.0,0.0,0.4,41.30915,0.0,0.0,0.0,11.0,stackelberg-wu-metered,ok,0,,21.507673818181818,26.872387,0.11491409090909091,10,1.0,135.4112362422991,216.44401492553072,242.13961715977288,60.92937221852454,187.21887840121207,41.000581316768404,200.92446259879887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.4038194444445,190w,no_pfoinc,pstack_190w_no_pfoinc_seed13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.98750000000001,6.1605806666804375,0.0,0.0,0.0,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\state_pstack_190w_guarded_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\action_pstack_190w_guarded_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\decisions_pstack_190w_guarded_seed13,True,361,1800.0,0.0,0.5011111111111111,473.1763888888889,94.80805555555555,178.6513888888889,157.50833333333333,944.2544345898004,189.19567627494456,356.51053215077604,47.44733924611973,275.4412416851441,41.54320890964523,90.51618525,314.3181818181818,1257.0,504.0,224.0,587.0,ok,0,24.18163990027701,25.815528,429,11,120.0,9.863636363636363,820.7160454545456,57.0,0.0,0.0,0.0,0.2,7.069999999999982,0.0,0.0,0.0,11.0,stackelberg-wu-metered,ok,0,,23.90925718181818,25.815528,0.11747127272727273,10,1.0,143.0311507894386,226.2400066399573,249.18564693668992,61.934192265434284,191.61183271427788,45.20437910005076,209.33076424982264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.5534722222222,190w,guarded,pstack_190w_guarded_seed13,1.0,1.0,0.0,1.0,0.2727272727272727,0.625,0.8299414793784515,0.9935081527973847,0.9409090909090909,2.6444444444444457,0.5620116711877454,1.0,1.0,0.0,1.0,0.2727272727272727
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\state_no_control_220w_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\action_no_control_220w_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\decisions_no_control_220w_seed13,True,361,1800.0,0.0,0.5011111111111111,622.8347222222222,136.32611111111112,204.9013888888889,243.98194444444445,1242.9074279379158,272.0476718403548,408.8941241685144,62.863082039911305,406.8519955654102,34.79713191685144,68.62247970676275,486.8819290465632,1687.0,581.0,295.0,802.0,ok,0,0.4454503185595568,0.516218,429,11,120.0,10.0,825.5365,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,no-control,ok,0,,0.44654863636363634,0.516218,0.1267079090909091,10,1.0,153.18916218955565,250.77600146870475,337.8651226678465,121.67733298052889,269.55241710426935,43.25120497321248,283.9540499293277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.8302083333333,220w,no_control,no_control_220w_seed13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\state_pstack_220w_combined_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\action_pstack_220w_combined_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\decisions_pstack_220w_combined_seed13,True,361,1800.0,0.0,0.5011111111111111,638.8847222222222,137.50805555555556,203.7097222222222,257.0527777777778,1274.9362527716187,274.40631929046566,406.5160753880266,76.43569844789357,420.330376940133,33.68102182261641,66.65551308259424,512.9656319290466,1724.0,574.0,314.0,794.0,ok,0,24.472593263157894,27.755155,429,11,118.4659090909091,7.2272727272727275,603.6291363636363,57.0,0.0,0.0,0.5625,2.1,263.09940000000006,0.0,0.0,0.0,11.0,stackelberg-wu-metered,ok,0,,24.202016636363638,27.755155,0.12238763636363637,10,1.0,160.0319557022538,250.49359254706906,345.62530018338714,120.03345150658994,276.07564574395127,43.912025856078266,289.3486289946883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.1479166666667,220w,combined,pstack_220w_combined_seed13,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.049999999999955,2.5769276225857896,0.45454545454545453,0.45454545454545453,0.0,,
