model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,5.0,7,2306.4636803186127,2548.9127881043196,114.62650657142858,27.0
FW_E,7.0,28,3273.0465327573593,3524.4277868146237,114.25779207142857,38.607142857142854
FW_E,9.0,53,3892.983932385423,4267.7770172710025,108.41261871698113,48.37735849056604
FW_E,11.0,52,4510.661887469227,4989.774192841698,103.92582371153846,58.48076923076923
FW_E,13.0,61,5166.523821778167,5763.44805907738,100.78554975409835,69.08196721311475
FW_E,15.0,30,5707.670313384617,6360.744518663965,95.74730096666667,80.26666666666667
FW_E,17.0,27,6332.6961533436,7121.937240384982,93.40935744444444,91.29629629629629
FW_E,19.0,21,6587.904199599147,7724.548257467481,86.25319057142858,102.95238095238095
FW_E,21.0,23,6624.464801662206,7449.812058657706,79.86657739130435,111.95652173913044
FW_E,23.0,17,6536.648898922097,7503.122933363111,70.35954782352941,124.94117647058823
FW_E,25.0,28,6046.589659959798,7161.895703248613,60.168957642857144,135.5
FW_E,27.0,24,5863.763158584648,7207.42331291858,54.10768408333333,146.04166666666666
FW_E,29.0,17,6241.564820786967,7412.084895214963,54.55621611764706,154.23529411764707
FW_E,31.0,8,6559.236901017054,7425.3365024857185,53.59536975,164.875
FW_E,33.0,4,6604.709365584754,7064.516979297072,50.354715,176.75
FW_E,37.0,1,6901.868554026975,6901.868554026975,47.179316,197.0
FW_E,41.0,1,6849.12732582366,6849.12732582366,41.175455,224.0
FW_E,43.0,2,6288.367151939877,6432.452273517256,37.22554100000001,227.5
FW_E,45.0,1,6163.044348426719,6163.044348426719,33.875085,245.0
FW_E,47.0,1,5766.6509727767125,5766.6509727767125,30.573217,254.0
FW_E,49.0,1,5937.920344835424,5937.920344835424,30.636916,261.0
FW_E,53.0,3,5614.532871051963,5669.247727287349,26.344776666666668,287.0
FW_E,55.0,5,5556.839973713467,5707.29207031403,25.1789848,297.2
FW_E,57.0,20,5421.987298232291,5733.029385612849,23.7420902,307.55
FW_E,59.0,16,5423.8342849031205,5640.864918817457,22.99433625,317.6875
FW_E,61.0,19,5102.218761460157,5262.388805527442,20.912731684210527,328.57894736842104
FW_E,63.0,10,5061.19553072092,5339.287730415121,20.2213977,337.1
FW_E,65.0,7,5091.312566146231,5210.278585940367,19.579297142857143,350.2857142857143
FW_E,67.0,1,5306.847490735033,5306.847490735033,19.741458,362.0
FW_W,5.0,2,2349.888195001122,2426.1899781333077,117.211101,27.0
FW_W,7.0,12,3363.897611737089,3616.9996250588783,113.979635,39.75
FW_W,9.0,11,3957.9146824316385,4198.019638755012,109.65156336363637,48.63636363636363
FW_W,11.0,27,4693.045666377297,5265.67798642784,106.58598892592593,59.333333333333336
FW_W,13.0,53,5399.507911190822,5900.5396860145465,103.8913720754717,70.0754716981132
FW_W,15.0,65,5965.814665883659,6525.168862491235,98.37802684615384,81.72307692307692
FW_W,17.0,72,6281.3082071316885,6838.929043706001,93.10109177777778,90.94444444444444
FW_W,19.0,45,6409.489385561995,7225.491619116252,85.01955108888889,101.62222222222222
FW_W,21.0,36,6296.476190497675,7115.29463752694,74.99034325,113.25
FW_W,23.0,23,6338.2982484744225,6977.2934072497665,68.45139265217391,124.78260869565217
FW_W,25.0,31,6667.40329634371,7287.862570193909,66.31919561290323,135.48387096774192
FW_W,27.0,41,6881.325917828634,7476.71020706764,63.74938829268292,145.46341463414635
FW_W,29.0,19,6866.706133290107,7472.378575601127,59.97631768421053,154.31578947368422
FW_W,31.0,14,7156.767078495462,7497.800455883045,57.79962735714286,166.85714285714286
FW_W,33.0,14,6988.18192477754,7286.583602538996,52.949708785714286,177.85714285714286
FW_W,35.0,9,6849.0277993738,7095.015031216693,49.114487777777775,187.88888888888889
FW_W,37.0,6,6838.630789262863,7244.858219020693,46.890574666666666,196.5
FW_W,39.0,6,7056.8656563772865,7354.563520958096,46.00890166666667,206.66666666666666
FW_W,41.0,2,6569.1416469618325,6604.331451799202,40.137077500000004,220.5
