case,window_start_sec,window_end_sec,freeway_points,freeway_speed_p10_kph,freeway_speed_p50_kph,freeway_density_p90_veh_km_lane,freeway_density_max_veh_km_lane,freeway_speed_lt40_share,freeway_speed_lt30_share,freeway_density_gt30_share,freeway_stopped_max,urban_points,urban_acc_p50_veh,urban_acc_max_veh,urban_speed_p10_kph,urban_speed_p50_kph,urban_speed_lt20_share,urban_speed_lt15_share,urban_stopped_p50,urban_stopped_max,urban_peak_production_veh_km_h,urban_peak_time_sec,urban_production_drop_after_peak_pct,regime
no_control_mixed_critical_warm900_eval300_seed13,900.0,1200.0,6.0,52.912903,55.0280635,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2162.0,2210.0,36.901218,38.280932,0.0,0.0,791.5,907.0,0.0,0.0,0.0,urban_storage_congestion
