model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,5.0,4,2510.66244980313,2695.6482109383114,117.65538725,28.75
FW_E,7.0,39,3271.2771585608684,3559.2356712573755,113.40944497435898,38.84615384615385
FW_E,9.0,28,3998.3739222468544,4309.405597968524,110.7803145,48.642857142857146
FW_E,11.0,63,4540.734457269033,4968.13203562427,103.6574001904762,59.111111111111114
FW_E,13.0,52,5261.024066706943,5911.2743275005705,101.70335330769231,69.6923076923077
FW_E,15.0,44,5902.785867854301,6619.079675383793,98.47283947727273,80.77272727272727
FW_E,17.0,39,6338.658205216006,7245.267836965184,93.82849343589743,91.05128205128206
FW_E,19.0,26,6268.126895728217,7177.074806414562,81.71424526923077,103.34615384615384
FW_E,21.0,30,6416.665901906441,7365.689063363504,76.3399964,113.33333333333333
FW_E,23.0,14,5987.247343545857,7112.7685249239985,65.0783635,123.78571428571429
FW_E,25.0,25,5927.36834284839,7316.26461269909,58.9242676,135.44
FW_E,27.0,22,6010.275282215055,7321.732606230171,55.82880922727273,145.0
FW_E,29.0,15,6575.178023098505,7432.033044705548,56.9037384,155.66666666666666
FW_E,31.0,4,6817.289000934192,7516.652049065457,56.04941875,163.75
FW_E,33.0,4,7020.468181292688,7210.818907995738,53.2136415,177.75
FW_E,35.0,4,6670.856060586214,6884.20047930723,48.63115825,184.75
FW_E,39.0,2,6484.876814166852,6765.8872552179255,41.669619499999996,210.0
FW_E,41.0,2,6187.888507940206,6201.412149136791,37.794233,220.5
FW_E,43.0,1,6094.89298122012,6094.89298122012,34.926045,235.0
FW_E,45.0,1,6155.592251528939,6155.592251528939,34.112595,243.0
FW_E,47.0,5,6390.1211410072665,6698.538962154646,33.8108932,254.6
FW_E,49.0,4,5973.362596111538,6210.528245129062,30.24305725,266.0
FW_E,51.0,6,5827.983419040332,6092.747471006113,28.284527333333333,277.5
FW_E,53.0,8,5620.8377919026525,5859.382875262194,26.5046515,285.625
FW_E,55.0,14,5589.096881474197,5809.739438574096,25.421363642857145,296.14285714285717
FW_E,57.0,8,5337.9297934409,5631.324799700451,23.372703875,307.625
FW_E,59.0,10,5291.490125196849,5433.737445099267,22.4312597,317.7
FW_E,61.0,10,5288.631706645963,5503.621613303177,21.734082100000002,327.7
FW_E,63.0,2,5044.322077842244,5073.06578132569,20.216644,336.0
FW_E,65.0,2,4846.592823173663,4973.298606310935,18.57663,351.5
FW_W,5.0,2,2306.6223666381784,2430.6321888700136,98.7962505,31.5
FW_W,7.0,4,3387.1510923320766,3640.9190149101923,114.44025975,39.75
FW_W,9.0,20,4122.864144114984,4430.935291565891,111.1016509,50.0
FW_W,11.0,32,4817.7623104395125,5282.734727209517,108.67688196875,59.75
FW_W,13.0,48,5234.159184279495,5791.81903134513,101.7095649375,69.47916666666667
FW_W,15.0,64,5929.267666285647,6586.053288366142,98.860513375,80.84375
FW_W,17.0,34,6366.854008588113,6956.834120354168,93.35027661764705,91.94117647058823
FW_W,19.0,38,6270.103214948208,7213.9167136081105,83.47646292105263,101.21052631578948
FW_W,21.0,29,6289.331792071028,7093.112360402531,75.08544820689656,112.96551724137932
FW_W,23.0,28,6373.193529579586,7507.050728852235,69.40674303571429,123.89285714285714
FW_W,25.0,37,6528.055432329404,7214.3522458732605,65.36170997297297,134.64864864864865
FW_W,27.0,29,6649.075812668567,7357.584652982406,61.49456048275862,145.68965517241378
FW_W,29.0,23,6674.993042634915,7268.164777313212,57.758725043478265,155.65217391304347
FW_W,31.0,31,6698.1108410328725,7275.9913064530165,54.03528796774194,167.0
FW_W,33.0,20,6748.029643952466,7236.48681085681,51.39672815,176.9
FW_W,35.0,12,6511.755554666879,7003.702307016137,46.26935508333334,189.75
FW_W,37.0,5,5666.528978827976,6300.920798616433,37.7863256,202.0
FW_W,39.0,4,6066.948157649038,6832.951138010541,39.257082,208.25
FW_W,41.0,12,5263.200800397678,5760.556533341578,32.046560166666666,221.25
FW_W,43.0,5,5387.380472487969,5884.179534399206,31.4087312,231.4
FW_W,45.0,1,4640.355056072688,4640.355056072688,26.266983,238.0
FW_W,47.0,3,5440.659638325827,5834.361894382879,29.090823,252.0
FW_W,49.0,1,4536.1944076205355,4536.1944076205355,23.236561,263.0
FW_W,51.0,1,5459.220442958496,5459.220442958496,26.551362,277.0
FW_W,53.0,1,5842.219250945925,5842.219250945925,27.616519,285.0
FW_W,55.0,2,5632.464766192232,5754.872735009654,25.3326695,299.5
FW_W,57.0,2,5583.289765723594,5589.962633457564,24.824800500000002,303.0
