sim_sec,urban_state_vehicles,urban_state_aligned_accumulation_veh,urban_state_aligned_production_veh_km_h,urban_state_aligned_mean_speed_kph,urban_core_accumulation_veh,urban_core_production_veh_km_h,urban_core_mean_speed_kph,total_vehicles,stopped_vehicles
900.0,1789.0,1789.0,55457.83902000001,30.999351045276693,1789.0,55457.83902000001,30.999351045276693,3036.0,572.0
960.0,1914.0,1914.0,58250.736348,30.434031529780565,1914.0,58250.736348,30.434031529780565,3209.0,591.0
1020.0,2011.0,2011.0,64190.444928000004,31.91966431029339,2011.0,64190.444928000004,31.91966431029339,3372.0,604.0
1080.0,2154.0,2153.0,60475.68839299998,28.089033159777046,2153.0,60475.68839299998,28.089033159777046,3545.0,745.0
1140.0,2236.0,2236.0,71258.34729499999,31.868670525491943,2236.0,71258.34729499999,31.868670525491943,3660.0,544.0
1200.0,2307.0,2307.0,65606.04199800002,28.437816210663204,2307.0,65606.04199800002,28.437816210663204,3779.0,848.0
1260.0,2382.0,2382.0,66874.27096799998,28.0748408765743,2382.0,66874.27096799998,28.0748408765743,3880.0,814.0
1320.0,2473.0,2473.0,74989.44459300004,30.323269143954725,2473.0,74989.44459300004,30.323269143954725,4008.0,749.0
1380.0,2611.0,2610.0,72672.50533499995,27.84387177586205,2610.0,72672.50533499995,27.84387177586205,4160.0,919.0
1440.0,2648.0,2647.0,75729.80959899999,28.609674952398937,2647.0,75729.80959899999,28.609674952398937,4248.0,807.0
1500.0,2707.0,2707.0,70512.57547,26.048236228297007,2707.0,70512.57547,26.048236228297007,4342.0,1022.0
1560.0,2792.0,2792.0,66911.53375099997,23.965449051217753,2792.0,66911.53375099997,23.965449051217753,4401.0,1157.0
1620.0,2772.0,2772.0,72033.21468500006,25.986008183621955,2772.0,72033.21468500006,25.986008183621955,4431.0,998.0
1680.0,2908.0,2908.0,75229.44138200002,25.869821658184325,2908.0,75229.44138200002,25.869821658184325,4575.0,1134.0
1740.0,2968.0,2968.0,79216.26134900001,26.690115009770892,2968.0,79216.26134900001,26.690115009770892,4617.0,1029.0
1800.0,2974.0,2974.0,72927.18426800001,24.521581798251518,2974.0,72927.18426800001,24.521581798251518,4646.0,1174.0
1860.0,3068.0,3068.0,73265.84451300003,23.880653361473282,3068.0,73265.84451300003,23.880653361473282,4724.0,1273.0
1920.0,3114.0,3114.0,81889.97791600006,26.297359639049475,3114.0,81889.97791600006,26.297359639049475,4770.0,1135.0
1980.0,3212.0,3212.0,71932.02200099999,22.394776463574093,3212.0,71932.02200099999,22.394776463574093,4883.0,1379.0
2040.0,3300.0,3300.0,75659.888466,22.92723892909091,3300.0,75659.888466,22.92723892909091,4997.0,1380.0
2100.0,3296.0,3296.0,74851.01647799998,22.709653057645625,3296.0,74851.01647799998,22.709653057645625,5010.0,1444.0
2160.0,3401.0,3401.0,75314.24296499991,22.144734773595975,3401.0,75314.24296499991,22.144734773595975,5118.0,1501.0
2220.0,3502.0,3501.0,82311.91378799992,23.51097223307624,3501.0,82311.91378799992,23.51097223307624,5227.0,1442.0
2280.0,3570.0,3570.0,75995.089013,21.287139779551822,3570.0,75995.089013,21.287139779551822,5351.0,1685.0
2340.0,3624.0,3623.0,83786.67082099998,23.126323715429198,3623.0,83786.67082099998,23.126323715429198,5402.0,1495.0
2400.0,3657.0,3657.0,81993.13958099995,22.42087491960622,3657.0,81993.13958099995,22.42087491960622,5436.0,1640.0
2460.0,3625.0,3625.0,72993.51450600002,20.13614193268966,3625.0,72993.51450600002,20.13614193268966,5379.0,1768.0
2520.0,3721.0,3721.0,75017.85427299995,20.160670323300174,3721.0,75017.85427299995,20.160670323300174,5476.0,1862.0
2580.0,3683.0,3683.0,77909.48197000002,21.153809929405384,3683.0,77909.48197000002,21.153809929405384,5498.0,1756.0
2640.0,3701.0,3701.0,75497.140318,20.399119242907325,3701.0,75497.140318,20.399119242907325,5522.0,1707.0
2700.0,3762.0,3762.0,73999.272607,19.67019473870282,3762.0,73999.272607,19.67019473870282,5617.0,1860.0
2760.0,3758.0,3758.0,74276.49484500001,19.76490017163385,3758.0,74276.49484500001,19.76490017163385,5613.0,1871.0
2820.0,3793.0,3793.0,74882.994297,19.742418744265752,3793.0,74882.994297,19.742418744265752,5723.0,1845.0
2880.0,3829.0,3829.0,75901.96988500004,19.82292240402195,3829.0,75901.96988500004,19.82292240402195,5787.0,1924.0
2940.0,3806.0,3806.0,73976.32060200008,19.436763163951678,3806.0,73976.32060200008,19.436763163951678,5811.0,1943.0
3000.0,3764.0,3764.0,65621.992921,17.434110765409137,3764.0,65621.992921,17.434110765409137,5879.0,2086.0
3060.0,3695.0,3695.0,73171.13532400002,19.80274298349121,3695.0,73171.13532400002,19.80274298349121,5855.0,1925.0
3120.0,3745.0,3745.0,73098.60654099999,19.518987060347126,3745.0,73098.60654099999,19.518987060347126,5886.0,1974.0
3180.0,3766.0,3766.0,74950.94284700006,19.902002880244307,3766.0,74950.94284700006,19.902002880244307,5926.0,1869.0
3240.0,3755.0,3755.0,73332.54013800003,19.52930496351532,3755.0,73332.54013800003,19.52930496351532,5937.0,1943.0
3300.0,3772.0,3772.0,68368.38268299996,18.125234009278888,3772.0,68368.38268299996,18.125234009278888,5994.0,2114.0
3360.0,3747.0,3747.0,67963.94719099996,18.138229834801162,3747.0,67963.94719099996,18.138229834801162,6016.0,2103.0
3420.0,3780.0,3780.0,70127.68637600003,18.55229798306879,3780.0,70127.68637600003,18.55229798306879,6077.0,2075.0
3480.0,3837.0,3837.0,67520.34745400002,17.597171606463387,3837.0,67520.34745400002,17.597171606463387,6172.0,2241.0
3540.0,3829.0,3829.0,74359.49567899997,19.42008244424131,3829.0,74359.49567899997,19.42008244424131,6165.0,2090.0
3600.0,3876.0,3876.0,70705.78207999995,18.241945841073257,3876.0,70705.78207999995,18.241945841073257,6263.0,2176.0
3660.0,3768.0,3768.0,62475.252212000036,16.580480947983023,3768.0,62475.252212000036,16.580480947983023,6136.0,2226.0
3720.0,3677.0,3676.0,64909.53371599995,17.657653350380834,3676.0,64909.53371599995,17.657653350380834,6050.0,2125.0
3780.0,3708.0,3708.0,63984.404057000014,17.25577239940669,3708.0,63984.404057000014,17.25577239940669,6115.0,2217.0
3840.0,3611.0,3611.0,62030.986405,17.178340184159513,3611.0,62030.986405,17.178340184159513,6052.0,2152.0
3900.0,3591.0,3591.0,58576.506320999986,16.312031835421884,3591.0,58576.506320999986,16.312031835421884,6016.0,2217.0
3960.0,3614.0,3614.0,52258.625889,14.460051435805203,3614.0,52258.625889,14.460051435805203,6013.0,2389.0
4020.0,3523.0,3523.0,61802.92471500004,17.542697903775203,3523.0,61802.92471500004,17.542697903775203,5874.0,2107.0
4080.0,3567.0,3567.0,66077.55997000003,18.524687403980945,3567.0,66077.55997000003,18.524687403980945,5960.0,2132.0
4140.0,3474.0,3474.0,56181.19477200003,16.171904079447334,3474.0,56181.19477200003,16.171904079447334,5834.0,2178.0
4200.0,3485.0,3485.0,58203.629188999985,16.701184846197986,3485.0,58203.629188999985,16.701184846197986,5852.0,2152.0
4260.0,3533.0,3533.0,55656.71574800001,15.75338685196717,3533.0,55656.71574800001,15.75338685196717,5833.0,2254.0
4320.0,3466.0,3466.0,57866.02599400002,16.695333523946918,3466.0,57866.02599400002,16.695333523946918,5803.0,2189.0
4380.0,3493.0,3493.0,57412.05659200008,16.436317375322094,3493.0,57412.05659200008,16.436317375322094,5814.0,2222.0
4440.0,3497.0,3497.0,53019.64296999997,15.161464961395474,3497.0,53019.64296999997,15.161464961395474,5844.0,2273.0
4500.0,3482.0,3482.0,56539.144713999965,16.237548740379083,3482.0,56539.144713999965,16.237548740379083,5859.0,2214.0
