sim_sec,urban_state_vehicles,urban_state_aligned_accumulation_veh,urban_state_aligned_production_veh_km_h,urban_state_aligned_mean_speed_kph,urban_core_accumulation_veh,urban_core_production_veh_km_h,urban_core_mean_speed_kph,total_vehicles,stopped_vehicles
900.0,1245.0,1245.0,39366.305845000024,31.619522767068293,1245.0,39366.305845000024,31.619522767068293,2958.0,508.0
960.0,1312.0,1312.0,38643.06835799998,29.45355819969511,1312.0,38643.06835799998,29.45355819969511,3108.0,521.0
1020.0,1416.0,1416.0,46150.125790000006,32.59189674435029,1416.0,46150.125790000006,32.59189674435029,3288.0,488.0
1080.0,1514.0,1514.0,45030.480035000015,29.742721291281384,1514.0,45030.480035000015,29.742721291281384,3426.0,619.0
1140.0,1556.0,1556.0,51365.585645999985,33.01130182904883,1556.0,51365.585645999985,33.01130182904883,3524.0,467.0
1200.0,1609.0,1609.0,52533.836242,32.64999144934742,1609.0,52533.836242,32.64999144934742,3668.0,638.0
1260.0,1603.0,1603.0,50632.067088,31.585818520274486,1603.0,50632.067088,31.585818520274486,3690.0,598.0
1320.0,1660.0,1660.0,53533.14603099998,32.24888315120481,1660.0,53533.14603099998,32.24888315120481,3777.0,621.0
1380.0,1723.0,1722.0,52405.85182899997,30.433131143437844,1722.0,52405.85182899997,30.433131143437844,3857.0,712.0
1440.0,1702.0,1702.0,53167.70372900001,31.238368818448887,1702.0,53167.70372900001,31.238368818448887,3899.0,610.0
1500.0,1753.0,1753.0,55004.59342899996,31.377406405590392,1753.0,55004.59342899996,31.377406405590392,4037.0,709.0
1560.0,1804.0,1804.0,50627.99029599997,28.064296172948985,1804.0,50627.99029599997,28.064296172948985,4135.0,827.0
1620.0,1757.0,1757.0,51422.76903999999,29.267369971542397,1757.0,51422.76903999999,29.267369971542397,4123.0,749.0
1680.0,1833.0,1833.0,51851.20241600003,28.287617248226965,1833.0,51851.20241600003,28.287617248226965,4225.0,843.0
1740.0,1829.0,1829.0,52833.47480400008,28.886536251503596,1829.0,52833.47480400008,28.886536251503596,4252.0,754.0
1800.0,1881.0,1881.0,51456.141268999985,27.355736985114294,1881.0,51456.141268999985,27.355736985114294,4340.0,881.0
1860.0,1914.0,1913.0,51182.08860900001,26.754881656560382,1913.0,51182.08860900001,26.754881656560382,4423.0,934.0
1920.0,1979.0,1979.0,58243.611898000054,29.43082966043459,1979.0,58243.611898000054,29.43082966043459,4482.0,847.0
1980.0,2029.0,2029.0,53264.95834499996,26.251827671266614,2029.0,53264.95834499996,26.251827671266614,4553.0,993.0
2040.0,2060.0,2059.0,54968.78419300003,26.69683545070424,2059.0,54968.78419300003,26.69683545070424,4645.0,1038.0
2100.0,2017.0,2017.0,55237.89172899998,27.386163474962807,2017.0,55237.89172899998,27.386163474962807,4651.0,989.0
2160.0,2061.0,2061.0,56283.931803000014,27.3090401761281,2061.0,56283.931803000014,27.3090401761281,4659.0,1010.0
2220.0,2086.0,2086.0,60284.001951,28.899329794343238,2086.0,60284.001951,28.899329794343238,4703.0,980.0
2280.0,2136.0,2136.0,55877.81712999996,26.160026746254662,2136.0,55877.81712999996,26.160026746254662,4733.0,1098.0
2340.0,2164.0,2164.0,58458.24181799998,27.0139749621072,2164.0,58458.24181799998,27.0139749621072,4779.0,1035.0
2400.0,2217.0,2217.0,58657.046592000035,26.457846906630596,2217.0,58657.046592000035,26.457846906630596,4804.0,1106.0
2460.0,2266.0,2266.0,56416.46765300003,24.89694071182702,2266.0,56416.46765300003,24.89694071182702,4849.0,1144.0
2520.0,2341.0,2341.0,59625.67828699994,25.47017440709096,2341.0,59625.67828699994,25.47017440709096,4968.0,1204.0
2580.0,2337.0,2336.0,62286.02608700003,26.663538564640422,2336.0,62286.02608700003,26.663538564640422,4971.0,1190.0
2640.0,2354.0,2354.0,58096.736742000045,24.68000711214955,2354.0,58096.736742000045,24.68000711214955,4930.0,1210.0
2700.0,2331.0,2331.0,55347.05378299999,23.74390981681681,2331.0,55347.05378299999,23.74390981681681,4906.0,1247.0
2760.0,2286.0,2286.0,56438.04532399998,24.688558759405066,2286.0,56438.04532399998,24.688558759405066,4839.0,1190.0
2820.0,2306.0,2306.0,55942.93233300003,24.259727811361678,2306.0,55942.93233300003,24.259727811361678,4890.0,1210.0
2880.0,2304.0,2304.0,55114.86434599998,23.921382094618046,2304.0,55114.86434599998,23.921382094618046,4851.0,1197.0
