sim_sec,urban_state_vehicles,urban_state_aligned_accumulation_veh,urban_state_aligned_production_veh_km_h,urban_state_aligned_mean_speed_kph,urban_core_accumulation_veh,urban_core_production_veh_km_h,urban_core_mean_speed_kph,total_vehicles,stopped_vehicles
900.0,1322.0,1322.0,44188.270960000016,33.42531842662633,1322.0,44188.270960000016,33.42531842662633,3105.0,522.0
960.0,1424.0,1424.0,45760.537969,32.13520924789326,1424.0,45760.537969,32.13520924789326,3267.0,536.0
1020.0,1475.0,1475.0,46541.09819799995,31.55328691389827,1475.0,46541.09819799995,31.55328691389827,3426.0,568.0
1080.0,1567.0,1567.0,45162.106872000026,28.820744653478,1567.0,45162.106872000026,28.820744653478,3575.0,668.0
1140.0,1615.0,1615.0,52712.05365099999,32.639042508359125,1615.0,52712.05365099999,32.639042508359125,3683.0,487.0
1200.0,1679.0,1679.0,50071.00219900002,29.821919117927347,1679.0,50071.00219900002,29.821919117927347,3817.0,658.0
1260.0,1690.0,1690.0,48887.477199999965,28.927501301775127,1690.0,48887.477199999965,28.927501301775127,3850.0,715.0
1320.0,1754.0,1754.0,55665.103495999974,31.736090932725183,1754.0,55665.103495999974,31.736090932725183,3974.0,617.0
1380.0,1816.0,1816.0,53040.16085399997,29.207137034140953,1816.0,53040.16085399997,29.207137034140953,4043.0,788.0
1440.0,1828.0,1828.0,57921.524887999985,31.685735715536097,1828.0,57921.524887999985,31.685735715536097,4120.0,614.0
1500.0,1895.0,1895.0,58062.31606499998,30.639744625329804,1895.0,58062.31606499998,30.639744625329804,4249.0,754.0
1560.0,1943.0,1943.0,51297.82126099999,26.40134907925887,1943.0,51297.82126099999,26.40134907925887,4308.0,924.0
1620.0,1917.0,1916.0,53984.621468,28.175689701461376,1916.0,53984.621468,28.175689701461376,4317.0,793.0
1680.0,1996.0,1996.0,54645.24036299999,27.37737493136272,1996.0,54645.24036299999,27.37737493136272,4398.0,871.0
1740.0,2024.0,2024.0,58282.53498600002,28.7957188666008,2024.0,58282.53498600002,28.7957188666008,4415.0,781.0
1800.0,2018.0,2018.0,57723.714105,28.604417296828544,2018.0,57723.714105,28.604417296828544,4402.0,853.0
1860.0,2063.0,2063.0,53992.172712000036,26.17167848376153,2063.0,53992.172712000036,26.17167848376153,4497.0,938.0
1920.0,2121.0,2120.0,61965.96620599996,29.22922934245281,2120.0,61965.96620599996,29.22922934245281,4656.0,889.0
1980.0,2191.0,2191.0,55821.36462299995,25.477573994979437,2191.0,55821.36462299995,25.477573994979437,4680.0,1039.0
2040.0,2184.0,2184.0,52034.02895500001,23.82510483287546,2184.0,52034.02895500001,23.82510483287546,4686.0,1120.0
2100.0,2161.0,2161.0,54264.63032199998,25.11088862656177,2161.0,54264.63032199998,25.11088862656177,4666.0,1119.0
2160.0,2216.0,2215.0,54798.49458000003,24.739726672686242,2215.0,54798.49458000003,24.739726672686242,4663.0,1079.0
2220.0,2286.0,2286.0,57962.594368,25.35546560279965,2286.0,57962.594368,25.35546560279965,4814.0,1120.0
2280.0,2341.0,2341.0,54755.188265000004,23.389657524562153,2341.0,54755.188265000004,23.389657524562153,4865.0,1184.0
2340.0,2401.0,2401.0,61507.973560999984,25.617648296959594,2401.0,61507.973560999984,25.617648296959594,4909.0,1127.0
2400.0,2425.0,2425.0,62785.56473000002,25.89095452783506,2425.0,62785.56473000002,25.89095452783506,4918.0,1167.0
2460.0,2464.0,2464.0,55248.48702000003,22.422275576298713,2464.0,55248.48702000003,22.422275576298713,4964.0,1307.0
2520.0,2536.0,2536.0,57929.26893900003,22.842771663643546,2536.0,57929.26893900003,22.842771663643546,5052.0,1412.0
2580.0,2505.0,2505.0,62985.453132000024,25.143893465868274,2505.0,62985.453132000024,25.143893465868274,5070.0,1264.0
2640.0,2490.0,2490.0,58433.14509800001,23.46712654538153,2490.0,58433.14509800001,23.46712654538153,5054.0,1287.0
2700.0,2457.0,2457.0,57202.402076000086,23.28140092633296,2457.0,57202.402076000086,23.28140092633296,5017.0,1287.0
