run_dir,state_csv,action_csv,decision_dir,ok,state_rows,completed_sim_sec,integration_end_sec,warmup_sec,analysis_time_h,vehicle_hours_total,vehicle_hours_freeway,vehicle_hours_urban,stopped_vehicle_hours,mean_total_vehicles,mean_freeway_vehicles,mean_urban_vehicles,mean_ramp_vehicles,mean_boundary_vehicles,mean_speed_kph,freeway_mean_speed_kph,mean_stopped_vehicles,final_total_vehicles,final_urban_vehicles,final_freeway_vehicles,final_stopped_vehicles,controller_statuses,fallback_state_rows,mean_decision_wall_sec_state_csv,max_decision_wall_sec_state_csv,action_rows,decision_count_action_csv,mean_vsl_kph,mean_ramp_green_sec,mean_ramp_rate_vph,mean_ramp_meter_rate_vph,mean_signal_green_sec,mean_signal_split_abs_sec,mean_signal_offset_abs_sec,vsl_mean_abs_step_kph,ramp_green_abs_step_sec,ramp_rate_abs_step_vph,ramp_meter_rate_abs_step_vph,signal_green_abs_step_sec,signal_split_abs_step_sec,signal_offset_abs_step_sec,decision_json_count,controller_variants,controller_statuses_json,controller_error_count,controller_error_sample,mean_decision_wall_sec,max_decision_wall_sec,mean_prediction_wall_sec,prediction_error_count,prediction_lag_max_abs_sec,prediction_total_abs_error_mean_veh,prediction_total_abs_error_max_veh,prediction_np_abs_error_mean_veh,prediction_freeway_abs_error_mean_veh,prediction_urban_storage_abs_error_mean_veh,prediction_urban_movement_queue_abs_error_mean_veh,prediction_urban_queue_plus_storage_abs_error_mean_veh,wu_convergence_rate,wu_residual_mean,wu_residual_max,wu_iterations_mean,pfo_convergence_rate,pfo_residual_objective_mean,pfo_residual_control_mean,pfo_iterations_mean,primary_rank_key,demand,control,case,decision_json_count_guard,pfo_incumbent_enabled_mean,pfo_incumbent_active_mean,pfo_incumbent_selected_mean,fallback_guard_selected_mean,fallback_guard_selected_no_control_mean,ramp_release_guard_active_mean,ramp_release_guard_no_control_fallback_mean,ramp_release_guard_adjusted_count_mean,ramp_release_guard_before_ratio_mean,ramp_release_guard_after_ratio_mean,ramp_release_guard_floor_ratio_mean,vissim_terminal_cost_active_mean,vissim_terminal_cost_penalty_mean,vissim_terminal_cost_raw_veh_h_mean,vissim_terminal_feature_stopped_vehicles_mean,calib_fingerprint_mismatch_count_mean,leader_recalib_needed_mean,adapter_calibration_fingerprint_override_active_mean,post_guard_safety_enabled_mean,post_guard_safety_fallback_occurred_mean,post_guard_no_control_fallback_mean,post_guard_no_control_score_gap_mean,post_guard_terminal_score_mean,post_guard_no_control_terminal_score_mean,ttt_delta_vs_no_control,ttt_delta_pct_vs_no_control,ttt_delta_vs_guarded_terminal,ttt_delta_pct_vs_guarded_terminal,pfo_incumbent_enabled_rate,pfo_incumbent_active_rate,pfo_incumbent_selected_rate,fallback_guard_selected_rate,fallback_guard_selected_no_control_rate,calib_fingerprint_mismatch_count_max,leader_recalib_needed_rate,leader_recalib_needed_max,ramp_release_guard_active_rate,ramp_release_guard_no_control_fallback_rate,vissim_terminal_cost_active_rate,vissim_terminal_cost_penalty_max,adapter_calibration_fingerprint_override_active_rate,post_guard_safety_enabled_rate,post_guard_safety_fallback_occurred_rate,post_guard_no_control_fallback_rate,post_guard_no_control_score_gap_max
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715\state_no_control_155w_mfd277_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715\action_no_control_155w_mfd277_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_smoke_20260715\decisions_no_control_155w_mfd277_smoke,True,361,1800.0,1800.0,0.0,0.49972222222222223,311.8463888888889,68.72055555555555,114.48611111111111,68.03055555555555,624.0394663702057,137.51750972762645,229.0994997220678,29.483046136742633,175.11561978877154,51.291505170094496,100.7720407815453,136.13674263479712,715.0,282.0,152.0,187.0,ok,0,0.4262788476454294,0.457087,429,11,120.0,10.0,825.5365,825.5365,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,no-control,ok,0,,0.4267449090909091,0.457087,0.12907145454545454,10,1.0,168.11707846146686,220.84727241158686,218.01490770628703,41.36783144920065,178.55402796625734,37.77364395402435,210.94589301029356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.8540277777778,155w,no_control,no_control_155w_mfd277_smoke,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001388888888868678,-0.00044537398944388684,,,,,,,,,,,,,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715\state_pstack_155w_mfd277_combined_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715\action_pstack_155w_mfd277_combined_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_smoke_20260715\decisions_pstack_155w_mfd277_combined_smoke,True,361,1800.0,1800.0,0.0,0.49972222222222223,312.6227777777778,68.61777777777777,114.66944444444445,68.79583333333333,625.5931072818232,137.3118399110617,229.46637020566982,30.252918287937742,175.31017231795443,51.16359091773207,100.91497747415231,137.6681489716509,716.0,268.0,153.0,185.0,ok,0,22.028570396121882,23.824349,429,11,120.0,9.681818181818182,809.4683181818182,809.4683181818182,57.0,0.0,0.0,0.0,0.7,35.35,35.35,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,22.036502545454546,23.824349,0.11571209090909092,10,1.0,169.5309426844122,230.83624211391412,218.88804910845045,40.337783453725514,179.11353392394494,37.99514563085125,211.34736845618158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.82173611111114,155w,combined_pfoinc,pstack_155w_mfd277_combined_smoke,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7763888888889028,0.24896516892665144,0.7750000000000341,0.24851868611110994,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,,,,,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715\state_pstack_155w_mfd277_combined_no_pfoinc_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715\action_pstack_155w_mfd277_combined_no_pfoinc_smoke.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_mfd277_combined_no_pfoinc_smoke_20260715\decisions_pstack_155w_mfd277_combined_no_pfoinc_smoke,True,361,1800.0,1800.0,0.0,0.49972222222222223,311.69083333333333,68.64,113.76944444444445,67.51527777777778,623.728182323513,137.3563090605892,227.66536964980546,30.792106725958867,175.56309060589217,51.358142368538076,100.87893577042801,135.10561423012786,690.0,263.0,151.0,173.0,ok,0,19.907152002770083,22.247992,429,11,120.0,8.409090909090908,776.2985454545455,776.2985454545455,57.0,0.0,0.0,0.0,0.6,24.34325,24.34325,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,19.926558,22.247992,0.116006,10,1.0,172.7251548832444,220.91606390774228,221.0265955130107,39.913102493306454,180.56143877101812,38.1250498074298,214.10087949598594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.5696527777778,155w,no_pfoinc,pstack_155w_mfd277_combined_no_pfoinc_smoke,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15555555555556566,-0.04988210897993728,-0.15694444444443434,-0.05032726080743677,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\state_pstack_155w_guarded_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\action_pstack_155w_guarded_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_ladder_20260715\decisions_pstack_155w_guarded_seed13,True,361,1800.0,1800.0,0.0,0.49972222222222223,311.84777777777776,68.7275,114.49166666666666,68.03194444444445,624.0422456920511,137.53140633685382,229.1106170094497,29.474708171206224,175.12395775430795,51.29166409727626,100.76664490050027,136.13952195664257,715.0,282.0,152.0,187.0,ok,0,21.46178755401662,23.632326,429,11,120.0,9.954545454545455,823.9296818181818,823.9296818181818,57.0,0.0,0.0,0.0,0.1,3.534999999999991,3.534999999999991,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,21.360757,23.632326,0.11316981818181818,10,1.0,167.91817071183291,219.15797415061576,218.01493053552187,41.56679555141286,178.55417476586783,37.77355350699212,210.94595007556313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.8557638888889,155w,guarded,pstack_155w_guarded_seed13,11.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.9805360734283926,0.9980536073428392,0.8954545454545454,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888868678,0.000445375973034956,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,,,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_terminal_ladder_20260715,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_terminal_ladder_20260715\state_pstack_155w_guarded_terminal_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_terminal_ladder_20260715\action_pstack_155w_guarded_terminal_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_guarded_terminal_ladder_20260715\decisions_pstack_155w_guarded_terminal_seed13,True,361,1800.0,1800.0,0.0,0.49972222222222223,311.84777777777776,68.7275,114.49166666666666,68.03194444444445,624.0422456920511,137.53140633685382,229.1106170094497,29.474708171206224,175.12395775430795,51.29166409727626,100.76664490050027,136.13952195664257,715.0,282.0,152.0,187.0,ok,0,21.529075426592797,23.675645,429,11,120.0,9.954545454545455,823.9296818181818,823.9296818181818,57.0,0.0,0.0,0.0,0.1,3.534999999999991,3.534999999999991,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,21.422873545454546,23.675645,0.1144340909090909,10,1.0,167.91817071183291,219.15797415061576,218.01493053552187,41.56679555141286,178.55417476586783,37.77355350699212,210.94595007556313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.8557638888889,155w,guarded_terminal,pstack_155w_guarded_terminal_seed13,11.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.9805360734283926,0.9980536073428392,0.8954545454545454,1.0,18.420858046949746,52.63102299128499,181.89528163846464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888868678,0.000445375973034956,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.943783920142167,1.0,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_calibrated_ladder_20260716,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_calibrated_ladder_20260716\state_pstack_155w_decision_calibrated_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_calibrated_ladder_20260716\action_pstack_155w_decision_calibrated_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_calibrated_ladder_20260716\decisions_pstack_155w_decision_calibrated_seed13,True,361,1800.0,1800.0,0.0,0.49972222222222223,311.66583333333335,68.6288888888889,114.05833333333334,67.41666666666667,623.6781545302946,137.33407448582545,228.24346859366315,30.50305725403002,175.42968315730963,51.3364079438577,100.8937738721512,134.9082823790995,704.0,273.0,154.0,184.0,ok,0,20.11020977839335,22.291357,429,11,120.0,8.454545454545455,782.7854090909092,782.7854090909092,57.0,0.0,0.0,0.0,0.75,29.98225,29.98225,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,20.18097909090909,22.291357,0.11353145454545455,10,1.0,170.80184669539315,220.91606390774228,219.66756442278378,40.48786267015915,179.36617213261968,38.27521412952662,212.75203367317272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.52000000000004,155w,decision_v1,pstack_155w_decision_calibrated_seed13,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.9388116795244265,0.9482143157609038,0.7363636363636363,1.0,39.518831185327905,52.69177491377054,182.68472798388888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18055555555554292,-0.05789887649456649,-0.1819444444444116,-0.05834399261747114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,42.652255988330275,1.0,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_ladder_20260716,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_ladder_20260716\state_pstack_155w_decision_balanced_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_ladder_20260716\action_pstack_155w_decision_balanced_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_ladder_20260716\decisions_pstack_155w_decision_balanced_seed13,True,361,1800.0,1800.0,0.0,0.49972222222222223,312.58944444444444,68.63027777777778,115.22361111111111,68.29305555555555,625.5264035575319,137.33685380767093,230.57531962201222,29.874930516953864,175.24068927181767,51.153822126737076,100.90794737409672,136.66203446359089,714.0,280.0,152.0,186.0,ok,0,21.400564983379503,22.769111,429,11,120.0,9.045454545454545,799.0489545454546,799.0489545454546,57.0,0.0,0.0,0.0,1.3,31.777200000000015,31.777200000000015,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,21.456364,22.769111,0.12024936363636364,10,1.0,167.87905542334238,219.15797415061576,218.01437643752612,41.723587448397076,178.1722864853217,38.10459898535052,211.08030715557055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.66270833333334,155w,decision_balanced,pstack_155w_decision_balanced_seed13,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.9391608517652735,0.9679147930083625,0.8909090909090909,1.0,39.593186439547814,52.79091525273042,182.83248162118494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7430555555555429,0.2382761455738125,0.7416666666666742,0.23782971036439005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,42.996216806256996,1.0,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_postguard_ladder_20260716,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_postguard_ladder_20260716\state_pstack_155w_decision_balanced_postguard_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_postguard_ladder_20260716\action_pstack_155w_decision_balanced_postguard_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_decision_balanced_postguard_ladder_20260716\decisions_pstack_155w_decision_balanced_postguard_seed13,True,361,1800.0,1800.0,0.0,0.49972222222222223,312.58944444444444,68.63027777777778,115.22361111111111,68.29305555555555,625.5264035575319,137.33685380767093,230.57531962201222,29.874930516953864,175.24068927181767,51.153822126737076,100.90794737409672,136.66203446359089,714.0,280.0,152.0,186.0,ok,0,20.088014631578947,21.133246,429,11,120.0,9.045454545454545,799.0489545454546,799.0489545454546,57.0,0.0,0.0,0.0,1.3,31.777200000000015,31.777200000000015,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,20.17658790909091,21.133246,0.11180181818181818,10,1.0,167.87905542334238,219.15797415061576,218.01437643752612,41.723587448397076,178.1722864853217,38.10459898535052,211.08030715557055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.66270833333334,155w,decision_balanced_postguard,pstack_155w_decision_balanced_postguard_seed13,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.9391608517652735,0.9679147930083625,0.8909090909090909,1.0,39.593186439547814,52.79091525273042,182.83248162118494,0.0,0.0,1.0,1.0,0.0,0.0,0.019590874374061554,39.20750213256079,39.18791125818673,0.7430555555555429,0.2382761455738125,0.7416666666666742,0.23782971036439005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,42.996216806256996,1.0,1.0,0.0,0.0,0.1999726840118754
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\state_no_control_190w_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\action_no_control_190w_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\decisions_no_control_190w_seed13,True,361,1800.0,1800.0,0.0,0.49972222222222223,468.78194444444443,93.97194444444445,179.3763888888889,154.54444444444445,938.0850472484714,188.04836020011118,358.95219566425794,45.11395219566426,271.8599221789883,41.75404381211785,90.99209636242357,309.26070038910507,1260.0,486.0,222.0,553.0,ok,0,0.42180438227146816,0.458266,429,11,120.0,10.0,825.5365,825.5365,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,no-control,ok,0,,0.425027,0.458266,0.12165181818181818,10,1.0,144.50541661939775,226.25250663995735,250.00526689547965,60.97930527955147,193.56329894466677,45.52813326304438,209.81962433838893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.41805555555555,190w,no_control,no_control_190w_seed13,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6486111111111086,-0.5618242347464886,,,,,,,,,,,,,,,,,
C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\state_pstack_190w_combined_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\action_pstack_190w_combined_seed13.csv,C:\Users\TRLAB\Documents\Codex\2026-07-15\ming2you-vissim-https-github-com-ming2you\evaluation\runs\pstack_congestion_ladder_no_pfoinc_20260715_v2\decisions_pstack_190w_combined_seed13,True,361,1800.0,1800.0,0.0,0.49972222222222223,479.7638888888889,93.47472222222223,181.26805555555555,164.07361111111112,960.0611450806003,187.05336297943302,362.73763201778763,57.437465258476934,277.83546414674817,40.803437742078934,91.3041666848249,328.32962757087273,1322.0,494.0,222.0,653.0,ok,0,24.351740573407202,29.419707,429,11,120.0,7.0,603.8690454545455,603.8690454545455,57.0,0.0,0.0,0.0,1.2,130.9566,130.9566,0.0,0.0,0.0,11,stackelberg-wu-metered,ok,0,,24.162475636363638,29.419707,0.12165827272727273,10,1.0,136.7356588613312,213.61772800732558,249.35404878808922,61.4243704563254,192.13189757175917,45.60748895831466,202.58150439477387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.7822916666667,190w,combined_pfoinc,pstack_190w_combined_seed13,11.0,1.0,1.0,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.98194444444448,2.3426551672034224,8.333333333333371,1.7676693279910616,1.0,1.0,0.5454545454545454,0.5454545454545454,0.0,3.0,1.0,1.0,,,,,,,,,
