D_rate_vph,F_rate_vph,calibrated_movement_plus_link,calibrated_queue_storage,calibrated_queue_storage_identity_error,component_penalty,component_penalty_no_control,decision_wall_sec,link_scale,movement_scale,out_action_json,post_guard_release_gap_vph,post_guard_score_gap,post_guard_status,post_guard_tie_fallback,protected_scale,queue_storage_recomputed,ramp_adjusted_count,ramp_after_ratio,ramp_before_ratio,ramp_floor_ratio,sim_sec,status,total_model_recomputed,urban_total_recomputed
1414.0,237.073,1292.2933372871955,1292.2933372871955,0.0,4.384400059307933,4.384400059307933,20.207086,0.72,0.96,work\safe_component_guard_replay_20260718\action_001980.json,0.0,0.0,ok,0.0,0.65,1.0,2.0,1.0,0.9079438348185527,1.0,1980,ok,1.0,1.0
1414.0,237.073,1320.4874077793854,1320.4874077793854,0.0,4.807311116690781,4.807311116690781,22.932546,0.72,0.96,work\safe_component_guard_replay_20260718\action_002700.json,0.0,0.0,ok,0.0,0.65,1.0,3.0,1.0,0.733226941472487,1.0,2700,ok,1.0,1.0
1414.0,237.073,1447.8175729439101,1447.8175729439101,0.0,6.717263594158652,6.717263594158652,23.027619,0.72,0.96,work\safe_component_guard_replay_20260718\action_003600.json,0.0,0.0,ok,0.0,0.65,1.0,2.0,1.0,0.9901620814213484,1.0,3600,ok,1.0,1.0
1414.0,237.073,1436.273908737252,1436.273908737252,0.0,6.54410863105878,6.54410863105878,22.635464,0.72,0.96,work\safe_component_guard_replay_20260718\action_004500.json,0.0,0.0,ok,0.0,0.65,1.0,3.0,1.0,0.8313558008446272,1.0,4500,ok,1.0,1.0
1414.0,237.073,1526.9566791826455,1526.9566791826455,0.0,7.9043501877396825,7.9043501877396825,22.777857,0.72,0.96,work\safe_component_guard_replay_20260718\action_005040.json,0.0,0.0,ok,0.0,0.65,1.0,3.0,1.0,0.8313558008446272,1.0,5040,ok,1.0,1.0
1414.0,237.073,1491.7245061269034,1491.7245061269034,0.0,7.375867591903551,7.375867591903551,20.684798,0.72,0.96,work\safe_component_guard_replay_20260718\action_005220.json,0.0,0.0,ok,0.0,0.65,1.0,2.0,1.0,0.707445606823216,1.0,5220,ok,1.0,1.0
