sim_sec,urban_state_vehicles,urban_state_aligned_accumulation_veh,urban_state_aligned_production_veh_km_h,urban_state_aligned_mean_speed_kph,urban_core_accumulation_veh,urban_core_production_veh_km_h,urban_core_mean_speed_kph,total_vehicles,stopped_vehicles
900.0,1306.0,1306.0,37855.083830999996,28.985515950229708,1306.0,37855.083830999996,28.985515950229708,1880.0,452.0
960.0,1437.0,1437.0,44309.035078999965,30.834401585942913,1437.0,44309.035078999965,30.834401585942913,2067.0,388.0
1020.0,1526.0,1526.0,47277.13352500003,30.981083568152048,1526.0,47277.13352500003,30.981083568152048,2173.0,447.0
1080.0,1631.0,1631.0,46581.01437600002,28.55978809074189,1631.0,46581.01437600002,28.55978809074189,2280.0,537.0
1140.0,1694.0,1694.0,57552.83647400001,33.97451976033059,1694.0,57552.83647400001,33.97451976033059,2374.0,369.0
1200.0,1756.0,1756.0,52049.79668599999,29.641114285876984,1756.0,52049.79668599999,29.641114285876984,2483.0,594.0
1260.0,1785.0,1785.0,51149.49909300001,28.655181564705888,1785.0,51149.49909300001,28.655181564705888,2554.0,573.0
1320.0,1856.0,1856.0,57443.48477199996,30.950153433189634,1856.0,57443.48477199996,30.950153433189634,2659.0,507.0
1380.0,1906.0,1906.0,55195.100465999996,28.95860465162644,1906.0,55195.100465999996,28.95860465162644,2728.0,649.0
1440.0,1929.0,1929.0,60092.084689000025,31.151936075168493,1929.0,60092.084689000025,31.151936075168493,2794.0,503.0
1500.0,1981.0,1981.0,56188.95238700001,28.363933562342257,1981.0,56188.95238700001,28.363933562342257,2882.0,667.0
1560.0,2040.0,2040.0,53778.34567300003,26.36193415343139,2040.0,53778.34567300003,26.36193415343139,2923.0,752.0
1620.0,2009.0,2009.0,59462.456602000006,29.598037133897463,2009.0,59462.456602000006,29.598037133897463,2932.0,602.0
1680.0,2096.0,2096.0,57657.84490899999,27.508513792461827,2096.0,57657.84490899999,27.508513792461827,3018.0,747.0
1740.0,2082.0,2082.0,61479.44342799996,29.529031425552336,2082.0,61479.44342799996,29.529031425552336,2944.0,611.0
1800.0,2111.0,2111.0,56556.21690099997,26.791197016106096,2111.0,56556.21690099997,26.791197016106096,2997.0,757.0
1860.0,2130.0,2130.0,57236.81448200002,26.871743888262923,2130.0,57236.81448200002,26.871743888262923,3018.0,766.0
1920.0,2209.0,2209.0,66678.66317400004,30.18499917338164,2209.0,66678.66317400004,30.18499917338164,3090.0,669.0
1980.0,2249.0,2249.0,58726.66703100002,26.1123463899511,2249.0,58726.66703100002,26.1123463899511,3122.0,815.0
2040.0,2284.0,2284.0,59794.08401600002,26.17954641681262,2284.0,59794.08401600002,26.17954641681262,3143.0,804.0
2100.0,2267.0,2267.0,60079.565877000045,26.501793505513916,2267.0,60079.565877000045,26.501793505513916,3160.0,890.0
2160.0,2316.0,2316.0,61314.84298000002,26.47445724525044,2316.0,61314.84298000002,26.47445724525044,3205.0,831.0
2220.0,2391.0,2391.0,69797.80703599994,29.19188918276869,2391.0,69797.80703599994,29.19188918276869,3302.0,745.0
2280.0,2403.0,2403.0,61245.357291,25.487040071161047,2403.0,61245.357291,25.487040071161047,3286.0,951.0
2340.0,2485.0,2485.0,67997.04506199998,27.36299600080482,2485.0,67997.04506199998,27.36299600080482,3358.0,862.0
