simsec,sc,states
196,5,RGRRRGRRRGRRRGRRRRRRRRRR
196,6,GRRRGRRR
196,11,RRRGRRRG
196,12,GRRRGRRR
196,101,RRRGRRRG
196,105,RGRRRGRR
196,107,RGRRRGRR
196,108,RGRRRGRR
196,109,RGRRRGRR
196,1001,RRRARRRA
196,1002,RRRARRRA
196,1003,RRRARRRA
196,1004,RRRARRRA
196,1005,RRRARRRA
197,1,ARRRARRR
197,5,RGRRRGRRRGRRRGRRRRRRRRRR
197,6,GRRRGRRR
197,11,RRRGRRRG
197,12,GRRRGRRR
197,101,RRRGRRRG
197,105,RGRRRGRR
197,107,RGRRRGRR
197,108,RGRRRGRR
197,109,RGRRRGRR
197,1001,RRRARRRA
197,1002,RRRARRRA
197,1003,RRRARRRA
197,1004,RRRARRRA
197,1005,RRRARRRA
198,1,ARRRARRR
198,5,RGRRRGRRRGRRRGRRRRRRRRRR
198,6,GRRRGRRR
198,11,RRRGRRRG
198,12,GRRRGRRR
198,101,RRRGRRRG
198,105,RGRRRGRR
198,107,RGRRRGRR
198,108,RGRRRGRR
198,109,RGRRRGRR
198,1001,RRRARRRA
198,1002,RRRARRRA
198,1003,RRRARRRA
198,1004,RRRARRRA
198,1005,RRRARRRA
199,1,ARRRARRR
199,5,RGRRRGRRRGRRRGRRRRRRRRRR
199,6,GRRRGRRR
199,11,RRRGRRRG
199,12,GRRRGRRR
199,101,RRRGRRRG
199,105,RGRRRGRR
199,107,RGRRRGRR
199,108,RGRRRGRR
199,109,RGRRRGRR
199,1001,RRGRRRGR
199,1002,RRGRRRGR
199,1003,RRGRRRGR
199,1004,RRGRRRGR
199,1005,RRGRRRGR
200,1,RRRGRRRG
200,5,RGRRRGRRRGRRRGRRRRRRRRRR
200,6,GRRRGRRR
200,11,RRRGRRRG
200,12,GRRRGRRR
200,101,RRRGRRRG
200,105,RGRRRGRR
200,107,RGRRRGRR
200,108,RARRRARR
200,109,RGRRRGRR
200,1001,RRGRRRGR
200,1002,RRGRRRGR
200,1003,RRGRRRGR
200,1004,RRGRRRGR
200,1005,RRGRRRGR
201,1,RRRGRRRG
201,5,RGRRRGRRRGRRRGRRRRRRRRRR
201,6,GRRRGRRR
201,11,RRRGRRRG
201,12,GRRRGRRR
201,101,RRRGRRRG
201,105,RGRRRGRR
201,107,RGRRRGRR
201,108,RARRRARR
201,109,RARRRARR
201,1001,RRGRRRGR
201,1002,RRGRRRGR
201,1003,RRGRRRGR
201,1004,RRGRRRGR
201,1005,RRGRRRGR
202,1,RRRGRRRG
202,5,RGRRRGRRRGRRRGRRRRRRRRRR
202,6,GRRRGRRR
202,11,RRRGRRRG
202,12,GRRRGRRR
202,101,RRRGRRRG
202,105,RGRRRGRR
202,107,RGRRRGRR
202,108,RARRRARR
202,109,RARRRARR
202,1001,RRGRRRGR
202,1002,RRGRRRGR
202,1003,RRGRRRGR
202,1004,RRGRRRGR
202,1005,RRGRRRGR
203,1,RRRGRRRG
203,5,RGRRRGRRRGRRRGRRRRRRRRRR
203,6,GRRRGRRR
203,11,RRRGRRRG
203,12,GRRRGRRR
203,101,RRRGRRRG
203,105,RGRRRGRR
203,107,RGRRRGRR
203,108,GRRRGRRR
203,109,RARRRARR
203,1001,RRGRRRGR
203,1002,RRGRRRGR
203,1003,RRGRRRGR
203,1004,RRGRRRGR
203,1005,RRGRRRGR
204,1,RRRGRRRG
204,5,RGRRRGRRRGRRRGRRRRRRRRRR
204,6,GRRRGRRR
204,11,RRRARRRA
204,12,GRRRGRRR
204,101,RRRGRRRG
204,105,RGRRRGRR
204,107,RGRRRGRR
204,108,GRRRGRRR
204,109,RRRRGRRR
204,1001,RRGRRRGR
204,1002,RRGRRRGR
204,1003,RRGRRRGR
204,1004,RRGRRRGR
204,1005,RRGRRRGR
205,1,RRRGRRRG
205,5,RGRRRGRRRGRRRGRRRRRRRRRR
205,6,GRRRGRRR
205,11,RRRARRRA
205,12,GRRRGRRR
205,101,RRRGRRRG
205,105,RGRRRGRR
205,107,RGRRRGRR
205,108,GRRRGRRR
205,109,RRRRGRRR
205,1001,RRGRRRGR
205,1002,RRGRRRGR
205,1003,RRGRRRGR
205,1004,RRGRRRGR
205,1005,RRGRRRGR
206,1,RRRGRRRG
206,5,RGRRRGRRRGRRRGRRRRRRRRRR
206,6,GRRRGRRR
206,11,RRRARRRA
206,12,GRRRGRRR
206,101,RRRGRRRG
206,105,RGRRRGRR
206,107,RGRRRGRR
206,108,GRRRGRRR
206,109,RRRRGRRR
206,1001,RRGRRRGR
206,1002,RRGRRRGR
206,1003,RRGRRRGR
206,1004,RRGRRRGR
206,1005,RRGRRRGR
207,1,RRRGRRRG
207,5,RGRRRGRRRGRRRGRRRRRRRRRR
207,6,GRRRGRRR
207,11,RRGRRRGR
207,12,GRRRGRRR
207,101,RRRGRRRG
207,105,RGRRRGRR
207,107,RGRRRGRR
207,108,GRRRGRRR
207,109,RRRRGRRR
207,1001,RRGRRRGR
207,1002,RRGRRRGR
207,1003,RRGRRRGR
207,1004,RRGRRRGR
207,1005,RRGRRRGR
208,1,RRRGRRRG
208,5,RGRRRGRRRGRRRGRRRRRRRRRR
208,6,GRRRGRRR
208,11,RRGRRRGR
208,12,GRRRGRRR
208,101,RRRGRRRG
208,105,RGRRRGRR
208,107,RGRRRGRR
208,108,GRRRGRRR
208,109,RRRRGRRR
208,1001,RRGRRRGR
208,1002,RRGRRRGR
208,1003,RRGRRRGR
208,1004,RRGRRRGR
208,1005,RRGRRRGR
209,1,RRRGRRRG
209,5,RGRRRGRRRGRRRGRRRRRRRRRR
209,6,GRRRGRRR
209,11,RRGRRRGR
209,12,GRRRGRRR
209,101,RRRGRRRG
209,105,RGRRRGRR
209,107,RGRRRGRR
209,108,GRRRGRRR
209,109,RRRRGRRR
209,1001,RRGRRRGR
209,1002,RRGRRRGR
209,1003,RRGRRRGR
209,1004,RRGRRRGR
209,1005,RRGRRRGR
210,1,RRRGRRRG
210,5,RGRRRGRRRGRRRGRRRRRRRRRR
210,6,GRRRGRRR
210,11,RRGRRRGR
210,12,GRRRGRRR
210,101,RRRGRRRG
210,105,RGRRRGRR
210,107,RGRRRGRR
210,108,GRRRGRRR
210,109,RRRRGRRR
210,1001,RRGRRRGR
210,1002,RRGRRRGR
210,1003,RRGRRRGR
210,1004,RRGRRRGR
210,1005,RRGRRRGR
211,1,RRRGRRRG
211,5,RGRRRGRRRGRRRGRRRRRRRRRR
211,6,GRRRGRRR
211,11,RRGRRRGR
211,12,GRRRGRRR
211,101,RRRGRRRG
211,105,RGRRRGRR
211,107,RGRRRGRR
211,108,GRRRGRRR
211,109,RRRRGRRR
211,1001,RRGRRRGR
211,1002,RRGRRRGR
211,1003,RRGRRRGR
211,1004,RRGRRRGR
211,1005,RRGRRRGR
212,1,RRRGRRRG
212,5,RGRRRGRRRGRRRGRRRRRRRRRR
212,6,GRRRGRRR
212,11,RRGRRRGR
212,12,GRRRGRRR
212,101,RRRGRRRG
212,105,RGRRRGRR
212,107,RGRRRGRR
212,108,GRRRGRRR
212,109,RRRRGRRR
212,1001,RRGRRRGR
212,1002,RRGRRRGR
212,1003,RRGRRRGR
212,1004,RRGRRRGR
212,1005,RRGRRRGR
213,1,RRRGRRRG
213,5,RGRRRGRRRGRRRGRRRRRRRRRR
213,6,GRRRGRRR
213,11,RRGRRRGR
213,12,GRRRGRRR
213,101,RRRGRRRG
213,105,RGRRRGRR
213,107,RGRRRGRR
213,108,GRRRGRRR
213,109,RRRRGRRR
213,1001,RRGRRRGR
213,1002,RRGRRRGR
213,1003,RRGRRRGR
213,1004,RRGRRRGR
213,1005,RRGRRRGR
214,1,RRRGRRRG
214,5,RGRRRGRRRGRRRGRRRRRRRRRR
214,6,ARRRARRR
214,11,RRGRRRGR
214,12,GRRRGRRR
214,101,RRRGRRRG
214,105,RGRRRGRR
214,107,RGRRRGRR
214,108,GRRRGRRR
214,109,RRRRGRRR
214,1001,RRGRRRGR
214,1002,RRGRRRGR
214,1003,RRGRRRGR
214,1004,RRGRRRGR
214,1005,RRGRRRGR
215,1,RRRGRRRG
215,5,RGRRRGRRRGRRRGRRRRRRRRRR
215,6,ARRRARRR
215,11,RRGRRRGR
215,12,GRRRGRRR
215,101,RRRGRRRG
215,105,RGRRRGRR
215,107,RGRRRGRR
215,108,GRRRGRRR
215,109,RRRRGRRR
215,1001,RRGRRRGR
215,1002,RRGRRRGR
215,1003,RRGRRRGR
215,1004,RRGRRRGR
215,1005,RRGRRRGR
216,1,RRRGRRRG
216,5,RGRRRGRRRGRRRGRRRRRRRRRR
216,6,ARRRARRR
216,11,RRGRRRGR
216,12,GRRRGRRR
216,101,RRRGRRRG
216,105,RGRRRGRR
216,107,RARRRARR
216,108,GRRRGRRR
216,109,RRRRGRRR
216,1001,RRGRRRGR
216,1002,RRGRRRGR
216,1003,RRGRRRGR
216,1004,RRGRRRGR
216,1005,RRGRRRGR
217,1,RRRGRRRG
217,5,RGRRRGRRRGRRRGRRRRRRRRRR
217,6,RRRGRRRG
217,11,RRGRRRGR
217,12,GRRRGRRR
217,101,RRRGRRRG
217,105,RGRRRGRR
217,107,RARRRARR
217,108,GRRRGRRR
217,109,RRRRGRRR
217,1001,RRGRRRGR
217,1002,RRGRRRGR
217,1003,RRGRRRGR
217,1004,RRGRRRGR
217,1005,RRGRRRGR
218,1,RRRGRRRG
218,5,RGRRRGRRRGRRRGRRRRRRRRRR
218,6,RRRGRRRG
218,11,RRGRRRGR
218,12,GRRRGRRR
218,101,RRRGRRRG
218,105,RGRRRGRR
218,107,RARRRARR
218,108,GRRRGRRR
218,109,RRRRGRRR
218,1001,RRGRRRGR
218,1002,RRGRRRGR
218,1003,RRGRRRGR
218,1004,RRGRRRGR
218,1005,RRGRRRGR
219,1,RRRGRRRG
219,5,RGRRRGRRRGRRRGRRRRRRRRRR
219,6,RRRGRRRG
219,11,RRGRRRGR
219,12,GRRRGRRR
219,101,RRRGRRRG
219,105,RGRRRGRR
219,107,GRRRGRRR
219,108,GRRRGRRR
219,109,RRRRGRRR
219,1001,RRGRRRGR
219,1002,RRGRRRGR
219,1003,RRGRRRGR
219,1004,RRGRRRGR
219,1005,RRGRRRGR
220,1,RRRGRRRG
220,5,RGRRRGRRRGRRRGRRRRRRRRRR
220,6,RRRGRRRG
220,11,RRGRRRGR
220,12,GRRRGRRR
220,101,RRRGRRRG
220,105,RARRRARR
220,107,GRRRGRRR
220,108,GRRRGRRR
220,109,RRRRGRRR
220,1001,RRGRRRGR
220,1002,RRGRRRGR
220,1003,RRGRRRGR
220,1004,RRGRRRGR
220,1005,RRGRRRGR
221,1,RRRGRRRG
221,5,RGRRRGRRRGRRRGRRRRRRRRRR
221,6,RRRGRRRG
221,11,RRGRRRGR
221,12,GRRRGRRR
221,101,RRRGRRRG
221,105,RARRRARR
221,107,GRRRGRRR
221,108,GRRRGRRR
221,109,RRRRGRRR
221,1001,RRGRRRGR
221,1002,RRGRRRGR
221,1003,RRGRRRGR
221,1004,RRGRRRGR
221,1005,RRGRRRGR
222,1,RRRGRRRG
222,5,RGRRRGRRRGRRRGRRRRRRRRRR
222,6,RRRGRRRG
222,11,RRGRRRGR
222,12,ARRRARRR
222,101,RRRGRRRG
222,105,RARRRARR
222,107,GRRRGRRR
222,108,GRRRGRRR
222,109,RRRRGRRR
222,1001,RRARRRAR
222,1002,RRARRRAR
222,1003,RRARRRAR
222,1004,RRARRRAR
222,1005,RRARRRAR
223,1,RRRGRRRG
223,5,RGRRRGRRRGRRRGRRRRRRRRRR
223,6,RRRGRRRG
223,11,RRGRRRGR
223,12,ARRRARRR
223,101,RRRGRRRG
223,105,GRRRGRRR
223,107,GRRRGRRR
223,108,GRRRGRRR
223,109,RRRRGRRR
223,1001,RRARRRAR
223,1002,RRARRRAR
223,1003,RRARRRAR
223,1004,RRARRRAR
223,1005,RRARRRAR
224,1,RRRGRRRG
224,5,RGRRRGRRRGRRRGRRRRRRRRRR
224,6,RRRGRRRG
224,11,RRGRRRGR
224,12,ARRRARRR
224,101,RRRGRRRG
224,105,GRRRGRRR
224,107,GRRRGRRR
224,108,GRRRGRRR
224,109,RRRRGRRR
224,1001,RRARRRAR
224,1002,RRARRRAR
224,1003,RRARRRAR
224,1004,RRARRRAR
224,1005,RRARRRAR
225,1,RRRGRRRG
225,5,RGRRRGRRRGRRRGRRRRRRRRRR
225,6,RRRGRRRG
225,11,RRGRRRGR
225,12,RRRGRRRG
225,101,RRRGRRRG
225,105,GRRRGRRR
225,107,GRRRGRRR
225,108,ARRRARRR
225,109,RRRRGRRR
225,1001,RGRRRGRR
225,1002,RGRRRGRR
225,1003,RGRRRGRR
225,1004,RGRRRGRR
225,1005,RGRRRGRR
226,1,RRRGRRRG
226,5,RGRRRGRRRGRRRGRRRRRRRRRR
226,6,RRRGRRRG
226,11,RRGRRRGR
226,12,RRRGRRRG
226,101,RRRGRRRG
226,105,GRRRGRRR
226,107,GRRRGRRR
226,108,ARRRARRR
226,109,RRRRGRRR
226,1001,RGRRRGRR
226,1002,RGRRRGRR
226,1003,RGRRRGRR
226,1004,RGRRRGRR
226,1005,RGRRRGRR
227,1,RRRGRRRG
227,5,RGRRRGRRRGRRRGRRRRRRRRRR
227,6,RRRGRRRG
227,11,RRGRRRGR
227,12,RRRGRRRG
227,101,RRRGRRRG
227,105,GRRRGRRR
227,107,GRRRGRRR
227,108,ARRRARRR
227,109,RRRRGRRR
227,1001,RGRRRGRR
227,1002,RGRRRGRR
227,1003,RGRRRGRR
227,1004,RGRRRGRR
227,1005,RGRRRGRR
228,1,RRRGRRRG
228,5,RGRRRGRRRGRRRGRRRRRRRRRR
228,6,RRRGRRRG
228,11,RRGRRRGR
228,12,RRRGRRRG
228,101,RRRGRRRG
228,105,GRRRGRRR
228,107,GRRRGRRR
228,108,RRRGRRRG
228,109,RRRRGRRR
228,1001,RGRRRGRR
228,1002,RGRRRGRR
228,1003,RGRRRGRR
228,1004,RGRRRGRR
228,1005,RGRRRGRR
229,1,RRRGRRRG
229,5,RGRRRGRRRGRRRGRRRRRRRRRR
229,6,RRRGRRRG
229,11,RRGRRRGR
229,12,RRRGRRRG
229,101,RRRGRRRG
229,105,GRRRGRRR
229,107,GRRRGRRR
229,108,RRRGRRRG
229,109,RRRRGRRR
229,1001,RGRRRGRR
229,1002,RGRRRGRR
229,1003,RGRRRGRR
229,1004,RGRRRGRR
229,1005,RGRRRGRR
230,1,RRRGRRRG
230,5,RGRRRGRRRGRRRGRRRRRRRRRR
230,6,RRRGRRRG
230,11,RRGRRRGR
230,12,RRRGRRRG
230,101,RRRGRRRG
230,105,GRRRGRRR
230,107,GRRRGRRR
230,108,RRRGRRRG
230,109,RRRRGRRR
230,1001,RGRRRGRR
230,1002,RGRRRGRR
230,1003,RGRRRGRR
230,1004,RGRRRGRR
230,1005,RGRRRGRR
231,1,RRRGRRRG
231,5,RGRRRGRRRGRRRGRRRRRRRRRR
231,6,RRRGRRRG
231,11,RRGRRRGR
231,12,RRRGRRRG
231,101,RRRGRRRG
231,105,GRRRGRRR
231,107,GRRRGRRR
231,108,RRRGRRRG
231,109,RRRRGRRR
231,1001,RGRRRGRR
231,1002,RGRRRGRR
231,1003,RGRRRGRR
231,1004,RGRRRGRR
231,1005,RGRRRGRR
232,1,RRRGRRRG
232,5,RGRRRGRRRGRRRGRRRRRRRRRR
232,6,RRRGRRRG
232,11,RRGRRRGR
232,12,RRRGRRRG
232,101,RRRGRRRG
232,105,GRRRGRRR
232,107,GRRRGRRR
232,108,RRRGRRRG
232,109,RRRRGRRR
232,1001,RGRRRGRR
232,1002,RGRRRGRR
232,1003,RGRRRGRR
232,1004,RGRRRGRR
232,1005,RGRRRGRR
233,1,RRRGRRRG
233,5,RARRRARRRGRRRGRRRRRRRRRR
233,6,RRRGRRRG
233,11,RRGRRRGR
233,12,RRRGRRRG
233,101,RRRGRRRG
233,105,GRRRGRRR
233,107,GRRRGRRR
233,108,RRRGRRRG
233,109,RRRRGRRR
233,1001,RGRRRGRR
233,1002,RGRRRGRR
233,1003,RGRRRGRR
233,1004,RGRRRGRR
233,1005,RGRRRGRR
234,1,RRRGRRRG
234,5,RARRRARRRGRRRGRRRRRRRRRR
234,6,RRRGRRRG
234,11,RRGRRRGR
234,12,RRRGRRRG
234,101,RRRGRRRG
234,105,GRRRGRRR
234,107,GRRRGRRR
234,108,RRRGRRRG
234,109,RRRRGRRR
234,1001,RGRRRGRR
234,1002,RGRRRGRR
234,1003,RGRRRGRR
234,1004,RGRRRGRR
234,1005,RGRRRGRR
235,1,RRRGRRRG
235,5,RARRRARRRGRRRGRRRRRRRRRR
235,6,RRRGRRRG
235,11,RRGRRRGR
235,12,RRRGRRRG
235,101,RRRGRRRG
235,105,GRRRGRRR
235,107,GRRRGRRR
235,108,RRRGRRRG
235,109,RRRRARRR
235,1001,RGRRRGRR
235,1002,RGRRRGRR
235,1003,RGRRRGRR
235,1004,RGRRRGRR
235,1005,RGRRRGRR
236,1,RRRGRRRG
236,5,GRRRGRRRRGRRRGRRRRRGRRRG
236,6,RRRGRRRG
236,11,RRGRRRGR
236,12,RRRGRRRG
236,101,RRRGRRRG
236,105,GRRRGRRR
236,107,GRRRGRRR
236,108,RRRGRRRG
236,109,RRRRARRR
236,1001,RGRRRGRR
236,1002,RGRRRGRR
236,1003,RGRRRGRR
236,1004,RGRRRGRR
236,1005,RGRRRGRR
237,1,RRRGRRRG
237,5,GRRRGRRRRGRRRGRRRRRGRRRG
237,6,RRRGRRRG
237,11,RRGRRRGR
237,12,RRRGRRRG
237,101,RRRGRRRG
237,105,GRRRGRRR
237,107,GRRRGRRR
237,108,RRRGRRRG
237,109,RRRRARRR
237,1001,RGRRRGRR
237,1002,RGRRRGRR
237,1003,RGRRRGRR
237,1004,RGRRRGRR
237,1005,RGRRRGRR
238,1,RRRGRRRG
238,5,GRRRGRRRRGRRRGRRRRRGRRRG
238,6,RRRGRRRG
238,11,RRGRRRGR
238,12,RRRGRRRG
238,101,RRRGRRRG
238,105,GRRRGRRR
238,107,GRRRGRRR
238,108,RRRGRRRG
238,109,RRRRRRGR
238,1001,RGRRRGRR
238,1002,RGRRRGRR
238,1003,RGRRRGRR
238,1004,RGRRRGRR
238,1005,RGRRRGRR
239,1,RRRGRRRG
239,5,GRRRGRRRRGRRRGRRRRRGRRRG
239,6,RRRGRRRG
239,11,RRGRRRGR
239,12,RRRGRRRG
239,101,RRRGRRRG
239,105,GRRRGRRR
239,107,GRRRGRRR
239,108,RRRGRRRG
239,109,RRRRRRGR
239,1001,RGRRRGRR
239,1002,RGRRRGRR
239,1003,RGRRRGRR
239,1004,RGRRRGRR
239,1005,RGRRRGRR
240,1,RRRGRRRG
240,5,GRRRGRRRRGRRRGRRRRRGRRRG
240,6,RRRGRRRG
240,11,RRGRRRGR
240,12,RRRGRRRG
240,101,RRRGRRRG
240,105,GRRRGRRR
240,107,GRRRGRRR
240,108,RRRGRRRG
240,109,RRRRRRGR
240,1001,RGRRRGRR
240,1002,RGRRRGRR
240,1003,RGRRRGRR
240,1004,RGRRRGRR
240,1005,RGRRRGRR
241,1,RRRGRRRG
241,5,GRRRGRRRRGRRRGRRRRRGRRRG
241,6,RRRGRRRG
241,11,RRGRRRGR
241,12,RRRGRRRG
241,101,RRRGRRRG
241,105,GRRRGRRR
241,107,GRRRGRRR
241,108,RRRGRRRG
241,109,RRRRRRGR
241,1001,RGRRRGRR
241,1002,RGRRRGRR
241,1003,RGRRRGRR
241,1004,RGRRRGRR
241,1005,RGRRRGRR
242,1,RRRGRRRG
242,5,GRRRGRRRRGRRRGRRRRRGRRRG
242,6,RRRGRRRG
242,11,RRARRRAR
242,12,RRRGRRRG
242,101,RRRARRRA
242,105,GRRRGRRR
242,107,GRRRGRRR
242,108,RRRGRRRG
242,109,RRRRRRGR
242,1001,RGRRRGRR
242,1002,RGRRRGRR
242,1003,RGRRRGRR
242,1004,RGRRRGRR
242,1005,RGRRRGRR
243,1,RRRGRRRG
243,5,GRRRGRRRRGRRRGRRRRRGRRRG
243,6,RRRGRRRG
243,11,RRARRRAR
243,12,RRRGRRRG
243,101,RRRARRRA
243,105,GRRRGRRR
243,107,GRRRGRRR
243,108,RRRGRRRG
243,109,RRRRRRGR
243,1001,RGRRRGRR
243,1002,RGRRRGRR
243,1003,RGRRRGRR
243,1004,RGRRRGRR
243,1005,RGRRRGRR
244,1,RRRGRRRG
244,5,GRRRGRRRRGRRRGRRRRRGRRRG
244,6,RRRGRRRG
244,11,RRARRRAR
244,12,RRRGRRRG
244,101,RRRARRRA
244,105,GRRRGRRR
244,107,GRRRGRRR
244,108,RRRGRRRG
244,109,RRRRRRGR
244,1001,RGRRRGRR
244,1002,RGRRRGRR
244,1003,RGRRRGRR
244,1004,RGRRRGRR
244,1005,RGRRRGRR
245,1,RRRGRRRG
245,5,GRRRGRRRRGRRRGRRRRRGRRRG
245,6,RRRGRRRG
245,11,RGRRRGRR
245,12,RRRGRRRG
245,101,RRGRRRGR
245,105,GRRRGRRR
245,107,GRRRGRRR
245,108,RRRGRRRG
245,109,RRRRRRGR
245,1001,RGRRRGRR
245,1002,RGRRRGRR
245,1003,RGRRRGRR
245,1004,RGRRRGRR
245,1005,RGRRRGRR
246,1,RRRGRRRG
246,5,GRRRGRRRRGRRRGRRRRRGRRRG
246,6,RRRGRRRG
246,11,RGRRRGRR
246,12,RRRGRRRG
246,101,RRGRRRGR
246,105,GRRRGRRR
246,107,GRRRGRRR
246,108,RRRGRRRG
246,109,RRRRRRGR
246,1001,RGRRRGRR
246,1002,RGRRRGRR
246,1003,RGRRRGRR
246,1004,RGRRRGRR
246,1005,RGRRRGRR
247,1,RRRGRRRG
247,5,GRRRGRRRRGRRRGRRRRRGRRRG
247,6,RRRGRRRG
247,11,RGRRRGRR
247,12,RRRGRRRG
247,101,RRGRRRGR
247,105,GRRRGRRR
247,107,GRRRGRRR
247,108,RRRGRRRG
247,109,RRRRRRGR
247,1001,RGRRRGRR
247,1002,RGRRRGRR
247,1003,RGRRRGRR
247,1004,RGRRRGRR
247,1005,RGRRRGRR
248,1,RRRGRRRG
248,5,GRRRGRRRRGRRRGRRRRRGRRRG
248,6,RRRGRRRG
248,11,RGRRRGRR
248,12,RRRGRRRG
248,101,RRGRRRGR
248,105,GRRRGRRR
248,107,GRRRGRRR
248,108,RRRGRRRG
248,109,RRRRRRGR
248,1001,RGRRRGRR
248,1002,RGRRRGRR
248,1003,RGRRRGRR
248,1004,RGRRRGRR
248,1005,RGRRRGRR
249,1,RRRGRRRG
249,5,GRRRGRRRRGRRRGRRRRRGRRRG
249,6,RRRGRRRG
249,11,RGRRRGRR
249,12,RRRGRRRG
249,101,RRGRRRGR
249,105,GRRRGRRR
249,107,GRRRGRRR
249,108,RRRGRRRG
249,109,RRRRRRGR
249,1001,RGRRRGRR
249,1002,RGRRRGRR
249,1003,RGRRRGRR
249,1004,RGRRRGRR
249,1005,RGRRRGRR
250,1,RRRGRRRG
250,5,GRRRGRRRRGRRRGRRRRRGRRRG
250,6,RRRGRRRG
250,11,RGRRRGRR
250,12,RRRGRRRG
250,101,RRGRRRGR
250,105,GRRRGRRR
250,107,GRRRGRRR
250,108,RRRGRRRG
250,109,RRRRRRGR
250,1001,RGRRRGRR
250,1002,RGRRRGRR
250,1003,RGRRRGRR
250,1004,RGRRRGRR
250,1005,RGRRRGRR
251,1,RRRGRRRG
251,5,GRRRGRRRRGRRRGRRRRRGRRRG
251,6,RRRGRRRG
251,11,RGRRRGRR
251,12,RRRGRRRG
251,101,RRGRRRGR
251,105,GRRRGRRR
251,107,GRRRGRRR
251,108,RRRGRRRG
251,109,RRRRRRGR
251,1001,RGRRRGRR
251,1002,RGRRRGRR
251,1003,RGRRRGRR
251,1004,RGRRRGRR
251,1005,RGRRRGRR
252,1,RRRGRRRG
252,5,GRRRGRRRRGRRRGRRRRRGRRRG
252,6,RRRGRRRG
252,11,RGRRRGRR
252,12,RRRGRRRG
252,101,RRGRRRGR
252,105,GRRRGRRR
252,107,GRRRGRRR
252,108,RRRGRRRG
252,109,RRRRRRGR
252,1001,RGRRRGRR
252,1002,RGRRRGRR
252,1003,RGRRRGRR
252,1004,RGRRRGRR
252,1005,RGRRRGRR
253,1,RRRGRRRG
253,5,GRRRGRRRRGRRRGRRRRRGRRRG
253,6,RRRGRRRG
253,11,RGRRRGRR
253,12,RRRGRRRG
253,101,RRGRRRGR
253,105,GRRRGRRR
253,107,GRRRGRRR
253,108,RRRGRRRG
253,109,RRRRRRGR
253,1001,RGRRRGRR
253,1002,RGRRRGRR
253,1003,RGRRRGRR
253,1004,RGRRRGRR
253,1005,RGRRRGRR
254,1,RRRARRRA
254,5,GRRRGRRRRGRRRGRRRRRGRRRG
254,6,RRRGRRRG
254,11,RGRRRGRR
254,12,RRRGRRRG
254,101,RRGRRRGR
254,105,GRRRGRRR
254,107,GRRRGRRR
254,108,RRRGRRRG
254,109,RRRRRRGR
254,1001,RGRRRGRR
254,1002,RGRRRGRR
254,1003,RGRRRGRR
254,1004,RGRRRGRR
254,1005,RGRRRGRR
255,1,RRRARRRA
255,5,GRRRGRRRRGRRRGRRRRRGRRRG
255,6,RRRGRRRG
255,11,RGRRRGRR
255,12,RRRGRRRG
255,101,RRGRRRGR
255,105,GRRRGRRR
255,107,GRRRGRRR
255,108,RRRGRRRG
255,109,RRRRRRGR
255,1001,RGRRRGRR
255,1002,RGRRRGRR
255,1003,RGRRRGRR
255,1004,RGRRRGRR
255,1005,RGRRRGRR
256,1,RRRARRRA
256,5,GRRRGRRRRGRRRGRRRRRGRRRG
256,6,RRRGRRRG
256,11,RGRRRGRR
256,12,RRRGRRRG
256,101,RRGRRRGR
256,105,GRRRGRRR
256,107,GRRRGRRR
256,108,RRRGRRRG
256,109,RRRRRRGR
256,1001,RGRRRGRR
256,1002,RGRRRGRR
256,1003,RGRRRGRR
256,1004,RGRRRGRR
256,1005,RGRRRGRR
257,1,RRGRRRGR
257,5,GRRRGRRRRGRRRGRRRRRGRRRG
257,6,RRRGRRRG
257,11,RGRRRGRR
257,12,RRRGRRRG
257,101,RRGRRRGR
257,105,ARRRARRR
257,107,ARRRARRR
257,108,RRRGRRRG
257,109,RRRRRRGR
257,1001,RGRRRGRR
257,1002,RGRRRGRR
257,1003,RGRRRGRR
257,1004,RGRRRGRR
257,1005,RGRRRGRR
258,1,RRGRRRGR
258,5,GRRRGRRRRGRRRGRRRRRGRRRG
258,6,RRRGRRRG
258,11,RGRRRGRR
258,12,RRRGRRRG
258,101,RRGRRRGR
258,105,ARRRARRR
258,107,ARRRARRR
258,108,RRRGRRRG
258,109,RRRRRRAR
258,1001,RGRRRGRR
258,1002,RGRRRGRR
258,1003,RGRRRGRR
258,1004,RGRRRGRR
258,1005,RGRRRGRR
259,1,RRGRRRGR
259,5,GRRRGRRRRGRRRGRRRRRGRRRG
259,6,RRRGRRRG
259,11,RGRRRGRR
259,12,RRRGRRRG
259,101,RRGRRRGR
259,105,ARRRARRR
259,107,ARRRARRR
259,108,RRRARRRA
259,109,RRRRRRAR
259,1001,RGRRRGRR
259,1002,RGRRRGRR
259,1003,RGRRRGRR
259,1004,RGRRRGRR
259,1005,RGRRRGRR
260,1,RRGRRRGR
260,5,GRRRGRRRRGRRRGRRRRRGRRRG
260,6,RRRARRRA
260,11,RGRRRGRR
260,12,RRRGRRRG
260,101,RRGRRRGR
260,105,RRRGRRRG
260,107,RRGRRRGR
260,108,RRRARRRA
260,109,RRRRRRAR
260,1001,RGRRRGRR
260,1002,RGRRRGRR
260,1003,RGRRRGRR
260,1004,RGRRRGRR
260,1005,RGRRRGRR
261,1,RRGRRRGR
261,5,ARRRARRRRARRRARRRRRGRRRG
261,6,RRRARRRA
