simsec,sc,states
65,1004,RRGRRRGR
65,1005,RRGRRRGR
66,1,RRRGRRRG
66,5,RGRRRGRRRGRRRGRRRRRRRRRR
66,6,ARRRARRR
66,11,RRGRRRGR
66,12,GRRRGRRR
66,101,RRRGRRRG
66,105,RGRRRGRR
66,107,RARRRARR
66,108,GRRRGRRR
66,109,RRRRGRRR
66,1001,RRGRRRGR
66,1002,RRGRRRGR
66,1003,RRGRRRGR
66,1004,RRGRRRGR
66,1005,RRGRRRGR
67,1,RRRGRRRG
67,5,RGRRRGRRRGRRRGRRRRRRRRRR
67,6,RRRGRRRG
67,11,RRGRRRGR
67,12,GRRRGRRR
67,101,RRRGRRRG
67,105,RGRRRGRR
67,107,RARRRARR
67,108,GRRRGRRR
67,109,RRRRGRRR
67,1001,RRGRRRGR
67,1002,RRGRRRGR
67,1003,RRGRRRGR
67,1004,RRGRRRGR
67,1005,RRGRRRGR
68,1,RRRGRRRG
68,5,RGRRRGRRRGRRRGRRRRRRRRRR
68,6,RRRGRRRG
68,11,RRGRRRGR
68,12,GRRRGRRR
68,101,RRRGRRRG
68,105,RGRRRGRR
68,107,RARRRARR
68,108,GRRRGRRR
68,109,RRRRGRRR
68,1001,RRGRRRGR
68,1002,RRGRRRGR
68,1003,RRGRRRGR
68,1004,RRGRRRGR
68,1005,RRGRRRGR
69,1,RRRGRRRG
69,5,RGRRRGRRRGRRRGRRRRRRRRRR
69,6,RRRGRRRG
69,11,RRGRRRGR
69,12,GRRRGRRR
69,101,RRRGRRRG
69,105,RGRRRGRR
69,107,GRRRGRRR
69,108,GRRRGRRR
69,109,RRRRGRRR
69,1001,RRGRRRGR
69,1002,RRGRRRGR
69,1003,RRGRRRGR
69,1004,RRGRRRGR
69,1005,RRGRRRGR
70,1,RRRGRRRG
70,5,RGRRRGRRRGRRRGRRRRRRRRRR
70,6,RRRGRRRG
70,11,RRGRRRGR
70,12,GRRRGRRR
70,101,RRRGRRRG
70,105,RARRRARR
70,107,GRRRGRRR
70,108,GRRRGRRR
70,109,RRRRGRRR
70,1001,RRGRRRGR
70,1002,RRGRRRGR
70,1003,RRGRRRGR
70,1004,RRGRRRGR
70,1005,RRGRRRGR
71,1,RRRGRRRG
71,5,RGRRRGRRRGRRRGRRRRRRRRRR
71,6,RRRGRRRG
71,11,RRGRRRGR
71,12,GRRRGRRR
71,101,RRRGRRRG
71,105,RARRRARR
71,107,GRRRGRRR
71,108,GRRRGRRR
71,109,RRRRGRRR
71,1001,RRGRRRGR
71,1002,RRGRRRGR
71,1003,RRGRRRGR
71,1004,RRGRRRGR
71,1005,RRGRRRGR
72,1,RRRGRRRG
72,5,RGRRRGRRRGRRRGRRRRRRRRRR
72,6,RRRGRRRG
72,11,RRGRRRGR
72,12,ARRRARRR
72,101,RRRGRRRG
72,105,RARRRARR
72,107,GRRRGRRR
72,108,GRRRGRRR
72,109,RRRRGRRR
72,1001,RRARRRAR
72,1002,RRARRRAR
72,1003,RRARRRAR
72,1004,RRARRRAR
72,1005,RRARRRAR
73,1,RRRGRRRG
73,5,RGRRRGRRRGRRRGRRRRRRRRRR
73,6,RRRGRRRG
73,11,RRGRRRGR
73,12,ARRRARRR
73,101,RRRGRRRG
73,105,GRRRGRRR
73,107,GRRRGRRR
73,108,GRRRGRRR
73,109,RRRRGRRR
73,1001,RRARRRAR
73,1002,RRARRRAR
73,1003,RRARRRAR
73,1004,RRARRRAR
73,1005,RRARRRAR
74,1,RRRGRRRG
74,5,RGRRRGRRRGRRRGRRRRRRRRRR
74,6,RRRGRRRG
74,11,RRGRRRGR
74,12,ARRRARRR
74,101,RRRGRRRG
74,105,GRRRGRRR
74,107,GRRRGRRR
74,108,GRRRGRRR
74,109,RRRRGRRR
74,1001,RRARRRAR
74,1002,RRARRRAR
74,1003,RRARRRAR
74,1004,RRARRRAR
74,1005,RRARRRAR
75,1,RRRGRRRG
75,5,RGRRRGRRRGRRRGRRRRRRRRRR
75,6,RRRGRRRG
75,11,RRGRRRGR
75,12,RRRGRRRG
75,101,RRRGRRRG
75,105,GRRRGRRR
75,107,GRRRGRRR
75,108,ARRRARRR
75,109,RRRRGRRR
75,1001,RGRRRGRR
75,1002,RGRRRGRR
75,1003,RGRRRGRR
75,1004,RGRRRGRR
75,1005,RGRRRGRR
76,1,RRRGRRRG
76,5,RGRRRGRRRGRRRGRRRRRRRRRR
76,6,RRRGRRRG
76,11,RRGRRRGR
76,12,RRRGRRRG
76,101,RRRGRRRG
76,105,GRRRGRRR
76,107,GRRRGRRR
76,108,ARRRARRR
76,109,RRRRGRRR
76,1001,RGRRRGRR
76,1002,RGRRRGRR
76,1003,RGRRRGRR
76,1004,RGRRRGRR
76,1005,RGRRRGRR
77,1,RRRGRRRG
77,5,RGRRRGRRRGRRRGRRRRRRRRRR
77,6,RRRGRRRG
77,11,RRGRRRGR
77,12,RRRGRRRG
77,101,RRRGRRRG
77,105,GRRRGRRR
77,107,GRRRGRRR
77,108,ARRRARRR
77,109,RRRRGRRR
77,1001,RGRRRGRR
77,1002,RGRRRGRR
77,1003,RGRRRGRR
77,1004,RGRRRGRR
77,1005,RGRRRGRR
78,1,RRRGRRRG
78,5,RGRRRGRRRGRRRGRRRRRRRRRR
78,6,RRRGRRRG
78,11,RRGRRRGR
78,12,RRRGRRRG
78,101,RRRGRRRG
78,105,GRRRGRRR
78,107,GRRRGRRR
78,108,RRRGRRRG
78,109,RRRRGRRR
78,1001,RGRRRGRR
78,1002,RGRRRGRR
78,1003,RGRRRGRR
78,1004,RGRRRGRR
78,1005,RGRRRGRR
79,1,RRRGRRRG
79,5,RGRRRGRRRGRRRGRRRRRRRRRR
79,6,RRRGRRRG
79,11,RRGRRRGR
79,12,RRRGRRRG
79,101,RRRGRRRG
79,105,GRRRGRRR
79,107,GRRRGRRR
79,108,RRRGRRRG
79,109,RRRRGRRR
79,1001,RGRRRGRR
79,1002,RGRRRGRR
79,1003,RGRRRGRR
79,1004,RGRRRGRR
79,1005,RGRRRGRR
80,1,RRRGRRRG
80,5,RGRRRGRRRGRRRGRRRRRRRRRR
80,6,RRRGRRRG
80,11,RRGRRRGR
80,12,RRRGRRRG
80,101,RRRGRRRG
80,105,GRRRGRRR
80,107,GRRRGRRR
80,108,RRRGRRRG
80,109,RRRRGRRR
80,1001,RGRRRGRR
80,1002,RGRRRGRR
80,1003,RGRRRGRR
80,1004,RGRRRGRR
80,1005,RGRRRGRR
81,1,RRRGRRRG
81,5,RGRRRGRRRGRRRGRRRRRRRRRR
81,6,RRRGRRRG
81,11,RRGRRRGR
81,12,RRRGRRRG
81,101,RRRGRRRG
81,105,GRRRGRRR
81,107,GRRRGRRR
81,108,RRRGRRRG
81,109,RRRRGRRR
81,1001,RGRRRGRR
81,1002,RGRRRGRR
81,1003,RGRRRGRR
81,1004,RGRRRGRR
81,1005,RGRRRGRR
82,1,RRRGRRRG
82,5,RGRRRGRRRGRRRGRRRRRRRRRR
82,6,RRRGRRRG
82,11,RRGRRRGR
82,12,RRRGRRRG
82,101,RRRGRRRG
82,105,GRRRGRRR
82,107,GRRRGRRR
82,108,RRRGRRRG
82,109,RRRRGRRR
82,1001,RGRRRGRR
82,1002,RGRRRGRR
82,1003,RGRRRGRR
82,1004,RGRRRGRR
82,1005,RGRRRGRR
83,1,RRRGRRRG
83,5,RARRRARRRGRRRGRRRRRRRRRR
83,6,RRRGRRRG
83,11,RRGRRRGR
83,12,RRRGRRRG
83,101,RRRGRRRG
83,105,GRRRGRRR
83,107,GRRRGRRR
83,108,RRRGRRRG
83,109,RRRRGRRR
83,1001,RGRRRGRR
83,1002,RGRRRGRR
83,1003,RGRRRGRR
83,1004,RGRRRGRR
83,1005,RGRRRGRR
84,1,RRRGRRRG
84,5,RARRRARRRGRRRGRRRRRRRRRR
84,6,RRRGRRRG
84,11,RRGRRRGR
84,12,RRRGRRRG
84,101,RRRGRRRG
84,105,GRRRGRRR
84,107,GRRRGRRR
84,108,RRRGRRRG
84,109,RRRRGRRR
84,1001,RGRRRGRR
84,1002,RGRRRGRR
84,1003,RGRRRGRR
84,1004,RGRRRGRR
84,1005,RGRRRGRR
85,1,RRRGRRRG
85,5,RARRRARRRGRRRGRRRRRRRRRR
85,6,RRRGRRRG
85,11,RRGRRRGR
85,12,RRRGRRRG
85,101,RRRGRRRG
85,105,GRRRGRRR
85,107,GRRRGRRR
85,108,RRRGRRRG
85,109,RRRRARRR
85,1001,RGRRRGRR
85,1002,RGRRRGRR
85,1003,RGRRRGRR
85,1004,RGRRRGRR
85,1005,RGRRRGRR
86,1,RRRGRRRG
86,5,GRRRGRRRRGRRRGRRRRRGRRRG
86,6,RRRGRRRG
86,11,RRGRRRGR
86,12,RRRGRRRG
86,101,RRRGRRRG
86,105,GRRRGRRR
86,107,GRRRGRRR
86,108,RRRGRRRG
86,109,RRRRARRR
86,1001,RGRRRGRR
86,1002,RGRRRGRR
86,1003,RGRRRGRR
86,1004,RGRRRGRR
86,1005,RGRRRGRR
87,1,RRRGRRRG
87,5,GRRRGRRRRGRRRGRRRRRGRRRG
87,6,RRRGRRRG
87,11,RRGRRRGR
87,12,RRRGRRRG
87,101,RRRGRRRG
87,105,GRRRGRRR
87,107,GRRRGRRR
87,108,RRRGRRRG
87,109,RRRRARRR
87,1001,RGRRRGRR
87,1002,RGRRRGRR
87,1003,RGRRRGRR
87,1004,RGRRRGRR
87,1005,RGRRRGRR
88,1,RRRGRRRG
88,5,GRRRGRRRRGRRRGRRRRRGRRRG
88,6,RRRGRRRG
88,11,RRGRRRGR
88,12,RRRGRRRG
88,101,RRRGRRRG
88,105,GRRRGRRR
88,107,GRRRGRRR
88,108,RRRGRRRG
88,109,RRRRRRGR
88,1001,RGRRRGRR
88,1002,RGRRRGRR
88,1003,RGRRRGRR
88,1004,RGRRRGRR
88,1005,RGRRRGRR
89,1,RRRGRRRG
89,5,GRRRGRRRRGRRRGRRRRRGRRRG
89,6,RRRGRRRG
89,11,RRGRRRGR
89,12,RRRGRRRG
89,101,RRRGRRRG
89,105,GRRRGRRR
89,107,GRRRGRRR
89,108,RRRGRRRG
89,109,RRRRRRGR
89,1001,RGRRRGRR
89,1002,RGRRRGRR
89,1003,RGRRRGRR
89,1004,RGRRRGRR
89,1005,RGRRRGRR
90,1,RRRGRRRG
90,5,GRRRGRRRRGRRRGRRRRRGRRRG
90,6,RRRGRRRG
90,11,RRGRRRGR
90,12,RRRGRRRG
90,101,RRRGRRRG
90,105,GRRRGRRR
90,107,GRRRGRRR
90,108,RRRGRRRG
90,109,RRRRRRGR
90,1001,RGRRRGRR
90,1002,RGRRRGRR
90,1003,RGRRRGRR
90,1004,RGRRRGRR
90,1005,RGRRRGRR
91,1,RRRGRRRG
91,5,GRRRGRRRRGRRRGRRRRRGRRRG
91,6,RRRGRRRG
91,11,RRGRRRGR
91,12,RRRGRRRG
91,101,RRRGRRRG
91,105,GRRRGRRR
91,107,GRRRGRRR
91,108,RRRGRRRG
91,109,RRRRRRGR
91,1001,RGRRRGRR
91,1002,RGRRRGRR
91,1003,RGRRRGRR
91,1004,RGRRRGRR
91,1005,RGRRRGRR
92,1,RRRGRRRG
92,5,GRRRGRRRRGRRRGRRRRRGRRRG
92,6,RRRGRRRG
92,11,RRARRRAR
92,12,RRRGRRRG
92,101,RRRARRRA
92,105,GRRRGRRR
92,107,GRRRGRRR
92,108,RRRGRRRG
92,109,RRRRRRGR
92,1001,RGRRRGRR
92,1002,RGRRRGRR
92,1003,RGRRRGRR
92,1004,RGRRRGRR
92,1005,RGRRRGRR
93,1,RRRGRRRG
93,5,GRRRGRRRRGRRRGRRRRRGRRRG
93,6,RRRGRRRG
93,11,RRARRRAR
93,12,RRRGRRRG
93,101,RRRARRRA
93,105,GRRRGRRR
93,107,GRRRGRRR
93,108,RRRGRRRG
93,109,RRRRRRGR
93,1001,RGRRRGRR
93,1002,RGRRRGRR
93,1003,RGRRRGRR
93,1004,RGRRRGRR
93,1005,RGRRRGRR
94,1,RRRGRRRG
94,5,GRRRGRRRRGRRRGRRRRRGRRRG
94,6,RRRGRRRG
94,11,RRARRRAR
94,12,RRRGRRRG
94,101,RRRARRRA
94,105,GRRRGRRR
94,107,GRRRGRRR
94,108,RRRGRRRG
94,109,RRRRRRGR
94,1001,RGRRRGRR
94,1002,RGRRRGRR
94,1003,RGRRRGRR
94,1004,RGRRRGRR
94,1005,RGRRRGRR
95,1,RRRGRRRG
95,5,GRRRGRRRRGRRRGRRRRRGRRRG
95,6,RRRGRRRG
95,11,RGRRRGRR
95,12,RRRGRRRG
95,101,RRGRRRGR
95,105,GRRRGRRR
95,107,GRRRGRRR
95,108,RRRGRRRG
95,109,RRRRRRGR
95,1001,RGRRRGRR
95,1002,RGRRRGRR
95,1003,RGRRRGRR
95,1004,RGRRRGRR
95,1005,RGRRRGRR
96,1,RRRGRRRG
96,5,GRRRGRRRRGRRRGRRRRRGRRRG
96,6,RRRGRRRG
96,11,RGRRRGRR
96,12,RRRGRRRG
96,101,RRGRRRGR
96,105,GRRRGRRR
96,107,GRRRGRRR
96,108,RRRGRRRG
96,109,RRRRRRGR
96,1001,RGRRRGRR
96,1002,RGRRRGRR
96,1003,RGRRRGRR
96,1004,RGRRRGRR
96,1005,RGRRRGRR
97,1,RRRGRRRG
97,5,GRRRGRRRRGRRRGRRRRRGRRRG
97,6,RRRGRRRG
97,11,RGRRRGRR
97,12,RRRGRRRG
97,101,RRGRRRGR
97,105,GRRRGRRR
97,107,GRRRGRRR
97,108,RRRGRRRG
97,109,RRRRRRGR
97,1001,RGRRRGRR
97,1002,RGRRRGRR
97,1003,RGRRRGRR
97,1004,RGRRRGRR
97,1005,RGRRRGRR
98,1,RRRGRRRG
98,5,GRRRGRRRRGRRRGRRRRRGRRRG
98,6,RRRGRRRG
98,11,RGRRRGRR
98,12,RRRGRRRG
98,101,RRGRRRGR
98,105,GRRRGRRR
98,107,GRRRGRRR
98,108,RRRGRRRG
98,109,RRRRRRGR
98,1001,RGRRRGRR
98,1002,RGRRRGRR
98,1003,RGRRRGRR
98,1004,RGRRRGRR
98,1005,RGRRRGRR
99,1,RRRGRRRG
99,5,GRRRGRRRRGRRRGRRRRRGRRRG
99,6,RRRGRRRG
99,11,RGRRRGRR
99,12,RRRGRRRG
99,101,RRGRRRGR
99,105,GRRRGRRR
99,107,GRRRGRRR
99,108,RRRGRRRG
99,109,RRRRRRGR
99,1001,RGRRRGRR
99,1002,RGRRRGRR
99,1003,RGRRRGRR
99,1004,RGRRRGRR
99,1005,RGRRRGRR
100,1,RRRGRRRG
100,5,GRRRGRRRRGRRRGRRRRRGRRRG
100,6,RRRGRRRG
100,11,RGRRRGRR
100,12,RRRGRRRG
100,101,RRGRRRGR
100,105,GRRRGRRR
100,107,GRRRGRRR
100,108,RRRGRRRG
100,109,RRRRRRGR
100,1001,RGRRRGRR
100,1002,RGRRRGRR
100,1003,RGRRRGRR
100,1004,RGRRRGRR
100,1005,RGRRRGRR
101,1,RRRGRRRG
101,5,GRRRGRRRRGRRRGRRRRRGRRRG
101,6,RRRGRRRG
101,11,RGRRRGRR
101,12,RRRGRRRG
101,101,RRGRRRGR
101,105,GRRRGRRR
101,107,GRRRGRRR
101,108,RRRGRRRG
101,109,RRRRRRGR
101,1001,RGRRRGRR
101,1002,RGRRRGRR
101,1003,RGRRRGRR
101,1004,RGRRRGRR
101,1005,RGRRRGRR
102,1,RRRGRRRG
102,5,GRRRGRRRRGRRRGRRRRRGRRRG
102,6,RRRGRRRG
102,11,RGRRRGRR
102,12,RRRGRRRG
102,101,RRGRRRGR
102,105,GRRRGRRR
102,107,GRRRGRRR
102,108,RRRGRRRG
102,109,RRRRRRGR
102,1001,RGRRRGRR
102,1002,RGRRRGRR
102,1003,RGRRRGRR
102,1004,RGRRRGRR
102,1005,RGRRRGRR
103,1,RRRGRRRG
103,5,GRRRGRRRRGRRRGRRRRRGRRRG
103,6,RRRGRRRG
103,11,RGRRRGRR
103,12,RRRGRRRG
103,101,RRGRRRGR
103,105,GRRRGRRR
103,107,GRRRGRRR
103,108,RRRGRRRG
103,109,RRRRRRGR
103,1001,RGRRRGRR
103,1002,RGRRRGRR
103,1003,RGRRRGRR
103,1004,RGRRRGRR
103,1005,RGRRRGRR
104,1,RRRARRRA
104,5,GRRRGRRRRGRRRGRRRRRGRRRG
104,6,RRRGRRRG
104,11,RGRRRGRR
104,12,RRRGRRRG
104,101,RRGRRRGR
104,105,GRRRGRRR
104,107,GRRRGRRR
104,108,RRRGRRRG
104,109,RRRRRRGR
104,1001,RGRRRGRR
104,1002,RGRRRGRR
104,1003,RGRRRGRR
104,1004,RGRRRGRR
104,1005,RGRRRGRR
105,1,RRRARRRA
105,5,GRRRGRRRRGRRRGRRRRRGRRRG
105,6,RRRGRRRG
105,11,RGRRRGRR
105,12,RRRGRRRG
105,101,RRGRRRGR
105,105,GRRRGRRR
105,107,GRRRGRRR
105,108,RRRGRRRG
105,109,RRRRRRGR
105,1001,RGRRRGRR
105,1002,RGRRRGRR
105,1003,RGRRRGRR
105,1004,RGRRRGRR
105,1005,RGRRRGRR
106,1,RRRARRRA
106,5,GRRRGRRRRGRRRGRRRRRGRRRG
106,6,RRRGRRRG
106,11,RGRRRGRR
106,12,RRRGRRRG
106,101,RRGRRRGR
106,105,GRRRGRRR
106,107,GRRRGRRR
106,108,RRRGRRRG
106,109,RRRRRRGR
106,1001,RGRRRGRR
106,1002,RGRRRGRR
106,1003,RGRRRGRR
106,1004,RGRRRGRR
106,1005,RGRRRGRR
107,1,RRGRRRGR
107,5,GRRRGRRRRGRRRGRRRRRGRRRG
107,6,RRRGRRRG
107,11,RGRRRGRR
107,12,RRRGRRRG
107,101,RRGRRRGR
107,105,ARRRARRR
107,107,ARRRARRR
107,108,RRRGRRRG
107,109,RRRRRRGR
107,1001,RGRRRGRR
107,1002,RGRRRGRR
107,1003,RGRRRGRR
107,1004,RGRRRGRR
107,1005,RGRRRGRR
108,1,RRGRRRGR
108,5,GRRRGRRRRGRRRGRRRRRGRRRG
108,6,RRRGRRRG
108,11,RGRRRGRR
108,12,RRRGRRRG
108,101,RRGRRRGR
108,105,ARRRARRR
108,107,ARRRARRR
108,108,RRRGRRRG
108,109,RRRRRRAR
108,1001,RGRRRGRR
108,1002,RGRRRGRR
108,1003,RGRRRGRR
108,1004,RGRRRGRR
108,1005,RGRRRGRR
109,1,RRGRRRGR
109,5,GRRRGRRRRGRRRGRRRRRGRRRG
109,6,RRRGRRRG
109,11,RGRRRGRR
109,12,RRRGRRRG
109,101,RRGRRRGR
109,105,ARRRARRR
109,107,ARRRARRR
109,108,RRRARRRA
109,109,RRRRRRAR
109,1001,RGRRRGRR
109,1002,RGRRRGRR
109,1003,RGRRRGRR
109,1004,RGRRRGRR
109,1005,RGRRRGRR
110,1,RRGRRRGR
110,5,GRRRGRRRRGRRRGRRRRRGRRRG
110,6,RRRARRRA
110,11,RGRRRGRR
110,12,RRRGRRRG
110,101,RRGRRRGR
110,105,RRRGRRRG
110,107,RRGRRRGR
110,108,RRRARRRA
110,109,RRRRRRAR
110,1001,RGRRRGRR
110,1002,RGRRRGRR
110,1003,RGRRRGRR
110,1004,RGRRRGRR
110,1005,RGRRRGRR
111,1,RRGRRRGR
111,5,ARRRARRRRARRRARRRRRGRRRG
111,6,RRRARRRA
111,11,RGRRRGRR
111,12,RRRGRRRG
111,101,RRGRRRGR
111,105,RRRGRRRG
111,107,RRGRRRGR
111,108,RRRARRRA
111,109,RGRRRGRR
111,1001,RGRRRGRR
111,1002,RGRRRGRR
111,1003,RGRRRGRR
111,1004,RGRRRGRR
111,1005,RGRRRGRR
112,1,RRGRRRGR
112,5,ARRRARRRRARRRARRRRRGRRRG
112,6,RRRARRRA
112,11,RGRRRGRR
112,12,RRRGRRRG
112,101,RRGRRRGR
112,105,RRRGRRRG
112,107,RRGRRRGR
112,108,RGRRRGRR
112,109,RGRRRGRR
112,1001,RGRRRGRR
112,1002,RGRRRGRR
112,1003,RGRRRGRR
112,1004,RGRRRGRR
112,1005,RGRRRGRR
113,1,RRGRRRGR
113,5,ARRRARRRRARRRARRRRRGRRRG
113,6,RRGRRRGR
113,11,RGRRRGRR
113,12,RRRGRRRG
113,101,RRGRRRGR
113,105,RRRGRRRG
113,107,RRGRRRGR
113,108,RGRRRGRR
113,109,RGRRRGRR
113,1001,RGRRRGRR
113,1002,RGRRRGRR
113,1003,RGRRRGRR
113,1004,RGRRRGRR
113,1005,RGRRRGRR
114,1,RRGRRRGR
114,5,RRRGRRRGRRRRRRRRRRRGRRRG
114,6,RRGRRRGR
114,11,RGRRRGRR
114,12,RRRGRRRG
114,101,RRGRRRGR
114,105,RRRGRRRG
114,107,RRGRRRGR
114,108,RGRRRGRR
114,109,RGRRRGRR
114,1001,RGRRRGRR
114,1002,RGRRRGRR
114,1003,RGRRRGRR
114,1004,RGRRRGRR
114,1005,RGRRRGRR
115,1,RRGRRRGR
115,5,RRRGRRRGRRRRRRRRRRRGRRRG
115,6,RRGRRRGR
115,11,RGRRRGRR
115,12,RRRGRRRG
115,101,RRGRRRGR
115,105,RRRGRRRG
115,107,RRGRRRGR
115,108,RGRRRGRR
115,109,RGRRRGRR
115,1001,RGRRRGRR
115,1002,RGRRRGRR
115,1003,RGRRRGRR
115,1004,RGRRRGRR
115,1005,RGRRRGRR
116,1,RRGRRRGR
116,5,RRRGRRRGRRRRRRRRRRRGRRRG
116,6,RRGRRRGR
116,11,RGRRRGRR
116,12,RRRGRRRG
116,101,RRGRRRGR
116,105,RRRGRRRG
116,107,RRGRRRGR
116,108,RGRRRGRR
116,109,RGRRRGRR
116,1001,RGRRRGRR
116,1002,RGRRRGRR
116,1003,RGRRRGRR
116,1004,RGRRRGRR
116,1005,RGRRRGRR
117,1,RRGRRRGR
117,5,RRRGRRRGRRRRRRRRRRRGRRRG
117,6,RRGRRRGR
117,11,RGRRRGRR
117,12,RRRGRRRG
117,101,RRGRRRGR
117,105,RRRGRRRG
117,107,RRGRRRGR
117,108,RGRRRGRR
117,109,RGRRRGRR
117,1001,RGRRRGRR
117,1002,RGRRRGRR
117,1003,RGRRRGRR
117,1004,RGRRRGRR
117,1005,RGRRRGRR
118,1,RRGRRRGR
118,5,RRRGRRRGRRRRRRRRRRRGRRRG
118,6,RRGRRRGR
118,11,RGRRRGRR
118,12,RRRGRRRG
118,101,RRGRRRGR
118,105,RRRGRRRG
118,107,RRGRRRGR
118,108,RGRRRGRR
118,109,RGRRRGRR
118,1001,RGRRRGRR
118,1002,RGRRRGRR
118,1003,RGRRRGRR
118,1004,RGRRRGRR
118,1005,RGRRRGRR
119,1,RRGRRRGR
119,5,RRRGRRRGRRRRRRRRRRRGRRRG
119,6,RRGRRRGR
119,11,RGRRRGRR
119,12,RRRGRRRG
119,101,RRGRRRGR
119,105,RRRGRRRG
119,107,RRGRRRGR
119,108,RGRRRGRR
119,109,RGRRRGRR
119,1001,RGRRRGRR
119,1002,RGRRRGRR
119,1003,RGRRRGRR
119,1004,RGRRRGRR
119,1005,RGRRRGRR
120,1,RRGRRRGR
120,5,RRRGRRRGRRRRRRRRRRRGRRRG
120,6,RRGRRRGR
120,11,RGRRRGRR
120,12,RRRGRRRG
120,101,RRGRRRGR
120,105,RRRGRRRG
120,107,RRGRRRGR
120,108,RGRRRGRR
120,109,RGRRRGRR
120,1001,RARRRARR
120,1002,RARRRARR
120,1003,RARRRARR
120,1004,RARRRARR
120,1005,RARRRARR
121,1,RRGRRRGR
121,5,RRRGRRRGRRRRRRRRRRRGRRRG
121,6,RRGRRRGR
121,11,RGRRRGRR
121,12,RRRGRRRG
121,101,RRGRRRGR
121,105,RRRGRRRG
121,107,RRGRRRGR
121,108,RGRRRGRR
121,109,RGRRRGRR
121,1001,RARRRARR
121,1002,RARRRARR
121,1003,RARRRARR
121,1004,RARRRARR
121,1005,RARRRARR
122,1,RRGRRRGR
122,5,RRRGRRRGRRRRRRRRRRRGRRRG
122,6,RRGRRRGR
122,11,RGRRRGRR
122,12,RRRGRRRG
122,101,RRARRRAR
122,105,RRRGRRRG
122,107,RRGRRRGR
122,108,RGRRRGRR
122,109,RGRRRGRR
122,1001,RARRRARR
122,1002,RARRRARR
122,1003,RARRRARR
122,1004,RARRRARR
122,1005,RARRRARR
123,1,RRGRRRGR
123,5,RRRGRRRGRRRRRRRRRRRGRRRG
123,6,RRGRRRGR
123,11,RGRRRGRR
123,12,RRRGRRRG
123,101,RRARRRAR
123,105,RRRGRRRG
123,107,RRGRRRGR
123,108,RGRRRGRR
123,109,RGRRRGRR
123,1001,GRRRGRRR
123,1002,GRRRGRRR
123,1003,GRRRGRRR
123,1004,GRRRGRRR
123,1005,GRRRGRRR
124,1,RRGRRRGR
124,5,RRRGRRRGRRRRRRRRRRRGRRRG
124,6,RRGRRRGR
124,11,RGRRRGRR
124,12,RRRGRRRG
124,101,RRARRRAR
124,105,RRRGRRRG
124,107,RRGRRRGR
124,108,RGRRRGRR
124,109,RGRRRGRR
124,1001,GRRRGRRR
124,1002,GRRRGRRR
124,1003,GRRRGRRR
124,1004,GRRRGRRR
124,1005,GRRRGRRR
125,1,RRGRRRGR
125,5,RRRGRRRGRRRRRRRRRRRGRRRG
125,6,RRGRRRGR
125,11,RGRRRGRR
125,12,RRRARRRA
125,101,RGRRRGRR
125,105,RRRGRRRG
125,107,RRGRRRGR
125,108,RGRRRGRR
125,109,RGRRRGRR
125,1001,GRRRGRRR
125,1002,GRRRGRRR
125,1003,GRRRGRRR
125,1004,GRRRGRRR
125,1005,GRRRGRRR
126,1,RRGRRRGR
126,5,RRRGRRRGRRRRRRRRRRRGRRRG
126,6,RRGRRRGR
126,11,RGRRRGRR
126,12,RRRARRRA
126,101,RGRRRGRR
126,105,RRRGRRRG
126,107,RRGRRRGR
126,108,RGRRRGRR
126,109,RGRRRGRR
126,1001,GRRRGRRR
126,1002,GRRRGRRR
126,1003,GRRRGRRR
126,1004,GRRRGRRR
126,1005,GRRRGRRR
127,1,RRGRRRGR
127,5,RRRGRRRGRRRRRRRRRRRGRRRG
127,6,RRGRRRGR
127,11,RGRRRGRR
127,12,RRRARRRA
127,101,RGRRRGRR
127,105,RRRGRRRG
127,107,RRGRRRGR
127,108,RGRRRGRR
127,109,RGRRRGRR
127,1001,GRRRGRRR
127,1002,GRRRGRRR
127,1003,GRRRGRRR
127,1004,GRRRGRRR
127,1005,GRRRGRRR
128,1,RRARRRAR
128,5,RRRGRRRGRRRRRRRRRRRGRRRG
128,6,RRGRRRGR
128,11,RGRRRGRR
128,12,RRGRRRGR
128,101,RGRRRGRR
128,105,RRRGRRRG
128,107,RRGRRRGR
128,108,RGRRRGRR
128,109,RGRRRGRR
128,1001,GRRRGRRR
128,1002,GRRRGRRR
128,1003,GRRRGRRR
128,1004,GRRRGRRR
128,1005,GRRRGRRR
129,1,RRARRRAR
129,5,RRRGRRRGRRRRRRRRRRRGRRRG
129,6,RRGRRRGR
129,11,RARRRARR
129,12,RRGRRRGR
129,101,RGRRRGRR
129,105,RRRGRRRG
129,107,RRGRRRGR
129,108,RGRRRGRR
129,109,RGRRRGRR
129,1001,GRRRGRRR
129,1002,GRRRGRRR
129,1003,GRRRGRRR
129,1004,GRRRGRRR
129,1005,GRRRGRRR
130,1,RRARRRAR
130,5,RRRGRRRGRRRRRRRRRRRGRRRG
130,6,RRGRRRGR
130,11,RARRRARR
130,12,RRGRRRGR
130,101,RGRRRGRR
130,105,RRRGRRRG
130,107,RRGRRRGR
130,108,RGRRRGRR
130,109,RGRRRGRR
130,1001,GRRRGRRR
130,1002,GRRRGRRR
130,1003,GRRRGRRR
130,1004,GRRRGRRR
130,1005,GRRRGRRR
131,1,RGRRRGRR
