model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,5.0,5,2586.4062576953033,2774.267630446512,116.8231214,29.8
FW_E,7.0,30,3174.9940707187875,3507.5712296813035,111.8899404,38.266666666666666
FW_E,9.0,48,3980.1839193140117,4371.922175728964,109.26585920833334,49.083333333333336
FW_E,11.0,63,4552.977810411368,5022.117254594159,104.7833233015873,58.57142857142857
FW_E,13.0,43,5149.991243350399,5615.401782983452,99.9968363488372,69.3953488372093
FW_E,15.0,40,5475.750385191387,6027.945964573344,92.118824325,80.1
FW_E,17.0,17,6021.077315827745,6690.388881525292,88.79178311764706,91.3529411764706
FW_E,19.0,12,5636.380451258032,6477.177335580636,74.22858966666666,102.33333333333333
FW_E,21.0,10,6039.201232189458,6399.076857620719,72.5195528,112.1
FW_E,23.0,20,5373.039668196272,6543.904380311943,57.6224103,125.7
FW_E,25.0,16,5794.53939133152,7273.797834263745,58.116205625,134.25
FW_E,27.0,14,6344.823209778245,7779.831169773345,58.47751407142857,146.21428571428572
FW_E,29.0,19,6523.439009848741,7306.122072403319,56.53565121052632,155.68421052631578
FW_E,31.0,14,6733.152383793044,7418.386669279164,54.43274807142857,166.5
FW_E,33.0,16,6956.290192898879,7355.465720516673,52.0738268125,179.9375
FW_E,35.0,15,6837.011523583602,7145.043248607002,49.127800666666666,187.46666666666667
FW_E,37.0,23,6839.26953806048,7242.441085943794,46.24615543478261,199.2173913043478
FW_E,39.0,8,6619.140796532811,6757.690241296586,42.49087175,209.875
FW_E,41.0,2,6642.589599102265,7114.006570785088,40.811111499999996,219.0
FW_E,43.0,2,6455.3692617669885,6581.240140593988,37.8712225,229.5
FW_E,45.0,2,6229.624188111611,6373.775837405385,34.319312999999994,244.5
FW_E,47.0,1,5945.613999955776,5945.613999955776,31.154069,257.0
FW_E,49.0,1,6180.602651704311,6180.602651704311,31.289626,266.0
FW_E,51.0,1,5710.532345445127,5710.532345445127,27.464377,280.0
FW_E,53.0,3,6009.835516253717,6077.16881019977,28.165830333333332,287.3333333333333
FW_E,55.0,10,5582.830813513452,5936.413844804762,25.343115400000002,296.9
FW_E,57.0,15,5409.039788647061,5765.467795365629,23.636393733333332,308.26666666666665
FW_E,59.0,21,5285.167218128358,5581.283044344868,22.36343857142857,318.3333333333333
FW_E,61.0,8,5312.1798003210215,5625.187165510134,21.73145825,329.125
FW_E,63.0,7,5099.54304868546,5274.454493826035,20.330186857142856,337.85714285714283
FW_E,65.0,1,5046.781582755071,5046.781582755071,19.642176,346.0
FW_E,67.0,1,5151.522172186708,5151.522172186708,19.486631,356.0
FW_W,5.0,1,2272.9255001719202,2272.9255001719202,109.361155,28.0
FW_W,7.0,10,3334.188644027646,3709.411520310341,115.1701869,39.0
FW_W,9.0,10,4028.665616981149,4236.375155335457,108.9076441,49.9
FW_W,11.0,34,4784.796774296129,5200.704447316403,109.7081759117647,58.8235294117647
FW_W,13.0,60,5429.332257161942,5900.576556323977,103.38792928333334,70.81666666666666
FW_W,15.0,77,5880.805117103518,6535.231697708913,97.30940379220779,81.44155844155844
FW_W,17.0,58,6177.443848654845,6683.693621767912,91.72355831034483,90.8103448275862
FW_W,19.0,33,6259.570559484211,7334.558325014446,83.18653563636363,101.45454545454545
FW_W,21.0,36,6602.513394749097,7295.595953492149,78.81503227777777,113.0
FW_W,23.0,41,6655.648694367655,7311.868294928164,71.68879487804878,125.14634146341463
FW_W,25.0,30,6950.82647101067,7408.192772913545,69.39174933333334,135.0
FW_W,27.0,38,7011.345983804659,7596.190350738272,65.32325218421053,144.6578947368421
FW_W,29.0,29,7079.161367322373,7469.959109648765,60.90008568965517,156.6551724137931
FW_W,31.0,21,7133.75280107856,7594.27474416318,58.02705652380952,165.66666666666666
FW_W,33.0,3,7065.413077416304,7235.508680474257,53.572104333333336,177.66666666666666
FW_W,35.0,7,6671.415641663927,6896.150854377402,47.80922928571429,188.0
