model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,3.0,8,1346.277100720861,1542.5326407650605,112.17648375,16.25
FW_E,5.0,22,2360.473787655213,2658.615795862439,112.611366,28.227272727272727
FW_E,7.0,37,3229.990169274365,3597.342788953444,113.4544294054054,38.32432432432432
FW_E,9.0,52,3805.911039215711,4123.146049888374,106.61114165384615,48.07692307692308
FW_E,11.0,43,4566.590022509391,5067.918946719664,105.32376853488373,58.372093023255815
FW_E,13.0,29,4970.221463934578,5582.460494914609,98.02763696551725,68.27586206896552
FW_E,15.0,23,4624.499813387659,5745.732242021623,77.68120917391305,80.43478260869566
FW_E,17.0,22,5782.283837400527,7086.621523608889,86.38664368181819,90.13636363636364
FW_E,19.0,11,5570.318079750115,6914.650181266786,73.207344,102.63636363636364
FW_E,21.0,6,5522.850284779487,6725.550691468969,65.67778566666667,113.66666666666667
FW_E,23.0,11,6239.5992267840575,7238.5816269979205,66.12042190909091,127.0909090909091
FW_E,25.0,9,6161.309297943314,6940.4676597169155,61.68160433333333,134.77777777777777
FW_E,27.0,5,6034.8776107606245,7410.25949146434,55.677711,146.6
FW_E,29.0,12,5298.5922873968275,6729.0341078770625,45.55141141666667,156.75
FW_E,31.0,9,4341.152786489809,5546.312861791497,34.90655988888889,167.0
FW_E,33.0,14,5507.646791884421,7159.881402628225,41.94395742857143,177.28571428571428
FW_E,35.0,1,3026.033734381896,3026.033734381896,21.447237,190.0
FW_E,37.0,9,4576.678263122593,5628.938787213016,30.958056888888887,199.0
FW_E,39.0,11,5413.688758800195,6558.0936677970585,34.93330918181818,209.0909090909091
FW_E,41.0,7,5475.463925652027,6232.077796601303,33.432339999999996,220.42857142857142
FW_E,43.0,7,5892.3874008397515,6636.6325999493,34.306909,231.42857142857142
FW_E,45.0,2,5910.574435211661,6368.641584388503,32.2243325,247.0
FW_E,47.0,4,5259.868128139221,6067.162511973644,28.007161,252.5
FW_E,49.0,3,5921.949225582772,6159.782028543894,30.170953,264.3333333333333
FW_E,51.0,4,5953.1481396367835,6187.164118258237,29.1742165,274.75
FW_E,53.0,4,5799.277849928783,5881.832128866557,27.28484425,286.25
FW_E,55.0,11,5611.507275792613,5815.592304501,25.524920636363635,296.09090909090907
FW_E,57.0,12,5544.016022004704,5815.212349302839,24.3408845,306.75
FW_E,59.0,19,5447.194912340425,5691.967479365278,23.08616210526316,317.7894736842105
FW_E,61.0,18,5309.029351260662,5472.560245588767,21.826417777777777,327.55555555555554
FW_E,63.0,13,5128.938973456514,5301.734409895266,20.33960276923077,339.61538461538464
FW_E,65.0,3,5241.706842190219,5352.629009283149,20.303110333333333,347.6666666666667
FW_E,67.0,4,4988.04026118272,5138.813491168426,18.5862635,361.5
FW_E,69.0,4,4755.005656439886,4781.097165212361,17.20373475,372.25
FW_E,71.0,4,4678.484785261031,4947.686626468308,16.4553905,383.0
FW_E,73.0,2,4751.695066287528,4775.083821386345,16.3656645,391.0
FW_E,75.0,4,4322.808982691988,4411.698730248286,14.45702275,402.75
FW_E,77.0,5,4205.074292887487,4283.880806245812,13.598447799999999,416.4
FW_E,79.0,5,4243.938937448194,4393.466880843005,13.460049999999999,424.6
FW_E,81.0,4,4189.427434185117,4228.581296249897,12.96303,435.25
FW_E,83.0,1,3764.424129820116,3764.424129820116,11.443161,443.0
FW_E,89.0,1,3553.822820186692,3553.822820186692,10.011959,478.0
FW_E,91.0,7,3482.8646656785822,3523.6061575807016,9.605473714285713,488.2857142857143
FW_E,93.0,4,3520.7232109422002,3570.3314983333203,9.51637,498.25
FW_E,95.0,2,3299.655822085714,3379.3441687544887,8.694546500000001,511.0
FW_W,5.0,1,2216.4587565482284,2216.4587565482284,114.847683,26.0
FW_W,7.0,16,3458.8190506487413,3712.2892631333098,115.4623998125,40.375
FW_W,9.0,33,3957.410545696968,4249.780481033873,111.70643642424243,47.75757575757576
FW_W,11.0,64,4667.024672715631,5175.794120353075,106.923375171875,58.84375
FW_W,13.0,64,5133.5674515352275,5757.767356522475,98.6518473125,70.109375
