model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_E,5.0,23,2474.190219712233,2789.216467983088,114.47486217391304,29.08695652173913
FW_E,7.0,53,3239.5959932525416,3586.574199043792,111.162707,39.264150943396224
FW_E,9.0,84,4041.0069579300493,4390.891790597466,110.37401244047619,49.345238095238095
FW_E,11.0,101,4633.374833855756,5101.26441074778,105.33693181188119,59.31683168316832
FW_E,13.0,98,5374.837275587802,6020.582551677222,103.87899632653061,69.74489795918367
FW_E,15.0,78,5623.402147267753,6473.569879524717,94.4675738076923,80.23076923076923
FW_E,17.0,39,5782.7229503349645,6396.777598333092,85.64927397435898,91.0
FW_E,19.0,10,5916.208734907114,6650.60652830817,78.3629193,101.7
FW_E,21.0,2,6114.85814068412,6325.027497811998,71.93387799999999,114.5
FW_W,5.0,7,2402.1267430547646,2698.3428746818513,112.89572228571429,28.714285714285715
FW_W,7.0,49,3267.193459342229,3600.9608947123515,112.7378393877551,39.06122448979592
FW_W,9.0,62,3849.4336063534015,4250.763853748927,108.14542030645161,47.935483870967744
FW_W,11.0,105,4607.837235306067,5195.429387163444,105.12641547619047,59.05714285714286
FW_W,13.0,93,5244.755621338298,5794.425008755374,100.43679127956989,70.41935483870968
FW_W,15.0,89,5777.320144702751,6509.116370442671,96.16315306741573,81.01123595505618
FW_W,17.0,33,6332.290246059047,6997.08007010615,93.72535912121212,91.0909090909091
FW_W,19.0,22,6064.951346384365,7004.623749846629,79.87415454545454,102.5
FW_W,21.0,10,6161.261527734496,7052.865402603913,75.2487769,110.6
FW_W,23.0,10,5500.423335357207,5915.509735310607,59.7010068,124.2
FW_W,25.0,6,6032.09898963445,6576.675655539673,59.50411033333333,136.66666666666666
FW_W,27.0,2,6035.374420223764,6664.684050113878,56.921655,143.0
