candidate,score,total_model_vehicles_abs_mean,freeway_total_veh_abs_mean,protected_accumulation_veh_abs_mean,urban_queue_plus_link_occupancy_total_veh_abs_mean,urban_movement_queue_total_veh_abs_mean,urban_link_occupancy_total_veh_abs_mean
speed130_scale,0.03724495858742576,210.08721553352245,50.410889709688036,75.99608141815276,77.56642688067274,142.8208921151429,76.98923251245384
lost4_speed110_scale,0.03790794556721604,217.1469595129414,50.310245590015086,80.95178215636315,77.46857697294686,134.51183234038933,82.24845976356438
cap2200_lost4_speed110_scale,0.038049241646901606,191.66163902040222,52.18468293104171,89.2664959168409,87.46666309124124,105.94469795707644,82.92603974862882
speed110_scale,0.038136747067468585,217.82418447261756,50.26733256615278,81.60125483854762,77.36680956411445,136.71187178183217,82.88650111130713
cap2200_speed110_scale,0.03826092511703696,192.10561032832405,52.016276281177255,89.89651486382301,87.06900478079702,108.38760600745645,83.80205687597628
speed90_scale,0.0386565679526031,227.47801997264375,50.072452537234916,85.91035859851677,76.81859126560528,128.93732815746696,86.61582933806969
cap2600_speed110_scale,0.03915504622113336,172.5821408216798,53.07805141612226,98.28303007244608,103.3376511546304,84.6776761804202,85.68727432260457
scale_only_f110_u070,0.04441759726048636,274.93896600376786,49.049370650983214,110.09272966524384,78.88001944174599,105.68301774791375,133.92243819246468
active_v2,0.05673282903373005,174.78202057997657,75.15116236684435,110.09272966524384,237.95522377857452,105.68301774791375,133.92243819246468
