case_id,tuning_name,returncode,elapsed_sec,timed_out,case_timeout_sec,sim_period_sec,urban_volume_vph,freeway_volume_vph,control_interval_sec,rand_seed,tuning_json,state_csv,action_csv,decision_dir,stdout,stderr
mpc_00_calibrated_base_u2600_fw2400_seed13_300s,00_calibrated_base,1,0.038,False,1.0,300,2600.0,2400.0,60,13,evaluation\configs\mpc_tuning\00_calibrated_base.json,evaluation\runs\mpc_tuning_dry_plan\mpc_00_calibrated_base_u2600_fw2400_seed13_300s\state.csv,evaluation\runs\mpc_tuning_dry_plan\mpc_00_calibrated_base_u2600_fw2400_seed13_300s\actions.csv,evaluation\runs\mpc_tuning_dry_plan\mpc_00_calibrated_base_u2600_fw2400_seed13_300s\decisions,evaluation\runs\mpc_tuning_dry_plan\mpc_00_calibrated_base_u2600_fw2400_seed13_300s\stdout.txt,evaluation\runs\mpc_tuning_dry_plan\mpc_00_calibrated_base_u2600_fw2400_seed13_300s\stderr.txt
