case_id,tuning_name,returncode,elapsed_sec,timed_out,case_timeout_sec,sim_period_sec,urban_volume_vph,freeway_volume_vph,control_interval_sec,rand_seed,tuning_json,state_csv,action_csv,decision_dir,stdout,stderr
mpc_00_calibrated_base_u2600_fw2400_seed13_600s,00_calibrated_base,0,129.548,False,480.0,600,2600.0,2400.0,60,13,evaluation\configs\mpc_tuning\00_calibrated_base.json,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_00_calibrated_base_u2600_fw2400_seed13_600s\state.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_00_calibrated_base_u2600_fw2400_seed13_600s\actions.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_00_calibrated_base_u2600_fw2400_seed13_600s\decisions,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_00_calibrated_base_u2600_fw2400_seed13_600s\stdout.txt,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_00_calibrated_base_u2600_fw2400_seed13_600s\stderr.txt
mpc_04_smooth_low_u2600_fw2400_seed13_600s,04_smooth_low,0,129.159,False,480.0,600,2600.0,2400.0,60,13,evaluation\configs\mpc_tuning\04_smooth_low.json,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_04_smooth_low_u2600_fw2400_seed13_600s\state.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_04_smooth_low_u2600_fw2400_seed13_600s\actions.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_04_smooth_low_u2600_fw2400_seed13_600s\decisions,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_04_smooth_low_u2600_fw2400_seed13_600s\stdout.txt,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_04_smooth_low_u2600_fw2400_seed13_600s\stderr.txt
mpc_05_activation_early_u2600_fw2400_seed13_600s,05_activation_early,0,130.954,False,480.0,600,2600.0,2400.0,60,13,evaluation\configs\mpc_tuning\05_activation_early.json,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_05_activation_early_u2600_fw2400_seed13_600s\state.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_05_activation_early_u2600_fw2400_seed13_600s\actions.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_05_activation_early_u2600_fw2400_seed13_600s\decisions,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_05_activation_early_u2600_fw2400_seed13_600s\stdout.txt,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_05_activation_early_u2600_fw2400_seed13_600s\stderr.txt
mpc_07_boundary_queue_priority_u2600_fw2400_seed13_600s,07_boundary_queue_priority,0,128.725,False,480.0,600,2600.0,2400.0,60,13,evaluation\configs\mpc_tuning\07_boundary_queue_priority.json,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_07_boundary_queue_priority_u2600_fw2400_seed13_600s\state.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_07_boundary_queue_priority_u2600_fw2400_seed13_600s\actions.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_07_boundary_queue_priority_u2600_fw2400_seed13_600s\decisions,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_07_boundary_queue_priority_u2600_fw2400_seed13_600s\stdout.txt,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_07_boundary_queue_priority_u2600_fw2400_seed13_600s\stderr.txt
mpc_08_mfd_strong_u2600_fw2400_seed13_600s,08_mfd_strong,0,126.592,False,480.0,600,2600.0,2400.0,60,13,evaluation\configs\mpc_tuning\08_mfd_strong.json,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_08_mfd_strong_u2600_fw2400_seed13_600s\state.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_08_mfd_strong_u2600_fw2400_seed13_600s\actions.csv,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_08_mfd_strong_u2600_fw2400_seed13_600s\decisions,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_08_mfd_strong_u2600_fw2400_seed13_600s\stdout.txt,evaluation\runs\mpc_tuning_selected_600s_20260626\mpc_08_mfd_strong_u2600_fw2400_seed13_600s\stderr.txt
