vehicle_id,link,lower_sec,upper_sec,lane_before,pos_before_m,lane_after,pos_after_m,to_link,head,SC,sg,lane,pos_m,road,post_head_connectors,pre_head_bypasses,linear_estimate_sec,method,kind,guaranteed_green,input_no,physical_resource,prior_same_lane_stopped_samples,nearest_prior_stopped_distance_m,repeated_head_vehicle_id,observed_subsequent_connector,resource_join_verified,connector,branch_connector
6802,71,1334,1335,5,70.81,5,80.79,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1334.8135961131761,same_source_position_bracket,head_crossing,True,90030879,10635,79,31.039689209497595,False,10635,True,,
3445,71,1336,1337,5,75.18,2,5.72,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1336.328160301514,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,71,36.3796892094976,False,10635,True,10635,10635
3719,71,1338,1339,5,75.6,2,6.59,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1338.28036194701,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,66,43.0596892094976,False,10635,True,10635,10635
7188,71,1339,1340,5,66.2,5,79.0,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1339.994506969492,same_source_position_bracket,head_crossing,True,90030879,10635,46,49.5196892094976,False,10635,True,,
650,71,1342,1343,5,77.79,2,8.84,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1342.0954801860196,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,0,,False,10635,True,10635,10635
3148,71,1345,1346,5,72.55,2,1.93,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1345.6214147463957,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,0,,False,10635,True,10635,10635
3561,71,1347,1348,5,70.57,2,0.48,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1347.7743037610367,source_to_observed_connector_bracket,head_crossing,False,90030879,10635,1,26.779689209497597,False,10635,True,10635,10635
2641,71,1350,1351,5,76.03,2,5.19,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1350.2886298245428,source_to_observed_connector_bracket,head_crossing,False,90030879,10635,3,31.349689209497598,False,10635,True,10635,10635
6576,66,1350,1351,3,2657.6,3,2659.35,66,90030876,1004,8,3,2658.7703026862664,66,['10631'],[],1350.6687443921523,same_source_position_bracket,head_crossing,True,90030876,10631,92,1.1703026862664956,False,10631,True,,
7324,66,1353,1354,2,2658.11,2,4.29,10631,90030877,1004,8,2,2658.822897114408,66,['10631'],[],1353.1172023473769,source_to_observed_connector_bracket,head_crossing,True,90030877,10631,0,,False,10631,True,10631,10631
7540,66,1362,1363,3,2653.47,3,5.51,10631,90030876,1004,8,3,2658.7703026862664,66,['10631'],[],1362.443814133654,source_to_observed_connector_bracket,head_crossing,True,90030876,10631,0,,False,10631,True,10631,10631
7745,66,1375,1376,3,2646.59,3,2659.44,66,90030876,1004,8,3,2658.7703026862664,66,['10631'],[],1375.9478834775305,same_source_position_bracket,head_crossing,True,90030876,10631,0,,False,10631,True,,
5783,46,1383,1384,3,951.96,3,16.57,10626,90030889,1004,4,3,953.1769601046175,46,['10626'],[],1383.0582060902552,source_to_observed_connector_bracket,head_crossing,True,90030889,10626,0,,False,10626,True,10626,10626
4561,66,1399,1400,4,2657.32,4,2659.07,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1399.741352747346,same_source_position_bracket,head_crossing,True,90030875,10633,409,1.2973673078554384,False,10633,True,,
4201,66,1402,1403,4,2655.84,1,2.08,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1402.4444861312925,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,380,7.777367307855457,False,10633,True,10633,10633
4643,66,1404,1405,4,2650.09,4,2659.27,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1404.9289071141454,same_source_position_bracket,head_crossing,True,90030875,10633,381,19.107367307855384,False,10633,True,,
4652,66,1407,1408,4,2658.02,1,7.59,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1407.0623654965677,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,381,25.207367307855748,False,10633,True,10633,10633
4687,66,1408,1409,4,2650.44,1,1.45,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1408.742149517627,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,382,31.167367307855784,False,10633,True,10633,10633
4721,66,1410,1411,4,2651.65,1,3.64,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1410.580686994537,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,380,37.0873673078554,False,10633,True,10633,10633
4813,66,1412,1413,4,2649.71,1,0.57,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1412.819558835715,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,384,42.30736730785566,False,10633,True,10633,10633
4912,66,1414,1415,4,2654.14,1,6.11,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1414.3737839387254,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,377,45.82736730785564,False,10633,True,10633,10633
4930,66,1416,1417,4,2651.64,1,3.1,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1416.6083945739174,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,361,53.8973673078558,False,10633,True,10633,10633
5015,66,1418,1419,4,2648.05,4,2659.91,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1418.8910090478798,same_source_position_bracket,head_crossing,True,90030875,10633,355,59.187367307855766,False,10633,True,,
5016,66,1420,1421,4,2656.75,1,7.52,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1420.1732494296484,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,346,64.00736730785547,False,10633,True,10633,10633
5231,66,1422,1423,4,2656.13,1,7.05,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1422.227603925633,source_to_observed_connector_bracket,head_crossing,False,90030875,10633,322,69.85736730785538,False,10633,True,10633,10633
2271,71,1425,1426,3,77.64,3,79.39,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1425.7265263873182,same_source_position_bracket,head_crossing,True,90030881,10634,240,1.2714211778067863,False,10634,True,,
6406,71,1425,1426,2,77.75,2,79.5,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1425.6424901240787,same_source_position_bracket,head_crossing,True,90030882,10634,90,1.124357717137869,False,10634,True,,
6999,71,1425,1426,1,78.06,1,79.8,71,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],1425.5287781895556,same_source_position_bracket,head_crossing,True,90030883,10634,82,0.92007404982688,False,10634,True,,
4996,71,1428,1429,3,78.67,3,4.99,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1428.0319419792795,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,237,6.73142117780678,False,10634,True,10634,10634
7686,71,1428,1429,2,77.91,2,3.15,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1428.1488639210997,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,88,6.7843577171378655,False,10634,True,10634,10634
7776,71,1428,1429,1,76.87,1,0.78,10634,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],1428.409873075476,source_to_observed_connector_bracket,head_crossing,True,90030883,10634,73,7.360074049826878,False,10634,True,10634,10634
1786,71,1430,1431,3,76.96,3,2.67,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1430.2808561685076,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,226,12.561421177806793,False,10634,True,10634,10634
6920,71,1430,1431,1,70.58,1,80.08,71,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],1430.8842183210345,same_source_position_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,,
7531,71,1430,1431,2,76.02,2,2.44,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1430.3727232386088,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,11,12.79435771713787,False,10634,True,10634,10634
7383,71,1432,1433,2,75.49,2,3.38,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1432.3707619180936,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,4,18.884357717137867,False,10634,True,10634,10634
6540,71,1433,1434,3,78.18,3,6.52,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1433.0763637853418,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,222,24.01142117780679,False,10634,True,10634,10634
7190,71,1434,1435,1,77.13,1,6.15,10634,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],1434.1803522292544,source_to_observed_connector_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,10634,10634
3948,71,1435,1436,3,77.04,3,4.73,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1435.209609868735,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,176,29.211421177806784,False,10634,True,10634,10634
7132,71,1436,1437,2,76.29,2,10.18,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1436.1708314342522,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,10634,10634
4965,71,1437,1438,3,74.76,3,2.7,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1437.4523173682835,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,175,40.671421177806785,False,10634,True,10634,10634
7425,71,1438,1439,1,72.02,1,8.06,10634,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],1438.402825987296,source_to_observed_connector_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,10634,10634
3784,71,1439,1440,3,75.25,3,3.49,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1439.3863026429246,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,167,47.101421177806785,False,10634,True,10634,10634
1148,71,1441,1442,3,75.36,3,4.0,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1441.3595241496453,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,157,53.021421177806786,False,10634,True,10634,10634
7290,71,1443,1444,3,76.64,3,6.39,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1443.2067161670107,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,130,58.42142117780679,False,10634,True,10634,10634
7232,71,1444,1445,3,69.23,3,80.84,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1444.8338864063571,same_source_position_bracket,head_crossing,True,90030881,10634,87,64.2314211778068,False,10634,True,,
5910,71,1446,1447,3,73.31,3,4.2,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1446.461854197055,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,66,69.78142117780679,False,10634,True,10634,10634
7518,71,1452,1453,3,73.23,3,5.89,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1452.408790750169,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
7563,71,1453,1454,2,69.46,2,14.22,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1453.3621169239682,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,10634,10634
7571,71,1454,1455,3,76.37,3,9.0,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1454.183256414725,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
8201,71,1457,1458,3,66.0,3,80.9,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1457.866538334081,same_source_position_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,,
3182,71,1461,1462,3,77.15,3,7.01,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1461.1587135340703,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
7892,71,1462,1463,3,69.31,3,0.39,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1462.7794553440767,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
7705,71,1464,1465,3,74.92,3,7.34,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1464.2922380539565,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
7693,71,1470,1471,2,69.08,2,8.17,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1470.4818133574495,source_to_observed_connector_bracket,head_crossing,False,90030882,10634,0,,False,10634,True,10634,10634
4708,71,1471,1472,3,75.19,3,6.01,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1471.3086237720777,source_to_observed_connector_bracket,head_crossing,False,90030881,10634,0,,False,10634,True,10634,10634
3394,71,1473,1474,5,77.9,5,79.36,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1473.7052665818476,same_source_position_bracket,head_crossing,True,90030879,10635,118,1.0296892094975902,False,10635,True,,
6736,71,1473,1474,4,77.69,4,79.04,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1473.8735772129235,same_source_position_bracket,head_crossing,True,90030880,10635,231,1.1793292374465523,False,10635,True,,
2375,71,1476,1477,4,76.85,1,0.91,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1476.40824262134,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,101,7.189329237446543,False,10635,True,10635,10635
5886,71,1477,1478,5,78.43,2,4.68,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1477.0700198368413,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,120,8.039689209497595,False,10635,True,10635,10635
7230,71,1479,1480,5,76.89,2,3.89,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1479.2586339163088,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,99,13.359689209497603,False,10635,True,10635,10635
8189,71,1481,1482,5,75.18,2,4.03,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1481.3851209027264,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,67,18.829689209497595,False,10635,True,10635,10635
4109,71,1483,1484,4,78.39,1,1.29,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1483.1265925094306,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,32,2.399329237446551,False,10635,True,10635,10635
5942,71,1483,1484,5,74.75,2,4.29,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1483.4008757804215,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,18,24.719689209497595,False,10635,True,10635,10635
4122,71,1485,1486,5,75.7,2,5.93,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1485.2905338669818,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,2,30.9496892094976,False,10635,True,10635,10635
7515,71,1485,1486,4,74.7,4,80.81,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1485.6823779439355,same_source_position_bracket,head_crossing,True,90030880,10635,31,18.419329237446547,False,10635,True,,
7350,71,1488,1489,5,75.18,2,2.78,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1488.4418471253073,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,0,,False,10635,True,10635,10635
7581,71,1490,1491,4,74.73,1,4.52,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1490.3877085158238,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,28,22.779329237446547,False,10635,True,10635,10635
8021,71,1490,1491,5,75.53,2,5.09,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1490.3254413822433,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,2,17.359689209497596,False,10635,True,10635,10635
4264,71,1492,1493,5,74.88,2,5.45,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1492.353487220882,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,1,24.289689209497595,False,10635,True,10635,10635
8194,71,1493,1494,4,67.98,4,79.36,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1493.956883061287,same_source_position_bracket,head_crossing,True,90030880,10635,1,44.13932923744655,False,10635,True,,
161,71,1495,1496,5,71.96,2,3.36,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1495.5672688565037,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,2,35.119689209497594,False,10635,True,10635,10635
8144,71,1495,1496,4,70.73,1,3.56,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1495.5934014930058,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,0,,False,10635,True,10635,10635
3914,71,1497,1498,4,77.54,1,7.11,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1497.1271307410227,source_to_observed_connector_bracket,head_crossing,False,90030880,10635,0,,False,10635,True,10635,10635
5799,46,1500,1501,3,952.36,3,954.1,46,90030889,1004,4,3,953.1769601046175,46,['10626'],[],1500.4695173015043,same_source_position_bracket,head_crossing,True,90030889,10626,85,0.8169601046174648,False,10626,True,,
8360,66,1500,1501,1,2657.8,1,2659.55,66,90030878,1004,8,1,2658.8419334135556,66,['10631'],['10632'],1500.5953905220317,same_source_position_bracket,head_crossing,True,90030878,10631,35,1.0419334135553981,False,10631,True,,
8507,66,1500,1501,2,2657.83,2,2659.43,66,90030877,1004,8,2,2658.822897114408,66,['10631'],[],1500.6205606965052,same_source_position_bracket,head_crossing,True,90030877,10631,31,0.9928971144081515,False,10631,True,,
8723,66,1503,1504,1,2653.02,1,2.06,10631,90030878,1004,8,1,2658.8419334135556,66,['10631'],['10632'],1503.651032323737,source_to_observed_connector_bracket,head_crossing,True,90030878,10631,0,,False,10631,True,10631,10631
7174,46,1525,1526,3,951.5,3,15.8,10626,90030889,1004,4,3,953.1769601046175,46,['10626'],[],1525.0814146058324,source_to_observed_connector_bracket,head_crossing,True,90030889,10626,0,,False,10626,True,10626,10626
8924,66,1534,1535,1,2656.07,1,7.3,10631,90030878,1004,8,1,2658.8419334135556,66,['10631'],['10632'],1534.2489920519604,source_to_observed_connector_bracket,head_crossing,True,90030878,10631,0,,False,10631,True,10631,10631
9104,66,1541,1542,3,2657.93,3,10.88,10631,90030876,1004,8,3,2658.7703026862664,66,['10631'],[],1541.0653798846724,source_to_observed_connector_bracket,head_crossing,True,90030876,10631,0,,False,10631,True,10631,10631
4877,66,1549,1550,4,2657.85,4,2659.1,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1549.6138938462846,same_source_position_bracket,head_crossing,True,90030875,10633,420,0.7673673078556931,False,10633,True,,
5404,66,1553,1554,4,2656.2,1,5.4,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1553.2625150499778,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,428,11.737367307855493,False,10633,True,10633,10633
5152,66,1555,1556,4,2651.17,4,2658.67,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1555.992982307714,same_source_position_bracket,head_crossing,True,90030875,10633,389,18.69736730785553,False,10633,True,,
5459,66,1558,1559,4,2655.19,1,4.63,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1558.362742319269,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,394,29.57736730785564,False,10633,True,10633,10633
5526,66,1560,1561,4,2654.48,1,5.66,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1560.3697878063647,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,396,34.96736730785551,False,10633,True,10633,10633
5631,66,1562,1563,4,2657.63,1,9.34,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1562.0842572103807,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,397,40.787367307855675,False,10633,True,10633,10633
5670,66,1564,1565,4,2655.99,1,7.38,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1564.2305013404575,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,394,46.887367307855584,False,10633,True,10633,10633
5905,66,1566,1567,4,2658.25,1,9.8,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1566.031783329511,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,382,53.04736730785544,False,10633,True,10633,10633
5474,66,1568,1569,4,2653.22,1,2.83,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1568.5611449514608,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,359,58.48736730785549,False,10633,True,10633,10633
5929,66,1570,1571,4,2653.4,1,3.22,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1570.5308411683968,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,363,70.05736730785566,False,10633,True,10633,10633
6008,66,1572,1573,4,2657.01,1,7.92,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],1572.1472151601934,source_to_observed_connector_bracket,head_crossing,False,90030875,10633,365,74.94736730785553,False,10633,True,10633,10633
3776,71,1575,1576,3,77.97,3,79.7,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1575.5441740912179,same_source_position_bracket,head_crossing,True,90030881,10634,83,0.941421177806788,False,10634,True,,
7807,71,1575,1576,2,77.7,2,79.25,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1575.757650140089,same_source_position_bracket,head_crossing,True,90030882,10634,88,1.174357717137866,False,10634,True,,
8370,71,1575,1576,1,78.13,1,79.88,71,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],1575.4857565999012,same_source_position_bracket,head_crossing,True,90030883,10634,49,0.8500740498268868,False,10634,True,,
8187,71,1577,1578,1,74.25,1,79.33,71,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],1577.9311169389423,same_source_position_bracket,head_crossing,True,90030883,10634,15,6.480074049826882,False,10634,True,,
2779,71,1578,1579,3,77.29,3,1.89,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1578.2777302193783,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,72,7.081421177806789,False,10634,True,10634,10634
8429,71,1578,1579,2,76.68,2,0.54,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1578.4304252413149,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,87,7.444357717137862,False,10634,True,10634,10634
4368,71,1580,1581,3,76.47,3,3.07,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1580.3114806217059,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,71,12.591421177806794,False,10634,True,10634,10634
8612,71,1582,1583,3,73.13,3,80.91,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1582.7431132619288,same_source_position_bracket,head_crossing,True,90030881,10634,68,19.051421177806787,False,10634,True,,
3081,71,1584,1585,3,75.62,3,5.12,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1584.306517571948,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,65,24.271421177806786,False,10634,True,10634,10634
4330,71,1588,1589,3,74.42,3,4.8,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1588.3865877445885,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,65,29.65142117780679,False,10634,True,10634,10634
6677,71,1589,1590,3,67.43,3,79.59,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1589.9441958205434,same_source_position_bracket,head_crossing,True,90030881,10634,55,35.50142117780679,False,10634,True,,
5053,71,1591,1592,3,71.31,3,2.43,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1591.6150954813718,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,42,41.36142117780679,False,10634,True,10634,10634
8839,71,1593,1594,3,73.99,3,7.22,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1593.3401563307095,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,31,47.561421177806785,False,10634,True,10634,10634
4912,71,1595,1596,3,78.47,3,9.7,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1595.035404000525,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,24,53.491421177806785,False,10634,True,10634,10634
3718,71,1596,1597,3,67.02,3,0.32,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1596.8179478932086,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,18,59.76142117780679,False,10634,True,10634,10634
5566,71,1598,1599,3,69.9,3,2.33,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1598.6593023734479,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,17,66.03142117780679,False,10634,True,10634,10634
3861,71,1600,1601,3,76.08,3,9.56,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1600.1923766071086,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,17,72.22142117780679,False,10634,True,10634,10634
8880,71,1602,1603,3,76.14,3,10.75,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1602.1748738597921,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
8569,71,1605,1606,2,73.52,2,12.26,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1605.2680111465306,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,10634,10634
9118,71,1607,1608,3,73.59,3,6.67,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1607.3716565264315,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
8350,71,1608,1609,2,72.89,2,9.06,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1608.343768262513,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,10634,10634
1715,71,1613,1614,2,74.04,2,7.35,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],1613.3323012951287,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,10634,10634
8314,71,1620,1621,3,71.96,3,8.8,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],1620.3845213328848,source_to_observed_connector_bracket,head_crossing,False,90030881,10634,0,,False,10634,True,10634,10634
7945,71,1623,1624,4,77.62,4,78.87,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1623.9994633899573,same_source_position_bracket,head_crossing,True,90030880,10635,120,1.2493292374465454,False,10635,True,,
8241,71,1623,1624,5,77.59,5,79.34,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1623.7655366911415,same_source_position_bracket,head_crossing,True,90030879,10635,112,1.3396892094975925,False,10635,True,,
6355,71,1626,1627,5,76.89,2,1.05,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1626.404187391752,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,100,7.289689209497595,False,10635,True,10635,10635
8684,71,1627,1628,4,75.88,1,2.23,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1627.4130964743167,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,108,11.889329237446546,False,10635,True,10635,10635
5839,71,1628,1629,5,75.91,2,2.83,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1628.3868225002448,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,97,13.16968920949759,False,10635,True,10635,10635
8766,71,1629,1630,4,74.48,1,3.0,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1629.4666324627394,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,101,19.239329237446547,False,10635,True,10635,10635
4419,71,1630,1631,5,76.36,2,4.73,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],1630.2776123129472,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,96,18.569689209497596,False,10635,True,10635,10635
5923,71,1631,1632,4,77.52,1,7.24,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1631.1272184606344,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,90,24.459329237446553,False,10635,True,10635,10635
6916,71,1632,1633,4,70.89,1,1.24,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],1632.7101325005385,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,87,29.819329237446553,False,10635,True,10635,10635
