link,cell_index_zero_based,chain_start_m,chain_end_m,initial_model_count_veh,initial_observed_count_veh,predicted_count_veh,observed_count_veh,count_error_veh,initial_model_speed_kph,initial_observed_speed_kph,predicted_speed_kph,observed_speed_kph,speed_error_kph,predicted_speed_change_kph,observed_speed_change_kph,predicted_density_veh_km_lane,observed_density_veh_km_lane,density_error_physical_geometry_veh_km_lane,observed_density_in_model_continuity_units,density_error_same_continuity_geometry,observed_length_km,observed_lanes,model_continuity_length_km,model_effective_lanes,predicted_endpoint_evolution,observed_endpoint_evolution,false_recovery_at_endpoint,missed_onset_at_endpoint,predicted_threshold_crossings
FW_W,0,0.0,513.357,62.0,62.0,50.527307141817346,61.0,-10.472692858182654,38.451715096774194,38.451715096774194,56.247730913855015,40.303644901639345,15.94408601221567,17.79601581708082,1.8519298048651507,32.803059580242156,39.608563501293126,-6.8055039210509705,39.60208345911864,-6.799023878876483,0.513357,3.0,0.513441,3.0,persistent_congestion,persistent_congestion,False,False,"[{""elapsed_sec"": 20.0, ""from"": ""below_threshold"", ""to"": ""at_or_above_threshold""}, {""elapsed_sec"": 130.0, ""from"": ""at_or_above_threshold"", ""to"": ""below_threshold""}]"
FW_W,1,513.357,1026.714,55.00000000000001,55.0,95.59033930999699,53.0,42.59033930999699,48.558290945454544,48.558290945454544,20.666280157951572,49.8025741509434,-29.136293992991828,-27.892010787502972,1.2442832054888555,62.05863270885197,34.41399779620551,27.64463491264646,34.408367595627666,27.6502651132243,0.513357,3.0,0.513441,3.0,persistent_congestion,persistent_congestion,False,False,[]
FW_W,2,1026.714,1540.071,61.00000000000001,61.0,102.02928073998488,76.0,26.029280739984884,43.090440360655734,43.090440360655734,17.486151760081604,32.09026093421053,-14.604109174128922,-25.60428860057413,-11.000179426445207,66.23888673997914,49.34837419833242,16.890512541646714,49.3403007031642,16.898586036814933,0.513357,3.0,0.513441,3.0,persistent_congestion,persistent_congestion,False,False,[]
FW_W,3,1540.071,2053.429,65.0,65.0,80.82574490742536,80.0,0.82574490742536,33.91556029230769,33.91556029230769,26.564596474058263,28.300884724999996,-1.7362882509417332,-7.350963818249426,-5.6146755673076925,52.473244188021184,51.945657050876235,0.5275871371449483,51.937158634909686,0.5360855531114979,0.513357,3.0,0.513441,3.0,persistent_congestion,persistent_congestion,False,False,[]
FW_W,4,2053.429,2566.786,100.0,100.0,58.316250400459495,82.0,-23.683749599540505,20.69442288,20.69442288,41.74142510224068,27.90901618292683,13.832408919313853,21.047002222240682,7.214593302926829,37.85975435052225,53.24429847714814,-15.38454412662589,53.23558760078243,-15.375833250260179,0.513357,3.0,0.513441,3.0,persistent_congestion,persistent_congestion,False,False,[]
FW_W,5,2566.786,3080.143,44.0,44.0,47.05758402458331,47.0,0.057584024583313465,44.938435909090906,44.938435909090906,52.390655389558475,45.874358829787234,6.5162965597712414,7.452219480467569,0.9359229206963278,30.55046508075469,30.518073517389787,0.032391563364903675,30.513080698009443,0.037384382745248246,0.513357,3.0,0.513441,3.0,persistent_congestion,persistent_congestion,False,False,[]
FW_W,6,3080.143,3593.5,28.0,28.0,36.236016474358074,25.0,11.236016474358074,87.71445464285715,87.71445464285715,66.84598618903574,75.04472044,-8.198734250964264,-20.868468453821407,-12.669734202857143,25.243076639919558,16.233017828398822,9.010058811520736,17.41573653507311,7.827340104846449,0.513357,3.0,0.513441,2.7958097621751508,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,7,3593.5,4106.857,6.0,6.0,32.80339472279853,14.0,18.80339472279853,119.30480966666666,119.30480966666666,69.68241542588083,70.67454378571429,-0.9921283598334583,-49.62239424078582,-48.630265880952365,15.972329207639499,9.09048998390334,6.881839223736158,6.816752070831896,9.155577136807603,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,8,4106.857,4620.214,11.0,11.0,26.326687297745337,19.0,7.3266872977453374,125.18715554545453,125.18715554545453,85.27134683442816,99.54025731578948,-14.268910481361317,-39.91580871102637,-25.646898229665055,12.81875001107495,12.337093549583106,0.4816564614918448,9.251306381843287,3.567443629231663,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,9,4620.214,5133.572,11.0,11.0,22.54571746790157,13.0,9.545717467901571,114.56534690909092,114.56534690909092,97.50767279035638,121.48197815384616,-23.974305363489776,-17.05767411873454,6.916631244755237,10.977754731264922,8.441169270767388,2.536585460497534,6.3298412086296185,4.647913522635303,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,10,5133.572,5646.929,17.0,17.0,20.750510544989314,10.0,10.750510544989314,115.22889852941177,115.22889852941177,102.42144990019727,111.02352189999999,-8.602071999802718,-12.807448629214491,-4.205376629411774,10.103648980598216,6.493207131359529,3.6104418492386863,4.869108622022783,5.234540358575432,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,11,5646.929,6160.286,14.0,14.0,19.53407677138594,22.0,-2.4659232286140593,107.99277664285715,107.99277664285715,103.21377419865789,106.77821268181819,-3.564438483160302,-4.779002444199264,-1.2145639610389622,9.743851135308372,14.285055688990964,-4.541204553682592,10.973885660713263,-1.230034525404891,0.513357,3.0,0.513441,3.904556435028094,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,12,6160.286,6673.643,10.0,10.0,15.026536409528052,10.0,5.0265364095280525,98.4816863,98.4816863,99.72274401585297,102.7107145,-2.987970484147027,1.2410577158529605,4.229028199999988,7.3165837990772316,6.493207131359529,0.8233766677177021,4.869108622022783,2.4474751770544483,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,13,6673.643,7187.0,24.0,24.0,25.74755438923851,19.0,6.747554389238509,66.41378591666667,66.41378591666667,87.63779656533545,104.95640521052631,-17.318608645190864,21.22401064866878,38.542619293859644,12.536763907264177,12.337093549583106,0.19967035768107166,9.251306381843287,3.28545752542089,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,14,7187.0,7700.357,37.0,37.0,25.606197869607836,11.0,14.606197869607836,62.767279108108106,62.767279108108106,82.54236141809623,93.48025272727273,-10.937891309176493,19.77508230998813,30.71297361916462,12.467935882412894,7.142527844495482,5.325408037917412,5.356019484225062,7.111916398187832,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,15,7700.357,8213.714,29.0,29.0,25.053566453889175,18.0,7.053566453889175,72.5428261724138,72.5428261724138,82.13078047330355,89.91936322222222,-7.788582748918671,9.587954300889749,17.37653704980842,12.198853643305254,11.687772836447152,0.5110808068581019,8.76439551964101,3.4344581236642444,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,16,8213.714,8727.072,18.0,18.0,22.222043987276827,22.0,0.22204398727682673,91.488326,91.488326,93.77834704765706,110.55674854545454,-16.778401497797475,2.2900210476570635,19.06842254545454,10.820154597741915,14.285055688990964,-3.4649010912490485,10.712038968450123,0.10811562929179175,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,17,8727.072,9240.429,20.0,20.0,21.309371180844025,7.0,14.309371180844025,112.13647125,112.13647125,101.01444481243418,121.91016228571428,-20.8957174732801,-11.122026437565822,9.773691035714279,10.375764294653147,4.54524499195167,5.830519302701476,3.408376035415948,6.9673882592371985,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,18,9240.429,9753.786,12.0,12.0,21.215736056757503,19.0,2.2157360567575033,120.16788433333333,120.16788433333333,104.85105664741909,116.02641521052632,-11.175358563107238,-15.316827685914248,-4.14146912280701,10.33017233565176,12.337093549583106,-2.0069212139313457,9.251306381843287,1.0788659538084726,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,19,9753.786,10267.143,18.0,18.0,21.205512367668764,14.0,7.205512367668764,114.22509149999999,114.22509149999999,107.0383638250467,119.74550064285714,-12.707136817810436,-7.186727674953289,5.520409142857147,10.325194310382674,9.09048998390334,1.2347043264793331,6.816752070831896,3.508442239550778,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,20,10267.143,10780.5,27.0,27.0,20.977306562761754,28.0,-7.022693437238246,114.53441366666667,114.53441366666667,108.41567124111855,108.39594321428571,0.01972802683283703,-6.11874242554812,-6.1384704523809575,10.214078425155837,18.18097996780668,-7.966901542650845,13.633504141663792,-3.4194257165079556,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,0,0.0,513.525,218.0,218.0,292.1560522295614,225.0,67.1560522295614,6.922979009174312,6.922979009174312,6.163685472447466,6.219945088888888,-0.05625961644142219,-0.7592935367268456,-0.7030339202854234,142.2539552887096,109.53702351394772,32.716931774761875,109.55494399551262,32.699011293196975,0.513525,4.0,0.513441,4.0,persistent_congestion,persistent_congestion,False,False,[]
FW_E,1,513.525,1027.05,226.0,226.0,274.9613048571058,229.0,45.9613048571058,5.75035957079646,5.75035957079646,5.0,5.713233751091703,-0.7132337510917033,-0.7503595707964603,-0.037125819704757035,133.88164602023687,111.4843483764179,22.397297643818973,111.50258744432173,22.37905857591514,0.513525,4.0,0.513441,4.0,persistent_congestion,persistent_congestion,False,False,[]
FW_E,2,1027.05,1540.575,226.0,226.0,254.4565737495964,230.0,24.4565737495964,6.256939946902655,6.256939946902655,5.0,5.4423885304347825,-0.44238853043478255,-1.256939946902655,-0.8145514164678724,123.89766971745361,111.97117959203544,11.92649012541817,111.98949830652401,11.908171410929597,0.513525,4.0,0.513441,4.0,persistent_congestion,persistent_congestion,False,False,[]
