run,link,sim_sec,count,stopped_count,mean_speed_kph
NC,10481,900,5.0,0.0,119.029284
NC,10481,930,2.0,0.0,123.625326
NC,10481,960,10.0,0.0,116.78911
NC,10481,990,0,0,0
NC,10481,1020,5.0,0.0,113.15801
NC,10481,1050,1.0,0.0,122.459122
NC,10481,1080,2.0,0.0,101.539381
NC,10481,1110,3.0,0.0,124.513507
NC,10481,1140,1.0,0.0,90.247818
NC,10481,1170,1.0,0.0,78.24452
NC,10481,1200,4.0,0.0,104.713896
NC,10481,1230,3.0,1.0,37.409506
NC,10481,1260,2.0,0.0,122.901801
NC,10481,1290,5.0,0.0,109.605635
NC,10481,1320,5.0,0.0,109.969264
NC,10481,1350,14.0,3.0,52.288713
NC,10481,1380,22.0,17.0,20.372926
NC,10481,1410,28.0,11.0,11.008205
NC,10481,1440,21.0,7.0,20.866847
NC,10481,1470,19.0,13.0,12.321298
NC,10481,1500,27.0,21.0,20.334814
NC,10481,1530,32.0,27.0,6.2072
NC,10481,1560,32.0,22.0,7.861436
NC,10481,1590,32.0,15.0,7.400818
NC,10481,1620,42.0,29.0,10.713939
NC,10481,1650,43.0,38.0,6.082221
NC,10481,1680,46.0,45.0,1.311329
NC,10481,1710,43.0,33.0,5.731232
NC,10481,1740,41.0,18.0,8.52688
NC,10481,1770,51.0,36.0,7.677636
NC,10481,1800,56.0,50.0,3.816715
NC,10481,1830,59.0,57.0,1.677142
NC,10481,1860,60.0,43.0,4.527695
NC,10481,1890,60.0,33.0,7.601911
NC,10481,1920,63.0,38.0,3.692542
NC,10481,1950,70.0,60.0,2.199327
NC,10481,1980,77.0,73.0,0.970617
NC,10481,2010,73.0,61.0,2.783018
NC,10481,2040,67.0,45.0,5.380999
NC,10481,2070,69.0,44.0,3.60815
NC,10481,2100,75.0,60.0,2.301695
NC,10481,2130,79.0,76.0,1.041464
NC,10481,2160,78.0,67.0,2.675009
NC,10481,2190,80.0,55.0,3.292647
NC,10481,2220,75.0,46.0,3.461532
NC,10481,2250,78.0,59.0,2.546373
NC,10481,2280,79.0,77.0,0.171957
NC,10481,2310,83.0,68.0,2.862771
NC,10481,2340,85.0,63.0,2.72364
NC,10481,2370,83.0,54.0,3.339494
NC,10481,2400,86.0,63.0,3.096064
NC,10481,2430,92.0,78.0,1.719661
NC,10481,2460,92.0,79.0,2.53628
NC,10481,2490,92.0,72.0,2.853068
NC,10481,2520,94.0,64.0,3.711176
NC,10481,2550,97.0,71.0,2.572724
NC,10481,2580,105.0,86.0,2.351298
NC,10481,2610,100.0,87.0,0.814503
NC,10481,2640,101.0,78.0,2.797209
NC,10481,2670,103.0,84.0,2.112368
NC,10481,2700,107.0,86.0,2.167189
NC,10481,2730,109.0,95.0,1.650115
NC,10481,2760,112.0,99.0,1.479401
NC,10481,2790,110.0,86.0,2.417258
NC,10481,2820,113.0,84.0,2.947135
NC,10481,2850,119.0,95.0,1.707154
NC,10481,2880,125.0,99.0,1.750832
NC,10481,2910,128.0,102.0,1.840679
NC,10481,2940,127.0,100.0,2.056856
NC,10481,2970,127.0,113.0,1.681955
NC,10481,3000,127.0,111.0,1.646319
NC,10481,3030,129.0,115.0,1.175922
NC,10481,3060,130.0,111.0,1.388619
NC,10481,3090,128.0,106.0,1.579966
NC,10481,3120,125.0,100.0,1.861287
NC,10481,3150,125.0,104.0,1.721112
NC,10481,3180,126.0,108.0,1.388203
NC,10481,3210,131.0,114.0,0.961186
NC,10481,3240,128.0,106.0,1.572285
NC,10481,3270,125.0,103.0,1.948782
NC,10481,3300,125.0,106.0,1.757571
NC,10481,3330,125.0,103.0,1.739345
NC,10481,3360,128.0,105.0,1.820179
NC,10481,3390,130.0,108.0,1.474527
NC,10481,3420,129.0,103.0,1.435306
NC,10481,3450,129.0,105.0,1.407761
NC,10481,3480,129.0,107.0,1.484597
NC,10481,3510,130.0,106.0,1.322559
NC,10481,3540,127.0,110.0,1.109712
NC,10481,3570,126.0,102.0,1.51083
NC,10481,3600,126.0,107.0,1.487677
NC,10481,3630,126.0,107.0,1.536259
NC,10481,3660,126.0,103.0,1.789391
NC,10481,3690,125.0,101.0,1.492332
NC,10481,3720,127.0,103.0,1.739897
NC,10481,3750,126.0,105.0,1.542239
NC,10481,3780,127.0,108.0,1.594321
