sim_sec,elapsed_sec,link,cell_index_zero_based,count_veh,speed_kph,density_veh_km_lane,effective_lanes
3300,0,FW_W,0,62.0,38.451715096774194,40.25129794205501,3.0
3300,0,FW_W,1,55.00000000000001,48.558290945454544,35.70679656150041,3.0
3300,0,FW_W,2,61.00000000000001,43.090440360655734,39.60208345911864,3.0
3300,0,FW_W,3,65.0,33.91556029230769,42.19894139086412,3.0
3300,0,FW_W,4,100.0,20.69442288,64.92144829363711,3.0
3300,0,FW_W,5,44.0,44.938435909090906,28.56543724920033,3.0
3300,0,FW_W,6,28.0,87.71445464285715,18.178005522218392,3.0
3300,0,FW_W,7,6.0,119.30480966666666,2.92146517321367,4.0
3300,0,FW_W,8,11.0,125.18715554545453,5.356019484225062,4.0
3300,0,FW_W,9,11.0,114.56534690909092,5.356019484225062,4.0
3300,0,FW_W,10,17.0,115.22889852941177,8.277484657438732,4.0
3300,0,FW_W,11,14.0,107.99277664285715,6.816752070831896,4.0
3300,0,FW_W,12,10.0,98.4816863,4.869108622022783,4.0
3300,0,FW_W,13,24.0,66.41378591666667,11.68586069285468,4.0
3300,0,FW_W,14,37.0,62.767279108108106,18.0157019014843,4.0
3300,0,FW_W,15,29.0,72.5428261724138,14.120415003866071,4.0
3300,0,FW_W,16,18.0,91.488326,8.76439551964101,4.0
3300,0,FW_W,17,20.0,112.13647125,9.738217244045567,4.0
3300,0,FW_W,18,12.0,120.16788433333333,5.84293034642734,4.0
3300,0,FW_W,19,18.0,114.22509149999999,8.76439551964101,4.0
3300,0,FW_W,20,27.0,114.53441366666667,13.146593279461515,4.0
3300,0,FW_E,0,218.0,6.922979009174312,106.14656796009668,4.0
3300,0,FW_E,1,226.0,5.75035957079646,110.0418548577149,4.0
3300,0,FW_E,2,226.0,6.256939946902655,110.0418548577149,4.0
3300,0,FW_E,3,232.0,5.287744478448276,112.96332003092857,4.0
3300,0,FW_E,4,241.0,4.860566385892116,117.34551779074907,4.0
3300,0,FW_E,5,251.0,3.874897011952191,122.21462641277186,4.0
3300,0,FW_E,6,250.0,3.736510332,121.72771555056958,4.0
3300,0,FW_E,7,260.0,2.70347135,126.59682417259236,4.0
3300,0,FW_E,8,263.0,2.42384374904943,128.0575567591992,4.0
3300,0,FW_E,9,59.0,5.625282949152542,28.727740869934422,4.0
3300,0,FW_E,10,4.0,66.49725475,1.9476434488091132,4.0
3300,0,FW_E,11,3.0,118.46852799999999,1.460732586606835,4.0
3300,0,FW_E,12,5.0,111.48128799999999,2.4345543110113916,4.0
3300,0,FW_E,13,12.0,114.17157366666667,7.790573795236453,3.0
3300,0,FW_E,14,15.0,89.0682336,9.738217244045567,3.0
3300,0,FW_E,15,11.0,69.53227990909092,7.141359312300082,3.0
3300,0,FW_E,16,7.0,111.734181,4.544501380554598,3.0
3300,0,FW_E,17,7.0,116.52351728571429,4.544501380554598,3.0
3300,0,FW_E,18,0.0,120.0,0.0,3.0
3300,0,FW_E,19,11.0,116.43328945454546,7.141359312300082,3.0
3300,0,FW_E,20,3.0,117.48082733333332,1.9476434488091132,3.0
3310.0,10.0,FW_W,0,65.60157799380606,52.27049194270346,42.58949453705882,3.0
3310.0,10.0,FW_W,1,53.44892020483151,44.09808950269676,34.699813094287045,3.0
3310.0,10.0,FW_W,2,61.22824833925526,42.17166757548762,39.75026558666932,3.0
3310.0,10.0,FW_W,3,67.29392062032876,28.08581260526912,43.68818788028794,3.0
3310.0,10.0,FW_W,4,100.73074030035691,27.5713022092553,65.3958554798941,3.0
3310.0,10.0,FW_W,5,44.49854861610195,54.81432845743823,28.8891022312216,3.0
3310.0,10.0,FW_W,6,25.410101918017627,73.734677808703,16.496606178066305,3.0
3310.0,10.0,FW_W,7,14.887105089863189,76.50355342537136,7.248693175001211,4.0
3310.0,10.0,FW_W,8,7.4226666906876035,111.02101584122259,3.614177038202833,4.0
3310.0,10.0,FW_W,9,11.632117933489704,119.72857913501302,5.6638045722340555,4.0
3310.0,10.0,FW_W,10,13.220097673236934,111.63022673379416,6.4370091564741285,4.0
3310.0,10.0,FW_W,11,16.418282842840974,111.47022098526627,8.249851310735338,3.8760651331913607
3310.0,10.0,FW_W,12,11.215666213082148,101.77523436201075,5.4610297059847905,4.0
3310.0,10.0,FW_W,13,25.70461975074925,80.37325249331136,12.515858565419029,4.0
3310.0,10.0,FW_W,14,33.05895178587002,68.92900787761114,16.09676271756152,4.0
3310.0,10.0,FW_W,15,30.18290864967932,74.43947670144074,14.696386074387961,4.0
3310.0,10.0,FW_W,16,20.472165962377154,90.50272514149567,9.968119979889195,4.0
3310.0,10.0,FW_W,17,16.775895072007625,100.86722923838815,8.168365533726185,4.0
3310.0,10.0,FW_W,18,16.331963777510733,110.46404165662047,7.95221056436413,4.0
3310.0,10.0,FW_W,19,14.67798553182244,113.76603365134083,7.146870590692231,4.0
3310.0,10.0,FW_W,20,21.393072524399102,108.47516828073702,10.416519388011038,4.0
3310.0,10.0,FW_E,0,226.3343348679595,6.452712520754108,110.20464613653735,4.0
3310.0,10.0,FW_E,1,227.13411365127098,5.0,110.59406711349062,4.0
3310.0,10.0,FW_E,2,225.38061061976396,5.0,109.74026744054524,4.0
3310.0,10.0,FW_E,3,233.013378952553,5.0,113.45674525045379,4.0
3310.0,10.0,FW_E,4,241.29950547168787,5.0,117.49135025820291,4.0
3310.0,10.0,FW_E,5,252.07551765116796,5.0,122.73830763961581,4.0
3310.0,10.0,FW_E,6,250.20813582064713,5.0,121.82905914245605,4.0
3310.0,10.0,FW_E,7,261.25095532993186,5.0,127.20592791086602,4.0
3310.0,10.0,FW_E,8,263.3539930964696,20.269488358487642,128.26329338977885,3.998959217531938
3310.0,10.0,FW_E,9,64.96346150991275,41.2041762060112,31.631415055436136,4.0
3310.0,10.0,FW_E,10,4.356541425618739,62.627118757776465,2.121247341767963,4.0
3310.0,10.0,FW_E,11,2.5162455915631545,83.86880783358527,1.2251873105006974,4.0
3310.0,10.0,FW_E,12,3.90715098932713,110.76439928680603,1.9024342569677577,4.0
3310.0,10.0,FW_E,13,7.603452198013013,106.21735474196056,4.9370161310462946,2.9995473923345046
3310.0,10.0,FW_E,14,15.401698730287954,92.15373922185655,9.999005877525658,3.0
3310.0,10.0,FW_E,15,14.090090114216304,79.88927466604264,9.147490568027811,3.0
3310.0,10.0,FW_E,16,6.906490456871708,84.2159185233244,4.483793630862947,3.0
3310.0,10.0,FW_E,17,6.818623788646926,116.3784485495207,4.426749317284054,3.0
3310.0,10.0,FW_E,18,4.412844043100051,111.68100803879395,2.864882263720045,3.0
3310.0,10.0,FW_E,19,4.070900367433755,120.30326847451032,2.6428874771289887,3.0
3310.0,10.0,FW_E,20,8.022343268262567,117.62103383219228,5.20822143684316,3.0
3320.0,20.0,FW_W,0,63.549469401779845,60.15824960715026,41.257235918557235,3.0
3320.0,20.0,FW_W,1,59.24873993386839,47.35423715277886,38.46514006079789,3.0
3320.0,20.0,FW_W,2,60.010418982591546,40.230598153938594,38.95963313057816,3.0
3320.0,20.0,FW_W,3,71.03822669106884,25.097645634757136,46.11904560995897,3.0
3320.0,20.0,FW_W,4,95.93048499369534,29.049439488335018,62.27946021301723,3.0
3320.0,20.0,FW_W,5,46.32781658382072,57.4695536284567,30.076689489036205,3.0
3320.0,20.0,FW_W,6,28.469808560233574,79.1019083061827,18.499549345418792,2.997318210074121
3320.0,20.0,FW_W,7,18.964575971065823,79.81285703686117,9.23405803737227,4.0
3320.0,20.0,FW_W,8,9.126013128093495,87.19771003140725,4.443554920669315,4.0
3320.0,20.0,FW_W,9,8.555788292148883,111.16646030827656,4.165906254150371,4.0
3320.0,20.0,FW_W,10,12.770703032206463,115.38525556979077,6.218194024340899,4.0
3320.0,20.0,FW_W,11,14.501005773985145,108.41767777615242,7.261517198839956,3.889378503621412
3320.0,20.0,FW_W,12,12.96120181389201,103.12158953796866,6.310949950379893,4.0
3320.0,20.0,FW_W,13,25.703034390032666,85.23875469697523,12.515086636065616,4.0
3320.0,20.0,FW_W,14,31.907911524605154,75.35014811422815,15.536308711519508,4.0
3320.0,20.0,FW_W,15,30.355604153935484,75.92856163000567,14.780473391263788,4.0
3320.0,20.0,FW_W,16,22.603824474181792,92.3240943118881,11.006047663792817,4.0
3320.0,20.0,FW_W,17,17.64502422671935,101.72049977504746,8.591553959812009,4.0
3320.0,20.0,FW_W,18,15.726264663612637,106.77059089785384,7.657289086580851,4.0
3320.0,20.0,FW_W,19,15.404232186507619,109.81796307793499,7.500487975496512,4.0
3320.0,20.0,FW_W,20,17.872377264492584,112.12933057004875,8.702254623458481,4.0
3320.0,20.0,FW_E,0,234.93235375717606,6.750525359070458,114.39111492711726,4.0
3320.0,20.0,FW_E,1,228.89131992241607,5.0,111.44966993404114,4.0
3320.0,20.0,FW_E,2,225.4280439349276,5.0,109.76336323692867,4.0
3320.0,20.0,FW_E,3,232.80690796311364,5.0,113.35621228296611,4.0
3320.0,20.0,FW_E,4,241.07536074903513,5.0,117.38221175803798,4.0
3320.0,20.0,FW_E,5,251.78402001886724,5.0,122.59637427614236,4.0
3320.0,20.0,FW_E,6,250.2586496260449,5.0,121.8536548629954,4.0
3320.0,20.0,FW_E,7,260.9522403983535,5.0,127.06048036597852,4.0
3320.0,20.0,FW_E,8,241.54149056409784,25.975720267722984,117.63453764365333,3.9991375928881765
3320.0,20.0,FW_E,9,78.58543366974129,49.382512188563595,38.264101264673684,4.0
3320.0,20.0,FW_E,10,17.36208354119814,75.83063520076209,8.45378706667277,4.0
3320.0,20.0,FW_E,11,2.850607925818596,92.42505977586396,1.387991962960981,4.0
3320.0,20.0,FW_E,12,2.7075177832033006,93.10819649593172,1.3183198182475204,4.0
3320.0,20.0,FW_E,13,5.575493629560063,106.76051933213665,3.619882793311472,2.99984122733314
3320.0,20.0,FW_E,14,12.91843508547317,87.10504278336788,8.386835154362538,3.0
3320.0,20.0,FW_E,15,15.678918394392156,82.55624243540336,10.178980898416862,3.0
3320.0,20.0,FW_E,16,9.849653685222153,95.60288318255984,6.394537824353822,3.0
3320.0,20.0,FW_E,17,5.672195300555148,96.98715854461014,3.6824713391640245,3.0
3320.0,20.0,FW_E,18,6.039721364253815,118.24362411667502,3.921074582573794,3.0
3320.0,20.0,FW_E,19,4.087608179231644,111.63971084074906,2.6537344305263533,3.0
3320.0,20.0,FW_E,20,5.56694003393333,118.2819839326359,3.6141380956678106,3.0
3330.0,30.0,FW_W,0,59.36578359769942,62.95854959788204,38.54112650249293,3.0
3330.0,30.0,FW_W,1,64.7527043666665,47.92812932368913,42.038393484137096,3.0
3330.0,30.0,FW_W,2,62.128069148030846,39.965676551423584,40.33444228777395,3.0
3330.0,30.0,FW_W,3,74.45397569914562,23.859330235143833,48.33659933607795,3.0
3330.0,30.0,FW_W,4,90.4996187679265,29.188313087619306,58.75366320435811,3.0
3330.0,30.0,FW_W,5,47.00022901105077,55.768865020365084,30.513229375300355,3.0
3330.0,30.0,FW_W,6,30.690245190662274,77.15546815521627,19.979900453269135,2.991689329370935
3330.0,30.0,FW_W,7,22.65266886369055,81.62170306333039,11.02983052760227,4.0
3330.0,30.0,FW_W,8,13.009665800601452,95.26597679060892,6.334547591934347,4.0
3330.0,30.0,FW_W,9,7.715330083606077,98.38727498473732,3.7566780231838113,4.0
