link,cell_index_zero_based,chain_start_m,chain_end_m,initial_model_count_veh,initial_observed_count_veh,predicted_count_veh,observed_count_veh,count_error_veh,initial_model_speed_kph,initial_observed_speed_kph,predicted_speed_kph,observed_speed_kph,speed_error_kph,predicted_speed_change_kph,observed_speed_change_kph,predicted_density_veh_km_lane,observed_density_veh_km_lane,density_error_physical_geometry_veh_km_lane,observed_density_in_model_continuity_units,density_error_same_continuity_geometry,observed_length_km,observed_lanes,model_continuity_length_km,model_effective_lanes,predicted_endpoint_evolution,observed_endpoint_evolution,false_recovery_at_endpoint,missed_onset_at_endpoint,predicted_threshold_crossings
FW_W,10,5133.572,5646.929,17.0,17.0,19.64979478495588,14.0,5.64979478495588,105.94000070588235,105.94000070588235,103.8649167198155,113.87118128571429,-10.006264565898789,-2.0750839860668577,7.931180579831931,9.5676985208407,9.09048998390334,0.47720853693735954,6.816752070831896,2.7509464500088043,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,11,5646.929,6160.286,18.0,18.0,19.286338494850114,8.0,11.286338494850114,117.63908344444445,117.63908344444445,103.67690877046977,104.019575125,-0.3426663545302375,-13.962174673974687,-13.61950831944445,9.431547421007107,5.194565705087624,4.236981715919483,3.9122189724194842,5.519328448587622,0.513357,3.0,0.513441,3.9826880091113246,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,12,6160.286,6673.643,16.0,16.0,15.372401527603378,8.0,7.372401527603378,114.7638791875,114.7638791875,101.15175564714681,108.463203875,-7.311448227853191,-13.612123540353181,-6.30067531249999,7.484989281924981,5.194565705087624,2.290423576837357,3.8952868976182264,3.5897023843067544,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,13,6673.643,7187.0,24.0,24.0,20.751552308875333,17.0,3.7515523088753326,77.90625470833334,77.90625470833334,90.19802300874242,93.62987564705882,-3.4318526383164,12.291768300409089,15.723620938725489,10.104156226750167,11.038452123311199,-0.9342958965610322,8.277484657438732,1.8266715693114346,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,14,7187.0,7700.357,22.0,22.0,21.81235551205428,20.0,1.8123555120542783,68.99500931818181,68.99500931818181,84.60544590166901,91.32608845,-6.720642548330986,15.6104365834872,22.331079131818186,10.620672829036966,12.986414262719059,-2.3657414336820928,9.738217244045567,0.8824555849913995,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,15,7700.357,8213.714,44.0,44.0,22.167242357348595,19.0,3.167242357348595,55.1133885,55.1133885,83.90126542806249,72.04156936842105,11.859696059641436,28.787876928062488,16.92818086842105,10.79347108886347,12.337093549583106,-1.5436224607196358,9.251306381843287,1.5421647070201825,0.513357,3.0,0.513441,4.0,recovery,recovery,False,False,"[{""elapsed_sec"": 10.0, ""from"": ""below_threshold"", ""to"": ""at_or_above_threshold""}]"
FW_W,16,8213.714,8727.072,12.0,12.0,19.96560435841728,9.0,10.96560435841728,116.23041475000001,116.23041475000001,95.46386760273204,111.48630422222223,-16.022436619490193,-20.76654714726797,-4.744110527777778,9.721469632546524,5.843886418223576,3.8775832143229483,4.382197759820505,5.3392718727260196,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,17,8727.072,9240.429,12.0,12.0,19.231195552063816,18.0,1.2311955520638165,116.04417783333334,116.04417783333334,102.65364979338122,116.57751516666667,-13.923865373285452,-13.390528039952116,0.5333373333333356,9.363878007436012,11.687772836447152,-2.32389482901114,8.76439551964101,0.5994824877950027,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,18,9240.429,9753.786,11.0,11.0,19.310585893526742,16.0,3.310585893526742,109.19344672727271,109.19344672727271,106.3106963883668,117.10642975,-10.79573336163321,-2.8827503389059217,7.912983022727289,9.40253402704826,10.389131410175247,-0.9865973831269876,7.790573795236453,1.611960231811807,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,19,9753.786,10267.143,9.0,9.0,19.657090774227797,25.0,-5.342909225772203,118.63665677777777,118.63665677777777,108.15192160567095,118.23660292000001,-10.08468131432906,-10.484735172106824,-0.40005385777776326,9.571251017267707,16.233017828398822,-6.661766811131114,12.172771555056958,-2.6015205377892503,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_W,20,10267.143,10780.5,11.0,11.0,19.904527702809222,21.0,-1.0954722971907778,123.82378518181818,123.82378518181818,109.2641389683339,113.8609440952381,-4.596805126904201,-14.559646213484285,-9.962841086580084,9.691730745503973,13.635734975855012,-3.944004230351039,10.225128106247844,-0.5333973607438711,0.513357,3.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,0,0.0,513.525,37.0,37.0,36.99312857584309,41.0,-4.0068714241569126,82.89265535135135,82.89265535135135,91.59974320386942,77.8545397804878,13.745203423381625,8.707087852518072,-5.038115570863553,18.0123561304235,19.96007984031936,-1.947723709895861,19.963345350293412,-1.9509892198699141,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,1,513.525,1027.05,37.0,37.0,37.09956978627842,38.0,-0.9004302137215774,99.84701818918919,99.84701818918919,91.321955487941,90.26888507894738,1.0530704089936194,-8.525062701248189,-9.578133110241808,18.06418351197042,18.499586193466726,-0.43540268149630634,18.502612763686574,-0.43842925171615477,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,2,1027.05,1540.575,29.0,29.0,36.7288693025965,23.0,13.7288693025965,108.85576793103448,108.85576793103448,92.15970947173413,72.05819147826087,20.101517993473266,-16.696058459300346,-36.79757645277361,17.883685419842056,11.197117959203544,6.686567460638512,11.198949830652401,6.684735589189655,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,3,1540.575,2054.101,42.0,42.0,36.32033052417522,37.0,-0.679669475824781,72.77547452380952,72.77547452380952,92.95198129233482,93.75293672972973,-0.8009554373949044,20.1765067685253,20.977462205920204,17.684763450997885,18.01275497784918,-0.32799152685129584,18.0157019014843,-0.3309384504864141,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,4,2054.101,2567.626,33.0,33.0,35.80913139399543,47.0,-11.190868606004571,110.63104193939394,110.63104193939394,93.79914074157394,91.80189065957445,1.997250081999482,-16.831901197820002,-18.829151279819484,17.435855041764988,22.881067134024633,-5.445212092259645,22.88481052350708,-5.448955481742093,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,5,2567.626,3081.151,18.0,18.0,35.19948369742827,38.0,-2.8005163025717295,116.97361727777778,116.97361727777778,94.68890467200514,104.88227894736842,-10.193374275363283,-22.28471260577264,-12.091338330409357,17.13901095618984,18.499586193466726,-1.360575237276887,18.502612763686574,-1.3636018074967353,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,6,3081.151,3594.676,33.0,33.0,34.47340766105973,28.0,6.473407661059731,115.38516809090909,115.38516809090909,95.67377705352565,114.26623067857143,-18.592453625045778,-19.711391037383436,-1.118937412337658,16.78547664729722,13.631274037291272,3.1542026100059477,13.633504141663792,3.1519725056334273,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,7,3594.676,4108.201,28.0,28.0,34.231280874028904,50.0,-15.768719125971096,109.93245710714287,109.93245710714287,94.64149238253938,65.29496162000001,29.346530762539373,-15.290964724603484,-44.63749548714286,16.66758248466177,24.34156078087727,-7.673978296215498,24.345543110113915,-7.677960625452144,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,8,4108.201,4621.726,60.0,60.0,33.31296198302814,66.0,-32.68703801697186,36.17325558333334,36.17325558333334,96.11586826615016,40.48473978787879,55.63112847827137,59.94261268281682,4.311484204545451,16.504433755343374,32.130860230757996,-15.626426475414622,32.698762373865804,-16.19432861852243,0.513525,4.0,0.513441,3.931172261251682,recovery,persistent_congestion,True,False,"[{""elapsed_sec"": 10.0, ""from"": ""below_threshold"", ""to"": ""at_or_above_threshold""}]"
FW_E,9,4621.726,5135.252,47.0,47.0,30.367012611264922,26.0,4.367012611264922,51.286624297872336,51.286624297872336,84.79052545273515,43.16775003846154,41.62277541427361,33.50390115486282,-8.118874259410795,14.786028293058463,12.65761160605618,2.1284166870022823,12.659682417259237,2.1263458757992257,0.513525,4.0,0.513441,4.0,recovery,persistent_congestion,True,False,"[{""elapsed_sec"": 10.0, ""from"": ""below_threshold"", ""to"": ""at_or_above_threshold""}]"
FW_E,10,5135.252,5648.777,14.0,14.0,32.38400145087722,12.0,20.38400145087722,107.89240642857143,107.89240642857143,82.390824125549,115.52442291666667,-33.13359879111766,-25.50158230302243,7.632016488095232,15.768122068006459,5.841974587410545,9.926147480595915,5.84293034642734,9.925191721579118,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,11,5648.777,6162.302,12.0,12.0,31.47720191964396,20.0,11.47720191964396,114.55252758333334,114.55252758333334,88.1567309689408,114.87559300000001,-26.718862031059203,-26.395796614392538,0.32306541666666533,15.32659152640905,9.736624312350909,5.589967214058142,9.738217244045567,5.588374282363484,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,12,6162.302,6675.827,14.0,14.0,38.90888915704974,18.0,20.908889157049742,112.14263007142857,112.14263007142857,70.84715140756305,113.46737788888889,-42.620226481325844,-41.295478663865524,1.3247478174603202,18.945160766791968,8.762961881115817,10.18219888567615,8.76439551964101,10.180765247150958,0.513525,4.0,0.513441,4.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,13,6675.827,7189.352,16.0,16.0,34.35373091655506,21.0,13.353730916555058,115.578699,115.578699,75.03818493052678,110.56103371428571,-35.52284878375893,-40.54051406947322,-5.017665285714287,22.352767998112764,10.223455527968452,12.129312470144312,13.663963576490618,8.688804421622146,0.513525,4.0,0.513441,2.993312459889918,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,14,7189.352,7702.877,32.0,32.0,33.866291167450626,23.0,10.866291167450626,64.41469528125,64.41469528125,63.898430876337876,61.90746182608695,1.990969050250925,-0.5162644049121283,-2.5072334551630533,21.986486709249046,11.197117959203544,10.789368750045503,14.931933107536535,7.054553601712511,0.513525,4.0,0.513441,3.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,15,7702.877,8216.402,29.0,29.0,30.82428210227699,17.0,13.824282102276989,50.80830996551724,50.80830996551724,62.734422509077056,82.04853770588235,-19.314115196805297,11.926112543559817,31.240227740365114,20.011570366914594,8.276130665498272,11.735439701416322,11.036646209918308,8.974924156996286,0.513525,4.0,0.513441,3.0,recovery,recovery,False,False,"[{""elapsed_sec"": 10.0, ""from"": ""below_threshold"", ""to"": ""at_or_above_threshold""}]"
FW_E,16,8216.402,8729.928,12.0,12.0,22.385965801365035,11.0,11.385965801365035,108.65560541666667,108.65560541666667,81.05527395782258,115.63654927272728,-34.5812753149047,-27.600331458844096,6.980943856060605,14.533293212764487,5.355143371792999,9.17814984097149,7.141359312300082,7.391933900464405,0.513525,4.0,0.513441,3.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,17,8729.928,9243.453,7.0,7.0,18.758410138572582,11.0,7.758410138572582,120.62410657142857,120.62410657142857,93.52230032777413,117.15962027272727,-23.637319944953134,-27.101806243654437,-3.4644862987013028,12.17823153882178,5.355143371792999,6.823088167028781,7.141359312300082,5.036872226521698,0.513525,4.0,0.513441,3.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,18,9243.453,9756.978,7.0,7.0,17.324645128424972,10.0,7.324645128424972,119.58389542857142,119.58389542857142,99.99075750316217,115.8145,-15.823742496837824,-19.593137925409252,-3.7693954285714284,11.247410529106538,4.868312156175454,6.379098372931084,6.492144829363711,4.755265699742828,0.513525,4.0,0.513441,3.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,19,9756.978,10270.503,12.0,12.0,16.712057630627633,28.0,-11.287942369372367,120.90301749999999,120.90301749999999,103.41881200485781,105.48358592857143,-2.0647739237136165,-17.484205495142177,-15.41943157142856,10.849709853470754,13.631274037291272,-2.7815641838205174,18.178005522218392,-7.3282956687476375,0.513525,4.0,0.513441,3.0,persistent_uncongested,persistent_uncongested,False,False,[]
FW_E,20,10270.503,10784.028,8.0,8.0,16.2898457215666,12.0,4.2898457215666,121.774708,121.774708,105.29919555464106,113.82087116666666,-8.521675612025604,-16.475512445358945,-7.953836833333341,10.575603767240118,5.841974587410545,4.733629179829573,7.790573795236453,2.785029972003665,0.513525,4.0,0.513441,3.0,persistent_uncongested,persistent_uncongested,False,False,[]
