movement,signal,phase,kind,beta,projected_queue_veh,source_class,initial_lane_base_veh_h,final_capacity_veh_h,local_cached_capacity_veh_h,actual_control_capacity_veh_h
SC107_W_SC1005_to_E_SC108,SC107,SC107_p3,internal,0.5101265822784811,1.0202531645569621,measured_lane_group_assignment,826.1224489795918,2880.773633331972,2880.773633331972,2880.773633331972
SC107_W_SC1005_to_N_SC1,SC107,SC107_p4,internal,0.0,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC107_W_SC1005_to_S,SC107,SC107_p3,boundary_out,0.489873417721519,0.979746835443038,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC107_S_to_E_SC108,SC107,SC107_p2,boundary_in,0.41995841995842,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC107_S_to_W_SC1005,SC107,SC107_p2,boundary_in,0.58004158004158,0.0,physical_corridor_single_turn_base_per_lane,619.5918367346939,619.5918367346939,619.5918367346939,619.5918367346939
SC108_E_SC109_to_W_SC107,SC108,SC108_p3,internal,0.8007199280071993,0.0,measured_lane_group_assignment,826.1224489795918,6123.566766054083,6123.566766054083,6123.566766054083
SC108_E_SC109_to_N_SC7,SC108,SC108_p3,internal,0.016598340165983404,0.0,measured_lane_group_assignment,206.53061224489795,126.93707332229997,126.93707332229997,126.93707332229997
SC108_E_SC109_to_S,SC108,SC108_p4,boundary_out,0.18268173182681732,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC108_N_SC7_to_S,SC108,SC108_p1,boundary_out,0.8901,1.25,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC108_N_SC7_to_E_SC109,SC108,SC108_p1,internal,0.0588,1.25,measured_lane_group_assignment,206.53061224489795,1672.1093073490965,1672.1093073490965,1672.1093073490965
SC108_N_SC7_to_W_SC107,SC108,SC108_p1,internal,0.0511,2.5,measured_lane_group_assignment,206.53061224489795,1453.1426123390956,1453.1426123390956,1453.1426123390956
SC108_W_SC107_to_E_SC109,SC108,SC108_p3,internal,0.9633985359414377,0.3333333333333333,measured_lane_group_assignment,826.1224489795918,6250.503839376383,6250.503839376383,6250.503839376383
SC108_W_SC107_to_N_SC7,SC108,SC108_p4,internal,0.01596063842553702,0.3333333333333333,measured_lane_group_assignment,206.53061224489795,1562.6259598440959,1562.6259598440959,1562.6259598440959
SC108_W_SC107_to_S,SC108,SC108_p3,boundary_out,0.02064082563302532,0.3333333333333333,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC108_S_to_N_SC7,SC108,SC108_p1,boundary_in,0.7856,4.25,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC108_S_to_E_SC109,SC108,SC108_p1,boundary_in,0.0039,4.25,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC108_S_to_W_SC107,SC108,SC108_p1,boundary_in,0.2105,8.5,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC108_W_to_E_SC109,SC108,SC108_p3,boundary_in,1.0,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC109_N_SC16_to_W_SC108,SC109,SC109_p1,internal,0.1412,0.0,geometric_fallback,206.53061224489795,1800.0,1800.0,1800.0
SC109_N_SC16_to_E,SC109,SC109_p2,boundary_out,0.8588,0.0,unchanged_normalized_lane_base,619.5918367346939,619.5918367346939,619.5918367346939,619.5918367346939
SC109_W_SC108_to_E,SC109,SC109_p3,boundary_out,0.7621,0.0,unchanged_normalized_lane_base,619.5918367346939,619.5918367346939,619.5918367346939,619.5918367346939
SC109_W_SC108_to_N_SC16,SC109,SC109_p4,internal,0.2379,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC109_E_to_W_SC108,SC109,SC109_p3,boundary_in,0.9625,0.0,unchanged_normalized_lane_base,826.1224489795918,826.1224489795918,826.1224489795918,826.1224489795918
SC109_E_to_N_SC16,SC109,SC109_p3,boundary_in,0.0375,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_E_SC1002_to_W_RAMP,SC1001,SC1001_p3,boundary_out,0.5636450916073286,2.5952380952380953,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1001_E_SC1002_to_N_SC2002,SC1001,SC1001_p3,internal,0.3636290903272262,2.5952380952380953,measured_lane_group_assignment,206.53061224489795,3125.251919688192,3125.251919688192,3125.251919688192
SC1001_E_SC1002_to_S_SC1003,SC1001,SC1001_p4,internal,0.07272581806544523,2.5952380952380953,measured_lane_group_assignment,206.53061224489795,1562.625959844096,1562.625959844096,1562.625959844096
SC1001_N_SC2002_to_S_SC1003,SC1001,SC1001_p1,internal,0.6122046681712996,0.0,measured_lane_group_assignment,413.0612244897959,3125.251919688192,3125.251919688192,3125.251919688192
SC1001_N_SC2002_to_E_SC1002,SC1001,SC1001_p2,internal,0.12247521641002199,0.0,measured_lane_group_assignment,206.53061224489795,1562.625959844096,1562.625959844096,1562.625959844096
SC1001_N_SC2002_to_W_RAMP,SC1001,SC1001_p1,boundary_out,0.2653201154186784,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_S_SC1003_to_N_SC2002,SC1001,SC1001_p1,internal,0.12247521641002199,1.0,measured_lane_group_assignment,413.0612244897959,234.39389397661438,234.39389397661438,234.39389397661438
SC1001_S_SC1003_to_E_SC1002,SC1001,SC1001_p1,internal,0.12247521641002199,1.0,measured_lane_group_assignment,206.53061224489795,234.39389397661438,234.39389397661438,234.39389397661438
SC1001_S_SC1003_to_W_RAMP,SC1001,SC1001_p2,boundary_out,0.7550495671799561,1.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_offW_to_E_SC1002,SC1001,SC1001_p3,off_ramp,0.6000000000000001,0.9285714285714286,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1001_offW_to_N_SC2002,SC1001,SC1001_p4,off_ramp,0.2,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_offW_to_S_SC1003,SC1001,SC1001_p3,off_ramp,0.2,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_offW_to_W_RAMP,SC1001,SC1001_p3,off_ramp,0.0,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_offE_to_E_SC1002,SC1001,SC1001_p3,off_ramp,0.6000000000000001,0.9285714285714286,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1001_offE_to_N_SC2002,SC1001,SC1001_p4,off_ramp,0.2,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_offE_to_S_SC1003,SC1001,SC1001_p3,off_ramp,0.2,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_offE_to_W_RAMP,SC1001,SC1001_p3,off_ramp,0.0,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_W_to_E_SC1002,SC1001,SC1001_p3,boundary_in,0.07500000000000001,0.9285714285714286,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1001_W_to_N_SC2002,SC1001,SC1001_p4,boundary_in,0.037500000000000006,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_W_to_S_SC1003,SC1001,SC1001_p3,boundary_in,0.037500000000000006,0.9285714285714286,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1002_E_SC101_to_W_SC1001,SC1002,SC1002_p3,internal,0.14288571142885712,16.833333333333332,measured_lane_group_assignment,413.0612244897959,271.25042742574306,271.25042742574306,271.25042742574306
SC1002_E_SC101_to_N_SC2004,SC1002,SC1002_p3,internal,0.14288571142885712,9.083333333333334,measured_lane_group_assignment,206.53061224489795,271.25042742574306,271.25042742574306,271.25042742574306
SC1002_E_SC101_to_S_SC105,SC1002,SC1002_p4,internal,0.7142285771422858,9.083333333333334,measured_lane_group_assignment,206.53061224489795,1017.1891028465363,1017.1891028465363,1017.1891028465363
SC1002_N_SC2004_to_S_SC105,SC1002,SC1002_p1,internal,0.7142285771422858,0.0,measured_lane_group_assignment,413.0612244897959,2604.2550702674707,2604.2550702674707,2604.2550702674707
SC1002_N_SC2004_to_E_SC101,SC1002,SC1002_p2,internal,0.14288571142885712,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1002_N_SC2004_to_W_SC1001,SC1002,SC1002_p1,internal,0.14288571142885712,0.0,measured_lane_group_assignment,206.53061224489795,520.9968494207218,520.9968494207218,520.9968494207218
SC1002_S_SC105_to_N_SC2004,SC1002,SC1002_p1,internal,0.7142285771422858,0.6666666666666666,measured_lane_group_assignment,413.0612244897959,788.0860438466693,788.0860438466693,788.0860438466693
SC1002_S_SC105_to_E_SC101,SC1002,SC1002_p1,internal,0.14288571142885712,0.6666666666666666,measured_lane_group_assignment,206.53061224489795,157.66134070515056,157.66134070515056,157.66134070515056
SC1002_S_SC105_to_W_SC1001,SC1002,SC1002_p2,internal,0.14288571142885712,0.6666666666666666,measured_lane_group_assignment,206.53061224489795,236.28576828099781,236.28576828099781,236.28576828099781
SC1002_W_SC1001_to_E_SC101,SC1002,SC1002_p3,internal,0.14288571142885712,1.0,measured_lane_group_assignment,413.0612244897959,661.0237578364341,661.0237578364341,661.0237578364341
SC1002_W_SC1001_to_N_SC2004,SC1002,SC1002_p4,internal,0.14288571142885712,1.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1002_W_SC1001_to_S_SC105,SC1002,SC1002_p3,internal,0.7142285771422858,1.0,measured_lane_group_assignment,206.53061224489795,3304.193633467914,3304.193633467914,3304.193633467914
SC1003_E_SC105_to_N_SC1001,SC1003,SC1003_p4,internal,0.5,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1003_E_SC105_to_S_SC1004,SC1003,SC1003_p4,internal,0.5,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1003_N_SC1001_to_S_SC1004,SC1003,SC1003_p1,internal,0.5,2.5,measured_lane_group_assignment,413.0612244897959,1252.1739130434783,1252.1739130434783,1252.1739130434783
SC1003_N_SC1001_to_E_SC105,SC1003,SC1003_p2,internal,0.5,2.5,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1003_S_SC1004_to_N_SC1001,SC1003,SC1003_p1,internal,0.5,3.0,measured_lane_group_assignment,619.5918367346939,1727.0681867894818,1727.0681867894818,1727.0681867894818
SC1003_S_SC1004_to_E_SC105,SC1003,SC1003_p1,internal,0.5,3.0,measured_lane_group_assignment,206.53061224489795,1727.0681867894818,1727.0681867894818,1727.0681867894818
SC1004_E_SC1005_to_W,SC1004,SC1004_p3,boundary_out,0.8399532710280374,5.8796728971962615,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1004_E_SC1005_to_N_SC1003,SC1004,SC1004_p3,internal,0.09345794392523364,0.6542056074766355,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1004_E_SC1005_to_S,SC1004,SC1004_p4,boundary_out,0.06658878504672897,0.4661214953271028,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_E_SC107_to_W,SC1004,SC1004_p3,boundary_out,0.841296928327645,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1004_E_SC107_to_N_SC1003,SC1004,SC1004_p3,internal,0.06655290102389079,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_E_SC107_to_S,SC1004,SC1004_p4,boundary_out,0.09215017064846416,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_N_SC1003_to_S,SC1004,SC1004_p1,boundary_out,0.2962666666666667,0.5,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1004_N_SC1003_to_E_SC1005,SC1004,SC1004_p2,internal,0.29635555555555554,1.0,physical_corridor_single_turn_base_per_lane,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_N_SC1003_to_W,SC1004,SC1004_p1,boundary_out,0.4073777777777778,0.5,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_offW_to_E_SC1005,SC1004,SC1004_p3,off_ramp,0.6000000000000001,0.0,physical_corridor_single_turn_base_per_lane,413.0612244897959,619.5918367346939,619.5918367346939,619.5918367346939
SC1004_offW_to_N_SC1003,SC1004,SC1004_p4,off_ramp,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_offW_to_S,SC1004,SC1004_p3,off_ramp,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_offW_to_W,SC1004,SC1004_p3,off_ramp,0.0,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_offE_to_E_SC1005,SC1004,SC1004_p3,off_ramp,0.6000000000000001,0.0,physical_corridor_single_turn_base_per_lane,413.0612244897959,619.5918367346939,619.5918367346939,619.5918367346939
SC1004_offE_to_N_SC1003,SC1004,SC1004_p4,off_ramp,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_offE_to_S,SC1004,SC1004_p3,off_ramp,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_offE_to_W,SC1004,SC1004_p3,off_ramp,0.0,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_S_to_N_SC1003,SC1004,SC1004_p1,boundary_in,0.4375,7.749999999999998,unchanged_normalized_lane_base,619.5918367346939,619.5918367346939,619.5918367346939,619.5918367346939
SC1004_S_to_E_SC1005,SC1004,SC1004_p1,boundary_in,0.29166666666666663,15.499999999999996,physical_corridor_single_turn_base_per_lane,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_S_to_W,SC1004,SC1004_p2,boundary_in,0.2708333333333333,7.749999999999998,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1004_W_to_E_SC1005,SC1004,SC1004_p3,boundary_in,0.4583333333333333,3.0,physical_corridor_single_turn_base_per_lane,619.5918367346939,619.5918367346939,619.5918367346939,619.5918367346939
SC1004_W_to_N_SC1003,SC1004,SC1004_p4,boundary_in,0.22916666666666666,1.5,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1004_W_to_S,SC1004,SC1004_p3,boundary_in,0.22916666666666666,1.5,unchanged_normalized_lane_base,619.5918367346939,619.5918367346939,619.5918367346939,619.5918367346939
SC1005_E_SC107_to_W_SC1004,SC1005,SC1005_p3,internal,0.625,0.0,geometric_fallback,413.0612244897959,3600.0,3600.0,3600.0
SC1005_E_SC107_to_N_SC105,SC1005,SC1005_p3,internal,0.375,0.0,geometric_fallback,206.53061224489795,1800.0,1800.0,1800.0
SC1005_N_SC105_to_E_SC107,SC1005,SC1005_p2,internal,0.3333333333333333,2.6666666666666665,measured_lane_group_assignment,413.0612244897959,1814.8718304120544,1814.8718304120544,1814.8718304120544
SC1005_N_SC105_to_W_SC1004,SC1005,SC1005_p1,internal,0.6666666666666666,5.333333333333333,measured_lane_group_assignment,206.53061224489795,652.3101626880386,652.3101626880386,652.3101626880386
SC1005_W_SC1004_to_E_SC107,SC1005,SC1005_p3,internal,0.9,0.0,measured_lane_group_assignment,413.0612244897959,1562.625959844096,1562.625959844096,1562.625959844096
SC1005_W_SC1004_to_N_SC105,SC1005,SC1005_p4,internal,0.09999999999999999,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1005_W_to_E_SC107,SC1005,SC1005_p3,boundary_in,0.6666666666666666,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC1005_W_to_N_SC105,SC1005,SC1005_p4,boundary_in,0.3333333333333333,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC1001_W_to_onE,SC1001,SC1001_p3,boundary_in,0.24200654306646996,0.0,gate_onramp_capacity_override,206.53061224489795,1800.0,1800.0,1800.0
SC1001_W_to_onW,SC1001,SC1001_p3,boundary_in,0.60799345693353,0.0,gate_onramp_capacity_override,206.53061224489795,1800.0,1800.0,1800.0
SC1004_W_to_onE,SC1004,SC1004_p3,boundary_in,0.08333333333333333,0.0,gate_onramp_capacity_override,206.53061224489795,1800.0,1800.0,1800.0
