sim_sec,elapsed_sec,link,cell_index_zero_based,count_veh,speed_kph,density_veh_km_lane,effective_lanes
1210.0,10.0,FW_W,19,9.721699296186578,111.1339468888581,4.733600986377489,4.0
1210.0,10.0,FW_W,20,9.407629839109502,116.38084639523775,4.5806771562406885,4.0
1210.0,10.0,FW_E,0,38.7396070151953,90.32139590364608,18.862735453146172,4.0
1210.0,10.0,FW_E,1,33.606169479821226,87.95744839506139,16.363208956735644,4.0
1210.0,10.0,FW_E,2,31.90806107441967,95.9642515596575,15.536381528948636,4.0
1210.0,10.0,FW_E,3,42.54235020836539,96.54163320711397,20.714332420066466,4.0
1210.0,10.0,FW_E,4,29.785011682614616,84.94356208058264,14.502645719086816,4.0
1210.0,10.0,FW_E,5,26.360255570855376,105.77974348114934,12.835094767877601,4.0
1210.0,10.0,FW_E,6,23.79097135254532,108.0448608424996,11.584082373897544,4.0
1210.0,10.0,FW_E,7,31.947233513144106,100.03427432074567,15.555455014862517,4.0
1210.0,10.0,FW_E,8,64.91083939320951,66.66752566753594,31.618366732905614,3.998409284351646
1210.0,10.0,FW_E,9,43.352739685117996,60.259640901121266,21.10891985891173,4.0
1210.0,10.0,FW_E,10,18.868987716645577,68.34874115200864,9.187515077996096,4.0
1210.0,10.0,FW_E,11,12.735037169693195,109.73309721669786,6.200827928473376,4.0
1210.0,10.0,FW_E,12,12.943043710096303,98.8208469142483,6.302108572404766,4.0
1210.0,10.0,FW_E,13,14.489156911678048,98.58128735619076,9.406601713702916,2.999990049189435
1210.0,10.0,FW_E,14,30.832051475567134,77.56694509676585,20.016614356577897,3.0
1210.0,10.0,FW_E,15,32.18022724238141,63.713834905468715,20.89186958993757,3.0
1210.0,10.0,FW_E,16,12.917414312885457,74.2071455365107,8.386172454014812,3.0
1210.0,10.0,FW_E,17,9.485942445188442,110.09792949745548,6.158411219717191,3.0
1210.0,10.0,FW_E,18,7.039393674789854,116.11610067425562,4.570076324764256,3.0
1210.0,10.0,FW_E,19,8.679544149722712,116.79607002157054,5.634885767285636,3.0
