run_label,run,seed,sim_sec,vehicle_id,physical_link,lane,local_pos_m,chain_pos_m,cell,speed_kph,speed_class
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17681,2,2,1470.74,4205.267,8,1.37,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17689,2,4,1667.42,4401.947,8,60.41,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17699,2,4,1594.46,4328.987,8,13.43,slow
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17716,2,4,1997.16,4731.687,9,109.98,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17737,2,4,1634.68,4369.207,8,42.49,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17747,2,3,1692.49,4427.017,8,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17748,2,2,1534.56,4269.0869999999995,8,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17760,2,4,1607.09,4341.617,8,21.81,slow
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17779,2,3,1452.99,4187.517,8,30.99,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17780,2,3,1602.33,4336.857,8,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17809,2,2,1664.05,4398.577,8,3.8,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17834,2,4,1412.88,4147.407,8,39.97,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17841,2,4,1393.94,4128.467000000001,8,47.44,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17843,2,2,1507.01,4241.537,8,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17867,2,4,2195.68,4930.207,9,125.31,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17881,2,3,1669.0,4403.527,8,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17894,2,3,1637.56,4372.0869999999995,8,5.13,slow
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17937,2,3,1662.66,4397.187,8,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17967,2,3,1417.91,4152.437,8,25.91,slow
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17972,2,3,1579.44,4313.967000000001,8,0.9,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17974,2,4,1376.59,4111.117,8,51.62,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,17982,2,3,1555.67,4290.197,8,0.82,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18062,2,4,1428.78,4163.307,8,42.24,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18104,2,4,1447.33,4181.857,8,46.23,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18106,2,4,1761.29,4495.817,8,79.85,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18122,2,2,2265.06,4999.5869999999995,9,117.6,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18142,2,4,1690.45,4424.977,8,64.66,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18174,2,4,1578.3,4312.827,8,4.61,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18230,2,2,1405.28,4139.807,8,9.67,slow
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18235,2,3,1531.11,4265.637,8,15.62,slow
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18236,2,3,2084.55,4819.077,9,121.98,moving
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,18326,2,3,1394.97,4129.497,8,18.09,slow
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,22592,2,1,2001.74,4736.267,9,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,22633,2,1,1984.45,4718.977,9,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,22792,2,1,1977.55,4712.077,9,2.74,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,22844,2,1,1961.47,4695.997,9,0.0,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,22913,2,1,1891.9,4626.427,9,2.48,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,22919,2,1,1916.64,4651.167,9,1.01,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,22976,2,1,1949.84,4684.367,9,2.81,stopped
NC,codex_nc_s13_6056c94_20260909_retry,13,3301,23091,2,1,1898.72,4633.247,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9730,2,1,1737.72,4472.247,8,2.95,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9735,2,1,1875.42,4609.947,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9736,2,1,1986.43,4720.957,9,0.5,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9841,2,1,1773.72,4508.247,8,10.18,slow
n7,codex_n7_pure_s13_20260910,13,3301,9876,2,1,1696.02,4430.5470000000005,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9909,2,1,1719.63,4454.157,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9910,2,1,1836.58,4571.107,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9919,2,1,1764.83,4499.357,8,4.51,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9926,2,1,1824.57,4559.097,8,2.94,stopped
n7,codex_n7_pure_s13_20260910,13,3301,9934,2,1,1848.6,4583.127,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10076,2,1,1707.9,4442.427,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10077,2,1,1702.28,4436.807,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10205,2,2,1674.94,4409.467000000001,8,16.67,slow
n7,codex_n7_pure_s13_20260910,13,3301,10235,2,1,1628.93,4363.457,8,7.39,slow
n7,codex_n7_pure_s13_20260910,13,3301,10258,2,1,1590.77,4325.2970000000005,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10278,2,1,1565.04,4299.567,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10366,2,1,1545.78,4280.307,8,0.95,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10372,2,1,1578.08,4312.607,8,8.06,slow
n7,codex_n7_pure_s13_20260910,13,3301,10496,2,1,1518.4,4252.927,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10529,2,1,1471.49,4206.017,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10542,2,1,1476.78,4211.307,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10543,2,1,1489.12,4223.647,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10565,2,1,1459.09,4193.617,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10629,2,1,1447.38,4181.907,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10664,2,1,1465.35,4199.877,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10745,2,1,1435.66,4170.187,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10762,2,1,1417.89,4152.417,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10773,2,1,1430.06,4164.5869999999995,8,2.63,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10839,2,1,1412.32,4146.847,8,1.48,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10865,2,1,1378.53,4113.057,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,10881,2,1,1398.83,4133.357,8,0.3,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11060,2,1,1944.84,4679.367,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11156,2,1,1757.14,4491.667,8,2.16,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11481,2,1,1793.91,4528.437,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11485,2,1,1950.09,4684.617,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11602,2,1,1750.62,4485.147,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11750,2,1,1933.79,4668.317,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11768,2,1,1602.99,4337.517,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,11884,2,1,1495.23,4229.757,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12049,2,1,1863.38,4597.907,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12202,2,2,1548.82,4283.347,8,1.92,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12401,2,1,1725.59,4460.117,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12457,2,1,1672.59,4407.117,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12615,2,1,1405.44,4139.967000000001,8,4.97,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12631,2,2,1942.63,4677.157,9,2.06,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12660,2,1,1482.86,4217.387,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12682,2,1,1384.36,4118.887,8,1.07,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12731,2,1,1506.45,4240.977,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12739,2,2,1477.65,4212.177,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12756,2,1,1805.71,4540.237,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12773,2,2,1577.33,4311.857,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12860,2,1,1585.26,4319.787,8,0.38,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12861,2,2,1831.37,4565.897,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,12907,2,2,1912.85,4647.377,9,1.28,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13048,2,2,1820.21,4554.737,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13049,2,1,1920.12,4654.647,9,2.16,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13066,2,1,1655.41,4389.937,8,2.94,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13192,2,1,1636.95,4371.477,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13206,2,1,1648.98,4383.507,8,0.45,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13215,2,2,1856.55,4591.077,8,8.82,slow
n7,codex_n7_pure_s13_20260910,13,3301,13216,2,1,1855.83,4590.357,8,8.07,slow
n7,codex_n7_pure_s13_20260910,13,3301,13232,2,1,1512.26,4246.787,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13275,2,1,1999.64,4734.167,9,0.9,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13326,2,1,1423.76,4158.287,8,0.67,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13345,2,1,1787.84,4522.367,8,3.9,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13366,2,1,1799.79,4534.317,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13375,2,1,1571.83,4306.357,8,2.38,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13376,2,2,1955.26,4689.787,9,0.17,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13377,2,1,1500.74,4235.267,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13429,2,2,1566.08,4300.607,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13477,2,1,1779.05,4513.577,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13478,2,1,1596.98,4331.507,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13490,2,2,1409.78,4144.307,8,5.86,slow
n7,codex_n7_pure_s13_20260910,13,3301,13512,2,2,1919.06,4653.5869999999995,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13550,2,2,1595.42,4329.947,8,0.03,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13555,2,3,1849.66,4584.187,8,10.87,slow
n7,codex_n7_pure_s13_20260910,13,3301,13604,2,1,1881.09,4615.617,8,0.9,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13645,2,2,1966.92,4701.447,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13654,2,1,1811.23,4545.757,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13677,2,1,1911.83,4646.357,9,8.35,slow
n7,codex_n7_pure_s13_20260910,13,3301,13683,2,2,1893.83,4628.357,9,1.93,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13724,2,1,1964.01,4698.537,9,11.37,slow
n7,codex_n7_pure_s13_20260910,13,3301,13732,2,2,1554.29,4288.817,8,1.62,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13760,2,1,1744.97,4479.497,8,3.2,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13800,2,2,1509.38,4243.907,8,11.81,slow
n7,codex_n7_pure_s13_20260910,13,3301,13868,2,2,1571.59,4306.117,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13899,2,2,1392.06,4126.5869999999995,8,4.8,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13927,2,2,1981.27,4715.7970000000005,9,1.2,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13929,2,1,1661.77,4396.2970000000005,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13955,2,2,1795.56,4530.0869999999995,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13979,2,2,1583.56,4318.0869999999995,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,13988,2,2,1887.72,4622.247,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14051,2,1,1393.33,4127.857,8,6.51,slow
n7,codex_n7_pure_s13_20260910,13,3301,14052,2,1,1531.63,4266.157,8,9.7,slow
n7,codex_n7_pure_s13_20260910,13,3301,14059,2,2,1973.64,4708.167,9,8.76,slow
n7,codex_n7_pure_s13_20260910,13,3301,14077,2,2,1447.19,4181.717000000001,8,2.69,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14079,2,2,1527.63,4262.157,8,7.98,slow
n7,codex_n7_pure_s13_20260910,13,3301,14092,2,2,1608.69,4343.217000000001,8,9.46,slow
n7,codex_n7_pure_s13_20260910,13,3301,14116,2,2,1422.56,4157.0869999999995,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14121,2,1,1642.83,4377.357,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14154,2,2,2007.24,4741.767,9,1.62,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14167,2,1,1523.9,4258.427,8,0.29,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14175,2,2,1930.37,4664.897,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14185,2,2,1460.68,4195.207,8,1.87,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14196,2,2,1949.16,4683.687,9,1.16,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14209,2,1,1817.49,4552.017,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14218,2,1,1830.05,4564.577,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14226,2,2,1454.66,4189.187,8,3.8,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14257,2,1,1842.83,4577.357,8,1.98,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14279,2,2,1440.59,4175.117,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14316,2,2,1801.73,4536.257,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14333,2,2,1960.78,4695.307,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14336,2,2,1384.89,4119.417,8,3.84,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14386,2,3,1772.38,4506.907,8,1.95,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14397,2,2,1435.26,4169.787,8,2.16,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14412,2,2,1881.57,4616.097,8,6.28,slow
n7,codex_n7_pure_s13_20260910,13,3301,14413,2,2,1687.96,4422.487,8,21.37,slow
n7,codex_n7_pure_s13_20260910,13,3301,14453,2,2,1615.74,4350.267,8,1.8,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14485,2,2,1768.21,4502.737,8,0.6,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14501,2,2,1867.05,4601.577,8,9.01,slow
n7,codex_n7_pure_s13_20260910,13,3301,14513,2,2,1993.71,4728.237,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14549,2,2,1416.22,4150.747,8,4.76,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14700,2,2,1875.31,4609.8369999999995,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14711,2,2,1402.7,4137.227,8,2.74,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14713,2,2,1759.44,4493.967000000001,8,13.8,slow
n7,codex_n7_pure_s13_20260910,13,3301,14730,2,2,1379.56,4114.0869999999995,8,10.58,slow
n7,codex_n7_pure_s13_20260910,13,3301,14817,2,3,1970.32,4704.847,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14860,2,3,1999.98,4734.507,9,0.9,stopped
n7,codex_n7_pure_s13_20260910,13,3301,14915,2,3,1952.39,4686.917,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15021,2,4,1563.14,4297.667,8,45.78,moving
n7,codex_n7_pure_s13_20260910,13,3301,15048,2,2,1643.1,4377.627,8,18.01,slow
n7,codex_n7_pure_s13_20260910,13,3301,15049,2,3,1899.42,4633.947,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15065,2,1,1684.3,4418.827,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15073,2,2,1497.08,4231.607,8,8.46,slow
n7,codex_n7_pure_s13_20260910,13,3301,15095,2,2,1901.26,4635.787,9,3.83,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15114,2,2,1466.03,4200.557,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15128,2,2,1924.58,4659.107,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15147,2,1,1557.53,4292.057,8,4.18,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15152,2,3,1993.65,4728.177,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15157,2,3,1964.17,4698.697,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15172,2,1,1551.93,4286.457,8,3.7,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15181,2,1,1667.02,4401.5470000000005,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15210,2,3,1940.63,4675.157,9,2.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15218,2,4,2247.26,4981.787,9,82.22,moving
n7,codex_n7_pure_s13_20260910,13,3301,15219,2,2,1842.08,4576.607,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15236,2,2,1936.08,4670.607,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15252,2,3,1928.65,4663.177,9,6.93,slow
n7,codex_n7_pure_s13_20260910,13,3301,15269,2,2,1471.54,4206.067,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15315,2,3,1755.02,4489.5470000000005,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15325,2,3,1795.04,4529.567,8,1.19,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15352,2,2,1483.72,4218.247,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15363,2,1,1714.09,4448.617,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15364,2,2,1718.46,4452.987,8,6.64,slow
n7,codex_n7_pure_s13_20260910,13,3301,15383,2,2,1788.42,4522.947,8,7.3,slow
n7,codex_n7_pure_s13_20260910,13,3301,15416,2,3,1749.31,4483.8369999999995,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15417,2,4,1676.92,4411.447,8,74.49,moving
n7,codex_n7_pure_s13_20260910,13,3301,15465,2,3,1836.92,4571.447,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15466,2,3,1918.72,4653.247,9,2.82,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15471,2,2,1629.52,4364.0470000000005,8,11.95,slow
n7,codex_n7_pure_s13_20260910,13,3301,15472,2,3,1700.03,4434.557,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15481,2,2,1742.27,4476.7970000000005,8,17.75,slow
n7,codex_n7_pure_s13_20260910,13,3301,15487,2,2,1725.82,4460.347,8,2.1,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15587,2,2,1847.45,4581.977,8,0.9,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15597,2,3,1913.84,4648.367,9,10.1,slow
n7,codex_n7_pure_s13_20260910,13,3301,15598,2,3,1881.85,4616.377,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15712,2,3,1887.64,4622.167,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15720,2,2,1781.11,4515.637,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15734,2,3,1654.38,4388.907,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15788,2,3,1893.2,4627.727,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15819,2,3,1579.13,4313.657,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15842,2,2,1536.72,4271.247,8,1.68,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15843,2,4,1520.45,4254.977,8,13.42,slow
n7,codex_n7_pure_s13_20260910,13,3301,15850,2,2,1703.32,4437.847,8,8.02,slow
n7,codex_n7_pure_s13_20260910,13,3301,15862,2,3,1830.81,4565.3369999999995,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15883,2,2,1814.1,4548.627,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15884,2,3,1981.94,4716.467000000001,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15892,2,4,1628.75,4363.277,8,66.03,moving
n7,codex_n7_pure_s13_20260910,13,3301,15901,2,2,1732.66,4467.187,8,4.15,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15925,2,2,1489.51,4224.037,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15937,2,3,1862.18,4596.707,8,6.83,slow
n7,codex_n7_pure_s13_20260910,13,3301,15945,2,2,1774.75,4509.277,8,0.42,stopped
n7,codex_n7_pure_s13_20260910,13,3301,15961,2,3,1907.62,4642.147,9,5.29,slow
n7,codex_n7_pure_s13_20260910,13,3301,15962,2,4,1445.94,4180.467000000001,8,39.75,moving
n7,codex_n7_pure_s13_20260910,13,3301,16000,2,3,1712.35,4446.877,8,1.29,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16011,2,4,1481.7,4216.227,8,6.93,slow
n7,codex_n7_pure_s13_20260910,13,3301,16032,2,3,1842.44,4576.967000000001,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16048,2,3,1854.05,4588.577,8,1.39,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16049,2,1,1615.11,4349.637,8,3.36,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16051,2,3,1766.74,4501.267,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16070,2,3,1788.41,4522.937,8,0.12,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16092,2,3,1934.64,4669.167,9,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16100,2,3,1619.21,4353.737,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16117,2,3,1870.08,4604.607,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16155,2,3,1825.23,4559.757,8,1.55,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16160,2,2,1589.25,4323.777,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16172,2,3,1549.63,4284.157,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16190,2,3,1819.56,4554.0869999999995,8,4.21,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16213,2,2,1836.95,4571.477,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16222,2,3,1743.2,4477.727,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16272,2,3,1813.41,4547.937,8,4.22,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16345,2,1,1608.99,4343.517,8,2.07,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16355,2,4,1473.1,4207.627,8,3.82,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16385,2,3,1648.27,4382.7970000000005,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16395,2,3,1636.47,4370.997,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16413,2,3,1705.69,4440.217000000001,8,3.95,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16426,2,3,1781.46,4515.987,8,2.82,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16435,2,3,1573.42,4307.947,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16451,2,2,1807.84,4542.367,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16454,2,3,1513.38,4247.907,8,22.38,slow
n7,codex_n7_pure_s13_20260910,13,3301,16455,2,3,1676.95,4411.477,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16480,2,3,1730.32,4464.847,8,3.25,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16507,2,3,1724.11,4458.637,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16523,2,3,1596.63,4331.157,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16532,2,3,1693.92,4428.447,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16550,2,2,1710.89,4445.417,8,3.55,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16580,2,3,1590.92,4325.447,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16588,2,3,1602.8,4337.327,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16653,2,2,1663.72,4398.247,8,0.2,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16663,2,3,1444.66,4179.187,8,11.3,slow
n7,codex_n7_pure_s13_20260910,13,3301,16726,2,4,1782.8,4517.327,8,85.27,moving
n7,codex_n7_pure_s13_20260910,13,3301,16737,2,4,1426.91,4161.437,8,27.98,slow
n7,codex_n7_pure_s13_20260910,13,3301,16762,2,3,1585.21,4319.737,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16782,2,3,1806.57,4541.097,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16788,2,3,1561.63,4296.157,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16789,2,3,1659.59,4394.117,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16818,2,3,1613.44,4347.967000000001,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16825,2,3,1665.13,4399.657,8,0.0,stopped
n7,codex_n7_pure_s13_20260910,13,3301,16826,2,3,1631.25,4365.777,8,0.0,stopped
