run,link,sim_sec,count,stopped_count,mean_speed_kph
FixedGreen,10481,900,5.0,0.0,119.029284
FixedGreen,10481,930,2.0,0.0,123.625326
FixedGreen,10481,960,10.0,0.0,116.78911
FixedGreen,10481,990,0,0,0
FixedGreen,10481,1020,5.0,0.0,113.693818
FixedGreen,10481,1050,1.0,0.0,136.123749
FixedGreen,10481,1080,3.0,0.0,110.11838
FixedGreen,10481,1110,3.0,0.0,124.977379
FixedGreen,10481,1140,0,0,0
FixedGreen,10481,1170,0,0,0
FixedGreen,10481,1200,3.0,0.0,115.520055
FixedGreen,10481,1230,1.0,0.0,125.37747
FixedGreen,10481,1260,6.0,0.0,117.910358
FixedGreen,10481,1290,4.0,0.0,116.448749
FixedGreen,10481,1320,2.0,0.0,112.217254
FixedGreen,10481,1350,8.0,0.0,108.926893
FixedGreen,10481,1380,5.0,0.0,119.430724
FixedGreen,10481,1410,3.0,0.0,116.552275
FixedGreen,10481,1440,3.0,0.0,124.452638
FixedGreen,10481,1470,5.0,0.0,116.284407
FixedGreen,10481,1500,2.0,0.0,105.637656
FixedGreen,10481,1530,5.0,0.0,117.386264
FixedGreen,10481,1560,5.0,0.0,113.032515
FixedGreen,10481,1590,1.0,0.0,119.53926
FixedGreen,10481,1620,6.0,0.0,111.644473
FixedGreen,10481,1650,3.0,0.0,127.066293
FixedGreen,10481,1680,1.0,0.0,132.251538
FixedGreen,10481,1710,2.0,0.0,128.813947
FixedGreen,10481,1740,4.0,0.0,118.124305
FixedGreen,10481,1770,5.0,0.0,115.248388
FixedGreen,10481,1800,2.0,0.0,118.431467
FixedGreen,10481,1830,2.0,0.0,121.444274
FixedGreen,10481,1860,3.0,0.0,118.043191
FixedGreen,10481,1890,2.0,0.0,132.767797
FixedGreen,10481,1920,2.0,0.0,100.986256
FixedGreen,10481,1950,10.0,0.0,117.1117
FixedGreen,10481,1980,4.0,0.0,119.746851
FixedGreen,10481,2010,9.0,0.0,122.166676
FixedGreen,10481,2040,0,0,0
FixedGreen,10481,2070,1.0,0.0,106.773045
FixedGreen,10481,2100,2.0,0.0,113.063411
FixedGreen,10481,2130,2.0,0.0,116.701652
FixedGreen,10481,2160,1.0,0.0,134.309713
FixedGreen,10481,2190,1.0,0.0,118.013812
FixedGreen,10481,2220,2.0,0.0,136.295295
FixedGreen,10481,2250,2.0,0.0,115.457761
FixedGreen,10481,2280,1.0,0.0,92.473061
FixedGreen,10481,2310,2.0,0.0,111.392212
