head,sec,stopped_before_head,stopped_near_head_20m,stopped_first20m_after_head,nearest_prehead_stopped_distance_m
90030890,4751,0,0,0,
90030890,4752,0,0,0,
90030890,4753,0,0,0,
90030890,4754,0,0,0,
90030890,4755,0,0,0,
90030890,4756,0,0,0,
90030890,4757,0,0,0,
90030890,4758,0,0,0,
90030890,4759,0,0,0,
90030890,4760,0,0,0,
90030890,4761,0,0,0,
90030890,4762,0,0,0,
90030890,4763,0,0,0,
90030890,4764,0,0,0,
90030890,4765,0,0,0,
90030890,4766,0,0,0,
90030890,4767,0,0,0,
90030890,4768,0,0,0,
90030890,4769,0,0,0,
90030890,4770,0,0,0,
90030890,4771,0,0,0,
90030890,4772,0,0,0,
90030890,4773,0,0,0,
90030890,4774,0,0,0,
90030890,4775,0,0,0,
90030890,4776,0,0,0,
90030890,4777,0,0,0,
90030890,4778,0,0,0,
90030890,4779,0,0,0,
90030890,4780,0,0,0,
90030890,4781,0,0,0,
90030890,4782,0,0,0,
90030890,4783,0,0,0,
90030890,4784,0,0,0,
90030890,4785,0,0,0,
90030890,4786,0,0,0,
90030890,4787,0,0,0,
90030890,4788,0,0,0,
90030890,4789,0,0,0,
90030890,4790,0,0,0,
90030890,4791,0,0,0,
90030890,4792,0,0,0,
90030890,4793,0,0,0,
90030890,4794,0,0,0,
90030890,4795,0,0,0,
90030890,4796,0,0,0,
90030890,4797,0,0,0,
90030890,4798,0,0,0,
90030890,4799,0,0,0,
90030890,4800,0,0,0,
90030890,4801,0,0,0,
90030890,4802,0,0,0,
90030890,4803,0,0,0,
90030890,4804,0,0,0,
90030890,4805,0,0,0,
90030890,4806,0,0,0,
90030890,4807,0,0,0,
90030890,4808,0,0,0,
90030890,4809,0,0,0,
90030890,4810,0,0,0,
90030890,4811,0,0,0,
90030890,4812,0,0,0,
90030890,4813,0,0,0,
90030890,4814,0,0,0,
90030890,4815,0,0,0,
90030890,4816,0,0,0,
90030890,4817,0,0,0,
90030890,4818,0,0,0,
90030890,4819,0,0,0,
90030890,4820,0,0,0,
90030890,4821,0,0,0,
90030890,4822,0,0,0,
90030890,4823,0,0,0,
90030890,4824,0,0,0,
90030890,4825,0,0,0,
90030890,4826,0,0,0,
90030890,4827,0,0,0,
90030890,4828,0,0,0,
90030890,4829,0,0,0,
90030890,4830,0,0,0,
90030890,4831,0,0,0,
90030890,4832,0,0,0,
90030890,4833,0,0,0,
90030890,4834,0,0,0,
90030890,4835,0,0,0,
90030890,4836,0,0,0,
90030890,4837,0,0,0,
90030890,4838,0,0,0,
90030890,4839,0,0,0,
90030890,4840,0,0,0,
90030890,4841,0,0,0,
90030890,4842,0,0,0,
90030890,4843,0,0,0,
90030890,4844,0,0,0,
90030890,4845,0,0,0,
90030890,4846,0,0,0,
90030890,4847,0,0,0,
90030890,4848,0,0,0,
90030890,4849,0,0,0,
90030890,4850,0,0,0,
90030890,4851,0,0,0,
90030890,4852,0,0,0,
90030890,4853,0,0,0,
90030890,4854,0,0,0,
90030890,4855,0,0,0,
90030890,4856,0,0,0,
90030890,4857,0,0,0,
90030890,4858,0,0,0,
90030890,4859,0,0,0,
90030890,4860,0,0,0,
90030890,4861,0,0,0,
90030890,4862,0,0,0,
90030890,4863,0,0,0,
90030890,4864,0,0,0,
90030890,4865,0,0,0,
90030890,4866,0,0,0,
90030890,4867,0,0,0,
90030890,4868,0,0,0,
90030890,4869,0,0,0,
90030890,4870,0,0,0,
90030890,4871,0,0,0,
90030890,4872,0,0,0,
90030890,4873,0,0,0,
90030890,4874,0,0,0,
90030890,4875,0,0,0,
90030890,4876,0,0,0,
90030890,4877,0,0,0,
90030890,4878,0,0,0,
90030890,4879,0,0,0,
90030890,4880,0,0,0,
90030890,4881,0,0,0,
90030890,4882,0,0,0,
90030890,4883,0,0,0,
90030890,4884,0,0,0,
90030890,4885,0,0,0,
90030890,4886,0,0,0,
90030890,4887,0,0,0,
90030890,4888,0,0,0,
90030890,4889,0,0,0,
90030890,4890,0,0,0,
90030890,4891,0,0,0,
90030890,4892,0,0,0,
90030890,4893,0,0,0,
90030890,4894,0,0,0,
90030890,4895,0,0,0,
90030890,4896,0,0,0,
90030890,4897,0,0,0,
90030890,4898,0,0,0,
90030890,4899,0,0,0,
90030890,4900,0,0,0,
90030890,4901,0,0,0,
90030890,4902,0,0,0,
90030890,4903,0,0,0,
90030890,4904,0,0,0,
90030890,4905,0,0,0,
90030890,4906,0,0,0,
90030890,4907,0,0,0,
90030890,4908,0,0,0,
90030890,4909,0,0,0,
90030890,4910,0,0,0,
90030890,4911,0,0,0,
90030890,4912,0,0,0,
90030890,4913,0,0,0,
90030890,4914,0,0,0,
90030890,4915,0,0,0,
90030890,4916,0,0,0,
90030890,4917,0,0,0,
90030890,4918,0,0,0,
90030890,4919,0,0,0,
90030890,4920,0,0,0,
90030890,4921,0,0,0,
90030890,4922,0,0,0,
90030890,4923,0,0,0,
90030890,4924,0,0,0,
90030890,4925,0,0,0,
90030890,4926,0,0,0,
90030890,4927,0,0,0,
90030890,4928,0,0,0,
90030890,4929,0,0,0,
90030890,4930,0,0,0,
90030890,4931,0,0,0,
90030890,4932,0,0,0,
90030890,4933,0,0,0,
90030890,4934,0,0,0,
90030890,4935,0,0,0,
90030890,4936,0,0,0,
90030890,4937,0,0,0,
90030890,4938,0,0,0,
90030890,4939,0,0,0,
90030890,4940,0,0,0,
90030890,4941,0,0,0,
90030890,4942,0,0,0,
90030890,4943,0,0,0,
90030890,4944,0,0,0,
90030890,4945,0,0,0,
90030890,4946,0,0,0,
90030890,4947,0,0,0,
90030890,4948,0,0,0,
90030890,4949,0,0,0,
90030890,4950,0,0,0,
90030890,4951,0,0,0,
90030890,4952,0,0,0,
90030890,4953,0,0,0,
90030890,4954,0,0,0,
90030890,4955,0,0,0,
90030890,4956,0,0,0,
90030890,4957,0,0,0,
90030890,4958,0,0,0,
90030890,4959,0,0,0,
90030890,4960,0,0,0,
90030890,4961,0,0,0,
90030890,4962,0,0,0,
90030890,4963,0,0,0,
90030890,4964,0,0,0,
90030890,4965,0,0,0,
90030890,4966,0,0,0,
90030890,4967,0,0,0,
90030890,4968,0,0,0,
90030890,4969,0,0,0,
90030890,4970,0,0,0,
90030890,4971,0,0,0,
90030890,4972,0,0,0,
90030890,4973,0,0,0,
90030890,4974,0,0,0,
90030890,4975,0,0,0,
90030890,4976,0,0,0,
90030890,4977,0,0,0,
90030890,4978,0,0,0,
90030890,4979,0,0,0,
90030890,4980,0,0,0,
90030890,4981,0,0,0,
90030890,4982,0,0,0,
90030890,4983,0,0,0,
90030890,4984,0,0,0,
90030890,4985,0,0,0,
90030890,4986,0,0,0,
90030890,4987,0,0,0,
90030890,4988,0,0,0,
90030890,4989,0,0,0,
90030890,4990,0,0,0,
90030890,4991,0,0,0,
90030890,4992,0,0,0,
90030890,4993,0,0,0,
90030890,4994,0,0,0,
90030890,4995,0,0,0,
90030890,4996,0,0,0,
90030890,4997,0,0,0,
90030890,4998,0,0,0,
90030890,4999,0,0,0,
90030890,5000,0,0,0,
90030890,5001,0,0,0,
90030890,5002,0,0,0,
90030890,5003,0,0,0,
90030890,5004,0,0,0,
90030890,5005,0,0,0,
90030890,5006,0,0,0,
90030890,5007,0,0,0,
90030890,5008,0,0,0,
90030890,5009,0,0,0,
90030890,5010,0,0,0,
90030890,5011,0,0,0,
90030890,5012,0,0,0,
90030890,5013,0,0,0,
90030890,5014,0,0,0,
90030890,5015,0,0,0,
90030890,5016,0,0,0,
90030890,5017,0,0,0,
90030890,5018,0,0,0,
90030890,5019,0,0,0,
90030890,5020,0,0,0,
90030890,5021,0,0,0,
90030890,5022,0,0,0,
90030890,5023,0,0,0,
90030890,5024,0,0,0,
90030890,5025,0,0,0,
90030890,5026,0,0,0,
90030890,5027,0,0,0,
90030890,5028,0,0,0,
90030890,5029,0,0,0,
90030890,5030,0,0,0,
90030890,5031,0,0,0,
90030890,5032,0,0,0,
90030890,5033,0,0,0,
90030890,5034,0,0,0,
90030890,5035,0,0,0,
90030890,5036,0,0,0,
90030890,5037,0,0,0,
90030890,5038,0,0,0,
90030890,5039,0,0,0,
90030890,5040,0,0,0,
90030890,5041,0,0,0,
90030890,5042,0,0,0,
90030890,5043,0,0,0,
90030890,5044,0,0,0,
90030890,5045,0,0,0,
90030890,5046,0,0,0,
90030890,5047,0,0,0,
90030890,5048,0,0,0,
90030890,5049,0,0,0,
90030890,5050,0,0,0,
90030890,5051,0,0,0,
90030890,5052,0,0,0,
90030890,5053,0,0,0,
90030890,5054,0,0,0,
90030890,5055,0,0,0,
90030890,5056,0,0,0,
90030890,5057,0,0,0,
90030890,5058,0,0,0,
90030890,5059,0,0,0,
90030890,5060,0,0,0,
90030890,5061,0,0,0,
90030890,5062,0,0,0,
90030890,5063,0,0,0,
90030890,5064,0,0,0,
90030890,5065,0,0,0,
90030890,5066,0,0,0,
90030890,5067,0,0,0,
90030890,5068,0,0,0,
90030890,5069,0,0,0,
90030890,5070,0,0,0,
90030890,5071,0,0,0,
90030890,5072,0,0,0,
90030890,5073,0,0,0,
90030890,5074,0,0,0,
90030890,5075,0,0,0,
90030890,5076,0,0,0,
90030890,5077,0,0,0,
90030890,5078,0,0,0,
90030890,5079,0,0,0,
90030890,5080,0,0,0,
90030890,5081,0,0,0,
90030890,5082,0,0,0,
90030890,5083,0,0,0,
90030890,5084,0,0,0,
90030890,5085,0,0,0,
90030890,5086,0,0,0,
90030890,5087,0,0,0,
90030890,5088,0,0,0,
90030890,5089,0,0,0,
90030890,5090,0,0,0,
90030890,5091,0,0,0,
90030890,5092,0,0,0,
90030890,5093,0,0,0,
90030890,5094,0,0,0,
90030890,5095,0,0,0,
90030890,5096,0,0,0,
90030890,5097,0,0,0,
90030890,5098,0,0,0,
90030890,5099,0,0,0,
90030890,5100,0,0,0,
90030890,5101,0,0,0,
90030890,5102,0,0,0,
90030890,5103,0,0,0,
90030890,5104,0,0,0,
90030890,5105,0,0,0,
90030890,5106,0,0,0,
90030890,5107,0,0,0,
90030890,5108,0,0,0,
90030890,5109,0,0,0,
90030890,5110,0,0,0,
90030890,5111,0,0,0,
90030890,5112,0,0,0,
90030890,5113,0,0,0,
90030890,5114,0,0,0,
90030890,5115,0,0,0,
90030890,5116,0,0,0,
90030890,5117,0,0,0,
90030890,5118,0,0,0,
90030890,5119,0,0,0,
90030890,5120,0,0,0,
90030890,5121,0,0,0,
90030890,5122,0,0,0,
90030890,5123,0,0,0,
90030890,5124,0,0,0,
90030890,5125,0,0,0,
90030890,5126,0,0,0,
90030890,5127,0,0,0,
90030890,5128,0,0,0,
90030890,5129,0,0,0,
90030890,5130,0,0,0,
90030890,5131,0,0,0,
90030890,5132,0,0,0,
90030890,5133,0,0,0,
90030890,5134,0,0,0,
90030890,5135,0,0,0,
90030890,5136,0,0,0,
90030890,5137,0,0,0,
90030890,5138,0,0,0,
90030890,5139,0,0,0,
90030890,5140,0,0,0,
90030890,5141,0,0,0,
90030890,5142,0,0,0,
90030890,5143,0,0,0,
90030890,5144,0,0,0,
90030890,5145,0,0,0,
90030890,5146,0,0,0,
90030890,5147,0,0,0,
90030890,5148,0,0,0,
90030890,5149,0,0,0,
90030890,5150,0,0,0,
90030890,5151,0,0,0,
90030890,5152,0,0,0,
90030890,5153,0,0,0,
90030890,5154,0,0,0,
90030890,5155,0,0,0,
90030890,5156,0,0,0,
90030890,5157,0,0,0,
90030890,5158,0,0,0,
90030890,5159,0,0,0,
90030890,5160,0,0,0,
90030890,5161,0,0,0,
90030890,5162,0,0,0,
90030890,5163,0,0,0,
90030890,5164,0,0,0,
90030890,5165,0,0,0,
90030890,5166,0,0,0,
90030890,5167,0,0,0,
90030890,5168,0,0,0,
90030890,5169,0,0,0,
90030890,5170,0,0,0,
90030890,5171,0,0,0,
90030890,5172,0,0,0,
90030890,5173,0,0,0,
90030890,5174,0,0,0,
90030890,5175,0,0,0,
90030890,5176,0,0,0,
90030890,5177,0,0,0,
90030890,5178,0,0,0,
90030890,5179,0,0,0,
90030890,5180,0,0,0,
90030890,5181,0,0,0,
90030890,5182,0,0,0,
90030890,5183,0,0,0,
90030890,5184,0,0,0,
90030890,5185,0,0,0,
90030890,5186,0,0,0,
90030890,5187,0,0,0,
90030890,5188,0,0,0,
90030890,5189,0,0,0,
90030890,5190,0,0,0,
90030890,5191,0,0,0,
90030890,5192,1,1,0,1.5467093372814134
90030890,5193,1,1,0,1.1967093372813906
90030890,5194,1,1,0,1.0967093372813679
90030890,5195,1,1,0,1.0967093372813679
90030890,5196,1,1,0,1.0967093372813679
90030890,5197,1,1,0,1.0967093372813679
90030890,5198,1,1,0,1.0967093372813679
90030890,5199,1,1,0,1.0967093372813679
90030890,5200,1,1,0,1.0967093372813679
90030890,5201,1,1,0,1.0967093372813679
90030890,5202,1,1,0,1.0967093372813679
90030890,5203,1,1,0,1.0967093372813679
90030890,5204,1,1,0,1.0967093372813679
90030890,5205,1,1,0,1.0967093372813679
90030890,5206,1,1,0,1.0967093372813679
90030890,5207,1,1,0,1.0967093372813679
90030890,5208,1,1,0,1.0967093372813679
90030890,5209,1,1,0,1.0967093372813679
90030890,5210,1,1,0,1.0967093372813679
90030890,5211,1,1,0,1.0967093372813679
90030890,5212,1,1,0,1.0967093372813679
90030890,5213,1,1,0,1.0967093372813679
90030890,5214,1,1,0,1.0967093372813679
90030890,5215,1,1,0,1.0967093372813679
90030890,5216,1,1,0,1.0967093372813679
90030890,5217,1,1,0,1.0967093372813679
90030890,5218,1,1,0,1.0967093372813679
90030890,5219,1,1,0,1.0967093372813679
90030890,5220,1,1,0,1.0967093372813679
90030890,5221,1,1,0,1.0967093372813679
90030890,5222,1,1,0,1.0967093372813679
90030890,5223,1,1,0,1.0967093372813679
90030890,5224,1,1,0,1.0967093372813679
90030890,5225,1,1,0,1.0967093372813679
90030890,5226,1,1,0,1.0967093372813679
90030890,5227,1,1,0,1.0967093372813679
90030890,5228,1,1,0,1.0967093372813679
90030890,5229,1,1,0,1.0967093372813679
90030890,5230,1,1,0,1.0967093372813679
90030890,5231,1,1,0,1.0967093372813679
90030890,5232,1,1,0,1.0967093372813679
90030890,5233,1,1,0,1.0967093372813679
90030890,5234,1,1,0,1.0967093372813679
90030890,5235,1,1,0,1.0967093372813679
90030890,5236,1,1,0,1.0967093372813679
90030890,5237,1,1,0,1.0967093372813679
90030890,5238,1,1,0,1.0967093372813679
90030890,5239,1,1,0,1.0967093372813679
90030890,5240,1,1,0,1.0967093372813679
90030890,5241,1,1,0,1.0967093372813679
90030890,5242,1,1,0,1.0967093372813679
90030890,5243,1,1,0,1.0967093372813679
90030890,5244,1,1,0,1.0967093372813679
90030890,5245,1,1,0,1.0967093372813679
90030890,5246,1,1,0,1.0967093372813679
90030890,5247,1,1,0,1.0967093372813679
90030890,5248,1,1,0,1.0967093372813679
90030890,5249,1,1,0,1.0967093372813679
90030890,5250,1,1,0,1.0967093372813679
90030890,5251,0,0,0,
90030890,5252,0,0,0,
90030890,5253,0,0,0,
90030890,5254,0,0,0,
90030890,5255,0,0,0,
90030890,5256,0,0,0,
90030890,5257,0,0,0,
90030890,5258,0,0,0,
90030890,5259,0,0,0,
90030890,5260,0,0,0,
90030890,5261,0,0,0,
90030890,5262,0,0,0,
90030890,5263,0,0,0,
90030890,5264,0,0,0,
90030890,5265,0,0,0,
90030890,5266,0,0,0,
90030890,5267,0,0,0,
90030890,5268,0,0,0,
90030890,5269,0,0,0,
90030890,5270,0,0,0,
90030890,5271,0,0,0,
90030890,5272,0,0,0,
90030890,5273,0,0,0,
90030890,5274,0,0,0,
90030890,5275,0,0,0,
90030890,5276,0,0,0,
90030890,5277,0,0,0,
90030890,5278,0,0,0,
90030890,5279,0,0,0,
90030890,5280,0,0,0,
90030890,5281,0,0,0,
90030890,5282,0,0,0,
90030890,5283,0,0,0,
90030890,5284,0,0,0,
90030890,5285,0,0,0,
90030890,5286,0,0,0,
90030890,5287,0,0,0,
90030890,5288,0,0,0,
90030890,5289,0,0,0,
90030890,5290,0,0,0,
90030890,5291,0,0,0,
90030890,5292,0,0,0,
90030890,5293,0,0,0,
90030890,5294,0,0,0,
90030890,5295,0,0,0,
90030890,5296,0,0,0,
90030890,5297,0,0,0,
90030890,5298,0,0,0,
90030890,5299,0,0,0,
90030890,5300,0,0,0,
90030890,5301,0,0,0,
90030890,5302,0,0,0,
90030890,5303,0,0,0,
90030890,5304,0,0,0,
90030890,5305,0,0,0,
90030890,5306,0,0,0,
90030890,5307,0,0,0,
90030890,5308,0,0,0,
90030890,5309,0,0,0,
90030890,5310,0,0,0,
90030890,5311,0,0,0,
90030890,5312,0,0,0,
90030890,5313,0,0,0,
90030890,5314,0,0,0,
90030890,5315,0,0,0,
90030890,5316,0,0,0,
90030890,5317,0,0,0,
90030890,5318,0,0,0,
90030890,5319,0,0,0,
90030890,5320,0,0,0,
90030890,5321,0,0,0,
90030890,5322,0,0,0,
90030890,5323,0,0,0,
90030890,5324,0,0,0,
90030890,5325,0,0,0,
90030890,5326,0,0,0,
90030890,5327,0,0,0,
90030890,5328,0,0,0,
90030890,5329,0,0,0,
90030890,5330,0,0,0,
90030890,5331,0,0,0,
90030890,5332,0,0,0,
90030890,5333,0,0,0,
90030890,5334,0,0,0,
90030890,5335,0,0,0,
90030890,5336,0,0,0,
90030890,5337,0,0,0,
90030890,5338,0,0,0,
90030890,5339,0,0,0,
90030890,5340,0,0,0,
90030890,5341,1,1,0,2.076709337281386
90030890,5342,1,1,0,1.2867093372814224
90030890,5343,1,1,0,1.016709337281327
90030890,5344,1,1,0,0.9767093372813633
90030890,5345,1,1,0,0.9767093372813633
90030890,5346,1,1,0,0.9767093372813633
90030890,5347,1,1,0,0.9767093372813633
90030890,5348,1,1,0,0.9767093372813633
90030890,5349,1,1,0,0.9767093372813633
90030890,5350,1,1,0,0.9767093372813633
90030890,5351,1,1,0,0.9767093372813633
90030890,5352,1,1,0,0.9767093372813633
90030890,5353,1,1,0,0.9767093372813633
90030890,5354,1,1,0,0.9767093372813633
90030890,5355,1,1,0,0.9767093372813633
90030890,5356,1,1,0,0.9767093372813633
90030890,5357,1,1,0,0.9767093372813633
90030890,5358,1,1,0,0.9767093372813633
90030890,5359,1,1,0,0.9767093372813633
90030890,5360,1,1,0,0.9767093372813633
90030890,5361,1,1,0,0.9767093372813633
90030890,5362,1,1,0,0.9767093372813633
90030890,5363,1,1,0,0.9767093372813633
90030890,5364,1,1,0,0.9767093372813633
90030890,5365,1,1,0,0.9767093372813633
90030890,5366,1,1,0,0.9767093372813633
90030890,5367,1,1,0,0.9767093372813633
90030890,5368,1,1,0,0.9767093372813633
90030890,5369,1,1,0,0.9767093372813633
90030890,5370,1,1,0,0.9767093372813633
90030890,5371,1,1,0,0.9767093372813633
90030890,5372,1,1,0,0.9767093372813633
90030890,5373,1,1,0,0.9767093372813633
90030890,5374,1,1,0,0.9767093372813633
90030890,5375,1,1,0,0.9767093372813633
90030890,5376,1,1,0,0.9767093372813633
90030890,5377,1,1,0,0.9767093372813633
90030890,5378,1,1,0,0.9767093372813633
90030890,5379,1,1,0,0.9767093372813633
90030890,5380,1,1,0,0.9767093372813633
90030890,5381,1,1,0,0.9767093372813633
90030890,5382,1,1,0,0.9767093372813633
90030890,5383,1,1,0,0.9767093372813633
90030890,5384,1,1,0,0.9767093372813633
90030890,5385,1,1,0,0.9767093372813633
90030890,5386,1,1,0,0.9767093372813633
90030890,5387,1,1,0,0.9767093372813633
90030890,5388,1,1,0,0.9767093372813633
90030890,5389,1,1,0,0.9767093372813633
90030890,5390,1,1,0,0.9767093372813633
90030890,5391,1,1,0,0.9767093372813633
90030890,5392,1,1,0,0.9767093372813633
90030890,5393,1,1,0,0.9767093372813633
90030890,5394,1,1,0,0.9767093372813633
90030890,5395,1,1,0,0.9767093372813633
90030890,5396,1,1,0,0.9767093372813633
90030890,5397,1,1,0,0.9767093372813633
90030890,5398,1,1,0,0.9767093372813633
90030890,5399,1,1,0,0.9767093372813633
90030890,5400,1,1,0,0.9767093372813633
90030891,1,0,0,0,
90030891,2,0,0,0,
90030891,3,0,0,0,
90030891,4,0,0,0,
90030891,5,0,0,0,
90030891,6,0,0,0,
90030891,7,0,0,0,
90030891,8,0,0,0,
90030891,9,0,0,0,
90030891,10,0,0,0,
90030891,11,0,0,0,
90030891,12,0,0,0,
90030891,13,0,0,0,
90030891,14,0,0,0,
90030891,15,0,0,0,
90030891,16,0,0,0,
90030891,17,0,0,0,
90030891,18,0,0,0,
90030891,19,0,0,0,
90030891,20,0,0,0,
90030891,21,0,0,0,
90030891,22,0,0,0,
90030891,23,0,0,0,
90030891,24,0,0,0,
90030891,25,0,0,0,
90030891,26,0,0,0,
90030891,27,0,0,0,
90030891,28,0,0,0,
90030891,29,0,0,0,
90030891,30,0,0,0,
90030891,31,0,0,0,
90030891,32,0,0,0,
90030891,33,0,0,0,
90030891,34,0,0,0,
90030891,35,0,0,0,
90030891,36,0,0,0,
90030891,37,0,0,0,
90030891,38,0,0,0,
90030891,39,0,0,0,
90030891,40,0,0,0,
90030891,41,0,0,0,
90030891,42,0,0,0,
90030891,43,0,0,0,
90030891,44,0,0,0,
90030891,45,0,0,0,
90030891,46,0,0,0,
90030891,47,0,0,0,
90030891,48,0,0,0,
90030891,49,0,0,0,
90030891,50,0,0,0,
90030891,51,0,0,0,
90030891,52,0,0,0,
90030891,53,0,0,0,
90030891,54,0,0,0,
90030891,55,0,0,0,
90030891,56,0,0,0,
90030891,57,0,0,0,
90030891,58,0,0,0,
90030891,59,0,0,0,
90030891,60,0,0,0,
90030891,61,0,0,0,
90030891,62,0,0,0,
90030891,63,0,0,0,
90030891,64,0,0,0,
90030891,65,0,0,0,
90030891,66,0,0,0,
90030891,67,0,0,0,
90030891,68,0,0,0,
90030891,69,0,0,0,
90030891,70,0,0,0,
90030891,71,0,0,0,
90030891,72,0,0,0,
90030891,73,0,0,0,
90030891,74,0,0,0,
90030891,75,0,0,0,
90030891,76,0,0,0,
90030891,77,0,0,0,
90030891,78,0,0,0,
90030891,79,0,0,0,
90030891,80,0,0,0,
90030891,81,0,0,0,
90030891,82,0,0,0,
90030891,83,0,0,0,
90030891,84,0,0,0,
90030891,85,0,0,0,
90030891,86,0,0,0,
90030891,87,0,0,0,
90030891,88,0,0,0,
90030891,89,0,0,0,
90030891,90,0,0,0,
90030891,91,0,0,0,
90030891,92,0,0,0,
90030891,93,0,0,0,
90030891,94,0,0,0,
90030891,95,0,0,0,
90030891,96,0,0,0,
90030891,97,0,0,0,
90030891,98,0,0,0,
90030891,99,0,0,0,
90030891,100,0,0,0,
90030891,101,0,0,0,
90030891,102,0,0,0,
90030891,103,0,0,0,
90030891,104,0,0,0,
90030891,105,0,0,0,
90030891,106,0,0,0,
90030891,107,0,0,0,
90030891,108,0,0,0,
90030891,109,0,0,0,
90030891,110,0,0,0,
90030891,111,0,0,0,
90030891,112,0,0,0,
90030891,113,0,0,0,
90030891,114,0,0,0,
90030891,115,0,0,0,
90030891,116,0,0,0,
90030891,117,0,0,0,
90030891,118,0,0,0,
90030891,119,0,0,0,
90030891,120,0,0,0,
90030891,121,0,0,0,
90030891,122,0,0,0,
90030891,123,0,0,0,
90030891,124,0,0,0,
90030891,125,0,0,0,
90030891,126,0,0,0,
90030891,127,0,0,0,
90030891,128,0,0,0,
90030891,129,0,0,0,
90030891,130,0,0,0,
90030891,131,0,0,0,
90030891,132,0,0,0,
90030891,133,0,0,0,
90030891,134,0,0,0,
90030891,135,0,0,0,
90030891,136,0,0,0,
90030891,137,0,0,0,
90030891,138,0,0,0,
90030891,139,0,0,0,
90030891,140,0,0,0,
90030891,141,0,0,0,
90030891,142,0,0,0,
90030891,143,0,0,0,
90030891,144,0,0,0,
90030891,145,0,0,0,
90030891,146,0,0,0,
90030891,147,0,0,0,
90030891,148,0,0,0,
90030891,149,0,0,0,
90030891,150,0,0,0,
90030891,151,0,0,0,
90030891,152,0,0,0,
90030891,153,0,0,0,
90030891,154,0,0,0,
90030891,155,0,0,0,
90030891,156,0,0,0,
90030891,157,0,0,0,
90030891,158,0,0,0,
90030891,159,0,0,0,
90030891,160,0,0,0,
90030891,161,0,0,0,
90030891,162,0,0,0,
90030891,163,0,0,0,
90030891,164,0,0,0,
90030891,165,0,0,0,
90030891,166,0,0,0,
90030891,167,0,0,0,
90030891,168,0,0,0,
90030891,169,0,0,0,
90030891,170,0,0,0,
90030891,171,0,0,0,
90030891,172,0,0,0,
90030891,173,0,0,0,
90030891,174,0,0,0,
90030891,175,0,0,0,
90030891,176,0,0,0,
90030891,177,0,0,0,
90030891,178,0,0,0,
90030891,179,0,0,0,
90030891,180,0,0,0,
90030891,181,0,0,0,
90030891,182,0,0,0,
90030891,183,0,0,0,
90030891,184,0,0,0,
90030891,185,0,0,0,
90030891,186,0,0,0,
90030891,187,0,0,0,
90030891,188,0,0,0,
90030891,189,0,0,0,
90030891,190,0,0,0,
90030891,191,0,0,0,
90030891,192,0,0,0,
90030891,193,0,0,0,
90030891,194,0,0,0,
90030891,195,0,0,0,
90030891,196,0,0,0,
90030891,197,0,0,0,
90030891,198,0,0,0,
90030891,199,0,0,0,
90030891,200,0,0,0,
90030891,201,0,0,0,
90030891,202,0,0,0,
90030891,203,0,0,0,
90030891,204,0,0,0,
90030891,205,0,0,0,
90030891,206,0,0,0,
90030891,207,0,0,0,
90030891,208,0,0,0,
90030891,209,0,0,0,
90030891,210,0,0,0,
90030891,211,0,0,0,
90030891,212,0,0,0,
90030891,213,0,0,0,
90030891,214,0,0,0,
90030891,215,0,0,0,
90030891,216,0,0,0,
90030891,217,0,0,0,
90030891,218,0,0,0,
90030891,219,0,0,0,
90030891,220,0,0,0,
90030891,221,0,0,0,
90030891,222,0,0,0,
90030891,223,0,0,0,
90030891,224,0,0,0,
90030891,225,0,0,0,
90030891,226,0,0,0,
90030891,227,0,0,0,
90030891,228,0,0,0,
90030891,229,0,0,0,
90030891,230,0,0,0,
90030891,231,0,0,0,
90030891,232,0,0,0,
90030891,233,0,0,0,
90030891,234,0,0,0,
90030891,235,0,0,0,
90030891,236,0,0,0,
90030891,237,0,0,0,
90030891,238,0,0,0,
90030891,239,0,0,0,
90030891,240,0,0,0,
90030891,241,0,0,0,
90030891,242,0,0,0,
90030891,243,0,0,0,
90030891,244,0,0,0,
90030891,245,0,0,0,
90030891,246,0,0,0,
90030891,247,0,0,0,
90030891,248,0,0,0,
90030891,249,0,0,0,
90030891,250,0,0,0,
90030891,251,0,0,0,
90030891,252,0,0,0,
90030891,253,0,0,0,
90030891,254,0,0,0,
90030891,255,0,0,0,
90030891,256,0,0,0,
90030891,257,0,0,0,
90030891,258,0,0,0,
90030891,259,0,0,0,
90030891,260,0,0,0,
90030891,261,0,0,0,
90030891,262,0,0,0,
90030891,263,0,0,0,
90030891,264,0,0,0,
90030891,265,0,0,0,
90030891,266,0,0,0,
90030891,267,0,0,0,
90030891,268,0,0,0,
90030891,269,0,0,0,
90030891,270,0,0,0,
90030891,271,0,0,0,
90030891,272,0,0,0,
90030891,273,0,0,0,
90030891,274,0,0,0,
90030891,275,0,0,0,
90030891,276,0,0,0,
90030891,277,0,0,0,
90030891,278,0,0,0,
90030891,279,0,0,0,
90030891,280,0,0,0,
90030891,281,0,0,0,
90030891,282,0,0,0,
90030891,283,0,0,0,
90030891,284,0,0,0,
90030891,285,0,0,0,
90030891,286,0,0,0,
90030891,287,0,0,0,
90030891,288,0,0,0,
90030891,289,0,0,0,
90030891,290,0,0,0,
90030891,291,0,0,0,
90030891,292,0,0,0,
90030891,293,0,0,0,
90030891,294,0,0,0,
90030891,295,0,0,0,
90030891,296,0,0,0,
90030891,297,0,0,0,
90030891,298,0,0,0,
90030891,299,0,0,0,
