sim_sec,site,link,green_sec,cycle_sec,interval_sec,passage_count,release_rate_vph,queue_count,presence_count,downstream_count,mean_speed_kph
1,D,25,2.000000,10,1.000000,0,0.000000,0,0,0,0.000000
1,F,31,2.000000,10,1.000000,0,0.000000,0,0,0,0.000000
10,D,25,2.000000,10,9.000000,0,0.000000,0,0,0,0.000000
10,F,31,2.000000,10,9.000000,0,0.000000,0,0,0,0.000000
20,D,25,2.000000,10,10.000000,0,0.000000,0,0,0,0.000000
20,F,31,2.000000,10,10.000000,0,0.000000,0,0,0,0.000000
30,D,25,2.000000,10,10.000000,0,0.000000,0,0,0,0.000000
30,F,31,2.000000,10,10.000000,0,0.000000,0,0,0,0.000000
40,D,25,2.000000,10,10.000000,0,0.000000,0,0,0,0.000000
40,F,31,2.000000,10,10.000000,0,0.000000,0,0,0,0.000000
50,D,25,2.000000,10,10.000000,0,0.000000,2,0,0,44.000380
50,F,31,2.000000,10,10.000000,0,0.000000,0,0,0,0.000000
60,D,25,2.000000,10,10.000000,1,360.000000,2,0,0,41.827678
60,F,31,2.000000,10,10.000000,0,0.000000,1,0,0,54.992708
70,D,25,2.000000,10,10.000000,2,720.000000,0,0,0,0.000000
70,F,31,2.000000,10,10.000000,0,0.000000,1,0,0,54.992708
80,D,25,2.000000,10,10.000000,0,0.000000,1,0,0,48.973946
80,F,31,2.000000,10,10.000000,0,0.000000,0,1,0,0.385083
90,D,25,2.000000,10,10.000000,0,0.000000,2,1,0,32.388401
90,F,31,2.000000,10,10.000000,0,0.000000,1,0,0,48.852964
100,D,25,2.000000,10,10.000000,1,360.000000,1,1,0,25.751104
100,F,31,2.000000,10,10.000000,0,0.000000,2,0,0,51.664598
110,D,25,2.000000,10,10.000000,1,360.000000,3,1,0,36.591517
110,F,31,2.000000,10,10.000000,0,0.000000,1,1,0,28.658364
120,D,25,2.000000,10,10.000000,1,360.000000,3,2,0,24.878910
120,F,31,2.000000,10,10.000000,0,0.000000,4,0,0,53.307757
130,D,25,2.000000,10,10.000000,1,360.000000,3,2,0,12.602352
130,F,31,2.000000,10,10.000000,0,0.000000,3,2,0,16.949337
140,D,25,2.000000,10,10.000000,1,360.000000,5,2,0,27.998500
140,F,31,2.000000,10,10.000000,0,0.000000,5,2,0,26.646764
150,D,25,2.000000,10,10.000000,1,360.000000,7,3,0,18.624877
150,F,31,2.000000,10,10.000000,0,0.000000,5,2,0,26.989023
160,D,25,2.000000,10,10.000000,1,360.000000,9,3,0,15.918908
160,F,31,2.000000,10,10.000000,0,0.000000,5,3,0,9.139316
170,D,25,2.000000,10,10.000000,1,360.000000,13,3,0,10.288971
170,F,31,2.000000,10,10.000000,0,0.000000,4,3,0,4.552438
180,D,25,2.000000,10,10.000000,2,720.000000,14,3,0,10.526264
180,F,31,2.000000,10,10.000000,0,0.000000,3,3,0,0.624902
190,D,25,2.000000,10,10.000000,1,360.000000,17,3,0,5.324440
190,F,31,2.000000,10,10.000000,1,360.000000,2,3,0,0.000000
200,D,25,2.000000,10,10.000000,1,360.000000,19,4,0,4.541718
200,F,31,2.000000,10,10.000000,0,0.000000,7,2,0,40.185814
210,D,25,2.000000,10,10.000000,2,720.000000,17,3,0,3.450840
210,F,31,2.000000,10,10.000000,0,0.000000,8,2,0,33.931931
220,D,25,2.000000,10,10.000000,1,360.000000,16,4,0,5.678923
220,F,31,2.000000,10,10.000000,0,0.000000,7,3,0,16.122646
230,D,25,2.000000,10,10.000000,2,720.000000,16,4,0,6.048908
230,F,31,2.000000,10,10.000000,0,0.000000,6,2,0,5.826233
240,D,25,2.000000,10,10.000000,2,720.000000,15,3,0,5.873038
240,F,31,2.000000,10,10.000000,0,0.000000,6,3,0,9.035378
