case_id,controller,scenario_id,category,demand_profile,urban_volume_vph,freeway_volume_vph,returncode,elapsed_sec,run_dir,state_csv,action_csv,decision_dir,ok,state_rows,completed_sim_sec,warmup_sec,analysis_time_h,vehicle_hours_total,vehicle_hours_freeway,vehicle_hours_urban,stopped_vehicle_hours,mean_total_vehicles,mean_freeway_vehicles,mean_urban_vehicles,mean_ramp_vehicles,mean_boundary_vehicles,mean_speed_kph,freeway_mean_speed_kph,mean_stopped_vehicles,final_total_vehicles,final_urban_vehicles,final_freeway_vehicles,final_stopped_vehicles,controller_statuses,fallback_state_rows,mean_decision_wall_sec_state_csv,max_decision_wall_sec_state_csv,action_rows,decision_count_action_csv,mean_vsl_kph,mean_ramp_green_sec,mean_ramp_rate_vph,mean_signal_green_sec,mean_signal_split_abs_sec,mean_signal_offset_abs_sec,vsl_mean_abs_step_kph,ramp_green_abs_step_sec,ramp_rate_abs_step_vph,signal_green_abs_step_sec,signal_split_abs_step_sec,signal_offset_abs_step_sec,decision_json_count,controller_variants,controller_statuses_json,controller_error_count,controller_error_sample,mean_decision_wall_sec,max_decision_wall_sec,mean_prediction_wall_sec,prediction_error_count,prediction_lag_max_abs_sec,prediction_total_abs_error_mean_veh,prediction_total_abs_error_max_veh,prediction_np_abs_error_mean_veh,prediction_freeway_abs_error_mean_veh,wu_convergence_rate,wu_residual_mean,wu_residual_max,wu_iterations_mean,pfo_convergence_rate,pfo_residual_objective_mean,pfo_residual_control_mean,pfo_iterations_mean,primary_rank_key,vehicle_hours_total_delta_vs_no_control,vehicle_hours_total_pct_vs_no_control,stopped_vehicle_hours_delta_vs_no_control,stopped_vehicle_hours_pct_vs_no_control,mean_speed_kph_delta_vs_no_control,mean_speed_kph_pct_vs_no_control,mean_total_vehicles_delta_vs_no_control,mean_total_vehicles_pct_vs_no_control,final_total_vehicles_delta_vs_no_control,final_total_vehicles_pct_vs_no_control,prediction_total_abs_error_mean_veh_delta_vs_no_control,prediction_total_abs_error_mean_veh_pct_vs_no_control
wu_fw_wb_heavy_u1800_fw3400_seed13_1200s,wu,fw_wb_heavy,2_vsl,fw_wb_heavy,1800.0,3400.0,0,150.322,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_fw_wb_heavy_u1800_fw3400_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_fw_wb_heavy_u1800_fw3400_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_fw_wb_heavy_u1800_fw3400_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_fw_wb_heavy_u1800_fw3400_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,391.9222222222222,46.3,123.23194444444445,177.93194444444444,1300.3870967741937,153.6221198156682,408.88018433179724,35.41013824884793,621.2488479262673,27.146888170506912,76.76424632718894,590.3732718894009,1585.0,528.0,130.0,819.0,ok,0,0.8291436099585062,0.893738,567,21,120.0,10.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,wu,ok,0,,0.8288996190476191,0.893738,0.04247271428571429,20,1.0,122.729531734258,211.96682778132185,120.56623805944236,72.83348883675826,0.047619047619047616,0.1994693831192682,0.2608702545443901,1.0,0.0,0.0,0.0,0.0,436.40520833333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfo_fw_wb_heavy_u1800_fw3400_seed13_1200s,pfo,fw_wb_heavy,2_vsl,fw_wb_heavy,1800.0,3400.0,0,370.118,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_fw_wb_heavy_u1800_fw3400_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_fw_wb_heavy_u1800_fw3400_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_fw_wb_heavy_u1800_fw3400_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_fw_wb_heavy_u1800_fw3400_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,387.65555555555557,45.959722222222226,122.74027777777778,173.7902777777778,1286.2304147465438,152.49308755760367,407.2488479262673,30.580645161290324,621.1981566820276,27.25971657603687,76.82353895391705,576.63133640553,1536.0,512.0,147.0,821.0,ok,0,11.005084904564315,19.324392,567,21,120.0,10.0,865.049,57.0,12.342857142857143,19.19047619047619,0.0,0.0,0.0,0.0,2.64,6.85,21,pfo,ok,0,,11.005496142857142,19.324392,0.04288047619047619,20,1.0,85.2356148518743,169.11242423280487,110.3028754999775,108.90729369722978,0.0,0.0,0.0,0.0,0.8571428571428571,0.06241733754375979,0.06241733754375979,1.0,431.10312500000003,-4.2666666666666515,-1.0886513764068797,-4.1416666666666515,-2.327668974561114,0.11282840552995665,0.4156218746741528,-14.156682027649822,-1.0886513764068875,-49.0,-3.091482649842271,-37.4939168823837,-30.550036615122085
no-control_urban_d_heavy_u2400_fw2600_seed13_1200s,no-control,urban_d_heavy,3_signal_split,urban_d_heavy,2400.0,2600.0,0,133.582,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_d_heavy_u2400_fw2600_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_d_heavy_u2400_fw2600_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_d_heavy_u2400_fw2600_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_d_heavy_u2400_fw2600_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,338.4555555555556,33.95,123.12777777777778,140.69583333333333,1122.9861751152073,112.64516129032258,408.53456221198155,33.99078341013825,488.963133640553,30.934156,99.32198205529953,466.82488479262673,1378.0,499.0,107.0,641.0,ok,0,0.3025307219917012,0.344467,567,21,120.0,10.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,no-control,ok,0,,0.30158180952380953,0.344467,0.045243,20,1.0,177.30689906459014,290.6506881199841,112.26810433963112,51.38465413478061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.62951388888894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wu_urban_d_heavy_u2400_fw2600_seed13_1200s,wu,urban_d_heavy,3_signal_split,urban_d_heavy,2400.0,2600.0,0,141.585,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_d_heavy_u2400_fw2600_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_d_heavy_u2400_fw2600_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_d_heavy_u2400_fw2600_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_d_heavy_u2400_fw2600_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,338.4555555555556,33.95,123.12777777777778,140.69583333333333,1122.9861751152073,112.64516129032258,408.53456221198155,33.99078341013825,488.963133640553,30.934156,99.32198205529953,466.82488479262673,1378.0,499.0,107.0,641.0,ok,0,0.7251324564315352,0.793096,567,21,120.0,10.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,wu,ok,0,,0.7253100952380952,0.793096,0.043150666666666664,20,1.0,177.30689906459014,290.6506881199841,112.26810433963112,51.38465413478061,0.09523809523809523,0.19265967171912707,0.26429877483496467,1.0,0.0,0.0,0.0,0.0,373.62951388888894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfo_urban_d_heavy_u2400_fw2600_seed13_1200s,pfo,urban_d_heavy,3_signal_split,urban_d_heavy,2400.0,2600.0,0,353.453,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_d_heavy_u2400_fw2600_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_d_heavy_u2400_fw2600_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_d_heavy_u2400_fw2600_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_d_heavy_u2400_fw2600_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,336.6986111111111,34.08611111111111,121.60416666666667,138.10416666666666,1117.1566820276498,113.09677419354838,403.47926267281105,32.67741935483871,488.46082949308754,31.122694023041472,99.16097582027649,458.2258064516129,1359.0,474.0,112.0,724.0,ok,0,10.598822394190872,19.292172,567,21,120.0,10.0,865.049,57.0,0.0,6.238095238095238,0.0,0.0,0.0,0.0,0.0,4.3,21,pfo,ok,0,,10.578446666666666,19.292172,0.04261095238095238,20,1.0,173.78716806401135,253.18706872029657,106.63533293674719,58.46197386170113,0.0,0.0,0.0,0.0,0.8571428571428571,0.06672811065733152,0.06672811065733152,1.0,371.2246527777778,-1.756944444444457,-0.519106398345429,-2.5916666666666686,-1.8420351230491323,0.18853802304147038,0.609481710254097,-5.829493087557466,-0.5191063983454132,-19.0,-1.3788098693759072,-3.519731000578787,-1.9851066253753633
no-control_urban_f_heavy_u2400_fw2600_seed13_1200s,no-control,urban_f_heavy,3_signal_split,urban_f_heavy,2400.0,2600.0,0,127.558,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_f_heavy_u2400_fw2600_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_f_heavy_u2400_fw2600_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_f_heavy_u2400_fw2600_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_urban_f_heavy_u2400_fw2600_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,341.4375,33.8625,119.5,146.55972222222223,1132.8801843317972,112.35483870967742,396.49769585253455,34.05069124423963,509.13824884792626,30.334385184331797,99.42046744239632,486.28110599078343,1424.0,496.0,105.0,695.0,ok,0,0.2854831701244813,0.308468,567,21,120.0,10.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,no-control,ok,0,,0.2854645238095238,0.308468,0.0419647619047619,20,1.0,178.8076362512062,304.5269816870609,120.05505331114854,52.591563388792125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.07743055555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wu_urban_f_heavy_u2400_fw2600_seed13_1200s,wu,urban_f_heavy,3_signal_split,urban_f_heavy,2400.0,2600.0,0,143.58,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_f_heavy_u2400_fw2600_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_f_heavy_u2400_fw2600_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_f_heavy_u2400_fw2600_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_urban_f_heavy_u2400_fw2600_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,341.4375,33.8625,119.5,146.55972222222223,1132.8801843317972,112.35483870967742,396.49769585253455,34.05069124423963,509.13824884792626,30.334385184331797,99.42046744239632,486.28110599078343,1424.0,496.0,105.0,695.0,ok,0,0.7148130331950208,0.85342,567,21,120.0,10.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,wu,ok,0,,0.7124845238095238,0.85342,0.041878761904761905,20,1.0,178.8076362512062,304.5269816870609,120.05505331114854,52.591563388792125,0.09523809523809523,0.2042805454522605,0.2769440471206349,1.0,0.0,0.0,0.0,0.0,378.07743055555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfo_urban_f_heavy_u2400_fw2600_seed13_1200s,pfo,urban_f_heavy,3_signal_split,urban_f_heavy,2400.0,2600.0,0,360.603,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_f_heavy_u2400_fw2600_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_f_heavy_u2400_fw2600_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_f_heavy_u2400_fw2600_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_urban_f_heavy_u2400_fw2600_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,340.88055555555553,33.9375,118.75972222222222,145.24722222222223,1131.032258064516,112.6036866359447,394.0414746543779,32.50230414746544,512.4746543778801,30.398037723502302,99.22602152073732,481.926267281106,1413.0,486.0,109.0,746.0,ok,0,10.721872219917012,20.114149,567,21,120.0,10.0,865.049,57.0,0.6857142857142857,5.761904761904762,0.0,0.0,0.0,0.0,0.12,2.2,21,pfo,ok,0,,10.72342919047619,20.114149,0.041793809523809525,20,1.0,173.2374554986583,248.84010610250562,112.87632620556809,59.58502909814091,0.0,0.0,0.0,0.0,0.8571428571428571,0.06782885403136871,0.06782885403136871,1.0,377.1923611111111,-0.5569444444444684,-0.16311753818618882,-1.3125,-0.8955393610871563,0.06365253917050495,0.20983625935950243,-1.847926267281082,-0.16311753818617966,-11.0,-0.7724719101123596,-5.570180752547884,-3.1151805758017836
no-control_sym_high_u2600_fw3400_seed13_1200s,no-control,sym_high,4_symmetric_high,sym,2600.0,3400.0,0,137.939,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_sym_high_u2600_fw3400_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_sym_high_u2600_fw3400_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_sym_high_u2600_fw3400_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\no-control_sym_high_u2600_fw3400_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,449.70416666666665,50.18333333333333,133.02083333333334,215.3986111111111,1492.10599078341,166.50691244239633,441.3594470046083,63.004608294930875,729.7695852534562,25.389462179723502,86.14204673271888,714.6866359447005,1736.0,527.0,193.0,934.0,ok,0,0.285836398340249,0.308016,567,21,120.0,10.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,no-control,ok,0,,0.28551738095238094,0.308016,0.041899238095238094,20,1.0,190.7065245208096,296.1389591380889,138.45975308078172,66.00518365717365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.55381944444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wu_sym_high_u2600_fw3400_seed13_1200s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,0,154.916,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_sym_high_u2600_fw3400_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_sym_high_u2600_fw3400_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_sym_high_u2600_fw3400_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\wu_sym_high_u2600_fw3400_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,449.70416666666665,50.18333333333333,133.02083333333334,215.3986111111111,1492.10599078341,166.50691244239633,441.3594470046083,63.004608294930875,729.7695852534562,25.389462179723502,86.14204673271888,714.6866359447005,1736.0,527.0,193.0,934.0,ok,0,0.8718805352697095,0.996799,567,21,120.0,10.0,865.049,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,wu,ok,0,,0.8732789523809524,0.996799,0.042378238095238094,20,1.0,190.7065245208096,296.1389591380889,138.45975308078172,66.00518365717365,0.047619047619047616,0.20518349443804326,0.26513315772820745,1.0,0.0,0.0,0.0,0.0,503.55381944444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pfo_sym_high_u2600_fw3400_seed13_1200s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,0,369.471,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_sym_high_u2600_fw3400_seed13_1200s,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_sym_high_u2600_fw3400_seed13_1200s\state.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_sym_high_u2600_fw3400_seed13_1200s\action.csv,evaluation\runs\controller_stress_sweep_1200s_20260628\pfo_sym_high_u2600_fw3400_seed13_1200s\decisions,True,241,1200.0,120.0,0.3013888888888889,442.7972222222222,49.919444444444444,128.88055555555556,212.9638888888889,1469.188940092166,165.63133640552996,427.6221198156682,52.44239631336406,736.557603686636,25.46082116589862,86.3822757327189,706.6082949308756,1713.0,603.0,194.0,1016.0,ok,0,11.13870087966805,19.621549,567,21,120.0,10.0,865.049,57.0,9.6,20.095238095238095,0.0,0.0,0.0,0.0,1.56,4.1,21,pfo,ok,0,,11.112518571428572,19.621549,0.04225657142857143,20,1.0,156.41565589478734,253.65667806763304,111.5718810937067,103.29918397451006,0.0,0.0,0.0,0.0,0.8571428571428571,0.0683768590336583,0.0683768590336583,1.0,496.03819444444446,-6.906944444444434,-1.5358862462050646,-2.434722222222206,-1.1303332967946946,0.07135898617511671,0.28105749412882536,-22.917050691244185,-1.5358862462050633,-23.0,-1.3248847926267282,-34.290868626022274,-17.98096248263415
