sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,55.123474
15,15.000000,0,0.000000,0,37,0,56.993973
30,15.000000,2,480.000000,0,72,0,57.542647
45,15.000000,18,4320.000000,8,87,2,49.623172
60,15.000000,17,4080.000000,18,103,3,42.187873
75,15.000000,37,8880.000000,35,112,0,48.086036
90,15.000000,35,8400.000000,64,117,3,47.837171
105,15.000000,33,7920.000000,82,137,2,45.759525
120,15.000000,24,5760.000000,89,162,9,37.353596
135,15.000000,70,16800.000000,92,161,10,45.654652
150,15.000000,56,13440.000000,128,170,19,46.086714
165,15.000000,28,6720.000000,151,178,23,42.195412
180,15.000000,29,6960.000000,152,184,24,36.630330
195,15.000000,58,13920.000000,157,209,20,40.088922
210,15.000000,38,9120.000000,179,217,20,37.670084
225,15.000000,34,8160.000000,197,225,15,34.198738
240,15.000000,38,9120.000000,219,212,15,28.155329
255,15.000000,62,14880.000000,202,210,17,32.771966
270,15.000000,108,25920.000000,206,217,31,41.749085
285,15.000000,71,17040.000000,226,225,37,41.414524
300,15.000000,21,5040.000000,236,217,39,35.096412
315,15.000000,15,3600.000000,233,202,27,35.687548
330,15.000000,49,11760.000000,241,208,29,35.385948
345,15.000000,38,9120.000000,258,206,29,34.425900
360,15.000000,39,9360.000000,263,204,26,30.972068
375,15.000000,49,11760.000000,241,198,28,31.490367
390,15.000000,55,13200.000000,259,194,39,40.726552
405,15.000000,52,12480.000000,260,216,53,41.862138
420,15.000000,29,6960.000000,241,226,58,38.621195
435,15.000000,25,6000.000000,236,224,50,37.225730
450,15.000000,37,8880.000000,242,233,52,37.966038
465,15.000000,45,10800.000000,263,232,47,33.331162
480,15.000000,32,7680.000000,274,223,44,27.229790
495,15.000000,27,6480.000000,257,189,45,24.279324
510,15.000000,78,18720.000000,263,195,52,35.733866
525,15.000000,86,20640.000000,268,218,67,40.647191
540,15.000000,25,6000.000000,250,223,72,37.694712
555,15.000000,27,6480.000000,242,220,69,34.294919
570,15.000000,25,6000.000000,262,218,64,36.604168
585,15.000000,35,8400.000000,278,212,62,35.271346
600,15.000000,43,10320.000000,289,213,58,30.387609
615,15.000000,34,8160.000000,291,209,61,25.438119
630,15.000000,53,12720.000000,289,193,72,32.904825
645,15.000000,77,18480.000000,294,204,83,36.567383
660,15.000000,32,7680.000000,285,201,91,34.850523
675,15.000000,14,3360.000000,276,200,86,29.305371
690,15.000000,23,5520.000000,275,201,78,34.025386
705,15.000000,26,6240.000000,278,220,81,31.606681
720,15.000000,11,2640.000000,282,228,77,26.626760
735,15.000000,21,5040.000000,294,208,77,22.423137
750,15.000000,64,15360.000000,280,206,80,31.309223
765,15.000000,80,19200.000000,286,226,80,35.509832
780,15.000000,28,6720.000000,292,243,86,35.359034
795,15.000000,17,4080.000000,289,246,87,32.178898
810,15.000000,41,9840.000000,282,234,74,32.153017
825,15.000000,49,11760.000000,295,230,76,28.530148
840,15.000000,46,11040.000000,300,246,71,23.763501
855,15.000000,33,7920.000000,314,256,73,18.295500
870,15.000000,64,15360.000000,284,244,74,26.998829
885,15.000000,66,15840.000000,290,251,81,33.770994
900,15.000000,44,10560.000000,307,244,87,33.118981
