case_id,tuning_name,returncode,elapsed_sec,timed_out,case_timeout_sec,sim_period_sec,urban_volume_vph,freeway_volume_vph,control_interval_sec,rand_seed,tuning_json,state_csv,action_csv,decision_dir,stdout,stderr
mpc_00_calibrated_base_u1000_fw4200_seed13_300s,00_calibrated_base,0,75.014,False,360.0,300,1000.0,4200.0,60,13,evaluation\configs\mpc_tuning\00_calibrated_base.json,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_00_calibrated_base_u1000_fw4200_seed13_300s\state.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_00_calibrated_base_u1000_fw4200_seed13_300s\actions.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_00_calibrated_base_u1000_fw4200_seed13_300s\decisions,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_00_calibrated_base_u1000_fw4200_seed13_300s\stdout.txt,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_00_calibrated_base_u1000_fw4200_seed13_300s\stderr.txt
mpc_01_freeway_priority_u1000_fw4200_seed13_300s,01_freeway_priority,0,77.135,False,360.0,300,1000.0,4200.0,60,13,evaluation\configs\mpc_tuning\01_freeway_priority.json,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_01_freeway_priority_u1000_fw4200_seed13_300s\state.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_01_freeway_priority_u1000_fw4200_seed13_300s\actions.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_01_freeway_priority_u1000_fw4200_seed13_300s\decisions,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_01_freeway_priority_u1000_fw4200_seed13_300s\stdout.txt,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_01_freeway_priority_u1000_fw4200_seed13_300s\stderr.txt
mpc_04_smooth_low_u1000_fw4200_seed13_300s,04_smooth_low,0,76.387,False,360.0,300,1000.0,4200.0,60,13,evaluation\configs\mpc_tuning\04_smooth_low.json,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_04_smooth_low_u1000_fw4200_seed13_300s\state.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_04_smooth_low_u1000_fw4200_seed13_300s\actions.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_04_smooth_low_u1000_fw4200_seed13_300s\decisions,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_04_smooth_low_u1000_fw4200_seed13_300s\stdout.txt,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_04_smooth_low_u1000_fw4200_seed13_300s\stderr.txt
mpc_05_activation_early_u1000_fw4200_seed13_300s,05_activation_early,0,77.768,False,360.0,300,1000.0,4200.0,60,13,evaluation\configs\mpc_tuning\05_activation_early.json,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_05_activation_early_u1000_fw4200_seed13_300s\state.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_05_activation_early_u1000_fw4200_seed13_300s\actions.csv,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_05_activation_early_u1000_fw4200_seed13_300s\decisions,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_05_activation_early_u1000_fw4200_seed13_300s\stdout.txt,evaluation\runs\mpc_tuning_freeway_stress_300s_20260626\mpc_05_activation_early_u1000_fw4200_seed13_300s\stderr.txt
