sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,1800.000000,1000.000000,10.000000,10.000000,120.000000,3,0,1,0,2,0,53.655251,58.153997,0
15,1800.000000,1000.000000,10.000000,10.000000,120.000000,63,0,7,0,56,0,56.216627,86.412791,0
30,1800.000000,1000.000000,10.000000,10.000000,120.000000,137,0,19,0,115,3,58.087360,88.370185,0
45,1800.000000,1000.000000,10.000000,10.000000,120.000000,209,11,22,5,159,12,54.726598,108.589633,8
60,1800.000000,1000.000000,10.000000,10.000000,120.000000,275,44,28,10,185,8,47.227623,113.985329,42
75,1800.000000,1000.000000,10.000000,10.000000,120.000000,335,62,39,1,214,19,45.137158,105.672041,47
90,1800.000000,1000.000000,10.000000,10.000000,120.000000,373,87,42,2,207,35,42.965700,108.806018,100
105,1800.000000,1000.000000,10.000000,10.000000,120.000000,419,117,47,5,226,24,43.070354,111.848826,130
120,1800.000000,1000.000000,10.000000,10.000000,120.000000,464,138,44,4,258,20,37.841920,113.391502,176
135,1800.000000,1000.000000,10.000000,10.000000,120.000000,492,129,42,14,258,49,40.265039,115.792044,116
150,1800.000000,1000.000000,10.000000,10.000000,120.000000,524,165,37,23,262,37,42.510131,112.879638,95
165,1800.000000,1000.000000,10.000000,10.000000,120.000000,549,213,38,20,241,37,42.924149,113.171242,110
180,1800.000000,1000.000000,10.000000,10.000000,120.000000,560,228,34,30,223,45,38.340983,113.068140,163
195,1800.000000,1000.000000,10.000000,10.000000,120.000000,592,230,39,16,246,61,40.996792,106.317396,112
210,1800.000000,1000.000000,10.000000,10.000000,120.000000,622,239,38,12,285,48,41.668999,117.670472,139
225,1800.000000,1000.000000,10.000000,10.000000,120.000000,645,264,42,1,291,47,37.146646,103.666587,190
240,1800.000000,1000.000000,10.000000,10.000000,120.000000,674,305,50,2,290,27,32.075347,105.457776,278
255,1800.000000,1000.000000,10.000000,10.000000,120.000000,691,286,40,12,289,64,31.111157,108.754455,222
270,1800.000000,1000.000000,10.000000,10.000000,120.000000,733,291,41,32,323,46,36.770579,108.374097,183
285,1800.000000,1000.000000,10.000000,10.000000,120.000000,786,310,42,24,353,57,39.245622,116.654271,176
300,1800.000000,1000.000000,10.000000,10.000000,120.000000,793,317,41,26,336,73,36.646662,112.777027,214
315,1800.000000,1000.000000,10.000000,10.000000,120.000000,804,314,47,13,347,83,34.553564,102.904072,212
330,1800.000000,1000.000000,10.000000,10.000000,120.000000,818,323,50,13,369,63,35.571596,100.823535,236
345,1800.000000,1000.000000,10.000000,10.000000,120.000000,836,331,56,3,393,53,32.311347,103.862090,302
360,1800.000000,1000.000000,10.000000,10.000000,120.000000,839,360,55,3,386,35,27.918535,104.390129,384
375,1800.000000,1000.000000,10.000000,10.000000,120.000000,840,346,51,9,367,67,25.176753,104.969175,369
390,1800.000000,1000.000000,10.000000,10.000000,120.000000,867,352,53,33,373,56,30.561463,102.332943,309
405,1800.000000,1000.000000,10.000000,10.000000,120.000000,933,354,54,37,427,61,34.223525,105.177701,273
420,1800.000000,1000.000000,10.000000,10.000000,120.000000,942,357,59,35,414,77,32.911770,103.824874,316
435,1800.000000,1000.000000,10.000000,10.000000,120.000000,948,365,60,22,421,80,31.077618,101.896933,302
450,1800.000000,1000.000000,10.000000,10.000000,120.000000,953,370,62,13,443,65,30.752403,101.562747,349
465,1800.000000,1000.000000,10.000000,10.000000,120.000000,963,379,63,5,459,57,27.417783,98.345298,427
480,1800.000000,1000.000000,10.000000,10.000000,120.000000,979,396,66,2,471,44,23.930999,101.292648,495
495,1800.000000,1000.000000,10.000000,10.000000,120.000000,977,379,60,8,459,71,21.489963,105.123130,489
510,1800.000000,1000.000000,10.000000,10.000000,120.000000,984,364,46,26,478,70,26.085877,105.346704,402
525,1800.000000,1000.000000,10.000000,10.000000,120.000000,1012,373,42,31,494,72,28.070877,110.248232,377
