sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,70,0,55.501124
30,15.000000,0,0.000000,0,145,0,56.410214
45,15.000000,40,9600.000000,14,196,5,52.072317
60,15.000000,48,11520.000000,46,220,9,44.594349
75,15.000000,32,7680.000000,65,248,1,39.976115
90,15.000000,50,12000.000000,96,265,1,40.142836
105,15.000000,38,9120.000000,126,293,8,41.011333
120,15.000000,31,7440.000000,150,319,5,34.628049
135,15.000000,64,15360.000000,147,315,17,35.329581
150,15.000000,77,18480.000000,178,325,22,38.550951
165,15.000000,37,8880.000000,218,340,21,39.330864
180,15.000000,36,8640.000000,233,339,30,36.975684
195,15.000000,56,13440.000000,239,379,12,36.240065
210,15.000000,33,7920.000000,258,438,7,35.502670
225,15.000000,28,6720.000000,276,467,2,29.732564
240,15.000000,31,7440.000000,308,478,2,24.061154
255,15.000000,27,6480.000000,293,492,9,22.865419
270,15.000000,67,16080.000000,290,534,27,27.416872
285,15.000000,91,21840.000000,312,566,31,29.780304
300,15.000000,18,4320.000000,313,564,28,28.587258
315,15.000000,46,11040.000000,317,572,12,27.281268
330,15.000000,50,12000.000000,327,618,11,26.716422
345,15.000000,32,7680.000000,338,632,2,23.019513
360,15.000000,49,11760.000000,361,623,7,21.689204
375,15.000000,53,12720.000000,349,616,10,20.731890
390,15.000000,69,16560.000000,353,657,27,22.999793
405,15.000000,89,21360.000000,361,684,26,25.245883
420,15.000000,34,8160.000000,370,676,29,24.868977
435,15.000000,38,9120.000000,380,682,21,23.401414
450,15.000000,35,8400.000000,383,712,14,23.427545
465,15.000000,49,11760.000000,386,716,3,21.464453
480,15.000000,46,11040.000000,395,709,2,18.863278
495,15.000000,59,14160.000000,382,672,7,16.857759
510,15.000000,98,23520.000000,368,695,36,20.952009
525,15.000000,86,20640.000000,378,739,30,22.445864
540,15.000000,38,9120.000000,390,728,38,20.725187
555,15.000000,30,7200.000000,395,724,24,18.598494
570,15.000000,73,17520.000000,399,734,11,20.277919
585,15.000000,67,16080.000000,392,741,7,19.370710
600,15.000000,47,11280.000000,396,752,5,17.299881
615,15.000000,50,12000.000000,390,720,2,15.433142
630,15.000000,46,11040.000000,371,730,22,19.830932
645,15.000000,81,19440.000000,373,770,25,22.567838
660,15.000000,30,7200.000000,386,769,27,22.001132
675,15.000000,28,6720.000000,420,745,24,20.446746
690,15.000000,42,10080.000000,428,764,8,21.460918
705,15.000000,58,13920.000000,430,767,9,20.181306
720,15.000000,48,11520.000000,431,764,3,18.463930
735,15.000000,53,12720.000000,439,711,7,15.864294
750,15.000000,81,19440.000000,406,705,22,18.415929
765,15.000000,117,28080.000000,387,760,32,21.106930
780,15.000000,62,14880.000000,403,765,34,20.842102
795,15.000000,55,13200.000000,443,739,35,18.608715
810,15.000000,73,17520.000000,446,725,14,19.832668
825,15.000000,49,11760.000000,447,746,5,18.729725
840,15.000000,42,10080.000000,458,757,7,17.200823
855,15.000000,57,13680.000000,478,712,13,14.566338
870,15.000000,69,16560.000000,439,700,20,16.735708
885,15.000000,102,24480.000000,419,747,30,20.423675
900,15.000000,66,15840.000000,438,773,30,20.760838
