sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,53.668360
45,15.000000,32,7680.000000,13,176,5,43.912843
60,15.000000,24,5760.000000,29,231,11,38.644447
75,15.000000,46,11040.000000,53,284,8,36.824628
90,15.000000,54,12960.000000,86,324,13,34.393214
105,15.000000,49,11760.000000,110,366,18,30.418792
120,15.000000,42,10080.000000,127,406,29,23.868129
135,15.000000,46,11040.000000,138,439,33,21.039523
150,15.000000,46,11040.000000,162,472,40,19.469585
165,15.000000,46,11040.000000,193,486,46,18.179726
180,15.000000,39,9360.000000,216,522,46,16.286353
195,15.000000,43,10320.000000,219,584,39,15.981482
210,15.000000,50,12000.000000,253,613,42,16.293935
225,15.000000,51,12240.000000,286,632,36,13.877262
240,15.000000,43,10320.000000,316,646,31,13.054135
255,15.000000,37,8880.000000,333,657,40,11.037756
270,15.000000,48,11520.000000,357,685,43,10.839402
285,15.000000,49,11760.000000,372,710,45,10.234463
300,15.000000,43,10320.000000,391,737,48,9.595321
315,15.000000,59,14160.000000,405,776,39,9.423446
330,15.000000,41,9840.000000,421,782,33,9.831265
345,15.000000,44,10560.000000,428,775,35,8.763435
360,15.000000,29,6960.000000,440,778,34,8.351203
375,15.000000,35,8400.000000,446,779,40,8.338309
390,15.000000,52,12480.000000,457,780,42,7.803500
405,15.000000,27,6480.000000,482,782,49,7.333780
420,15.000000,37,8880.000000,504,787,51,7.035035
435,15.000000,40,9600.000000,510,786,46,6.880349
450,15.000000,48,11520.000000,523,815,36,7.679736
465,15.000000,37,8880.000000,540,830,33,6.964554
480,15.000000,43,10320.000000,542,828,32,6.233075
495,15.000000,59,14160.000000,541,814,35,5.633571
510,15.000000,58,13920.000000,553,829,41,5.684800
525,15.000000,61,14640.000000,569,841,47,5.015467
540,15.000000,45,10800.000000,580,834,46,4.821424
555,15.000000,35,8400.000000,582,839,42,5.929697
570,15.000000,48,11520.000000,592,857,36,7.042103
585,15.000000,32,7680.000000,600,873,35,6.566899
600,15.000000,32,7680.000000,604,864,34,5.650897
615,15.000000,31,7440.000000,614,853,38,5.145344
630,15.000000,37,8880.000000,612,846,41,4.686542
645,15.000000,27,6480.000000,617,855,48,4.455864
660,15.000000,26,6240.000000,626,878,49,4.279697
675,15.000000,24,5760.000000,624,890,52,4.400088
690,15.000000,52,12480.000000,632,909,36,5.747874
705,15.000000,55,13200.000000,630,906,37,5.753542
720,15.000000,53,12720.000000,639,896,36,4.954875
735,15.000000,33,7920.000000,656,891,39,4.917716
750,15.000000,49,11760.000000,654,883,45,4.583350
765,15.000000,32,7680.000000,660,900,45,4.198328
780,15.000000,34,8160.000000,670,898,56,3.831660
795,15.000000,36,8640.000000,671,900,61,3.560655
810,15.000000,61,14640.000000,675,918,35,4.855806
825,15.000000,40,9600.000000,684,914,34,5.170698
840,15.000000,25,6000.000000,699,905,31,4.392725
855,15.000000,21,5040.000000,699,903,35,3.770616
870,15.000000,35,8400.000000,700,890,39,3.794374
885,15.000000,29,6960.000000,697,899,38,3.551552
900,15.000000,42,10080.000000,703,906,41,3.346024
