sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,77,0,54.120255
30,15.000000,0,0.000000,0,156,0,54.246084
45,15.000000,46,11040.000000,14,211,6,47.664890
60,15.000000,42,10080.000000,47,232,15,40.824138
75,15.000000,42,10080.000000,64,250,21,34.052758
90,15.000000,50,12000.000000,105,280,23,34.708466
105,15.000000,46,11040.000000,127,321,20,31.840413
120,15.000000,58,13920.000000,138,336,32,26.496034
135,15.000000,50,12000.000000,152,356,42,23.728824
150,15.000000,65,15600.000000,187,371,50,24.806882
165,15.000000,61,14640.000000,223,399,57,24.869788
180,15.000000,47,11280.000000,250,425,62,22.091355
195,15.000000,54,12960.000000,265,486,54,21.428389
210,15.000000,48,11520.000000,298,523,49,20.633506
225,15.000000,40,9600.000000,327,560,51,17.289005
240,15.000000,35,8400.000000,353,579,48,13.315836
255,15.000000,33,7920.000000,377,591,48,12.395481
270,15.000000,37,8880.000000,416,603,51,12.106185
285,15.000000,35,8400.000000,452,606,53,11.787877
300,15.000000,42,10080.000000,478,629,57,12.259289
315,15.000000,48,11520.000000,487,675,58,11.280629
330,15.000000,38,9120.000000,507,706,53,10.550149
345,15.000000,47,11280.000000,516,715,52,9.000682
360,15.000000,25,6000.000000,514,706,48,7.244027
375,15.000000,43,10320.000000,509,715,53,7.979663
390,15.000000,38,9120.000000,516,730,59,8.364815
405,15.000000,45,10800.000000,538,761,63,7.511201
420,15.000000,25,6000.000000,563,779,68,7.444155
435,15.000000,47,11280.000000,573,767,57,7.527867
450,15.000000,54,12960.000000,592,796,55,7.534323
465,15.000000,41,9840.000000,594,822,55,6.829948
480,15.000000,24,5760.000000,595,833,56,5.995561
495,15.000000,34,8160.000000,588,836,60,6.130183
510,15.000000,45,10800.000000,599,825,62,6.346250
525,15.000000,33,7920.000000,616,841,67,5.670133
540,15.000000,45,10800.000000,642,849,69,5.113979
555,15.000000,30,7200.000000,650,846,64,5.235218
570,15.000000,41,9840.000000,656,863,56,5.952415
585,15.000000,27,6480.000000,656,872,55,5.825484
600,15.000000,27,6480.000000,662,867,54,5.371754
615,15.000000,22,5280.000000,659,874,55,5.276072
630,15.000000,40,9600.000000,661,864,55,5.674726
645,15.000000,16,3840.000000,670,882,65,4.755704
660,15.000000,14,3360.000000,689,894,72,4.533237
675,15.000000,19,4560.000000,689,889,73,4.944436
690,15.000000,32,7680.000000,687,903,55,6.242760
705,15.000000,22,5280.000000,690,911,55,6.346124
720,15.000000,21,5040.000000,700,899,59,5.515103
735,15.000000,25,6000.000000,704,899,60,4.827383
750,15.000000,61,14640.000000,699,876,64,4.069652
765,15.000000,27,6480.000000,697,887,70,3.808860
780,15.000000,42,10080.000000,701,907,71,3.646131
795,15.000000,46,11040.000000,704,918,75,3.733584
810,15.000000,42,10080.000000,696,931,60,4.838415
825,15.000000,30,7200.000000,698,944,52,5.004174
840,15.000000,50,12000.000000,702,919,50,3.965798
855,15.000000,27,6480.000000,704,920,52,3.964842
870,15.000000,54,12960.000000,696,914,53,3.910106
885,15.000000,32,7680.000000,691,928,58,3.846655
900,15.000000,36,8640.000000,694,943,64,3.584863
