sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,6,0,54.644834
15,15.000000,0,0.000000,0,72,0,54.447923
30,15.000000,3,720.000000,0,126,0,53.668360
45,15.000000,32,7680.000000,13,176,5,43.927846
60,15.000000,24,5760.000000,29,231,12,38.384907
75,15.000000,46,11040.000000,53,284,9,36.395350
90,15.000000,54,12960.000000,86,324,17,33.954274
105,15.000000,49,11760.000000,110,366,22,29.376057
120,15.000000,49,11760.000000,127,406,34,23.029109
135,15.000000,47,11280.000000,139,439,38,19.731104
150,15.000000,51,12240.000000,166,474,45,18.540855
165,15.000000,41,9840.000000,198,490,50,16.821445
180,15.000000,34,8160.000000,222,527,51,15.133990
195,15.000000,38,9120.000000,226,589,44,14.654092
210,15.000000,54,12960.000000,260,617,47,15.204478
225,15.000000,48,11520.000000,296,636,45,12.604053
240,15.000000,34,8160.000000,324,650,42,11.742368
255,15.000000,34,8160.000000,343,664,45,9.690036
270,15.000000,40,9600.000000,372,693,49,9.534595
285,15.000000,29,6960.000000,387,717,53,8.819641
300,15.000000,31,7440.000000,409,740,59,8.463115
315,15.000000,41,9840.000000,428,779,46,8.408804
330,15.000000,52,12480.000000,450,782,42,8.756577
345,15.000000,41,9840.000000,466,779,42,7.731174
360,15.000000,36,8640.000000,471,780,45,7.170210
375,15.000000,37,8880.000000,473,786,49,7.150869
390,15.000000,57,13680.000000,486,787,49,6.732943
405,15.000000,28,6720.000000,514,786,55,6.284727
420,15.000000,44,10560.000000,542,794,58,5.758458
435,15.000000,29,6960.000000,544,797,53,5.726618
450,15.000000,47,11280.000000,568,821,45,6.329521
465,15.000000,31,7440.000000,577,836,42,5.745697
480,15.000000,39,9360.000000,579,847,41,5.006727
495,15.000000,33,7920.000000,583,835,44,4.412632
510,15.000000,37,8880.000000,595,841,51,4.414787
525,15.000000,25,6000.000000,612,855,56,3.858904
540,15.000000,42,10080.000000,623,853,60,3.699803
555,15.000000,35,8400.000000,615,858,53,4.582065
570,15.000000,32,7680.000000,632,874,46,5.735754
585,15.000000,34,8160.000000,633,893,45,5.411834
600,15.000000,29,6960.000000,642,884,43,4.333237
615,15.000000,24,5760.000000,649,875,48,3.836050
630,15.000000,41,9840.000000,651,877,50,3.525219
645,15.000000,13,3120.000000,654,882,58,3.309877
660,15.000000,22,5280.000000,666,905,58,3.179731
675,15.000000,27,6480.000000,663,921,63,3.272361
690,15.000000,43,10320.000000,679,941,46,4.439464
705,15.000000,36,8640.000000,673,934,44,4.379989
720,15.000000,38,9120.000000,683,925,42,3.764299
735,15.000000,22,5280.000000,697,919,49,3.668035
750,15.000000,42,10080.000000,691,915,49,3.535350
765,15.000000,49,11760.000000,700,923,57,3.025961
780,15.000000,41,9840.000000,709,921,62,2.751160
795,15.000000,40,9600.000000,711,923,69,2.518425
810,15.000000,60,14400.000000,723,938,43,3.448167
825,15.000000,26,6240.000000,730,936,47,3.783949
840,15.000000,22,5280.000000,735,931,43,3.353332
855,15.000000,28,6720.000000,741,927,47,2.564212
870,15.000000,38,9120.000000,738,920,49,2.601542
885,15.000000,48,11520.000000,744,930,53,2.467993
900,15.000000,35,8400.000000,749,931,53,2.343605
