time_s,vehicle,connector,kind,other_link,lane,position_m,speed_kmh,residence_s,lower_time_s,upper_time_s,inferred_unique_connector_passage
385.1,2052,10482,arrival,,2,33.05,31.83,,380.1,385.1,
385.1,792,10681,arrival,,2,45.92,42.27,,380.1,385.1,
385.1,2078,10482,arrival,,2,10.04,36.86,,380.1,385.1,
385.1,2087,10482,arrival,,1,49.25,43.09,,380.1,385.1,
385.1,1578,10491,departure,129,1,219.24,53.19,15.0,380.1,385.1,
385.1,2091,10482,arrival,,1,12.74,42.08,,380.1,385.1,
385.1,1581,10491,departure,129,1,199.34,56.04,10.0,380.1,385.1,
385.1,1328,10682,departure,123,1,220.46,84.32,10.0,380.1,385.1,
385.1,2122,10482,arrival,,1,32.12,42.47,,380.1,385.1,
385.1,1647,10479,arrival,,1,154.88,125.63,,380.1,385.1,
385.1,1393,10682,departure,121,1,196.07,84.98,10.0,380.1,385.1,
385.1,1427,10682,departure,121,1,173.87,87.77,10.0,380.1,385.1,
385.1,1433,10682,departure,121,1,126.2,106.83,5.0,380.1,385.1,
385.1,1698,10479,arrival,,1,45.13,116.49,,380.1,385.1,
385.1,936,10681,arrival,,2,27.28,40.56,,380.1,385.1,
385.1,1712,10482,departure,120,1,440.18,65.79,35.0,380.1,385.1,
385.1,1717,10491,arrival,,1,124.63,95.26,,380.1,385.1,
385.1,1468,10643,departure,10641,2,206.5,110.11,10.0,380.1,385.1,
385.1,1221,10681,arrival,,2,2.94,36.04,,380.1,385.1,
385.1,1229,10639,arrival,,1,7.47,35.29,,380.1,385.1,
385.1,1485,10643,arrival,,2,32.43,108.79,,380.1,385.1,
385.1,1788,10479,arrival,,1,113.42,113.9,,380.1,385.1,
390.1,258,10681,arrival,,1,36.84,62.36,,385.1,390.1,
390.1,1544,10682,arrival,,1,76.78,101.65,,385.1,390.1,
390.1,1562,10682,arrival,,1,54.84,106.95,,385.1,390.1,
390.1,1564,10490,departure,119,1,329.62,47.62,35.0,385.1,390.1,
390.1,1569,10491,departure,129,1,194.37,60.76,10.0,385.1,390.1,
390.1,1833,10490,arrival,,1,2.89,32.45,,385.1,390.1,
390.1,2094,10484,departure,24,1,440.49,70.24,35.0,385.1,390.1,
390.1,1071,10639,departure,2,1,335.92,49.24,30.0,385.1,390.1,
390.1,1583,10682,arrival,,1,28.94,112.02,,385.1,390.1,
390.1,1335,10639,arrival,,1,32.31,38.12,,385.1,390.1,
390.1,2104,10482,arrival,,2,31.35,41.71,,385.1,390.1,
390.1,1601,10491,departure,129,1,230.58,29.65,15.0,385.1,390.1,
390.1,1346,10639,arrival,,1,7.51,38.89,,385.1,390.1,
390.1,2156,10482,arrival,,1,40.27,40.2,,385.1,390.1,
390.1,1390,10490,departure,119,1,351.48,42.64,40.0,385.1,390.1,
390.1,1647,10479,departure,125,1,154.88,125.63,5.0,385.1,390.1,
390.1,1138,10645,arrival,,1,34.52,106.21,,385.1,390.1,
390.1,1911,10482,departure,120,2,489.14,72.99,45.0,385.1,390.1,
390.1,2170,10482,arrival,,2,5.14,39.99,,385.1,390.1,
390.1,1665,10491,arrival,,1,35.13,122.92,,385.1,390.1,
390.1,1924,10482,departure,120,1,473.43,73.82,40.0,385.1,390.1,
390.1,1165,10638,arrival,,2,53.93,109.16,,385.1,390.1,
390.1,1426,10682,arrival,,1,122.84,99.84,,385.1,390.1,
390.1,1696,10479,arrival,,1,132.49,116.18,,385.1,390.1,
390.1,1957,10482,departure,120,2,451.9,69.29,40.0,385.1,390.1,
390.1,453,10681,arrival,,2,26.56,41.7,,385.1,390.1,
390.1,1741,10490,arrival,,1,33.67,30.98,,385.1,390.1,
390.1,1002,10481,departure,127,1,402.13,119.76,15.0,385.1,390.1,
390.1,243,10646,arrival,,1,42.52,44.28,,385.1,390.1,
390.1,1788,10479,departure,125,1,113.42,113.9,5.0,385.1,390.1,
390.1,1535,10682,arrival,,1,95.7,97.81,,385.1,390.1,
395.1,1294,10645,arrival,,1,48.48,96.53,,390.1,395.1,
395.1,532,10681,arrival,,2,67.23,49.04,,390.1,395.1,
395.1,1560,10682,arrival,,1,55.44,77.65,,390.1,395.1,
395.1,1567,10490,departure,119,1,364.53,18.52,40.0,390.1,395.1,
395.1,1077,10681,arrival,,2,15.52,52.45,,390.1,395.1,
395.1,1589,10682,arrival,,1,32.2,64.2,,390.1,395.1,
395.1,1593,10682,arrival,,1,150.07,104.12,,390.1,395.1,
395.1,1083,10645,arrival,,1,85.97,97.76,,390.1,395.1,
395.1,1596,10490,departure,119,1,351.42,32.7,35.0,390.1,395.1,
395.1,1615,10490,departure,119,1,330.27,40.54,35.0,390.1,395.1,
395.1,852,10483,arrival,,1,63.43,121.88,,390.1,395.1,
395.1,1120,10639,departure,2,1,356.29,60.43,35.0,390.1,395.1,
395.1,1639,10682,arrival,,1,10.54,72.42,,390.1,395.1,
395.1,877,10483,arrival,,1,94.68,119.63,,390.1,395.1,
395.1,1153,10645,arrival,,1,151.56,113.01,,390.1,395.1,
395.1,1156,10681,arrival,,1,36.06,69.96,,390.1,395.1,
395.1,1426,10682,departure,121,1,122.84,99.84,5.0,390.1,395.1,
395.1,1942,10490,arrival,,1,17.53,45.09,,390.1,395.1,
395.1,924,10483,arrival,,1,17.7,113.67,,390.1,395.1,
395.1,1438,10639,arrival,,1,37.52,41.85,,390.1,395.1,
395.1,1696,10479,departure,125,1,132.49,116.18,5.0,390.1,395.1,
395.1,1698,10479,departure,125,1,207.89,115.97,10.0,390.1,395.1,
395.1,1697,10491,arrival,,1,9.14,109.96,,390.1,395.1,
395.1,2213,10482,arrival,,2,18.37,40.1,,390.1,395.1,
395.1,1717,10491,departure,129,1,220.29,36.51,10.0,390.1,395.1,
395.1,1716,10643,arrival,,2,11.26,110.29,,390.1,395.1,
395.1,1758,10482,departure,120,1,438.52,71.07,40.0,390.1,395.1,
395.1,494,10681,arrival,,2,34.91,58.08,,390.1,395.1,
395.1,1274,10484,departure,24,1,490.65,85.41,40.0,390.1,395.1,
395.1,1535,10682,departure,121,1,95.7,97.81,5.0,390.1,395.1,
400.1,1544,10682,departure,123,1,213.7,94.91,10.0,395.1,400.1,
400.1,1804,10643,arrival,,1,46.9,114.52,,395.1,400.1,
400.1,1293,10645,arrival,,1,94.16,100.99,,395.1,400.1,
400.1,1562,10682,departure,121,1,197.25,97.45,10.0,395.1,400.1,
400.1,300,10646,arrival,,1,36.44,94.84,,395.1,400.1,
400.1,1583,10682,departure,121,1,176.47,99.76,10.0,395.1,400.1,
400.1,1593,10682,departure,121,1,150.07,104.12,5.0,395.1,400.1,
400.1,1114,10639,departure,2,1,373.54,62.08,35.0,395.1,400.1,
400.1,2144,10482,arrival,,1,21.36,44.54,,395.1,400.1,
400.1,1648,10490,departure,119,1,360.84,24.13,40.0,395.1,400.1,
400.1,1138,10645,departure,123,1,190.25,115.0,10.0,395.1,400.1,
400.1,887,10483,arrival,,1,149.04,115.52,,395.1,400.1,
400.1,1665,10491,departure,129,1,172.87,73.77,10.0,395.1,400.1,
400.1,1165,10638,departure,70,2,206.55,109.3,10.0,395.1,400.1,
400.1,1705,10484,arrival,,1,5.63,42.73,,395.1,400.1,
400.1,1200,10639,departure,2,1,354.95,59.25,35.0,395.1,400.1,
400.1,1968,10490,arrival,,1,55.92,44.22,,395.1,400.1,
400.1,1202,10639,departure,2,1,332.74,50.09,30.0,395.1,400.1,
400.1,2230,10482,arrival,,2,55.63,41.28,,395.1,400.1,
400.1,1978,10490,arrival,,1,35.4,43.08,,395.1,400.1,
400.1,1214,10645,arrival,,1,127.02,100.78,,395.1,400.1,
400.1,1485,10643,departure,71,2,306.76,72.07,15.0,395.1,400.1,
400.1,977,10638,arrival,,1,37.88,102.69,,395.1,400.1,
400.1,2256,10482,arrival,,2,30.27,40.87,,395.1,400.1,
400.1,2267,10482,arrival,,2,10.94,41.23,,395.1,400.1,
400.1,1781,10482,departure,120,1,460.65,70.59,40.0,395.1,400.1,
400.1,1019,10681,arrival,,2,59.57,63.06,,395.1,400.1,
405.1,260,10681,departure,2,1,374.13,73.31,35.0,400.1,405.1,
405.1,2053,10490,arrival,,1,12.09,43.19,,400.1,405.1,
405.1,1560,10682,departure,121,1,177.48,97.22,10.0,400.1,405.1,
405.1,1816,10643,arrival,,1,133.56,113.14,,400.1,405.1,
405.1,1829,10482,departure,120,1,478.83,76.26,45.0,400.1,405.1,
405.1,1329,10645,arrival,,1,103.98,124.14,,400.1,405.1,
405.1,1589,10682,departure,121,1,136.69,89.89,10.0,400.1,405.1,
405.1,1083,10645,departure,123,1,222.81,99.28,10.0,400.1,405.1,
405.1,1605,10682,arrival,,1,48.39,103.06,,400.1,405.1,
405.1,2119,10484,departure,24,1,454.2,71.9,40.0,400.1,405.1,
405.1,74,10681,departure,2,2,426.83,82.44,35.0,400.1,405.1,
405.1,1875,10482,departure,120,1,452.92,65.76,40.0,400.1,405.1,
405.1,852,10483,departure,124,1,232.02,120.3,10.0,400.1,405.1,
405.1,2145,10482,arrival,,1,32.13,42.88,,400.1,405.1,
405.1,877,10483,departure,125,1,261.73,119.82,10.0,400.1,405.1,
405.1,382,10681,departure,2,2,350.51,72.3,30.0,400.1,405.1,
405.1,895,10483,arrival,,1,17.97,103.54,,400.1,405.1,
405.1,1153,10645,departure,123,1,311.5,117.3,10.0,400.1,405.1,
405.1,1671,10479,arrival,,1,52.79,103.77,,400.1,405.1,
405.1,924,10483,departure,124,1,176.5,113.48,10.0,400.1,405.1,
405.1,1697,10491,departure,129,1,143.84,84.16,10.0,400.1,405.1,
405.1,1448,10484,departure,24,1,484.83,79.45,45.0,400.1,405.1,
405.1,1728,10682,arrival,,1,19.5,106.67,,400.1,405.1,
405.1,1479,10639,arrival,,1,55.69,40.17,,400.1,405.1,
405.1,2000,10482,departure,120,2,492.61,81.22,45.0,400.1,405.1,
405.1,1498,10639,arrival,,1,24.3,42.54,,400.1,405.1,
405.1,2014,10482,departure,120,2,432.43,65.0,40.0,400.1,405.1,
405.1,2272,10482,arrival,,2,46.82,42.59,,400.1,405.1,
405.1,2288,10482,arrival,,2,13.51,44.15,,400.1,405.1,
405.1,2040,10490,arrival,,1,39.61,43.62,,400.1,405.1,
410.1,1540,10639,arrival,,1,33.09,43.41,,405.1,410.1,
410.1,1802,10682,arrival,,1,78.52,112.87,,405.1,410.1,
410.1,1804,10643,departure,10641,1,215.86,114.25,10.0,405.1,410.1,
410.1,1293,10645,departure,123,1,235.91,102.67,10.0,405.1,410.1,
410.1,1294,10645,departure,123,1,320.58,99.38,15.0,405.1,410.1,
410.1,1803,10644,arrival,,1,35.92,43.13,,405.1,410.1,
410.1,2059,10490,arrival,,1,46.12,44.06,,405.1,410.1,
410.1,553,10681,departure,2,2,341.51,67.83,30.0,405.1,410.1,
410.1,1321,10645,arrival,,1,78.65,110.72,,405.1,410.1,
410.1,1076,10483,arrival,,1,45.13,114.03,,405.1,410.1,
410.1,2363,10482,arrival,,2,19.69,40.24,,405.1,410.1,
410.1,2126,10484,departure,24,1,528.28,87.2,45.0,405.1,410.1,
410.1,1105,10483,arrival,,1,12.47,120.16,,405.1,410.1,
410.1,1639,10682,departure,123,1,224.69,87.75,15.0,405.1,410.1,
410.1,1901,10643,arrival,,1,168.23,124.16,,405.1,410.1,
410.1,371,10646,arrival,,1,77.47,75.02,,405.1,410.1,
410.1,887,10483,departure,124,1,296.0,76.53,10.0,405.1,410.1,
410.1,1150,10638,arrival,,1,135.2,116.88,,405.1,410.1,
410.1,901,10483,arrival,,1,138.22,103.01,,405.1,410.1,
410.1,917,10483,arrival,,1,84.95,112.4,,405.1,410.1,
410.1,412,10681,departure,2,2,399.52,75.01,35.0,405.1,410.1,
410.1,1716,10643,departure,71,2,309.8,82.14,15.0,405.1,410.1,
410.1,1719,10644,arrival,,1,58.62,43.33,,405.1,410.1,
410.1,1214,10645,departure,123,1,267.7,101.82,10.0,405.1,410.1,
410.1,977,10638,departure,70,2,181.2,103.67,10.0,405.1,410.1,
410.1,1235,10638,arrival,,2,10.48,118.96,,405.1,410.1,
410.1,1740,10682,arrival,,1,125.53,108.0,,405.1,410.1,
410.1,727,10681,departure,2,2,371.96,76.85,30.0,405.1,410.1,
410.1,2529,10484,arrival,,1,15.74,42.53,,405.1,410.1,
410.1,1770,10682,arrival,,1,36.98,113.68,,405.1,410.1,
410.1,1521,10639,arrival,,1,56.04,40.77,,405.1,410.1,
410.1,1010,10483,arrival,,1,114.3,106.36,,405.1,410.1,
410.1,1785,10682,arrival,,1,102.23,109.07,,405.1,410.1,
415.1,1796,10682,arrival,,1,129.55,115.89,,410.1,415.1,
415.1,1802,10682,departure,121,1,78.52,112.87,5.0,410.1,415.1,
415.1,1041,10644,departure,120,1,936.51,66.97,95.0,410.1,415.1,
415.1,792,10681,departure,2,2,342.27,63.3,30.0,410.1,415.1,
415.1,1816,10643,departure,71,1,284.57,91.77,10.0,410.1,415.1,
415.1,1049,10483,arrival,,1,110.42,108.62,,410.1,415.1,
415.1,1818,10479,arrival,,1,113.57,116.72,,410.1,415.1,
415.1,1329,10645,departure,123,1,275.01,121.64,10.0,410.1,415.1,
415.1,1849,10479,arrival,,1,32.86,104.44,,410.1,415.1,
415.1,1854,10644,arrival,,1,47.09,40.81,,410.1,415.1,
415.1,1605,10682,departure,121,1,192.25,104.08,10.0,410.1,415.1,
415.1,1351,10645,arrival,,1,90.59,112.16,,410.1,415.1,
415.1,1865,10682,arrival,,1,16.02,112.36,,410.1,415.1,
415.1,2379,10482,arrival,,2,55.5,41.46,,410.1,415.1,
415.1,1868,10682,arrival,,1,93.51,122.92,,410.1,415.1,
415.1,2382,10482,arrival,,2,35.93,39.49,,410.1,415.1,
415.1,2388,10482,arrival,,2,1.48,39.94,,410.1,415.1,
415.1,601,10681,departure,2,2,362.68,67.68,35.0,410.1,415.1,
415.1,1115,10483,arrival,,1,79.34,109.12,,410.1,415.1,
415.1,1370,10645,arrival,,1,126.93,113.02,,410.1,415.1,
415.1,1887,10644,arrival,,1,22.52,42.53,,410.1,415.1,
415.1,1892,10643,arrival,,1,59.36,104.33,,410.1,415.1,
415.1,1395,10645,arrival,,1,54.65,109.26,,410.1,415.1,
415.1,1142,10483,arrival,,1,53.63,112.58,,410.1,415.1,
415.1,1150,10638,departure,70,1,135.2,116.88,5.0,410.1,415.1,
415.1,1671,10479,departure,125,1,197.51,104.61,10.0,410.1,415.1,
415.1,1936,10643,arrival,,1,26.55,103.29,,410.1,415.1,
415.1,1432,10645,arrival,,1,21.23,106.8,,410.1,415.1,
415.1,1182,10480,arrival,,1,31.35,43.91,,410.1,415.1,
415.1,1709,10491,arrival,,1,72.75,116.59,,410.1,415.1,
415.1,948,10644,departure,120,1,1004.47,72.94,105.0,410.1,415.1,
415.1,1728,10682,departure,121,1,166.02,104.27,10.0,410.1,415.1,
415.1,1734,10643,arrival,,2,121.95,113.62,,410.1,415.1,
415.1,1739,10491,arrival,,1,33.9,114.55,,410.1,415.1,
415.1,974,10644,departure,120,1,974.32,67.27,100.0,410.1,415.1,
415.1,1740,10682,departure,121,1,125.53,108.0,5.0,410.1,415.1,
415.1,721,10484,arrival,,1,43.04,55.5,,410.1,415.1,
415.1,1014,10644,departure,120,1,955.61,63.02,100.0,410.1,415.1,
415.1,1785,10682,departure,121,1,102.23,109.07,5.0,410.1,415.1,
420.1,258,10681,departure,2,2,393.98,78.37,30.0,415.1,420.1,
420.1,1796,10682,departure,121,1,129.55,115.89,5.0,415.1,420.1,
420.1,2058,10482,departure,120,1,437.73,66.38,40.0,415.1,420.1,
420.1,1818,10479,departure,125,1,113.57,116.72,5.0,415.1,420.1,
420.1,1787,10491,arrival,,1,124.41,118.39,,415.1,420.1,
420.1,1830,10491,arrival,,1,6.7,117.02,,415.1,420.1,
420.1,1321,10645,departure,123,1,230.92,108.33,10.0,415.1,420.1,
420.1,300,10646,departure,120,1,341.52,68.69,20.0,415.1,420.1,
420.1,1100,10644,departure,120,1,1007.94,62.79,100.0,415.1,420.1,
420.1,1868,10682,departure,121,1,93.51,122.92,5.0,415.1,420.1,
420.1,1866,10479,arrival,,1,148.85,112.03,,415.1,420.1,
420.1,1109,10644,departure,120,1,990.43,64.56,95.0,415.1,420.1,
420.1,1627,10490,departure,119,1,357.18,53.71,40.0,415.1,420.1,
420.1,1374,10645,arrival,,1,103.99,103.7,,415.1,420.1,
420.1,2408,10482,arrival,,2,36.36,41.31,,415.1,420.1,
420.1,1901,10643,departure,71,1,311.93,78.44,10.0,415.1,420.1,
420.1,2415,10482,arrival,,2,19.27,43.3,,415.1,420.1,
420.1,895,10483,departure,124,1,299.4,80.28,15.0,415.1,420.1,
420.1,1156,10681,departure,2,2,371.19,75.87,25.0,415.1,420.1,
420.1,901,10483,departure,124,1,272.35,78.44,10.0,415.1,420.1,
420.1,2182,10484,departure,24,1,482.78,78.67,40.0,415.1,420.1,
420.1,1933,10644,arrival,,1,32.21,43.44,,415.1,420.1,
420.1,1423,10645,arrival,,1,138.71,110.08,,415.1,420.1,
420.1,917,10483,departure,124,1,229.51,87.58,10.0,415.1,420.1,
420.1,1446,10645,arrival,,1,66.85,107.35,,415.1,420.1,
420.1,936,10681,departure,2,2,415.07,81.29,35.0,415.1,420.1,
420.1,1709,10491,departure,129,1,72.75,116.59,5.0,415.1,420.1,
420.1,1453,10645,arrival,,1,31.86,110.76,,415.1,420.1,
420.1,1220,10644,departure,120,1,974.36,68.15,85.0,415.1,420.1,
420.1,1732,10490,departure,119,1,333.93,52.12,40.0,415.1,420.1,
420.1,1235,10638,departure,70,2,176.5,117.74,10.0,415.1,420.1,
420.1,2273,10482,arrival,,1,23.19,38.41,,415.1,420.1,
420.1,2021,10644,arrival,,1,10.19,45.13,,415.1,420.1,
420.1,1254,10481,arrival,,2,38.8,113.82,,415.1,420.1,
420.1,1770,10682,departure,123,1,193.52,112.02,10.0,415.1,420.1,
420.1,2287,10482,arrival,,1,42.44,35.62,,415.1,420.1,
420.1,1010,10483,departure,124,1,252.46,82.2,10.0,415.1,420.1,
420.1,243,10646,departure,10638,1,362.53,69.43,30.0,415.1,420.1,
420.1,243,10638,arrival,,1,20.52,96.31,,415.1,420.1,
420.1,1267,10644,departure,120,1,928.04,74.44,85.0,415.1,420.1,
420.1,1780,10682,arrival,,1,138.9,111.09,,415.1,420.1,
425.1,1283,10480,arrival,,1,8.79,40.73,,420.1,425.1,
425.1,4,10484,arrival,,1,17.38,43.94,,420.1,425.1,
425.1,2320,10482,arrival,,1,12.07,44.62,,420.1,425.1,
425.1,1302,10644,departure,120,1,897.73,79.41,80.0,420.1,425.1,
425.1,1049,10483,departure,124,1,251.24,87.86,10.0,420.1,425.1,
425.1,1787,10491,departure,129,1,124.41,118.39,5.0,420.1,425.1,
425.1,2079,10482,departure,120,2,524.53,87.16,45.0,420.1,425.1,
425.1,2087,10482,departure,120,1,490.19,79.6,40.0,420.1,425.1,
425.1,2091,10482,departure,120,1,441.59,72.09,40.0,420.1,425.1,
425.1,300,10638,arrival,,2,128.56,106.67,,420.1,425.1,
425.1,1587,10638,arrival,,2,83.09,99.29,,420.1,425.1,
425.1,1076,10483,departure,124,1,301.79,44.32,15.0,420.1,425.1,
425.1,1588,10638,arrival,,2,106.74,98.21,,420.1,425.1,
425.1,1335,10639,departure,2,1,331.92,47.31,35.0,420.1,425.1,
425.1,1849,10479,departure,125,1,185.78,112.97,10.0,420.1,425.1,
425.1,1856,10681,arrival,,2,23.49,69.42,,420.1,425.1,
425.1,1351,10645,departure,123,1,248.8,115.66,10.0,420.1,425.1,
425.1,1865,10682,departure,121,1,172.25,109.35,10.0,420.1,425.1,
425.1,1866,10479,departure,125,1,148.85,112.03,5.0,420.1,425.1,
425.1,2122,10482,departure,120,2,465.54,78.06,40.0,420.1,425.1,
425.1,1609,10645,arrival,,1,3.7,115.72,,420.1,425.1,
425.1,1105,10483,departure,124,1,284.41,49.59,15.0,420.1,425.1,
425.1,1874,10479,arrival,,1,92.43,102.14,,420.1,425.1,
425.1,1367,10638,arrival,,1,98.07,93.97,,420.1,425.1,
425.1,1370,10645,departure,123,1,285.66,115.55,10.0,420.1,425.1,
425.1,1115,10483,departure,124,1,220.04,87.68,10.0,420.1,425.1,
425.1,1892,10643,departure,10641,2,204.94,103.97,10.0,420.1,425.1,
425.1,1131,10483,arrival,,1,121.16,102.99,,420.1,425.1,
425.1,371,10646,departure,120,1,285.87,75.02,15.0,420.1,425.1,
425.1,1395,10645,departure,123,1,209.32,113.46,10.0,420.1,425.1,
425.1,2466,10482,arrival,,2,59.17,42.47,,420.1,425.1,
425.1,1959,10643,arrival,,2,11.02,114.27,,420.1,425.1,
425.1,1458,10645,arrival,,1,143.05,113.19,,420.1,425.1,
425.1,1722,10646,arrival,,1,16.16,77.66,,420.1,425.1,
425.1,1213,10483,arrival,,1,96.76,107.39,,420.1,425.1,
425.1,2490,10482,arrival,,2,39.68,42.6,,420.1,425.1,
425.1,2498,10482,arrival,,2,10.29,39.72,,420.1,425.1,
425.1,453,10681,departure,2,2,412.39,56.89,35.0,420.1,425.1,
425.1,1221,10681,departure,2,2,432.62,45.25,40.0,420.1,425.1,
425.1,1734,10643,departure,10641,2,259.99,80.51,10.0,420.1,425.1,
425.1,1739,10491,departure,127,1,193.7,115.01,10.0,420.1,425.1,
425.1,1229,10639,departure,2,1,354.09,51.58,40.0,420.1,425.1,
425.1,1761,10681,arrival,,2,44.48,72.45,,420.1,425.1,
425.1,1780,10682,departure,121,1,138.9,111.09,5.0,420.1,425.1,
425.1,2035,10491,arrival,,1,37.5,107.79,,420.1,425.1,
430.1,2052,10482,departure,120,2,521.34,93.12,45.0,425.1,430.1,
430.1,532,10681,departure,2,2,432.4,4.81,35.0,425.1,430.1,
430.1,1830,10491,departure,129,1,156.07,92.23,10.0,425.1,430.1,
430.1,1833,10490,departure,119,1,341.13,56.48,40.0,425.1,430.1,
430.1,300,10638,departure,70,2,128.56,106.67,5.0,425.1,430.1,
430.1,1346,10639,departure,2,1,395.36,71.12,40.0,425.1,430.1,
430.1,2130,10490,arrival,,1,0.8,39.38,,425.1,430.1,
430.1,1883,10479,arrival,,1,131.21,108.7,,425.1,430.1,
430.1,1374,10645,departure,123,1,252.11,111.42,10.0,425.1,430.1,
430.1,1381,10644,departure,120,1,975.98,85.07,80.0,425.1,430.1,
430.1,371,10638,arrival,,2,78.27,107.08,,425.1,430.1,
430.1,1142,10483,departure,124,1,284.39,50.19,15.0,425.1,430.1,
430.1,1423,10645,departure,123,1,294.0,112.96,10.0,425.1,430.1,
430.1,1936,10643,departure,71,1,316.97,74.48,15.0,425.1,430.1,
430.1,1942,10490,departure,119,1,323.72,54.65,35.0,425.1,430.1,
430.1,1432,10645,departure,123,1,330.83,112.09,15.0,425.1,430.1,
430.1,1438,10639,departure,2,1,373.91,64.34,35.0,425.1,430.1,
430.1,1952,10682,arrival,,1,59.12,77.69,,425.1,430.1,
430.1,1186,10483,arrival,,1,65.28,114.39,,425.1,430.1,
430.1,1446,10645,departure,123,1,216.19,109.2,10.0,425.1,430.1,
430.1,1968,10490,departure,119,1,306.49,52.56,30.0,425.1,430.1,
430.1,1978,10490,departure,119,1,289.74,49.99,30.0,425.1,430.1,
430.1,2500,10482,arrival,,2,4.34,42.68,,425.1,430.1,
430.1,1484,10644,departure,120,1,947.95,79.99,75.0,425.1,430.1,
430.1,1741,10490,departure,119,1,365.05,58.11,40.0,425.1,430.1,
430.1,1996,10482,departure,120,1,465.78,51.09,50.0,425.1,430.1,
430.1,2516,10482,arrival,,2,27.88,41.66,,425.1,430.1,
430.1,2016,10482,departure,120,2,444.06,56.62,50.0,425.1,430.1,
430.1,494,10681,departure,2,2,422.7,12.74,35.0,425.1,430.1,
430.1,243,10638,departure,70,1,168.78,116.65,10.0,425.1,430.1,
435.1,2053,10490,departure,119,1,320.86,64.28,30.0,430.1,435.1,
435.1,1288,10481,arrival,,2,100.8,128.86,,430.1,435.1,
435.1,2059,10490,departure,119,1,292.24,52.33,25.0,430.1,435.1,
435.1,2326,10490,arrival,,1,13.79,43.93,,430.1,435.1,
435.1,2078,10482,departure,120,2,514.43,74.17,50.0,430.1,435.1,
435.1,1310,10481,arrival,,1,105.95,113.6,,430.1,435.1,
435.1,2346,10482,arrival,,1,29.15,40.23,,430.1,435.1,
435.1,2351,10482,arrival,,1,8.87,43.02,,430.1,435.1,
435.1,1587,10638,departure,70,2,222.71,105.13,10.0,430.1,435.1,
435.1,1588,10638,departure,70,2,246.32,105.95,10.0,430.1,435.1,
435.1,1077,10681,departure,2,2,433.53,27.84,40.0,430.1,435.1,
435.1,2104,10482,departure,120,1,498.19,52.26,45.0,430.1,435.1,
435.1,1874,10479,departure,125,1,240.87,111.27,10.0,430.1,435.1,
435.1,2132,10490,arrival,,1,37.34,42.74,,430.1,435.1,
435.1,1878,10491,arrival,,1,134.43,101.55,,430.1,435.1,
435.1,1367,10638,departure,70,1,240.71,106.92,10.0,430.1,435.1,
435.1,1883,10479,departure,125,1,131.21,108.7,5.0,430.1,435.1,
435.1,1372,10483,arrival,,1,69.72,125.47,,430.1,435.1,
435.1,1131,10483,departure,124,1,254.6,89.71,10.0,430.1,435.1,
435.1,2156,10482,departure,120,1,516.2,52.28,45.0,430.1,435.1,
435.1,1909,10479,arrival,,1,127.3,106.86,,430.1,435.1,
435.1,2170,10482,departure,120,2,483.84,76.39,45.0,430.1,435.1,
435.1,1915,10491,arrival,,1,10.28,112.67,,430.1,435.1,
435.1,2436,10482,arrival,,2,18.84,40.15,,430.1,435.1,
435.1,1182,10480,departure,10491,1,241.79,78.5,20.0,430.1,435.1,
435.1,1182,10491,arrival,,1,90.48,99.37,,430.1,435.1,
435.1,1441,10644,departure,120,1,927.65,75.38,75.0,430.1,435.1,
435.1,1453,10645,departure,123,1,335.96,109.45,15.0,430.1,435.1,
435.1,1198,10481,arrival,,2,35.73,107.18,,430.1,435.1,
435.1,1969,10479,arrival,,1,92.11,101.41,,430.1,435.1,
435.1,1458,10645,departure,123,1,299.39,112.11,10.0,430.1,435.1,
435.1,1213,10483,departure,124,1,235.25,92.4,10.0,430.1,435.1,
435.1,1466,10638,arrival,,2,32.56,107.88,,430.1,435.1,
435.1,1479,10639,departure,2,1,336.11,47.39,30.0,430.1,435.1,
435.1,1997,10682,arrival,,1,50.09,96.22,,430.1,435.1,
435.1,2004,10682,arrival,,1,25.62,88.2,,430.1,435.1,
435.1,2005,10682,arrival,,1,6.94,86.7,,430.1,435.1,
435.1,1254,10481,departure,127,2,352.04,113.65,15.0,430.1,435.1,
435.1,1253,10483,arrival,,1,125.8,127.79,,430.1,435.1,
435.1,2035,10491,departure,129,1,170.87,82.87,10.0,430.1,435.1,
435.1,2040,10490,departure,119,1,350.21,68.66,30.0,430.1,435.1,
435.1,1019,10681,departure,2,2,420.13,20.52,35.0,430.1,435.1,
440.1,1540,10639,departure,2,1,327.07,48.04,30.0,435.1,440.1,
440.1,2370,10482,arrival,,2,56.31,42.2,,435.1,440.1,
440.1,2118,10682,arrival,,1,37.06,70.97,,435.1,440.1,
440.1,1609,10645,departure,123,1,329.48,116.19,15.0,435.1,440.1,
440.1,2383,10482,arrival,,1,13.44,32.8,,435.1,440.1,
440.1,1878,10491,departure,129,1,134.43,101.55,5.0,435.1,440.1,
440.1,2144,10482,departure,120,1,486.32,77.02,40.0,435.1,440.1,
440.1,371,10638,departure,70,1,236.27,117.67,10.0,435.1,440.1,
440.1,1909,10479,departure,125,1,127.3,106.86,5.0,435.1,440.1,
440.1,1952,10682,departure,121,1,182.62,99.1,10.0,435.1,440.1,
440.1,1186,10483,departure,124,1,223.86,113.1,10.0,435.1,440.1,
440.1,2213,10482,departure,120,1,518.25,81.46,45.0,435.1,440.1,
