time_s,vehicle,connector,kind,other_link,lane,position_m,speed_kmh,residence_s,lower_time_s,upper_time_s,inferred_unique_connector_passage
95.1,63,10482,arrival,,1,5.38,43.34,,90.1,95.1,
95.1,31,10482,arrival,,2,44.85,42.83,,90.1,95.1,
105.1,68,10482,arrival,,1,38.56,40.73,,100.1,105.1,
110.1,106,10482,arrival,,1,10.32,45.72,,105.1,110.1,
110.1,11,10490,arrival,,1,20.87,44.58,,105.1,110.1,
115.1,5,10479,arrival,,1,162.93,117.05,,110.1,115.1,
115.1,15,10490,arrival,,1,2.09,39.76,,110.1,115.1,
115.1,17,10479,arrival,,1,128.54,119.89,,110.1,115.1,
115.1,160,10482,arrival,,1,6.88,43.84,,110.1,115.1,
120.1,5,10479,departure,125,1,162.93,117.05,5.0,115.1,120.1,
120.1,36,10490,arrival,,1,34.87,43.2,,115.1,120.1,
120.1,17,10479,departure,125,1,128.54,119.89,5.0,115.1,120.1,
120.1,179,10482,arrival,,1,42.57,43.01,,115.1,120.1,
120.1,26,10479,arrival,,1,117.34,122.47,,115.1,120.1,
125.1,10,10491,arrival,,1,75.59,114.35,,120.1,125.1,
125.1,144,10482,arrival,,1,54.89,42.12,,120.1,125.1,
125.1,29,10479,arrival,,1,93.31,110.0,,120.1,125.1,
125.1,26,10479,departure,125,1,117.34,122.47,5.0,120.1,125.1,
130.1,198,10482,arrival,,1,41.14,41.93,,125.1,130.1,
130.1,245,10482,arrival,,1,20.2,43.25,,125.1,130.1,
135.1,10,10491,departure,127,1,223.3,76.13,10.0,130.1,135.1,
135.1,29,10479,departure,125,1,244.35,106.88,10.0,130.1,135.1,
135.1,31,10482,departure,120,2,513.79,92.02,40.0,130.1,135.1,
135.1,32,10491,arrival,,1,151.86,97.22,,130.1,135.1,
135.1,44,10491,arrival,,1,119.05,104.81,,130.1,135.1,
135.1,52,10482,arrival,,2,37.28,30.12,,130.1,135.1,
135.1,63,10482,departure,120,1,445.16,71.59,40.0,130.1,135.1,
135.1,90,10482,arrival,,2,12.95,34.25,,130.1,135.1,
135.1,94,10490,arrival,,1,28.23,40.09,,130.1,135.1,
135.1,102,10490,arrival,,1,8.36,42.1,,130.1,135.1,
135.1,239,10482,arrival,,1,30.71,41.52,,130.1,135.1,
135.1,249,10482,arrival,,1,55.79,44.51,,130.1,135.1,
140.1,71,10479,arrival,,1,60.22,107.83,,135.1,140.1,
140.1,137,10490,arrival,,1,40.62,44.55,,135.1,140.1,
140.1,11,10490,departure,119,1,348.59,71.52,30.0,135.1,140.1,
140.1,153,10490,arrival,,1,15.86,43.11,,135.1,140.1,
140.1,32,10491,departure,129,1,151.86,97.22,5.0,135.1,140.1,
140.1,44,10491,departure,129,1,119.05,104.81,5.0,135.1,140.1,
140.1,117,10479,arrival,,1,24.34,101.42,,135.1,140.1,
140.1,60,10479,arrival,,1,136.2,118.96,,135.1,140.1,
145.1,131,10479,arrival,,1,107.01,106.14,,140.1,145.1,
145.1,68,10482,departure,120,2,456.22,68.68,40.0,140.1,145.1,
145.1,15,10490,departure,119,1,287.67,47.77,30.0,140.1,145.1,
145.1,60,10479,departure,125,1,136.2,118.96,5.0,140.1,145.1,
150.1,71,10479,departure,125,1,212.35,111.24,10.0,145.1,150.1,
150.1,199,10490,arrival,,1,17.65,41.49,,145.1,150.1,
150.1,262,10482,arrival,,2,37.71,33.91,,145.1,150.1,
150.1,269,10482,arrival,,1,5.31,41.89,,145.1,150.1,
150.1,20,10643,arrival,,1,126.01,115.09,,145.1,150.1,
150.1,214,10482,arrival,,1,52.46,43.43,,145.1,150.1,
150.1,284,10482,arrival,,2,12.74,38.14,,145.1,150.1,
150.1,36,10490,departure,119,1,355.31,76.68,30.0,145.1,150.1,
150.1,106,10482,departure,120,1,476.03,80.35,40.0,145.1,150.1,
150.1,45,10643,arrival,,2,89.51,116.64,,145.1,150.1,
150.1,117,10479,departure,125,1,170.02,108.08,10.0,145.1,150.1,
150.1,250,10482,arrival,,1,26.61,40.26,,145.1,150.1,
155.1,131,10479,departure,125,1,256.13,108.87,10.0,150.1,155.1,
155.1,266,10482,arrival,,1,43.51,40.19,,150.1,155.1,
155.1,329,10482,arrival,,2,28.95,41.18,,150.1,155.1,
155.1,152,10491,arrival,,1,140.67,115.14,,150.1,155.1,
155.1,160,10482,departure,120,1,457.16,73.07,40.0,150.1,155.1,
155.1,226,10490,arrival,,1,43.6,41.77,,150.1,155.1,
155.1,293,10482,arrival,,2,46.65,37.88,,150.1,155.1,
155.1,297,10482,arrival,,1,22.23,41.51,,150.1,155.1,
155.1,43,10644,arrival,,1,11.34,39.97,,150.1,155.1,
155.1,363,10482,arrival,,2,8.12,40.61,,150.1,155.1,
155.1,177,10491,arrival,,1,104.39,117.3,,150.1,155.1,
160.1,325,10482,arrival,,2,40.4,40.71,,155.1,160.1,
160.1,20,10643,departure,71,1,278.81,94.06,10.0,155.1,160.1,
160.1,341,10482,arrival,,1,37.01,41.07,,155.1,160.1,
160.1,152,10491,departure,127,1,140.67,115.14,5.0,155.1,160.1,
160.1,98,10643,arrival,,1,46.38,112.6,,155.1,160.1,
160.1,298,10482,arrival,,1,57.09,42.32,,155.1,160.1,
160.1,45,10643,departure,71,2,252.39,114.92,10.0,155.1,160.1,
160.1,177,10491,departure,129,1,104.39,117.3,5.0,155.1,160.1,
160.1,179,10482,departure,120,1,499.24,80.32,40.0,155.1,160.1,
160.1,55,10644,arrival,,1,47.58,38.58,,155.1,160.1,
165.1,133,10479,arrival,,1,16.52,109.58,,160.1,165.1,
165.1,392,10482,arrival,,1,2.06,37.58,,160.1,165.1,
165.1,144,10482,departure,120,2,514.0,84.87,40.0,160.1,165.1,
165.1,94,10490,departure,119,1,314.65,60.56,30.0,160.1,165.1,
165.1,102,10490,departure,119,1,293.97,51.26,30.0,160.1,165.1,
165.1,104,10479,arrival,,1,54.67,106.86,,160.1,165.1,
165.1,315,10482,arrival,,1,46.74,33.68,,160.1,165.1,
170.1,198,10482,departure,120,2,485.15,81.67,40.0,165.1,170.1,
170.1,137,10490,departure,119,1,365.06,76.08,30.0,165.1,170.1,
170.1,400,10482,arrival,,1,15.66,42.47,,165.1,170.1,
170.1,153,10490,departure,119,1,323.48,58.57,30.0,165.1,170.1,
170.1,157,10479,arrival,,1,99.61,113.71,,165.1,170.1,
170.1,98,10643,departure,10641,1,202.28,110.44,10.0,165.1,170.1,
170.1,169,10644,arrival,,1,43.48,41.47,,165.1,170.1,
170.1,245,10482,departure,120,2,451.14,66.84,40.0,165.1,170.1,
170.1,249,10482,departure,120,1,430.52,68.46,35.0,165.1,170.1,
175.1,387,10482,arrival,,1,35.96,43.24,,170.1,175.1,
175.1,133,10479,departure,125,1,168.25,108.79,10.0,170.1,175.1,
175.1,141,10643,arrival,,2,145.89,107.55,,170.1,175.1,
175.1,461,10482,arrival,,1,2.37,44.59,,170.1,175.1,
175.1,220,10479,arrival,,1,128.75,102.54,,170.1,175.1,
175.1,159,10643,arrival,,2,79.52,112.75,,170.1,175.1,
175.1,162,10491,arrival,,1,91.84,119.1,,170.1,175.1,
175.1,166,10643,arrival,,1,43.78,114.04,,170.1,175.1,
175.1,229,10644,arrival,,1,51.13,43.27,,170.1,175.1,
175.1,104,10479,departure,125,1,203.38,107.28,10.0,170.1,175.1,
175.1,239,10482,departure,120,2,455.18,68.88,40.0,170.1,175.1,
175.1,442,10482,arrival,,2,16.79,44.72,,170.1,175.1,
180.1,157,10479,departure,125,1,256.19,112.82,10.0,175.1,180.1,
180.1,162,10491,departure,129,1,91.84,119.1,5.0,175.1,180.1,
180.1,181,10643,arrival,,2,149.73,116.07,,175.1,180.1,
180.1,199,10490,departure,119,1,310.8,59.24,30.0,175.1,180.1,
180.1,206,10643,arrival,,2,85.13,119.35,,175.1,180.1,
180.1,90,10482,departure,120,2,489.8,83.45,45.0,175.1,180.1,
180.1,220,10479,departure,125,1,128.75,102.54,5.0,175.1,180.1,
180.1,231,10643,arrival,,2,41.56,123.23,,175.1,180.1,
180.1,234,10479,arrival,,1,137.32,104.43,,175.1,180.1,
180.1,375,10482,arrival,,2,17.4,30.17,,175.1,180.1,
185.1,258,10491,arrival,,1,119.25,106.46,,180.1,185.1,
185.1,514,10482,arrival,,2,28.4,38.07,,180.1,185.1,
185.1,7,10639,arrival,,1,10.05,40.64,,180.1,185.1,
185.1,518,10482,arrival,,2,5.84,36.45,,180.1,185.1,
185.1,141,10643,departure,71,2,293.62,100.97,10.0,180.1,185.1,
185.1,283,10644,arrival,,1,38.84,42.33,,180.1,185.1,
185.1,159,10643,departure,10641,2,235.54,111.44,10.0,180.1,185.1,
185.1,166,10643,departure,10641,2,202.05,113.82,10.0,180.1,185.1,
185.1,306,10479,arrival,,1,69.18,111.47,,180.1,185.1,
185.1,582,10482,arrival,,1,28.86,40.28,,180.1,185.1,
185.1,462,10482,arrival,,1,51.09,43.04,,180.1,185.1,
185.1,336,10479,arrival,,1,34.56,109.92,,180.1,185.1,
185.1,607,10482,arrival,,1,0.92,39.13,,180.1,185.1,
185.1,226,10490,departure,119,1,352.45,67.89,30.0,180.1,185.1,
185.1,234,10479,departure,125,1,137.32,104.43,5.0,180.1,185.1,
185.1,118,10682,arrival,,1,87.73,119.41,,180.1,185.1,
185.1,252,10491,arrival,,1,152.52,103.31,,180.1,185.1,
190.1,258,10491,departure,129,1,119.25,106.46,5.0,185.1,190.1,
190.1,278,10491,arrival,,1,59.93,105.1,,185.1,190.1,
190.1,300,10491,arrival,,1,29.65,109.36,,185.1,190.1,
190.1,554,10482,arrival,,2,15.5,41.47,,185.1,190.1,
190.1,682,10482,arrival,,1,6.38,43.21,,185.1,190.1,
190.1,52,10482,departure,120,2,495.74,56.29,55.0,185.1,190.1,
190.1,181,10643,departure,71,2,303.44,91.93,10.0,185.1,190.1,
190.1,180,10682,arrival,,1,52.23,109.67,,185.1,190.1,
190.1,309,10643,arrival,,1,20.2,116.65,,185.1,190.1,
190.1,566,10482,arrival,,2,36.96,41.52,,185.1,190.1,
190.1,585,10482,arrival,,1,34.3,41.11,,185.1,190.1,
190.1,206,10643,departure,10641,2,248.23,108.97,10.0,185.1,190.1,
190.1,214,10482,departure,120,1,524.32,84.59,40.0,185.1,190.1,
190.1,355,10479,arrival,,1,23.75,107.78,,185.1,190.1,
190.1,231,10643,departure,10641,2,210.54,118.58,10.0,185.1,190.1,
190.1,364,10490,arrival,,1,33.92,44.11,,185.1,190.1,
190.1,118,10682,departure,121,1,87.73,119.41,5.0,185.1,190.1,
190.1,250,10482,departure,120,1,431.62,66.1,40.0,185.1,190.1,
190.1,252,10491,departure,129,1,152.52,103.31,5.0,185.1,190.1,
195.1,266,10482,departure,120,1,482.1,84.99,40.0,190.1,195.1,
195.1,395,10490,arrival,,1,45.67,44.48,,190.1,195.1,
195.1,269,10482,departure,120,2,515.04,82.6,45.0,190.1,195.1,
195.1,653,10482,arrival,,2,45.33,40.42,,190.1,195.1,
195.1,399,10479,arrival,,1,78.47,113.21,,190.1,195.1,
195.1,411,10490,arrival,,1,4.69,43.44,,190.1,195.1,
195.1,297,10482,departure,120,1,433.17,61.17,40.0,190.1,195.1,
195.1,170,10682,arrival,,1,45.33,111.16,,190.1,195.1,
195.1,306,10479,departure,125,1,226.32,114.82,10.0,190.1,195.1,
195.1,714,10482,arrival,,2,7.27,40.19,,190.1,195.1,
195.1,336,10479,departure,125,1,188.45,111.68,10.0,190.1,195.1,
195.1,344,10491,arrival,,1,73.49,105.94,,190.1,195.1,
200.1,262,10482,departure,120,2,485.01,50.49,50.0,195.1,200.1,
200.1,278,10491,departure,129,1,194.37,88.12,10.0,195.1,200.1,
200.1,284,10482,departure,120,2,462.54,51.24,50.0,195.1,200.1,
200.1,298,10482,departure,120,1,510.47,83.13,40.0,195.1,200.1,
200.1,300,10491,departure,129,1,170.74,93.48,10.0,195.1,200.1,
200.1,430,10479,arrival,,1,4.07,110.54,,195.1,200.1,
200.1,180,10682,departure,123,1,205.81,111.48,10.0,195.1,200.1,
200.1,309,10643,departure,10641,1,184.93,120.57,10.0,195.1,200.1,
200.1,197,10682,arrival,,1,121.45,111.58,,195.1,200.1,
200.1,590,10482,arrival,,1,40.36,33.01,,195.1,200.1,
200.1,722,10482,arrival,,2,4.42,42.26,,195.1,200.1,
200.1,341,10482,departure,120,1,479.0,79.79,40.0,195.1,200.1,
200.1,730,10482,arrival,,2,25.06,43.3,,195.1,200.1,
200.1,736,10482,arrival,,2,42.83,42.14,,195.1,200.1,
200.1,355,10479,departure,125,1,182.84,117.85,10.0,195.1,200.1,
200.1,106,10645,arrival,,1,16.09,138.44,,195.1,200.1,
200.1,363,10482,departure,120,1,443.18,72.98,45.0,195.1,200.1,
200.1,241,10682,arrival,,1,86.13,109.06,,195.1,200.1,
200.1,372,10491,arrival,,1,45.27,113.28,,195.1,200.1,
200.1,253,10682,arrival,,1,5.15,110.8,,195.1,200.1,
205.1,644,10482,arrival,,1,52.77,39.67,,200.1,205.1,
205.1,399,10479,departure,125,1,236.15,111.58,10.0,200.1,205.1,
205.1,401,10484,arrival,,1,8.94,40.95,,200.1,205.1,
205.1,531,10490,arrival,,1,4.49,41.52,,200.1,205.1,
205.1,788,10482,arrival,,2,24.46,42.16,,200.1,205.1,
205.1,790,10482,arrival,,2,44.14,40.51,,200.1,205.1,
205.1,291,10682,arrival,,1,84.99,117.83,,200.1,205.1,
205.1,293,10482,departure,120,1,523.02,67.58,50.0,200.1,205.1,
205.1,170,10682,departure,123,1,200.88,112.78,10.0,200.1,205.1,
205.1,301,10682,arrival,,1,110.48,115.3,,200.1,205.1,
205.1,178,10639,arrival,,1,25.42,43.66,,200.1,205.1,
205.1,949,10484,arrival,,1,31.84,43.1,,200.1,205.1,
205.1,450,10479,arrival,,1,125.47,114.95,,200.1,205.1,
205.1,197,10682,departure,121,1,121.45,111.58,5.0,200.1,205.1,
205.1,325,10482,departure,120,1,503.32,68.41,45.0,200.1,205.1,
205.1,329,10482,departure,120,2,503.02,57.23,50.0,200.1,205.1,
205.1,457,10479,arrival,,1,57.36,112.72,,200.1,205.1,
205.1,344,10491,departure,129,1,209.05,80.99,10.0,200.1,205.1,
205.1,476,10490,arrival,,1,52.71,44.78,,200.1,205.1,
205.1,241,10682,departure,121,1,86.13,109.06,5.0,200.1,205.1,
210.1,160,10645,arrival,,1,12.72,126.97,,205.1,210.1,
210.1,291,10682,departure,121,1,84.99,117.83,5.0,205.1,210.1,
210.1,550,10490,arrival,,1,37.11,43.77,,205.1,210.1,
210.1,807,10482,arrival,,2,52.32,41.05,,205.1,210.1,
210.1,301,10682,departure,121,1,110.48,115.3,5.0,205.1,210.1,
210.1,430,10479,departure,125,1,161.95,115.82,10.0,205.1,210.1,
210.1,814,10482,arrival,,2,12.52,40.12,,205.1,210.1,
210.1,441,10484,arrival,,1,34.41,42.34,,205.1,210.1,
210.1,825,10482,arrival,,2,32.25,41.69,,205.1,210.1,
210.1,450,10479,departure,125,1,125.47,114.95,5.0,205.1,210.1,
210.1,485,10479,arrival,,1,117.35,124.15,,205.1,210.1,
210.1,106,10645,departure,123,1,210.43,139.64,10.0,205.1,210.1,
210.1,748,10482,arrival,,1,52.93,41.11,,205.1,210.1,
210.1,372,10491,departure,127,1,184.9,86.42,10.0,205.1,210.1,
210.1,508,10479,arrival,,1,76.35,117.5,,205.1,210.1,
210.1,253,10682,departure,121,1,160.48,112.43,10.0,205.1,210.1,
210.1,510,10479,arrival,,1,38.68,112.04,,205.1,210.1,
215.1,387,10482,departure,120,1,453.8,65.94,40.0,210.1,215.1,
215.1,392,10482,departure,120,1,496.6,78.81,50.0,210.1,215.1,
215.1,400,10482,departure,120,1,472.43,69.04,45.0,210.1,215.1,
215.1,536,10479,arrival,,1,40.81,114.49,,210.1,215.1,
215.1,824,10482,arrival,,1,55.19,41.2,,210.1,215.1,
215.1,442,10482,departure,120,2,475.17,65.61,40.0,210.1,215.1,
215.1,315,10482,departure,120,2,509.21,60.15,50.0,210.1,215.1,
215.1,70,10645,arrival,,1,140.85,128.18,,210.1,215.1,
215.1,457,10479,departure,125,1,214.73,113.9,10.0,210.1,215.1,
215.1,461,10482,departure,120,1,434.58,62.92,40.0,210.1,215.1,
215.1,589,10479,arrival,,1,6.26,109.88,,210.1,215.1,
215.1,474,10491,arrival,,1,67.99,110.32,,210.1,215.1,
215.1,858,10482,arrival,,2,48.46,41.02,,210.1,215.1,
215.1,485,10479,departure,125,1,117.35,124.15,5.0,210.1,215.1,
215.1,879,10482,arrival,,2,9.17,40.78,,210.1,215.1,
220.1,7,10639,departure,2,1,355.85,60.77,35.0,215.1,220.1,
220.1,904,10482,arrival,,2,27.42,41.92,,215.1,220.1,
220.1,395,10490,departure,119,1,294.24,52.11,25.0,215.1,220.1,
220.1,524,10491,arrival,,1,53.61,112.81,,215.1,220.1,
220.1,150,10645,arrival,,1,84.84,117.32,,215.1,220.1,
220.1,160,10645,departure,123,1,191.0,128.56,10.0,215.1,220.1,
220.1,933,10482,arrival,,2,6.09,42.14,,215.1,220.1,
220.1,179,10645,arrival,,1,125.06,120.44,,215.1,220.1,
220.1,364,10490,departure,119,1,365.01,76.32,30.0,215.1,220.1,
220.1,244,10639,arrival,,1,33.28,40.53,,215.1,220.1,
220.1,891,10482,arrival,,2,45.32,38.77,,215.1,220.1,
220.1,508,10479,departure,125,1,245.02,123.09,10.0,215.1,220.1,
220.1,510,10479,departure,125,1,197.2,115.68,10.0,215.1,220.1,
225.1,268,10643,arrival,,1,50.11,100.13,,220.1,225.1,
225.1,536,10479,departure,125,1,201.6,116.51,10.0,220.1,225.1,
225.1,411,10490,departure,119,1,325.79,67.69,30.0,220.1,225.1,
225.1,941,10482,arrival,,2,24.64,40.29,,220.1,225.1,
225.1,963,10482,arrival,,2,5.81,40.26,,220.1,225.1,
225.1,70,10645,departure,123,1,316.45,124.59,10.0,220.1,225.1,
225.1,582,10482,departure,120,1,437.01,69.9,40.0,220.1,225.1,
225.1,589,10479,departure,125,1,165.35,117.09,10.0,220.1,225.1,
225.1,462,10482,departure,120,2,516.5,82.73,40.0,220.1,225.1,
225.1,217,10643,arrival,,1,88.51,100.74,,220.1,225.1,
225.1,474,10491,departure,127,1,216.16,87.6,10.0,220.1,225.1,
225.1,634,10490,arrival,,1,19.17,42.95,,220.1,225.1,
230.1,524,10491,departure,127,1,195.25,87.6,10.0,225.1,230.1,
230.1,657,10484,arrival,,1,52.89,42.42,,225.1,230.1,
230.1,150,10645,departure,123,1,250.6,119.34,10.0,225.1,230.1,
230.1,935,10482,arrival,,2,25.4,40.28,,225.1,230.1,
230.1,682,10482,departure,120,1,432.58,66.75,40.0,225.1,230.1,
230.1,179,10645,departure,123,1,291.19,118.25,10.0,225.1,230.1,
230.1,690,10490,arrival,,1,25.05,42.27,,225.1,230.1,
230.1,585,10482,departure,120,2,458.25,72.71,40.0,225.1,230.1,
230.1,476,10490,departure,119,1,306.79,63.05,25.0,225.1,230.1,
230.1,605,10491,arrival,,1,38.67,104.93,,225.1,230.1,
230.1,607,10482,departure,120,1,486.72,75.05,45.0,225.1,230.1,
230.1,615,10479,arrival,,1,142.79,119.85,,225.1,230.1,
230.1,621,10479,arrival,,1,72.47,107.14,,225.1,230.1,
235.1,514,10482,departure,120,2,446.19,58.87,50.0,230.1,235.1,
235.1,653,10482,departure,120,1,454.25,73.82,40.0,230.1,235.1,
235.1,531,10490,departure,119,1,295.01,51.38,30.0,230.1,235.1,
235.1,554,10482,departure,120,2,507.17,92.07,45.0,230.1,235.1,
235.1,688,10490,arrival,,1,51.79,40.78,,230.1,235.1,
235.1,178,10639,departure,2,1,329.44,50.56,30.0,230.1,235.1,
235.1,566,10482,departure,120,1,423.53,62.85,45.0,230.1,235.1,
235.1,217,10643,departure,10641,1,223.43,85.86,10.0,230.1,235.1,
235.1,615,10479,departure,125,1,142.79,119.85,5.0,230.1,235.1,
235.1,375,10482,departure,120,2,470.46,60.65,55.0,230.1,235.1,
240.1,518,10482,departure,120,2,514.91,63.43,55.0,235.1,240.1,
240.1,268,10643,departure,10641,1,296.31,61.06,15.0,235.1,240.1,
240.1,140,10681,arrival,,2,16.42,63.72,,235.1,240.1,
240.1,546,10643,arrival,,2,75.82,119.31,,235.1,240.1,
240.1,550,10490,departure,119,1,364.26,76.87,30.0,235.1,240.1,
240.1,43,10644,departure,120,1,954.82,86.76,85.0,235.1,240.1,
240.1,310,10682,arrival,,1,74.77,84.83,,235.1,240.1,
240.1,55,10644,departure,120,1,932.17,79.67,80.0,235.1,240.1,
240.1,59,10638,arrival,,2,138.59,100.57,,235.1,240.1,
240.1,714,10482,departure,120,1,487.91,77.13,45.0,235.1,240.1,
240.1,846,10490,arrival,,1,18.19,40.75,,235.1,240.1,
240.1,722,10482,departure,120,2,435.09,71.18,40.0,235.1,240.1,
240.1,730,10482,departure,120,1,465.71,78.97,40.0,235.1,240.1,
240.1,348,10682,arrival,,1,41.65,64.29,,235.1,240.1,
240.1,605,10491,departure,129,1,174.25,87.98,10.0,235.1,240.1,
240.1,736,10482,departure,120,2,458.45,66.2,40.0,235.1,240.1,
240.1,352,10682,arrival,,1,30.71,68.34,,235.1,240.1,
240.1,621,10479,departure,125,1,220.61,104.84,10.0,235.1,240.1,
240.1,493,10643,arrival,,1,105.82,102.78,,235.1,240.1,
240.1,115,10681,arrival,,2,37.53,69.48,,235.1,240.1,
240.1,505,10643,arrival,,1,71.12,95.15,,235.1,240.1,
240.1,381,10682,arrival,,1,4.1,77.3,,235.1,240.1,
245.1,385,10682,arrival,,1,82.29,69.8,,240.1,245.1,
245.1,788,10482,departure,120,2,453.64,74.48,40.0,240.1,245.1,
245.1,790,10482,departure,120,1,506.27,90.03,40.0,240.1,245.1,
245.1,918,10482,arrival,,1,15.95,32.48,,240.1,245.1,
245.1,414,10682,arrival,,1,61.22,68.92,,240.1,245.1,
245.1,288,10681,arrival,,2,84.53,67.3,,240.1,245.1,
245.1,161,10681,arrival,,2,22.79,73.93,,240.1,245.1,
245.1,416,10682,arrival,,1,38.26,74.45,,240.1,245.1,
245.1,949,10484,departure,24,1,480.94,77.91,40.0,240.1,245.1,
245.1,468,10682,arrival,,1,17.88,80.32,,240.1,245.1,
245.1,214,10645,arrival,,1,13.05,119.93,,240.1,245.1,
245.1,630,10479,arrival,,1,53.77,107.94,,240.1,245.1,
250.1,401,10484,departure,24,1,517.49,80.7,45.0,245.1,250.1,
250.1,546,10643,departure,71,2,241.6,119.41,10.0,245.1,250.1,
250.1,801,10479,arrival,,1,13.11,105.59,,245.1,250.1,
250.1,807,10482,departure,120,2,488.95,80.18,40.0,245.1,250.1,
250.1,169,10644,departure,120,1,961.7,87.87,80.0,245.1,250.1,
250.1,680,10479,arrival,,1,129.02,109.07,,245.1,250.1,
250.1,814,10482,departure,120,2,433.02,67.94,40.0,245.1,250.1,
250.1,174,10481,arrival,,1,58.28,118.11,,245.1,250.1,
250.1,310,10682,departure,123,1,205.36,102.49,10.0,245.1,250.1,
250.1,441,10484,departure,24,1,482.74,86.22,40.0,245.1,250.1,
250.1,825,10482,departure,120,2,454.16,72.64,40.0,245.1,250.1,
250.1,59,10638,departure,70,2,275.64,99.3,10.0,245.1,250.1,
250.1,716,10643,arrival,,1,110.26,116.6,,245.1,250.1,
250.1,590,10482,departure,120,1,472.37,48.15,50.0,245.1,250.1,
250.1,977,10482,arrival,,2,16.85,32.83,,245.1,250.1,
250.1,598,10643,arrival,,2,77.71,123.06,,245.1,250.1,
250.1,348,10682,departure,121,1,145.92,84.97,10.0,245.1,250.1,
250.1,989,10482,arrival,,1,2.88,39.31,,245.1,250.1,
250.1,352,10682,departure,121,1,122.97,65.95,10.0,245.1,250.1,
250.1,229,10644,departure,120,1,936.05,85.29,75.0,245.1,250.1,
250.1,491,10682,arrival,,1,98.57,75.25,,245.1,250.1,
250.1,493,10643,departure,10641,1,249.58,106.7,10.0,245.1,250.1,
250.1,506,10682,arrival,,1,73.29,77.02,,245.1,250.1,
250.1,505,10643,departure,10641,1,211.26,104.67,10.0,245.1,250.1,
255.1,385,10682,departure,121,1,176.8,67.11,10.0,250.1,255.1,
255.1,644,10482,departure,120,1,518.75,48.66,50.0,250.1,255.1,
255.1,520,10682,arrival,,1,1.66,79.57,,250.1,255.1,
255.1,529,10682,arrival,,1,141.26,88.83,,250.1,255.1,
255.1,538,10682,arrival,,1,110.35,101.69,,250.1,255.1,
255.1,414,10682,departure,121,1,153.99,65.61,10.0,250.1,255.1,
255.1,670,10643,arrival,,1,93.09,115.81,,250.1,255.1,
255.1,416,10682,departure,121,1,136.08,68.25,10.0,250.1,255.1,
255.1,678,10491,arrival,,1,144.26,136.53,,250.1,255.1,
255.1,680,10479,departure,125,1,129.02,109.07,5.0,250.1,255.1,
255.1,560,10682,arrival,,1,42.78,90.93,,250.1,255.1,
255.1,824,10482,departure,120,1,481.12,57.14,40.0,250.1,255.1,
255.1,1084,10482,arrival,,1,42.71,44.0,,250.1,255.1,
255.1,704,10643,arrival,,1,129.5,114.5,,250.1,255.1,
255.1,195,10645,arrival,,1,141.65,112.26,,250.1,255.1,
255.1,858,10482,departure,120,2,481.55,78.63,40.0,250.1,255.1,
255.1,1121,10482,arrival,,2,23.25,41.2,,250.1,255.1,
255.1,484,10643,arrival,,2,109.15,108.78,,250.1,255.1,
255.1,869,10644,arrival,,1,14.42,44.61,,250.1,255.1,
255.1,232,10645,arrival,,1,109.55,113.67,,250.1,255.1,
255.1,1129,10482,arrival,,2,2.28,36.95,,250.1,255.1,
255.1,748,10482,departure,120,1,503.2,50.29,45.0,250.1,255.1,
255.1,244,10639,departure,2,1,385.39,61.94,35.0,250.1,255.1,
255.1,630,10479,departure,125,1,204.79,109.48,10.0,250.1,255.1,
255.1,634,10490,departure,119,1,333.84,68.59,30.0,250.1,255.1,
255.1,504,10639,arrival,,1,9.95,39.83,,250.1,255.1,
255.1,381,10682,departure,121,1,198.99,69.48,15.0,250.1,255.1,
260.1,902,10479,arrival,,1,74.8,103.69,,255.10000000000002,260.1,
260.1,1159,10482,arrival,,2,37.48,40.2,,255.10000000000002,260.1,
260.1,904,10482,departure,120,2,443.41,74.44,40.00000000000003,255.10000000000002,260.1,
260.1,266,10645,arrival,,1,118.0,116.47,,255.10000000000002,260.1,
260.1,529,10682,departure,121,1,141.26,88.83,5.000000000000028,255.10000000000002,260.1,
260.1,666,10643,arrival,,2,112.08,117.36,,255.10000000000002,260.1,
260.1,801,10479,departure,125,1,171.01,118.29,10.000000000000028,255.10000000000002,260.1,
260.1,804,10491,arrival,,1,11.63,98.82,,255.10000000000002,260.1,
260.1,678,10491,departure,127,1,144.26,136.53,5.000000000000028,255.10000000000002,260.1,
260.1,298,10645,arrival,,1,43.37,108.2,,255.10000000000002,260.1,
260.1,690,10490,departure,119,1,330.18,64.0,30.00000000000003,255.10000000000002,260.1,
260.1,576,10682,arrival,,1,78.28,75.92,,255.10000000000002,260.1,
260.1,580,10639,arrival,,1,28.64,42.35,,255.10000000000002,260.1,
260.1,716,10643,departure,71,1,265.77,112.59,10.000000000000028,255.10000000000002,260.1,
260.1,592,10682,arrival,,1,58.23,71.85,,255.10000000000002,260.1,
260.1,468,10682,departure,121,1,216.25,65.66,15.000000000000028,255.10000000000002,260.1,
260.1,341,10645,arrival,,1,10.77,101.46,,255.10000000000002,260.1,
260.1,214,10645,departure,123,1,349.95,119.97,15.000000000000028,255.10000000000002,260.1,
260.1,598,10643,departure,71,2,259.38,135.96,10.000000000000028,255.10000000000002,260.1,
260.1,350,10645,arrival,,1,79.89,112.33,,255.10000000000002,260.1,
260.1,612,10682,arrival,,1,36.64,77.79,,255.10000000000002,260.1,
260.1,872,10644,arrival,,1,55.17,44.15,,255.10000000000002,260.1,
