time_s,network_n,FW_E_n,FW_W_n
5735.1,3692,1008,591
5740.1,3671,999,587
5745.1,3670,993,585
5750.1,3665,990,587
5755.1,3658,984,582
5760.1,3648,970,586
5765.1,3640,964,590
5770.1,3625,964,589
5775.1,3619,956,595
5780.1,3620,959,595
5785.1,3634,953,592
5790.1,3633,953,587
5795.1,3646,959,588
5800.1,3652,957,587
5805.1,3663,954,593
5810.1,3673,961,596
5815.1,3683,950,604
5820.1,3692,947,610
5825.1,3685,946,607
5830.1,3689,950,611
5835.1,3692,960,613
5840.1,3695,968,614
5845.1,3692,962,609
5850.1,3685,966,609
5855.1,3688,971,608
5860.1,3681,964,604
5865.1,3663,964,607
5870.1,3662,972,606
5875.1,3648,981,609
5880.1,3642,983,609
5885.1,3626,987,610
5890.1,3621,999,615
5895.1,3609,1000,610
5900.1,3601,998,602
5905.1,3597,987,599
5910.1,3589,985,588
5915.1,3593,985,587
5920.1,3580,981,583
5925.1,3573,977,586
5930.1,3572,976,583
5935.1,3582,974,585
5940.1,3596,978,592
5945.1,3609,977,598
5950.1,3614,979,604
5955.1,3595,977,594
5960.1,3601,982,589
5965.1,3604,985,587
5970.1,3606,992,591
5975.1,3614,989,588
5980.1,3612,989,589
5985.1,3610,983,589
5990.1,3614,977,593
5995.1,3610,976,597
6000.1,3606,979,599
6005.1,3603,981,606
6010.1,3593,985,599
6015.1,3580,989,597
6020.1,3578,996,597
6025.1,3572,997,594
6030.1,3577,994,592
6035.1,3585,995,591
6040.1,3591,992,595
6045.1,3591,986,596
6050.1,3581,981,598
6055.1,3562,981,597
6060.1,3550,982,589
6065.1,3545,979,587
6070.1,3543,981,591
6075.1,3545,979,599
6080.1,3540,978,605
6085.1,3548,983,609
6090.1,3549,976,615
6095.1,3551,968,618
6100.1,3562,963,619
6105.1,3551,960,608
6110.1,3549,957,607
6115.1,3533,954,600
6120.1,3547,953,599
6125.1,3548,949,590
6130.1,3547,955,589
6135.1,3553,955,596
6140.1,3548,951,592
6145.1,3536,950,592
6150.1,3521,941,597
6155.1,3516,932,599
6160.1,3525,932,600
6165.1,3522,933,596
6170.1,3511,941,595
6175.1,3502,943,590
6180.1,3489,942,577
6185.1,3497,941,576
6190.1,3503,945,580
6195.1,3516,945,582
6200.1,3516,953,581
6205.1,3506,951,579
6210.1,3506,949,578
6215.1,3508,948,570
6220.1,3504,947,566
6225.1,3499,943,565
6230.1,3506,942,569
6235.1,3521,942,575
6240.1,3529,947,582
6245.1,3524,943,581
6250.1,3535,950,588
6255.1,3542,951,590
6260.1,3547,950,592
6265.1,3548,946,595
6270.1,3546,955,597
6275.1,3547,960,598
6280.1,3539,961,590
6285.1,3538,964,587
6290.1,3537,961,588
6295.1,3529,965,585
6300.1,3516,967,576
6305.1,3507,964,562
6310.1,3501,959,561
6315.1,3501,962,556
6320.1,3503,966,557
6325.1,3510,968,567
6330.1,3510,975,563
6335.1,3514,978,564
6340.1,3516,983,563
6345.1,3517,979,557
6350.1,3531,984,555
6355.1,3538,991,561
6360.1,3534,989,565
6365.1,3549,989,573
6370.1,3552,980,578
6375.1,3547,976,585
6380.1,3539,968,589
6385.1,3561,977,598
6390.1,3575,978,594
6395.1,3586,978,594
6400.1,3587,973,591
6405.1,3575,966,589
6410.1,3561,956,584
6415.1,3545,953,583
6420.1,3539,950,582
6425.1,3539,951,587
6430.1,3540,951,590
6435.1,3534,950,591
6440.1,3524,943,586
6445.1,3522,940,583
6450.1,3512,947,584
6455.1,3513,952,585
6460.1,3514,954,577
6465.1,3512,961,575
6470.1,3504,952,578
6475.1,3500,948,579
6480.1,3507,947,574
6485.1,3506,945,565
6490.1,3506,953,574
6495.1,3498,949,576
6500.1,3490,954,583
6505.1,3481,954,582
6510.1,3490,964,585
6515.1,3494,972,584
6520.1,3505,975,587
6525.1,3505,981,590
6530.1,3510,992,588
6535.1,3510,994,594
6540.1,3504,988,589
6545.1,3493,986,584
6550.1,3494,982,584
6555.1,3501,984,582
6560.1,3495,982,578
6565.1,3487,985,580
6570.1,3489,981,582
6575.1,3489,986,587
6580.1,3481,984,592
6585.1,3495,986,593
6590.1,3497,989,594
6595.1,3496,994,597
6600.1,3478,990,586
6605.1,3481,993,580
6610.1,3474,989,591
6615.1,3466,983,594
6620.1,3468,979,589
6625.1,3467,978,593
6630.1,3460,977,597
6635.1,3447,973,593
6640.1,3442,971,598
6645.1,3431,972,594
6650.1,3419,971,595
6655.1,3404,968,589
6660.1,3398,963,591
6665.1,3398,961,596
6670.1,3414,964,603
6675.1,3415,967,601
6680.1,3420,963,603
6685.1,3412,952,603
6690.1,3413,949,603
6695.1,3391,943,597
6700.1,3389,941,594
6705.1,3391,939,590
6710.1,3392,942,588
6715.1,3402,950,590
6720.1,3406,954,588
6725.1,3392,956,588
6730.1,3386,957,583
6735.1,3380,960,576
6740.1,3376,970,573
6745.1,3362,981,570
6750.1,3324,974,562
6755.1,3303,963,559
6760.1,3303,961,563
6765.1,3288,952,566
6770.1,3288,947,568
6775.1,3287,944,568
6780.1,3275,941,566
6785.1,3262,939,557
6790.1,3234,934,549
6795.1,3225,927,549
6800.1,3213,922,548
6805.1,3214,917,552
6810.1,3210,912,552
6815.1,3200,905,549
6820.1,3210,901,547
6825.1,3215,897,541
6830.1,3218,890,545
6835.1,3221,884,549
6840.1,3220,880,547
6845.1,3222,880,549
6850.1,3221,874,548
6855.1,3219,862,548
6860.1,3212,853,542
6865.1,3210,848,541
6870.1,3202,848,543
6875.1,3200,848,543
6880.1,3195,847,538
6885.1,3192,849,539
6890.1,3180,852,536
6895.1,3175,854,536
6900.1,3167,852,535
6905.1,3164,865,543
6910.1,3158,855,546
6915.1,3139,848,547
6920.1,3136,843,550
6925.1,3138,846,552
6930.1,3137,839,558
6935.1,3137,832,554
6940.1,3141,826,552
6945.1,3125,819,554
6950.1,3116,812,554
6955.1,3111,798,555
6960.1,3107,795,562
6965.1,3100,791,564
6970.1,3095,781,560
6975.1,3090,784,565
6980.1,3076,779,562
6985.1,3074,777,562
6990.1,3070,771,560
6995.1,3055,769,555
7000.1,3044,763,552
7005.1,3047,768,545
7010.1,3056,771,545
7015.1,3062,764,554
7020.1,3063,759,548
7025.1,3060,759,549
7030.1,3060,759,555
7035.1,3071,767,551
7040.1,3060,757,546
7045.1,3048,758,548
7050.1,3020,746,555
7055.1,2997,742,558
7060.1,2981,735,560
7065.1,2958,715,560
7070.1,2947,713,567
7075.1,2931,708,569
7080.1,2935,712,573
7085.1,2942,713,580
7090.1,2954,719,582
7095.1,2966,723,588
7100.1,2970,726,585
7105.1,2977,732,586
7110.1,2987,738,587
7115.1,2988,736,590
7120.1,2992,733,591
7125.1,2985,725,584
7130.1,2980,717,578
7135.1,2982,712,573
7140.1,2980,699,574
7145.1,2969,688,569
7150.1,2975,686,570
7155.1,2969,681,566
7160.1,2968,688,557
7165.1,2960,679,554
7170.1,2959,673,553
7175.1,2968,676,555
7180.1,2959,676,560
7185.1,2948,664,568
7190.1,2934,661,567
7195.1,2911,654,564
7200.1,2890,648,567
7205.1,2866,639,572
7210.1,2867,635,568
7215.1,2839,624,571
7220.1,2836,621,573
7225.1,2824,614,570
7230.1,2816,607,570
7235.1,2811,609,568
7240.1,2809,604,566
7245.1,2800,604,565
7250.1,2790,596,565
7255.1,2790,594,562
7260.1,2784,589,555
7265.1,2779,578,546
7270.1,2777,564,545
7275.1,2783,561,551
7280.1,2789,565,550
7285.1,2795,562,554
7290.1,2802,553,556
7295.1,2791,544,564
7300.1,2788,536,565
7305.1,2786,539,566
7310.1,2780,531,565
7315.1,2790,531,570
7320.1,2786,520,565
7325.1,2787,530,554
7330.1,2775,532,545
7335.1,2766,529,550
7340.1,2759,529,553
7345.1,2753,534,551
7350.1,2729,539,543
7355.1,2726,536,543
7360.1,2721,532,549
7365.1,2713,531,553
7370.1,2710,534,562
7375.1,2712,535,563
7380.1,2715,538,560
7385.1,2719,546,558
7390.1,2706,548,555
7395.1,2684,549,548
7400.1,2680,549,547
7405.1,2683,544,545
7410.1,2680,543,541
7415.1,2675,540,541
7420.1,2667,537,540
7425.1,2669,532,536
7430.1,2669,538,530
7435.1,2668,533,531
7440.1,2665,525,532
7445.1,2669,523,530
7450.1,2690,529,538
7455.1,2690,522,533
7460.1,2703,527,538
7465.1,2713,530,546
7470.1,2714,531,555
7475.1,2706,536,556
7480.1,2712,547,557
7485.1,2718,545,557
7490.1,2700,538,549
7495.1,2692,529,546
7500.1,2684,523,548
7505.1,2688,528,549
7510.1,2694,528,546
7515.1,2702,525,547
7520.1,2691,520,548
7525.1,2686,522,554
7530.1,2680,509,556
7535.1,2676,510,554
7540.1,2694,518,554
7545.1,2691,518,556
7550.1,2695,521,560
7555.1,2701,529,556
7560.1,2712,529,559
7565.1,2721,526,560
7570.1,2727,522,565
7575.1,2729,527,565
7580.1,2731,527,564
7585.1,2735,531,563
7590.1,2729,533,563
7595.1,2729,535,568
7600.1,2719,542,569
7605.1,2720,539,567
7610.1,2726,541,569
7615.1,2729,540,567
7620.1,2748,549,574
7625.1,2767,556,576
7630.1,2778,560,575
7635.1,2768,550,567
7640.1,2770,541,567
7645.1,2772,539,570
7650.1,2764,539,579
7655.1,2756,538,583
7660.1,2754,534,586
7665.1,2739,532,581
7670.1,2738,530,585
7675.1,2730,528,582
7680.1,2699,524,577
7685.1,2690,522,572
7690.1,2672,525,558
7695.1,2663,533,551
7700.1,2655,528,552
7705.1,2664,523,551
7710.1,2672,528,553
7715.1,2673,524,547
7720.1,2687,526,548
7725.1,2684,521,543
7730.1,2669,516,544
7735.1,2671,516,545
7740.1,2677,516,547
7745.1,2683,522,538
7750.1,2690,524,533
7755.1,2685,526,532
7760.1,2681,520,535
7765.1,2668,514,534
7770.1,2678,518,536
7775.1,2684,522,537
7780.1,2700,521,538
7785.1,2704,516,539
7790.1,2715,517,537
7795.1,2712,517,537
7800.1,2709,528,533
7805.1,2697,522,529
7810.1,2699,533,528
7815.1,2695,544,532
7820.1,2692,546,534
7825.1,2701,554,536
7830.1,2700,544,538
7835.1,2701,533,541
7840.1,2690,527,539
7845.1,2676,518,545
7850.1,2676,512,552
7855.1,2673,507,552
7860.1,2665,504,550
7865.1,2669,513,548
7870.1,2673,517,550
7875.1,2691,526,553
7880.1,2694,528,542
7885.1,2698,524,542
7890.1,2703,532,538
7895.1,2707,532,539
7900.1,2700,523,529
7905.1,2696,512,524
7910.1,2687,508,514
7915.1,2673,504,510
7920.1,2666,500,510
7925.1,2648,493,507
7930.1,2645,494,519
7935.1,2641,491,532
7940.1,2644,485,538
7945.1,2645,483,535
7950.1,2642,488,537
7955.1,2642,489,544
7960.1,2641,490,546
7965.1,2626,487,544
7970.1,2622,495,537
7975.1,2622,496,538
7980.1,2620,499,540
7985.1,2626,506,539
7990.1,2623,504,545
7995.1,2626,501,543
8000.1,2617,493,534
8005.1,2617,498,543
8010.1,2605,491,549
8015.1,2602,488,555
8020.1,2601,489,557
8025.1,2602,485,557
8030.1,2600,482,554
8035.1,2612,486,550
8040.1,2617,484,544
8045.1,2605,477,553
8050.1,2617,480,558
8055.1,2618,476,561
8060.1,2623,478,567
8065.1,2633,478,565
8070.1,2634,477,565
8075.1,2628,473,561
8080.1,2616,474,557
8085.1,2615,472,557
8090.1,2614,472,549
8095.1,2614,476,549
8100.1,2614,484,549
8105.1,2607,483,539
8110.1,2612,486,535
8115.1,2609,495,536
8120.1,2608,497,544
8125.1,2607,491,551
8130.1,2601,487,547
8135.1,2596,488,549
8140.1,2591,493,548
8145.1,2582,486,549
8150.1,2584,488,551
8155.1,2568,481,552
8160.1,2573,483,552
8165.1,2576,481,556
8170.1,2584,480,562
8175.1,2588,472,565
8180.1,2582,476,559
8185.1,2588,481,565
8190.1,2597,485,571
8195.1,2600,482,571
8200.1,2600,481,562
8205.1,2600,477,558
8210.1,2602,476,543
8215.1,2597,471,538
8220.1,2594,467,537
8225.1,2602,473,536
8230.1,2600,468,533
8235.1,2601,467,536
8240.1,2599,467,527
8245.1,2588,472,525
8250.1,2574,470,524
8255.1,2574,469,518
8260.1,2575,476,513
8265.1,2570,472,511
8270.1,2567,468,511
8275.1,2572,468,515
8280.1,2560,464,518
8285.1,2565,465,522
8290.1,2573,466,529
8295.1,2567,470,536
8300.1,2565,469,541
8305.1,2574,475,545
8310.1,2567,475,545
8315.1,2569,476,550
8320.1,2562,474,548
8325.1,2552,459,555
8330.1,2545,453,552
8335.1,2540,449,547
8340.1,2526,447,543
8345.1,2523,449,542
8350.1,2527,451,545
8355.1,2541,450,549
8360.1,2554,453,547
8365.1,2562,451,549
8370.1,2569,448,551
8375.1,2580,444,548
8380.1,2587,443,545
8385.1,2588,444,543
8390.1,2597,443,542
8395.1,2599,444,549
8400.1,2597,441,548
8405.1,2593,445,551
8410.1,2601,450,552
8415.1,2604,449,553
8420.1,2611,458,557
8425.1,2614,459,555
8430.1,2599,459,554
8435.1,2591,455,552
8440.1,2591,458,561
8445.1,2587,461,561
8450.1,2583,468,561
8455.1,2551,459,563
8460.1,2543,457,559
8465.1,2545,460,552
8470.1,2553,461,553
8475.1,2562,461,551
8480.1,2570,461,557
8485.1,2577,459,557
8490.1,2582,458,559
8495.1,2560,453,551
8500.1,2568,451,550
8505.1,2591,456,560
8510.1,2587,456,564
8515.1,2603,470,570
8520.1,2616,482,568
8525.1,2613,487,568
8530.1,2619,490,570
8535.1,2627,484,568
8540.1,2632,485,566
8545.1,2626,483,564
8550.1,2613,483,563
8555.1,2619,493,556
8560.1,2623,501,551
8565.1,2633,508,553
8570.1,2643,508,557
8575.1,2632,506,563
8580.1,2623,506,571
8585.1,2626,512,576
8590.1,2630,523,573
8595.1,2622,523,569
8600.1,2620,528,567
8605.1,2607,525,564
8610.1,2597,523,567
8615.1,2582,517,562
8620.1,2600,517,566
8625.1,2607,518,568
8630.1,2623,521,576
8635.1,2638,524,577
8640.1,2639,524,570
8645.1,2632,519,566
8650.1,2614,509,564
8655.1,2620,509,558
8660.1,2625,505,554
8665.1,2620,504,544
8670.1,2619,500,541
8675.1,2616,504,540
8680.1,2622,506,546
8685.1,2639,506,554
8690.1,2647,503,556
8695.1,2650,506,560
8700.1,2658,513,565
8705.1,2666,517,569
8710.1,2667,515,566
8715.1,2663,517,570
8720.1,2653,512,576
8725.1,2637,507,571
8730.1,2624,498,565
8735.1,2611,490,559
8740.1,2597,477,553
8745.1,2578,474,558
8750.1,2568,467,556
8755.1,2571,464,555
8760.1,2565,462,553
8765.1,2557,471,549
8770.1,2565,472,550
8775.1,2562,469,548
8780.1,2562,468,545
8785.1,2568,460,545
8790.1,2577,457,544
8795.1,2578,454,545
8800.1,2583,447,553
8805.1,2577,440,559
8810.1,2578,439,561
8815.1,2568,435,565
8820.1,2581,435,572
8825.1,2586,426,571
8830.1,2599,433,576
8835.1,2588,428,579
8840.1,2585,433,581
8845.1,2594,442,580
8850.1,2596,452,576
8855.1,2598,455,577
8860.1,2613,456,584
8865.1,2610,456,586
8870.1,2613,458,587
8875.1,2624,463,589
8880.1,2616,463,586
8885.1,2606,466,581
8890.1,2608,470,587
8895.1,2608,477,593
8900.1,2607,476,597
8905.1,2609,474,592
8910.1,2600,464,590
8915.1,2609,450,593
8920.1,2609,438,595
8925.1,2623,430,599
8930.1,2614,427,600
8935.1,2619,424,598
8940.1,2617,420,599
8945.1,2622,420,600
8950.1,2639,428,604
8955.1,2636,426,607
8960.1,2635,423,607
8965.1,2621,423,606
8970.1,2626,435,595
8975.1,2623,431,600
8980.1,2622,434,598
8985.1,2634,433,605
8990.1,2646,438,608
8995.1,2650,441,608
