time_s,network_n,FW_E_n,FW_W_n
535.1,2804,632,574
540.1,2822,631,573
545.1,2851,636,575
550.1,2861,643,569
555.1,2880,654,570
560.1,2884,654,569
565.1,2885,650,566
570.1,2887,651,565
575.1,2899,654,565
580.1,2909,650,570
585.1,2918,641,575
590.1,2921,642,582
595.1,2928,642,583
600.1,2924,648,583
605.1,2935,648,590
610.1,2957,651,596
615.1,2966,656,604
620.1,2981,662,608
625.1,2993,668,605
630.1,2994,667,602
635.1,3003,670,600
640.1,3018,679,594
645.1,3019,688,594
650.1,2998,685,584
655.1,2984,679,582
660.1,2970,673,582
665.1,2984,680,586
670.1,2992,682,580
675.1,2989,676,575
680.1,2996,672,573
685.1,3004,675,565
690.1,3023,674,570
695.1,3053,675,571
700.1,3065,668,571
705.1,3059,665,572
710.1,3088,669,579
715.1,3085,668,577
720.1,3090,666,578
725.1,3094,659,577
730.1,3092,668,571
735.1,3108,675,573
740.1,3116,682,578
745.1,3129,688,579
750.1,3130,691,583
755.1,3141,691,585
760.1,3147,692,585
765.1,3149,693,586
770.1,3157,699,587
775.1,3153,703,579
780.1,3173,713,579
785.1,3183,715,576
790.1,3183,718,575
795.1,3174,716,572
800.1,3163,715,567
805.1,3149,716,560
810.1,3143,707,555
815.1,3138,697,554
820.1,3138,693,547
825.1,3138,690,549
830.1,3139,684,553
835.1,3141,689,554
840.1,3147,686,553
845.1,3155,685,559
850.1,3168,683,559
855.1,3183,686,560
860.1,3189,688,555
865.1,3191,692,551
870.1,3208,695,548
875.1,3212,695,541
880.1,3203,692,534
885.1,3194,693,533
890.1,3193,683,539
895.1,3184,678,538
900.1,3187,682,543
905.1,3196,679,542
910.1,3209,683,540
915.1,3220,686,539
920.1,3234,687,537
925.1,3245,690,540
930.1,3251,698,546
935.1,3246,701,549
940.1,3251,706,557
945.1,3261,717,561
950.1,3264,713,563
955.1,3285,712,569
960.1,3294,712,573
965.1,3309,715,575
970.1,3324,722,567
975.1,3338,728,568
980.1,3365,732,566
985.1,3377,731,559
990.1,3408,730,562
995.1,3415,733,554
1000.1,3434,724,553
1005.1,3440,717,551
1010.1,3460,720,546
1015.1,3482,724,549
1020.1,3512,728,551
1025.1,3533,726,552
1030.1,3554,728,551
1035.1,3576,734,552
1040.1,3580,732,553
1045.1,3612,743,554
1050.1,3622,754,554
1055.1,3619,753,554
1060.1,3633,753,561
1065.1,3645,758,562
1070.1,3647,757,560
1075.1,3653,756,560
1080.1,3660,749,564
1085.1,3683,756,563
1090.1,3707,759,559
1095.1,3696,756,557
1100.1,3688,753,555
1105.1,3685,751,546
1110.1,3701,750,546
1115.1,3714,754,549
1120.1,3724,762,549
1125.1,3735,770,557
1130.1,3744,776,567
1135.1,3757,783,568
1140.1,3759,778,569
1145.1,3761,782,558
1150.1,3772,780,561
1155.1,3789,781,564
1160.1,3792,776,559
1165.1,3804,765,560
1170.1,3805,760,562
1175.1,3829,767,565
1180.1,3856,768,562
1185.1,3883,772,567
1190.1,3889,771,570
1195.1,3904,772,572
1200.1,3933,772,580
1205.1,3949,774,586
1210.1,3970,786,587
1215.1,3980,789,585
1220.1,3973,791,589
1225.1,3992,793,589
1230.1,3998,789,590
1235.1,4006,791,586
1240.1,3999,792,589
1245.1,4005,797,595
1250.1,4014,801,602
1255.1,4012,793,600
1260.1,4011,790,600
1265.1,4014,789,599
1270.1,4007,782,595
1275.1,4032,785,589
1280.1,4031,783,589
1285.1,4036,780,592
1290.1,4056,790,597
1295.1,4059,794,606
1300.1,4076,789,610
1305.1,4100,802,614
1310.1,4113,812,618
1315.1,4119,808,616
1320.1,4152,818,617
1325.1,4162,821,628
1330.1,4171,818,628
1335.1,4184,808,627
1340.1,4192,807,624
1345.1,4205,802,621
1350.1,4217,807,620
1355.1,4225,810,622
1360.1,4242,815,621
1365.1,4213,814,611
1370.1,4214,809,611
1375.1,4215,810,615
1380.1,4209,811,609
1385.1,4224,813,612
1390.1,4240,815,615
1395.1,4246,819,621
1400.1,4247,822,626
1405.1,4252,828,629
1410.1,4241,827,634
1415.1,4248,831,639
1420.1,4251,831,643
1425.1,4261,824,635
1430.1,4271,820,631
1435.1,4285,818,629
1440.1,4297,821,624
1445.1,4295,831,619
1450.1,4299,831,623
1455.1,4322,833,629
1460.1,4332,838,630
1465.1,4337,841,627
1470.1,4336,850,621
1475.1,4339,855,615
1480.1,4357,850,619
1485.1,4351,841,618
1490.1,4355,838,615
1495.1,4353,833,610
1500.1,4359,834,619
1505.1,4376,842,628
1510.1,4389,840,631
1515.1,4417,850,638
1520.1,4434,853,643
1525.1,4449,850,647
1530.1,4459,843,650
1535.1,4474,845,657
1540.1,4470,845,652
1545.1,4456,837,651
1550.1,4469,840,657
1555.1,4461,835,661
1560.1,4461,832,666
1565.1,4461,828,678
1570.1,4458,829,673
1575.1,4469,821,672
1580.1,4478,820,678
1585.1,4496,818,680
1590.1,4517,820,680
1595.1,4518,824,681
1600.1,4522,827,683
1605.1,4514,826,672
1610.1,4513,822,674
1615.1,4518,826,674
1620.1,4524,822,669
1625.1,4515,817,657
1630.1,4505,817,653
1635.1,4509,809,658
1640.1,4525,803,660
1645.1,4534,807,664
1650.1,4540,810,668
1655.1,4533,806,670
1660.1,4555,811,664
1665.1,4559,810,656
1670.1,4562,810,649
1675.1,4570,815,641
1680.1,4573,816,642
1685.1,4596,822,635
1690.1,4603,830,626
1695.1,4609,839,624
1700.1,4613,835,624
1705.1,4613,835,625
1710.1,4616,836,624
1715.1,4621,835,630
1720.1,4625,830,634
1725.1,4627,830,634
1730.1,4630,834,628
1735.1,4649,844,634
1740.1,4667,850,630
1745.1,4672,847,629
1750.1,4678,845,631
1755.1,4684,854,624
1760.1,4687,857,626
1765.1,4684,856,636
1770.1,4695,855,633
1775.1,4694,852,629
1780.1,4691,851,632
1785.1,4696,846,633
1790.1,4699,847,632
1795.1,4701,849,642
1800.1,4694,849,644
1805.1,4699,851,643
1810.1,4709,849,641
1815.1,4712,845,645
1820.1,4729,842,642
1825.1,4739,837,643
1830.1,4761,844,647
1835.1,4782,846,653
1840.1,4798,854,655
1845.1,4812,862,653
1850.1,4789,860,650
1855.1,4790,852,647
1860.1,4775,847,648
1865.1,4783,843,647
1870.1,4792,849,646
1875.1,4795,852,640
1880.1,4789,856,638
1885.1,4777,856,638
1890.1,4787,858,636
1895.1,4796,859,629
1900.1,4817,867,632
1905.1,4830,865,633
1910.1,4834,857,633
1915.1,4829,858,630
1920.1,4830,854,624
1925.1,4833,858,629
1930.1,4823,863,634
1935.1,4834,871,637
1940.1,4840,880,636
1945.1,4843,890,629
1950.1,4850,896,630
1955.1,4860,896,633
1960.1,4868,898,626
1965.1,4878,900,627
1970.1,4880,901,623
1975.1,4880,904,627
1980.1,4899,900,632
1985.1,4913,895,635
1990.1,4909,888,639
1995.1,4897,886,638
2000.1,4891,877,643
2005.1,4896,877,635
2010.1,4902,876,637
2015.1,4906,875,634
2020.1,4904,871,636
2025.1,4909,860,636
2030.1,4929,861,640
2035.1,4934,862,639
2040.1,4946,858,644
2045.1,4955,854,644
2050.1,4969,851,646
2055.1,4978,844,648
2060.1,4991,847,642
2065.1,4979,844,637
2070.1,4982,855,640
2075.1,4996,855,646
2080.1,5005,860,646
2085.1,5003,866,651
2090.1,5000,875,650
2095.1,4998,875,649
2100.1,4995,874,652
2105.1,4997,875,659
2110.1,4999,871,661
2115.1,4996,868,664
2120.1,5000,859,667
2125.1,4999,854,653
2130.1,5017,854,650
2135.1,5026,851,655
2140.1,5060,852,662
2145.1,5074,854,659
2150.1,5067,851,652
2155.1,5074,847,657
2160.1,5073,845,653
2165.1,5072,842,651
2170.1,5070,845,648
2175.1,5079,848,646
2180.1,5092,844,653
2185.1,5088,842,660
2190.1,5114,852,670
2195.1,5130,858,676
2200.1,5158,858,676
2205.1,5167,864,676
2210.1,5172,866,666
2215.1,5180,866,663
2220.1,5190,872,655
2225.1,5179,866,649
2230.1,5175,869,647
2235.1,5165,865,648
2240.1,5167,863,652
2245.1,5140,863,658
2250.1,5121,875,661
2255.1,5123,880,671
2260.1,5137,896,678
2265.1,5132,895,683
2270.1,5136,904,684
2275.1,5124,896,682
2280.1,5119,891,682
2285.1,5111,884,686
2290.1,5110,882,683
2295.1,5093,887,675
2300.1,5097,885,670
2305.1,5106,890,673
2310.1,5096,891,675
2315.1,5096,897,675
2320.1,5108,895,682
2325.1,5101,889,674
2330.1,5113,888,673
2335.1,5142,894,679
2340.1,5149,892,679
2345.1,5168,890,684
2350.1,5172,891,692
2355.1,5190,893,695
2360.1,5215,901,696
2365.1,5220,904,693
2370.1,5235,902,695
2375.1,5248,904,695
2380.1,5248,898,692
2385.1,5246,891,688
2390.1,5229,891,674
2395.1,5216,890,670
2400.1,5226,890,679
2405.1,5199,882,680
2410.1,5193,876,675
2415.1,5163,875,678
2420.1,5121,873,670
2425.1,5099,876,668
2430.1,5077,880,671
2435.1,5075,887,665
2440.1,5069,884,664
2445.1,5081,888,666
2450.1,5094,889,664
2455.1,5084,884,666
2460.1,5090,874,665
2465.1,5106,878,667
2470.1,5116,881,674
2475.1,5143,879,671
2480.1,5154,874,674
2485.1,5167,881,674
2490.1,5180,882,677
2495.1,5207,889,676
2500.1,5224,893,674
2505.1,5237,893,668
2510.1,5229,893,669
2515.1,5233,896,675
2520.1,5254,893,678
2525.1,5271,886,680
2530.1,5261,882,682
2535.1,5248,872,680
2540.1,5231,870,671
2545.1,5212,868,669
2550.1,5192,872,674
2555.1,5177,874,680
2560.1,5185,883,688
2565.1,5182,882,687
2570.1,5185,888,692
2575.1,5194,885,691
2580.1,5195,893,688
2585.1,5187,890,685
2590.1,5160,883,675
2595.1,5124,882,669
2600.1,5120,876,673
2605.1,5124,871,673
2610.1,5130,876,676
2615.1,5140,883,681
2620.1,5150,886,683
2625.1,5176,892,691
2630.1,5207,902,701
2635.1,5217,902,700
2640.1,5227,903,702
2645.1,5228,903,703
2650.1,5231,899,701
2655.1,5239,899,699
2660.1,5247,893,696
2665.1,5249,891,697
2670.1,5253,885,695
2675.1,5244,883,681
2680.1,5242,880,676
2685.1,5254,883,681
2690.1,5258,888,686
2695.1,5256,895,695
2700.1,5250,898,700
2705.1,5245,897,698
2710.1,5253,906,693
2715.1,5253,906,700
2720.1,5244,905,695
2725.1,5221,908,696
2730.1,5226,915,699
2735.1,5211,911,686
2740.1,5194,907,673
2745.1,5175,903,662
2750.1,5158,903,658
2755.1,5148,897,656
2760.1,5120,895,649
2765.1,5118,885,648
2770.1,5128,887,645
2775.1,5127,880,644
2780.1,5142,885,642
2785.1,5143,891,648
2790.1,5145,898,641
2795.1,5164,903,644
2800.1,5175,902,646
2805.1,5187,904,645
2810.1,5181,904,644
2815.1,5188,908,647
2820.1,5197,908,652
2825.1,5213,911,658
2830.1,5224,917,655
2835.1,5222,914,659
2840.1,5219,909,662
2845.1,5188,903,663
2850.1,5162,907,658
2855.1,5141,909,653
2860.1,5117,909,643
2865.1,5102,913,637
2870.1,5100,921,639
2875.1,5091,930,636
2880.1,5081,928,641
2885.1,5058,923,647
2890.1,5032,917,648
2895.1,5013,913,649
2900.1,5009,914,648
2905.1,4998,909,648
2910.1,4977,906,652
2915.1,4977,912,656
2920.1,4998,924,656
2925.1,5019,928,653
2930.1,5020,927,648
2935.1,5019,928,638
2940.1,5013,924,637
2945.1,5029,930,639
2950.1,5039,926,642
2955.1,5077,932,643
2960.1,5099,935,640
2965.1,5096,935,640
2970.1,5109,935,636
2975.1,5094,933,633
2980.1,5093,931,629
2985.1,5097,932,624
2990.1,5106,928,628
2995.1,5105,919,633
3000.1,5099,916,634
3005.1,5090,916,640
3010.1,5087,912,640
3015.1,5072,910,633
3020.1,5063,916,640
3025.1,5049,919,649
3030.1,5063,932,653
3035.1,5055,935,657
3040.1,5050,939,654
3045.1,5036,943,656
3050.1,5024,949,660
3055.1,5010,957,651
3060.1,5014,966,648
3065.1,5012,968,650
3070.1,5007,967,644
3075.1,5018,970,643
3080.1,5028,967,643
3085.1,5034,963,639
3090.1,5037,961,641
3095.1,5054,962,643
3100.1,5072,962,648
3105.1,5092,966,655
3110.1,5097,974,653
3115.1,5103,976,646
3120.1,5111,977,646
3125.1,5125,970,643
3130.1,5137,965,651
3135.1,5134,966,647
3140.1,5143,966,646
3145.1,5132,969,643
3150.1,5112,970,642
3155.1,5121,970,638
3160.1,5118,969,625
3165.1,5100,967,622
3170.1,5091,972,622
3175.1,5092,975,618
3180.1,5074,980,621
3185.1,5063,982,619
3190.1,5064,987,627
3195.1,5040,990,632
3200.1,5031,990,632
3205.1,5022,987,631
3210.1,5008,989,631
3215.1,5003,995,625
3220.1,4993,1000,618
3225.1,5001,996,622
3230.1,4990,991,617
3235.1,4975,992,617
3240.1,4978,988,614
3245.1,4987,987,618
3250.1,4998,991,607
3255.1,5020,992,608
3260.1,5040,993,607
3265.1,5055,989,611
3270.1,5061,985,617
3275.1,5062,986,619
3280.1,5085,991,623
3285.1,5094,991,619
3290.1,5093,993,616
3295.1,5101,991,618
3300.1,5101,989,626
3305.1,5100,984,628
3310.1,5092,982,630
3315.1,5086,979,634
3320.1,5080,978,631
3325.1,5079,981,632
3330.1,5083,984,638
3335.1,5072,987,639
3340.1,5061,995,638
3345.1,5038,998,640
3350.1,5027,1005,641
3355.1,5015,1002,644
3360.1,5015,998,646
3365.1,5000,994,637
3370.1,4997,996,626
3375.1,5023,994,624
3380.1,5028,983,623
3385.1,5030,986,620
3390.1,5044,989,624
3395.1,5048,990,620
3400.1,5061,989,617
3405.1,5064,992,616
3410.1,5082,991,618
3415.1,5082,991,616
3420.1,5089,990,622
3425.1,5092,986,631
3430.1,5104,988,633
3435.1,5118,991,635
3440.1,5123,997,647
3445.1,5116,991,652
3450.1,5126,987,662
3455.1,5133,993,666
3460.1,5145,995,664
3465.1,5144,998,659
3470.1,5146,1000,655
3475.1,5133,1003,652
3480.1,5107,1002,636
3485.1,5102,1004,632
3490.1,5079,1010,626
3495.1,5075,1012,626
3500.1,5071,1022,635
3505.1,5066,1015,628
3510.1,5070,1016,627
3515.1,5062,1014,617
3520.1,5063,1019,615
3525.1,5066,1025,615
3530.1,5060,1029,610
3535.1,5070,1038,611
3540.1,5072,1044,602
3545.1,5078,1046,600
3550.1,5081,1050,604
3555.1,5094,1049,608
3560.1,5117,1050,601
3565.1,5123,1052,594
3570.1,5150,1053,602
3575.1,5164,1057,604
3580.1,5171,1057,603
3585.1,5180,1059,607
3590.1,5188,1067,609
3595.1,5197,1061,611
3600.1,5209,1067,617
3605.1,5204,1069,612
3610.1,5201,1075,606
3615.1,5204,1081,610
3620.1,5214,1089,613
3625.1,5199,1087,616
3630.1,5190,1091,622
3635.1,5179,1094,624
3640.1,5158,1089,620
3645.1,5138,1083,623
3650.1,5143,1086,631
3655.1,5148,1086,640
3660.1,5138,1086,640
3665.1,5145,1083,642
3670.1,5143,1088,639
3675.1,5142,1089,635
3680.1,5128,1090,626
3685.1,5118,1088,623
3690.1,5113,1086,624
3695.1,5103,1087,619
3700.1,5093,1088,617
3705.1,5083,1091,621
3710.1,5084,1086,622
3715.1,5076,1087,628
3720.1,5078,1082,630
3725.1,5090,1077,636
3730.1,5102,1071,640
3735.1,5121,1070,638
3740.1,5119,1076,638
3745.1,5119,1077,639
3750.1,5114,1078,645
3755.1,5117,1074,652
3760.1,5105,1068,658
3765.1,5086,1065,656
3770.1,5088,1068,652
3775.1,5080,1071,647
3780.1,5083,1068,648
3785.1,5082,1061,649
3790.1,5078,1056,653
3795.1,5057,1054,653
3800.1,5045,1054,646
3805.1,5032,1052,647
3810.1,5026,1048,655
3815.1,4999,1054,651
3820.1,4982,1058,648
3825.1,4971,1057,646
3830.1,4959,1055,644
3835.1,4960,1054,638
3840.1,4947,1049,634
3845.1,4949,1055,627
3850.1,4952,1058,627
3855.1,4949,1059,630
3860.1,4938,1052,626
3865.1,4944,1058,630
3870.1,4953,1062,630
3875.1,4943,1069,634
3880.1,4927,1068,638
3885.1,4937,1066,641
3890.1,4920,1062,645
3895.1,4929,1060,646
3900.1,4926,1062,641
3905.1,4927,1069,649
3910.1,4925,1069,648
3915.1,4913,1066,644
3920.1,4895,1060,646
3925.1,4893,1059,647
3930.1,4896,1060,653
3935.1,4900,1067,649
3940.1,4913,1066,654
3945.1,4919,1069,664
3950.1,4932,1073,668
3955.1,4915,1070,671
3960.1,4915,1072,664
3965.1,4913,1080,659
3970.1,4908,1084,655
3975.1,4901,1087,655
3980.1,4894,1082,657
3985.1,4881,1079,657
3990.1,4878,1080,650
3995.1,4881,1083,650
4000.1,4894,1084,646
4005.1,4907,1076,649
4010.1,4916,1075,654
4015.1,4911,1071,657
4020.1,4899,1068,652
4025.1,4904,1070,654
4030.1,4881,1067,642
4035.1,4887,1069,641
4040.1,4889,1067,642
4045.1,4886,1066,650
4050.1,4884,1064,648
4055.1,4888,1059,644
4060.1,4880,1057,633
4065.1,4882,1065,631
4070.1,4873,1075,629
4075.1,4857,1078,625
4080.1,4850,1076,620
4085.1,4851,1073,616
4090.1,4843,1066,606
4095.1,4838,1076,590
4100.1,4848,1084,589
4105.1,4851,1086,592
4110.1,4846,1081,588
4115.1,4853,1085,595
4120.1,4862,1091,607
4125.1,4860,1089,610
4130.1,4847,1091,605
4135.1,4844,1096,609
4140.1,4850,1096,608
4145.1,4852,1093,611
4150.1,4872,1085,615
4155.1,4883,1092,614
4160.1,4898,1093,615
4165.1,4888,1089,609
4170.1,4875,1090,612
4175.1,4880,1092,617
4180.1,4881,1099,622
4185.1,4878,1102,615
4190.1,4873,1103,613
4195.1,4868,1101,614
4200.1,4870,1096,613
4205.1,4876,1088,612
4210.1,4869,1088,614
4215.1,4838,1082,613
4220.1,4829,1085,621
4225.1,4824,1085,626
4230.1,4825,1080,630
4235.1,4825,1081,636
4240.1,4824,1085,641
4245.1,4815,1091,651
4250.1,4811,1087,659
4255.1,4818,1080,662
4260.1,4824,1082,655
4265.1,4812,1083,644
4270.1,4821,1098,640
4275.1,4839,1103,637
4280.1,4836,1101,642
4285.1,4841,1100,636
4290.1,4845,1109,637
4295.1,4845,1115,625
4300.1,4866,1129,627
4305.1,4862,1130,627
4310.1,4858,1129,632
4315.1,4840,1129,633
4320.1,4841,1123,636
4325.1,4838,1117,641
4330.1,4826,1108,639
4335.1,4830,1107,638
4340.1,4841,1112,640
4345.1,4846,1119,638
4350.1,4833,1116,637
4355.1,4829,1114,641
4360.1,4838,1112,647
4365.1,4832,1116,651
4370.1,4834,1113,647
4375.1,4826,1106,649
4380.1,4820,1104,644
4385.1,4819,1108,638
4390.1,4811,1106,633
4395.1,4803,1117,632
4400.1,4771,1114,630
4405.1,4765,1109,627
4410.1,4748,1105,622
4415.1,4740,1105,617
4420.1,4748,1104,622
4425.1,4752,1104,633
4430.1,4767,1105,641
4435.1,4798,1118,650
4440.1,4808,1126,644
4445.1,4815,1128,641
4450.1,4832,1128,640
4455.1,4828,1131,642
4460.1,4835,1130,640
4465.1,4838,1128,643
4470.1,4836,1128,645
4475.1,4838,1120,646
4480.1,4837,1117,652
4485.1,4833,1115,653
4490.1,4832,1116,648
4495.1,4816,1120,638
4500.1,4781,1131,630
4505.1,4753,1131,625
4510.1,4737,1129,620
4515.1,4719,1128,615
4520.1,4714,1129,614
4525.1,4711,1135,611
4530.1,4703,1140,612
4535.1,4685,1139,611
4540.1,4691,1140,614
4545.1,4686,1141,609
4550.1,4663,1142,609
4555.1,4658,1140,609
4560.1,4647,1142,618
4565.1,4643,1139,622
4570.1,4640,1135,621
4575.1,4644,1133,621
4580.1,4633,1127,620
4585.1,4635,1124,617
4590.1,4638,1126,609
4595.1,4630,1127,603
4600.1,4642,1130,607
4605.1,4621,1126,605
4610.1,4622,1120,605
4615.1,4613,1119,603
4620.1,4605,1122,604
4625.1,4583,1124,608
4630.1,4577,1122,616
4635.1,4573,1122,624
4640.1,4565,1121,629
4645.1,4536,1123,631
4650.1,4508,1127,623
4655.1,4504,1141,627
4660.1,4500,1142,622
4665.1,4491,1146,613
4670.1,4481,1155,603
4675.1,4458,1150,596
4680.1,4457,1148,594
4685.1,4448,1141,590
4690.1,4421,1134,592
4695.1,4414,1138,597
4700.1,4410,1142,600
4705.1,4405,1146,597
4710.1,4402,1147,601
4715.1,4403,1143,605
4720.1,4411,1138,607
4725.1,4411,1134,603
4730.1,4412,1124,609
4735.1,4427,1115,616
4740.1,4441,1113,620
4745.1,4442,1110,619
4750.1,4454,1114,621
4755.1,4450,1120,615
4760.1,4443,1126,607
4765.1,4440,1128,610
4770.1,4439,1126,617
4775.1,4435,1121,622
4780.1,4432,1113,618
4785.1,4426,1107,619
4790.1,4421,1105,619
4795.1,4410,1110,617
4800.1,4379,1110,611
4805.1,4341,1101,607
4810.1,4332,1098,612
4815.1,4312,1097,603
4820.1,4303,1094,605
4825.1,4305,1100,605
4830.1,4315,1100,605
4835.1,4322,1090,607
4840.1,4324,1085,609
4845.1,4329,1084,605
4850.1,4319,1084,604
4855.1,4310,1080,602
4860.1,4308,1074,604
4865.1,4299,1080,599
4870.1,4283,1080,593
4875.1,4286,1081,601
4880.1,4284,1081,601
4885.1,4277,1080,594
4890.1,4283,1076,595
4895.1,4285,1076,594
4900.1,4292,1068,589
4905.1,4294,1063,584
4910.1,4288,1052,583
4915.1,4281,1042,590
4920.1,4288,1043,595
4925.1,4296,1049,596
4930.1,4292,1053,595
4935.1,4286,1055,596
4940.1,4279,1057,595
4945.1,4250,1055,589
4950.1,4242,1049,592
4955.1,4234,1046,588
4960.1,4223,1043,589
4965.1,4214,1041,596
4970.1,4200,1041,606
4975.1,4175,1038,598
4980.1,4159,1038,596
4985.1,4146,1042,591
4990.1,4135,1042,591
4995.1,4132,1040,595
5000.1,4140,1042,594
5005.1,4155,1051,592
5010.1,4159,1059,593
5015.1,4153,1065,594
5020.1,4154,1070,592
5025.1,4149,1068,591
5030.1,4152,1067,589
5035.1,4153,1062,586
5040.1,4158,1053,587
5045.1,4162,1050,592
5050.1,4165,1049,596
5055.1,4174,1045,594
5060.1,4186,1052,590
5065.1,4185,1051,590
5070.1,4175,1044,585
5075.1,4169,1041,585
5080.1,4176,1040,584
5085.1,4168,1039,587
5090.1,4152,1030,584
5095.1,4136,1029,586
5100.1,4121,1033,581
5105.1,4127,1034,579
5110.1,4134,1033,583
5115.1,4104,1027,579
5120.1,4089,1029,576
5125.1,4076,1030,567
5130.1,4051,1037,562
5135.1,4034,1043,560
5140.1,4026,1046,564
5145.1,4018,1042,569
5150.1,4012,1037,579
5155.1,4007,1036,578
5160.1,4010,1038,582
5165.1,4012,1041,582
5170.1,4020,1041,582
5175.1,4020,1036,579
5180.1,4035,1039,579
5185.1,4040,1042,578
5190.1,4041,1049,575
5195.1,4050,1054,574
5200.1,4069,1054,581
5205.1,4073,1048,584
5210.1,4084,1046,585
5215.1,4078,1050,590
5220.1,4085,1061,592
5225.1,4091,1068,596
5230.1,4091,1067,594
5235.1,4085,1063,587
5240.1,4082,1057,582
5245.1,4075,1055,585
5250.1,4056,1053,584
5255.1,4048,1049,595
5260.1,4046,1045,599
5265.1,4033,1041,600
5270.1,4032,1036,601
5275.1,4020,1032,606
5280.1,3998,1033,603
5285.1,3985,1033,601
5290.1,3963,1026,610
5295.1,3957,1038,609
5300.1,3942,1038,613
5305.1,3919,1032,609
5310.1,3903,1023,613
5315.1,3911,1019,607
5320.1,3918,1020,607
5325.1,3918,1016,604
5330.1,3919,1015,601
5335.1,3929,1016,607
5340.1,3941,1021,608
5345.1,3944,1024,605
5350.1,3946,1025,608
5355.1,3958,1031,614
5360.1,3959,1026,620
5365.1,3955,1023,621
5370.1,3949,1016,625
5375.1,3946,1013,623
5380.1,3937,1004,624
5385.1,3932,999,625
5390.1,3934,988,630
5395.1,3930,984,637
5400.1,3927,984,632
5405.1,3926,988,627
5410.1,3932,993,624
5415.1,3910,989,620
5420.1,3905,998,617
5425.1,3908,1004,621
5430.1,3907,1002,623
5435.1,3900,1000,623
5440.1,3887,1000,623
5445.1,3882,1002,621
5450.1,3876,1002,626
5455.1,3862,1000,626
5460.1,3852,1003,624
5465.1,3854,999,619
5470.1,3841,997,611
5475.1,3824,998,612
5480.1,3818,995,608
5485.1,3820,999,611
5490.1,3824,1005,606
5495.1,3819,998,606
5500.1,3818,996,603
5505.1,3814,993,599
5510.1,3807,995,598
5515.1,3806,999,596
5520.1,3808,1000,602
5525.1,3815,992,603
5530.1,3815,989,611
5535.1,3814,996,615
5540.1,3822,1005,627
5545.1,3815,1014,621
5550.1,3802,1013,628
5555.1,3787,1018,626
5560.1,3794,1019,631
5565.1,3784,1018,631
5570.1,3778,1023,617
5575.1,3767,1031,612
5580.1,3763,1038,609
5585.1,3764,1033,604
5590.1,3753,1032,599
5595.1,3757,1028,602
5600.1,3746,1018,603
5605.1,3745,1011,603
5610.1,3750,1013,604
5615.1,3745,1016,604
5620.1,3751,1015,603
5625.1,3755,1014,600
5630.1,3755,1012,602
5635.1,3746,1010,604
5640.1,3752,1008,603
5645.1,3760,997,604
5650.1,3758,994,604
5655.1,3772,993,610
5660.1,3761,985,613
5665.1,3755,981,612
5670.1,3753,979,607
5675.1,3752,983,605
5680.1,3751,989,607
5685.1,3746,993,599
5690.1,3749,992,599
5695.1,3742,1003,602
5700.1,3731,1003,608
5705.1,3718,998,608
5710.1,3720,1004,606
5715.1,3721,1004,605
5720.1,3724,1012,607
5725.1,3716,1014,605
5730.1,3695,1013,601
