sim_sec,node,approach_label,link,stop_pos,interval_sec,discharge_count,discharge_rate_vph
135,D,D_L21,21,470.000000,15.000000,9,2160.000000
135,D,D_L24,24,518.011000,15.000000,2,480.000000
135,D,D_L26,26,172.883000,15.000000,0,0.000000
135,F,F_L19,19,418.014000,15.000000,1,240.000000
135,F,F_L27,27,518.011000,15.000000,3,720.000000
135,F,F_L30,30,470.000000,15.000000,3,720.000000
135,F,F_L32,32,268.326000,15.000000,0,0.000000
150,A,A_L1,1,470.000000,15.000000,11,2640.000000
150,A,A_L3,3,430.000000,15.000000,0,0.000000
150,A,A_L6,6,518.011000,15.000000,4,960.000000
150,A,A_L8,8,418.014000,15.000000,0,0.000000
150,B,B_L5,5,518.011000,15.000000,12,2880.000000
150,B,B_L9,9,430.000000,15.000000,0,0.000000
150,B,B_L12,12,518.011000,15.000000,7,1680.000000
150,B,B_L14,14,418.014000,15.000000,0,0.000000
150,C,C_L11,11,518.011000,15.000000,1,240.000000
150,C,C_L15,15,430.000000,15.000000,0,0.000000
150,C,C_L18,18,470.000000,15.000000,10,2400.000000
150,C,C_L20,20,418.014000,15.000000,1,240.000000
150,D,D_L7,7,418.014000,15.000000,6,1440.000000
150,D,D_L21,21,470.000000,15.000000,11,2640.000000
150,D,D_L24,24,518.011000,15.000000,0,0.000000
150,D,D_L26,26,172.883000,15.000000,0,0.000000
150,F,F_L19,19,418.014000,15.000000,0,0.000000
150,F,F_L27,27,518.011000,15.000000,0,0.000000
150,F,F_L30,30,470.000000,15.000000,9,2160.000000
150,F,F_L32,32,268.326000,15.000000,0,0.000000
165,A,A_L1,1,470.000000,15.000000,8,1920.000000
165,A,A_L3,3,430.000000,15.000000,1,240.000000
165,A,A_L6,6,518.011000,15.000000,4,960.000000
165,A,A_L8,8,418.014000,15.000000,2,480.000000
165,B,B_L5,5,518.011000,15.000000,4,960.000000
165,B,B_L9,9,430.000000,15.000000,0,0.000000
165,B,B_L12,12,518.011000,15.000000,3,720.000000
165,B,B_L14,14,418.014000,15.000000,0,0.000000
165,C,C_L11,11,518.011000,15.000000,1,240.000000
165,C,C_L15,15,430.000000,15.000000,0,0.000000
165,C,C_L18,18,470.000000,15.000000,2,480.000000
165,C,C_L20,20,418.014000,15.000000,1,240.000000
165,D,D_L7,7,418.014000,15.000000,3,720.000000
165,D,D_L21,21,470.000000,15.000000,6,1440.000000
165,D,D_L24,24,518.011000,15.000000,2,480.000000
165,D,D_L26,26,172.883000,15.000000,1,240.000000
165,F,F_L19,19,418.014000,15.000000,1,240.000000
165,F,F_L27,27,518.011000,15.000000,0,0.000000
165,F,F_L30,30,470.000000,15.000000,2,480.000000
165,F,F_L32,32,268.326000,15.000000,0,0.000000
180,A,A_L1,1,470.000000,15.000000,3,720.000000
180,A,A_L3,3,430.000000,15.000000,5,1200.000000
180,A,A_L6,6,518.011000,15.000000,10,2400.000000
180,A,A_L8,8,418.014000,15.000000,2,480.000000
180,B,B_L5,5,518.011000,15.000000,5,1200.000000
180,B,B_L9,9,430.000000,15.000000,0,0.000000
180,B,B_L12,12,518.011000,15.000000,2,480.000000
180,B,B_L14,14,418.014000,15.000000,0,0.000000
180,C,C_L11,11,518.011000,15.000000,6,1440.000000
180,C,C_L15,15,430.000000,15.000000,0,0.000000
180,C,C_L18,18,470.000000,15.000000,1,240.000000
180,C,C_L20,20,418.014000,15.000000,0,0.000000
180,D,D_L7,7,418.014000,15.000000,5,1200.000000
180,D,D_L21,21,470.000000,15.000000,1,240.000000
180,D,D_L24,24,518.011000,15.000000,0,0.000000
180,D,D_L26,26,172.883000,15.000000,0,0.000000
180,F,F_L19,19,418.014000,15.000000,0,0.000000
180,F,F_L27,27,518.011000,15.000000,0,0.000000
180,F,F_L30,30,470.000000,15.000000,1,240.000000
180,F,F_L32,32,268.326000,15.000000,0,0.000000
195,A,A_L1,1,470.000000,15.000000,0,0.000000
195,A,A_L3,3,430.000000,15.000000,8,1920.000000
195,A,A_L6,6,518.011000,15.000000,3,720.000000
195,A,A_L8,8,418.014000,15.000000,7,1680.000000
195,B,B_L5,5,518.011000,15.000000,3,720.000000
195,B,B_L9,9,430.000000,15.000000,7,1680.000000
195,B,B_L12,12,518.011000,15.000000,3,720.000000
195,B,B_L14,14,418.014000,15.000000,0,0.000000
195,C,C_L11,11,518.011000,15.000000,5,1200.000000
195,C,C_L15,15,430.000000,15.000000,5,1200.000000
195,C,C_L18,18,470.000000,15.000000,1,240.000000
195,C,C_L20,20,418.014000,15.000000,7,1680.000000
195,D,D_L7,7,418.014000,15.000000,7,1680.000000
195,D,D_L21,21,470.000000,15.000000,2,480.000000
195,D,D_L24,24,518.011000,15.000000,0,0.000000
195,D,D_L26,26,172.883000,15.000000,1,240.000000
195,F,F_L19,19,418.014000,15.000000,3,720.000000
195,F,F_L27,27,518.011000,15.000000,1,240.000000
195,F,F_L30,30,470.000000,15.000000,1,240.000000
195,F,F_L32,32,268.326000,15.000000,1,240.000000
210,A,A_L1,1,470.000000,15.000000,0,0.000000
210,A,A_L3,3,430.000000,15.000000,3,720.000000
210,A,A_L6,6,518.011000,15.000000,4,960.000000
210,A,A_L8,8,418.014000,15.000000,3,720.000000
210,B,B_L5,5,518.011000,15.000000,0,0.000000
210,B,B_L9,9,430.000000,15.000000,1,240.000000
210,B,B_L12,12,518.011000,15.000000,0,0.000000
210,B,B_L14,14,418.014000,15.000000,0,0.000000
210,C,C_L11,11,518.011000,15.000000,8,1920.000000
210,C,C_L15,15,430.000000,15.000000,4,960.000000
210,C,C_L18,18,470.000000,15.000000,4,960.000000
210,C,C_L20,20,418.014000,15.000000,2,480.000000
210,D,D_L7,7,418.014000,15.000000,2,480.000000
210,D,D_L21,21,470.000000,15.000000,1,240.000000
210,D,D_L24,24,518.011000,15.000000,1,240.000000
210,D,D_L26,26,172.883000,15.000000,0,0.000000
210,F,F_L19,19,418.014000,15.000000,1,240.000000
210,F,F_L27,27,518.011000,15.000000,2,480.000000
210,F,F_L30,30,470.000000,15.000000,5,1200.000000
210,F,F_L32,32,268.326000,15.000000,0,0.000000
225,A,A_L1,1,470.000000,15.000000,0,0.000000
225,A,A_L3,3,430.000000,15.000000,5,1200.000000
225,A,A_L6,6,518.011000,15.000000,1,240.000000
225,A,A_L8,8,418.014000,15.000000,0,0.000000
225,B,B_L5,5,518.011000,15.000000,0,0.000000
225,B,B_L9,9,430.000000,15.000000,3,720.000000
225,B,B_L12,12,518.011000,15.000000,0,0.000000
225,B,B_L14,14,418.014000,15.000000,3,720.000000
225,C,C_L11,11,518.011000,15.000000,7,1680.000000
225,C,C_L15,15,430.000000,15.000000,2,480.000000
225,C,C_L18,18,470.000000,15.000000,5,1200.000000
225,C,C_L20,20,418.014000,15.000000,0,0.000000
225,D,D_L7,7,418.014000,15.000000,4,960.000000
225,D,D_L21,21,470.000000,15.000000,1,240.000000
225,D,D_L24,24,518.011000,15.000000,1,240.000000
225,D,D_L26,26,172.883000,15.000000,0,0.000000
225,F,F_L19,19,418.014000,15.000000,0,0.000000
225,F,F_L27,27,518.011000,15.000000,0,0.000000
225,F,F_L30,30,470.000000,15.000000,5,1200.000000
225,F,F_L32,32,268.326000,15.000000,0,0.000000
240,A,A_L1,1,470.000000,15.000000,0,0.000000
240,A,A_L3,3,430.000000,15.000000,1,240.000000
240,A,A_L6,6,518.011000,15.000000,4,960.000000
240,A,A_L8,8,418.014000,15.000000,0,0.000000
240,B,B_L5,5,518.011000,15.000000,0,0.000000
240,B,B_L9,9,430.000000,15.000000,0,0.000000
240,B,B_L12,12,518.011000,15.000000,0,0.000000
240,B,B_L14,14,418.014000,15.000000,0,0.000000
240,C,C_L11,11,518.011000,15.000000,2,480.000000
240,C,C_L15,15,430.000000,15.000000,5,1200.000000
240,C,C_L18,18,470.000000,15.000000,6,1440.000000
240,C,C_L20,20,418.014000,15.000000,0,0.000000
240,D,D_L7,7,418.014000,15.000000,2,480.000000
240,D,D_L21,21,470.000000,15.000000,2,480.000000
240,D,D_L24,24,518.011000,15.000000,5,1200.000000
240,D,D_L26,26,172.883000,15.000000,0,0.000000
240,F,F_L19,19,418.014000,15.000000,1,240.000000
240,F,F_L27,27,518.011000,15.000000,1,240.000000
240,F,F_L30,30,470.000000,15.000000,10,2400.000000
240,F,F_L32,32,268.326000,15.000000,0,0.000000
255,A,A_L1,1,470.000000,15.000000,2,480.000000
255,A,A_L3,3,430.000000,15.000000,6,1440.000000
255,A,A_L6,6,518.011000,15.000000,8,1920.000000
255,A,A_L8,8,418.014000,15.000000,0,0.000000
255,B,B_L5,5,518.011000,15.000000,5,1200.000000
255,B,B_L9,9,430.000000,15.000000,0,0.000000
255,B,B_L12,12,518.011000,15.000000,6,1440.000000
255,B,B_L14,14,418.014000,15.000000,0,0.000000
255,C,C_L11,11,518.011000,15.000000,6,1440.000000
255,C,C_L15,15,430.000000,15.000000,0,0.000000
255,C,C_L18,18,470.000000,15.000000,5,1200.000000
255,C,C_L20,20,418.014000,15.000000,0,0.000000
255,D,D_L7,7,418.014000,15.000000,0,0.000000
255,D,D_L21,21,470.000000,15.000000,6,1440.000000
255,D,D_L24,24,518.011000,15.000000,6,1440.000000
255,D,D_L26,26,172.883000,15.000000,0,0.000000
255,F,F_L19,19,418.014000,15.000000,0,0.000000
255,F,F_L27,27,518.011000,15.000000,4,960.000000
255,F,F_L30,30,470.000000,15.000000,6,1440.000000
255,F,F_L32,32,268.326000,15.000000,0,0.000000
270,A,A_L1,1,470.000000,15.000000,6,1440.000000
270,A,A_L3,3,430.000000,15.000000,6,1440.000000
270,A,A_L6,6,518.011000,15.000000,8,1920.000000
270,A,A_L8,8,418.014000,15.000000,0,0.000000
270,B,B_L5,5,518.011000,15.000000,9,2160.000000
270,B,B_L9,9,430.000000,15.000000,0,0.000000
270,B,B_L12,12,518.011000,15.000000,13,3120.000000
270,B,B_L14,14,418.014000,15.000000,0,0.000000
270,C,C_L11,11,518.011000,15.000000,8,1920.000000
270,C,C_L15,15,430.000000,15.000000,0,0.000000
270,C,C_L18,18,470.000000,15.000000,2,480.000000
270,C,C_L20,20,418.014000,15.000000,0,0.000000
270,D,D_L7,7,418.014000,15.000000,1,240.000000
270,D,D_L21,21,470.000000,15.000000,3,720.000000
270,D,D_L24,24,518.011000,15.000000,6,1440.000000
270,D,D_L26,26,172.883000,15.000000,0,0.000000
270,F,F_L19,19,418.014000,15.000000,4,960.000000
270,F,F_L27,27,518.011000,15.000000,12,2880.000000
270,F,F_L30,30,470.000000,15.000000,3,720.000000
270,F,F_L32,32,268.326000,15.000000,0,0.000000
285,A,A_L1,1,470.000000,15.000000,5,1200.000000
285,A,A_L3,3,430.000000,15.000000,6,1440.000000
285,A,A_L6,6,518.011000,15.000000,11,2640.000000
285,A,A_L8,8,418.014000,15.000000,0,0.000000
285,B,B_L5,5,518.011000,15.000000,6,1440.000000
285,B,B_L9,9,430.000000,15.000000,0,0.000000
285,B,B_L12,12,518.011000,15.000000,13,3120.000000
285,B,B_L14,14,418.014000,15.000000,0,0.000000
285,C,C_L11,11,518.011000,15.000000,8,1920.000000
285,C,C_L15,15,430.000000,15.000000,0,0.000000
285,C,C_L18,18,470.000000,15.000000,3,720.000000
285,C,C_L20,20,418.014000,15.000000,2,480.000000
285,D,D_L7,7,418.014000,15.000000,0,0.000000
285,D,D_L21,21,470.000000,15.000000,7,1680.000000
285,D,D_L24,24,518.011000,15.000000,0,0.000000
285,D,D_L26,26,172.883000,15.000000,0,0.000000
285,F,F_L19,19,418.014000,15.000000,1,240.000000
285,F,F_L27,27,518.011000,15.000000,14,3360.000000
285,F,F_L30,30,470.000000,15.000000,6,1440.000000
285,F,F_L32,32,268.326000,15.000000,0,0.000000
300,A,A_L1,1,470.000000,15.000000,1,240.000000
300,A,A_L3,3,430.000000,15.000000,5,1200.000000
300,A,A_L6,6,518.011000,15.000000,2,480.000000
300,A,A_L8,8,418.014000,15.000000,8,1920.000000
300,B,B_L5,5,518.011000,15.000000,1,240.000000
300,B,B_L9,9,430.000000,15.000000,1,240.000000
300,B,B_L12,12,518.011000,15.000000,0,0.000000
300,B,B_L14,14,418.014000,15.000000,0,0.000000
300,C,C_L11,11,518.011000,15.000000,1,240.000000
300,C,C_L15,15,430.000000,15.000000,0,0.000000
300,C,C_L18,18,470.000000,15.000000,1,240.000000
300,C,C_L20,20,418.014000,15.000000,4,960.000000
300,D,D_L7,7,418.014000,15.000000,0,0.000000
300,D,D_L21,21,470.000000,15.000000,1,240.000000
300,D,D_L24,24,518.011000,15.000000,0,0.000000
300,D,D_L26,26,172.883000,15.000000,0,0.000000
300,F,F_L19,19,418.014000,15.000000,5,1200.000000
300,F,F_L27,27,518.011000,15.000000,0,0.000000
300,F,F_L30,30,470.000000,15.000000,2,480.000000
300,F,F_L32,32,268.326000,15.000000,0,0.000000
315,A,A_L1,1,470.000000,15.000000,1,240.000000
315,A,A_L3,3,430.000000,15.000000,3,720.000000
315,A,A_L6,6,518.011000,15.000000,15,3600.000000
315,A,A_L8,8,418.014000,15.000000,7,1680.000000
315,B,B_L5,5,518.011000,15.000000,1,240.000000
315,B,B_L9,9,430.000000,15.000000,3,720.000000
315,B,B_L12,12,518.011000,15.000000,4,960.000000
315,B,B_L14,14,418.014000,15.000000,0,0.000000
315,C,C_L11,11,518.011000,15.000000,0,0.000000
315,C,C_L15,15,430.000000,15.000000,1,240.000000
315,C,C_L18,18,470.000000,15.000000,0,0.000000
315,C,C_L20,20,418.014000,15.000000,4,960.000000
315,D,D_L7,7,418.014000,15.000000,1,240.000000
315,D,D_L21,21,470.000000,15.000000,3,720.000000
315,D,D_L24,24,518.011000,15.000000,2,480.000000
315,D,D_L26,26,172.883000,15.000000,0,0.000000
315,F,F_L19,19,418.014000,15.000000,6,1440.000000
315,F,F_L27,27,518.011000,15.000000,0,0.000000
315,F,F_L30,30,470.000000,15.000000,2,480.000000
315,F,F_L32,32,268.326000,15.000000,0,0.000000
330,A,A_L1,1,470.000000,15.000000,0,0.000000
330,A,A_L3,3,430.000000,15.000000,3,720.000000
330,A,A_L6,6,518.011000,15.000000,19,4560.000000
330,A,A_L8,8,418.014000,15.000000,0,0.000000
330,B,B_L5,5,518.011000,15.000000,5,1200.000000
330,B,B_L9,9,430.000000,15.000000,1,240.000000
330,B,B_L12,12,518.011000,15.000000,7,1680.000000
330,B,B_L14,14,418.014000,15.000000,1,240.000000
330,C,C_L11,11,518.011000,15.000000,4,960.000000
330,C,C_L15,15,430.000000,15.000000,1,240.000000
330,C,C_L18,18,470.000000,15.000000,0,0.000000
330,C,C_L20,20,418.014000,15.000000,3,720.000000
330,D,D_L7,7,418.014000,15.000000,2,480.000000
330,D,D_L21,21,470.000000,15.000000,5,1200.000000
330,D,D_L24,24,518.011000,15.000000,3,720.000000
330,D,D_L26,26,172.883000,15.000000,0,0.000000
330,F,F_L19,19,418.014000,15.000000,0,0.000000
330,F,F_L27,27,518.011000,15.000000,1,240.000000
330,F,F_L30,30,470.000000,15.000000,3,720.000000
330,F,F_L32,32,268.326000,15.000000,0,0.000000
345,A,A_L1,1,470.000000,15.000000,0,0.000000
345,A,A_L3,3,430.000000,15.000000,3,720.000000
345,A,A_L6,6,518.011000,15.000000,15,3600.000000
345,A,A_L8,8,418.014000,15.000000,0,0.000000
345,B,B_L5,5,518.011000,15.000000,3,720.000000
345,B,B_L9,9,430.000000,15.000000,0,0.000000
345,B,B_L12,12,518.011000,15.000000,8,1920.000000
345,B,B_L14,14,418.014000,15.000000,0,0.000000
345,C,C_L11,11,518.011000,15.000000,2,480.000000
345,C,C_L15,15,430.000000,15.000000,3,720.000000
345,C,C_L18,18,470.000000,15.000000,0,0.000000
345,C,C_L20,20,418.014000,15.000000,6,1440.000000
345,D,D_L7,7,418.014000,15.000000,5,1200.000000
345,D,D_L21,21,470.000000,15.000000,5,1200.000000
345,D,D_L24,24,518.011000,15.000000,5,1200.000000
345,D,D_L26,26,172.883000,15.000000,0,0.000000
345,F,F_L19,19,418.014000,15.000000,1,240.000000
345,F,F_L27,27,518.011000,15.000000,1,240.000000
345,F,F_L30,30,470.000000,15.000000,4,960.000000
345,F,F_L32,32,268.326000,15.000000,0,0.000000
360,A,A_L1,1,470.000000,15.000000,0,0.000000
360,A,A_L3,3,430.000000,15.000000,2,480.000000
360,A,A_L6,6,518.011000,15.000000,19,4560.000000
360,A,A_L8,8,418.014000,15.000000,0,0.000000
360,B,B_L5,5,518.011000,15.000000,1,240.000000
360,B,B_L9,9,430.000000,15.000000,2,480.000000
360,B,B_L12,12,518.011000,15.000000,4,960.000000
360,B,B_L14,14,418.014000,15.000000,1,240.000000
360,C,C_L11,11,518.011000,15.000000,0,0.000000
360,C,C_L15,15,430.000000,15.000000,2,480.000000
360,C,C_L18,18,470.000000,15.000000,0,0.000000
360,C,C_L20,20,418.014000,15.000000,1,240.000000
360,D,D_L7,7,418.014000,15.000000,2,480.000000
