sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,1800.000000,1000.000000,10.000000,10.000000,120.000000,5,0,1,0,4,0,55.123474,55.611930,0
15,1800.000000,1000.000000,10.000000,10.000000,120.000000,60,0,8,0,52,0,56.644716,82.804597,0
30,1800.000000,1000.000000,10.000000,10.000000,120.000000,113,0,15,0,97,1,59.116416,108.717567,0
45,1800.000000,1000.000000,10.000000,10.000000,120.000000,162,9,17,2,124,10,48.351357,110.421342,29
60,1800.000000,1000.000000,10.000000,10.000000,120.000000,222,26,22,5,165,4,43.257331,115.165616,58
75,1800.000000,1000.000000,10.000000,10.000000,120.000000,289,39,27,0,203,20,44.839677,110.130687,37
90,1800.000000,1000.000000,10.000000,10.000000,120.000000,342,71,28,5,219,19,44.469294,113.782229,63
105,1800.000000,1000.000000,10.000000,10.000000,120.000000,409,102,28,4,254,21,40.474331,109.607146,104
120,1800.000000,1000.000000,10.000000,10.000000,120.000000,466,124,33,9,286,14,35.547838,112.953347,156
135,1800.000000,1000.000000,10.000000,10.000000,120.000000,519,126,31,6,303,53,37.737849,107.807446,118
150,1800.000000,1000.000000,10.000000,10.000000,120.000000,570,172,32,13,304,49,41.376891,112.959934,123
165,1800.000000,1000.000000,10.000000,10.000000,120.000000,611,220,34,11,303,43,40.053348,114.619561,149
180,1800.000000,1000.000000,10.000000,10.000000,120.000000,631,237,33,17,290,54,36.863246,109.521732,190
195,1800.000000,1000.000000,10.000000,10.000000,120.000000,683,245,46,6,333,53,35.236922,101.537014,187
210,1800.000000,1000.000000,10.000000,10.000000,120.000000,712,255,45,5,358,49,37.162423,109.537497,219
225,1800.000000,1000.000000,10.000000,10.000000,120.000000,720,277,54,9,352,28,33.890082,109.121311,273
240,1800.000000,1000.000000,10.000000,10.000000,120.000000,735,303,48,3,353,28,28.906974,109.847564,341
255,1800.000000,1000.000000,10.000000,10.000000,120.000000,759,283,49,10,355,62,29.694860,112.745126,274
270,1800.000000,1000.000000,10.000000,10.000000,120.000000,805,292,47,20,387,59,35.896838,113.171085,213
285,1800.000000,1000.000000,10.000000,10.000000,120.000000,846,300,41,19,422,64,37.149435,109.748944,195
300,1800.000000,1000.000000,10.000000,10.000000,120.000000,859,306,46,28,417,62,35.681092,109.736828,256
315,1800.000000,1000.000000,10.000000,10.000000,120.000000,870,320,52,13,417,68,32.110850,103.236974,254
330,1800.000000,1000.000000,10.000000,10.000000,120.000000,871,330,61,10,425,45,31.360511,101.357535,303
345,1800.000000,1000.000000,10.000000,10.000000,120.000000,883,334,55,3,444,47,27.769161,106.596538,367
