sim_sec,site,link,green_sec,cycle_sec,interval_sec,passage_count,release_rate_vph,queue_count,presence_count,downstream_count,mean_speed_kph
1,D,25,10.000000,10,1.000000,0,0.000000,0,0,0,0.000000
1,F,31,10.000000,10,1.000000,0,0.000000,0,0,0,0.000000
15,D,25,10.000000,10,14.000000,0,0.000000,0,0,0,0.000000
15,F,31,10.000000,10,14.000000,0,0.000000,0,0,0,0.000000
30,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
30,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
45,D,25,10.000000,10,15.000000,0,0.000000,1,0,0,47.323493
45,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
60,D,25,10.000000,10,15.000000,1,240.000000,2,0,0,50.226211
60,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
75,D,25,10.000000,10,15.000000,2,480.000000,0,0,0,0.000000
75,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
90,D,25,10.000000,10,15.000000,0,0.000000,2,1,0,48.508670
90,F,31,10.000000,10,15.000000,0,0.000000,1,0,0,46.940639
105,D,25,10.000000,10,15.000000,1,240.000000,1,0,0,53.736835
105,F,31,10.000000,10,15.000000,0,0.000000,1,0,0,47.896801
120,D,25,10.000000,10,15.000000,1,240.000000,2,0,0,54.574030
120,F,31,10.000000,10,15.000000,1,240.000000,5,0,0,55.892549
135,D,25,10.000000,10,15.000000,2,480.000000,2,0,0,47.264942
135,F,31,10.000000,10,15.000000,0,0.000000,3,1,0,53.339546
150,D,25,10.000000,10,15.000000,2,480.000000,4,1,1,52.006854
150,F,31,10.000000,10,15.000000,0,0.000000,4,0,0,55.610568
165,D,25,10.000000,10,15.000000,3,720.000000,4,0,0,50.743443
165,F,31,10.000000,10,15.000000,0,0.000000,1,0,0,52.222657
180,D,25,10.000000,10,15.000000,3,720.000000,4,0,1,50.739786
180,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
195,D,25,10.000000,10,15.000000,4,960.000000,4,0,0,51.966832
195,F,31,10.000000,10,15.000000,0,0.000000,1,0,0,55.490863
210,D,25,10.000000,10,15.000000,0,0.000000,0,0,1,44.198085
210,F,31,10.000000,10,15.000000,0,0.000000,2,0,0,56.587578
225,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
225,F,31,10.000000,10,15.000000,0,0.000000,5,0,0,53.908311
240,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
240,F,31,10.000000,10,15.000000,0,0.000000,1,0,0,47.114086
255,D,25,10.000000,10,15.000000,0,0.000000,3,0,0,51.243536
255,F,31,10.000000,10,15.000000,0,0.000000,4,0,0,55.072245
270,D,25,10.000000,10,15.000000,2,480.000000,4,0,0,50.700506
270,F,31,10.000000,10,15.000000,0,0.000000,7,1,0,54.111180
285,D,25,10.000000,10,15.000000,5,1200.000000,2,1,0,50.659266
285,F,31,10.000000,10,15.000000,1,240.000000,2,0,0,55.921293
300,D,25,10.000000,10,15.000000,0,0.000000,5,1,0,51.695145
300,F,31,10.000000,10,15.000000,0,0.000000,6,1,0,52.714336
315,D,25,10.000000,10,15.000000,2,480.000000,3,1,0,52.316285
315,F,31,10.000000,10,15.000000,0,0.000000,2,0,0,52.146959
330,D,25,10.000000,10,15.000000,0,0.000000,1,0,1,53.799741
330,F,31,10.000000,10,15.000000,0,0.000000,6,0,0,50.724178
345,D,25,10.000000,10,15.000000,1,240.000000,0,0,0,0.000000
345,F,31,10.000000,10,15.000000,0,0.000000,1,0,0,53.038530
