sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,1,0,54.981484
15,15.000000,0,0.000000,0,17,0,62.778877
30,15.000000,2,480.000000,0,37,0,68.357097
45,15.000000,14,3360.000000,5,45,1,62.582836
60,15.000000,7,1680.000000,9,61,4,54.114706
75,15.000000,28,6720.000000,28,52,0,64.522623
90,15.000000,28,6720.000000,42,55,3,61.174768
105,15.000000,22,5280.000000,46,67,3,57.118126
120,15.000000,28,6720.000000,52,64,6,49.798605
135,15.000000,38,9120.000000,57,56,3,60.441099
150,15.000000,13,3120.000000,75,63,7,60.200129
165,15.000000,17,4080.000000,75,63,9,54.882009
180,15.000000,17,4080.000000,71,73,12,47.686780
195,15.000000,33,7920.000000,78,81,6,58.682715
210,15.000000,30,7200.000000,90,89,4,57.807320
225,15.000000,19,4560.000000,96,96,6,51.578966
240,15.000000,27,6480.000000,98,101,3,41.881847
255,15.000000,71,17040.000000,78,91,7,55.199908
270,15.000000,45,10800.000000,107,105,16,57.838714
285,15.000000,20,4800.000000,107,116,20,50.495035
300,15.000000,16,3840.000000,93,101,18,44.112531
315,15.000000,47,11280.000000,95,112,9,52.764249
330,15.000000,48,11520.000000,120,133,4,57.512614
345,15.000000,30,7200.000000,118,141,2,50.726788
360,15.000000,29,6960.000000,126,120,4,42.755115
375,15.000000,49,11760.000000,99,93,9,46.277931
390,15.000000,69,16560.000000,122,113,21,55.581665
405,15.000000,16,3840.000000,134,122,15,52.306143
420,15.000000,19,4560.000000,120,92,19,42.663962
435,15.000000,49,11760.000000,116,89,15,47.461191
450,15.000000,46,11040.000000,139,120,8,56.526004
465,15.000000,28,6720.000000,131,132,2,49.949658
480,15.000000,37,8880.000000,135,112,5,40.633671
495,15.000000,31,7440.000000,114,78,5,42.077514
510,15.000000,75,18000.000000,115,97,21,56.057136
525,15.000000,28,6720.000000,125,115,22,51.455292
540,15.000000,21,5040.000000,111,89,20,43.216230
555,15.000000,37,8880.000000,96,77,12,46.629730
570,15.000000,47,11280.000000,128,96,9,56.850270
585,15.000000,45,10800.000000,126,105,0,52.006947
600,15.000000,32,7680.000000,127,88,3,42.740604
615,15.000000,42,10080.000000,122,75,3,40.675254
630,15.000000,63,15120.000000,115,81,15,54.197288
645,15.000000,35,8400.000000,113,109,21,55.161260
660,15.000000,21,5040.000000,105,78,21,46.220254
675,15.000000,21,5040.000000,105,64,18,43.819274
690,15.000000,76,18240.000000,126,84,6,58.776286
705,15.000000,31,7440.000000,119,92,2,56.069295
720,15.000000,33,7920.000000,123,97,8,46.921460
735,15.000000,48,11520.000000,120,83,5,42.224159
750,15.000000,77,18480.000000,102,96,19,56.709671
765,15.000000,47,11280.000000,101,125,24,55.225610
780,15.000000,16,3840.000000,95,108,23,49.975793
795,15.000000,20,4800.000000,105,93,24,44.064703
810,15.000000,69,16560.000000,111,107,10,58.967021
825,15.000000,22,5280.000000,113,127,1,53.364208
840,15.000000,19,4560.000000,112,120,6,45.230310
855,15.000000,27,6480.000000,118,110,1,36.294285
870,15.000000,66,15840.000000,94,106,17,54.007061
885,15.000000,35,8400.000000,120,109,22,53.743394
900,15.000000,17,4080.000000,119,100,19,48.145274
