sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,1200.000000,600.000000,6.000000,6.000000,120.000000,5,0,1,0,4,0,55.123474,55.611930,0
15,1200.000000,600.000000,6.000000,6.000000,120.000000,41,0,4,0,37,0,56.993973,93.051274,0
30,1200.000000,600.000000,6.000000,6.000000,120.000000,84,0,11,0,72,1,57.542647,92.066680,0
45,1200.000000,600.000000,6.000000,6.000000,120.000000,113,8,14,2,87,2,49.606673,111.027703,16
60,1200.000000,600.000000,6.000000,6.000000,120.000000,143,18,13,2,103,7,42.544882,120.866763,37
75,1200.000000,600.000000,6.000000,6.000000,120.000000,179,35,15,0,112,17,48.087340,112.132317,14
90,1200.000000,600.000000,6.000000,6.000000,120.000000,215,64,17,3,117,14,47.836355,116.801277,31
105,1200.000000,600.000000,6.000000,6.000000,120.000000,256,82,21,2,137,14,45.936512,110.712624,57
120,1200.000000,600.000000,6.000000,6.000000,120.000000,289,89,18,8,162,12,37.252732,110.251547,99
135,1200.000000,600.000000,6.000000,6.000000,120.000000,324,93,20,7,159,45,46.725015,113.477170,27
150,1200.000000,600.000000,6.000000,6.000000,120.000000,363,130,17,13,167,36,47.673769,110.802455,42
165,1200.000000,600.000000,6.000000,6.000000,120.000000,393,153,22,13,176,29,43.799596,104.834405,73
180,1200.000000,600.000000,6.000000,6.000000,120.000000,411,152,20,10,184,45,38.744328,105.326582,113
195,1200.000000,600.000000,6.000000,6.000000,120.000000,445,157,29,5,209,45,42.160321,102.556366,76
210,1200.000000,600.000000,6.000000,6.000000,120.000000,459,180,29,5,217,28,39.788398,107.006598,109
225,1200.000000,600.000000,6.000000,6.000000,120.000000,476,197,31,1,225,22,36.026114,106.020264,156
240,1200.000000,600.000000,6.000000,6.000000,120.000000,478,219,28,2,212,17,29.074020,112.631663,205
255,1200.000000,600.000000,6.000000,6.000000,120.000000,496,202,21,7,210,56,33.220215,114.592542,121
270,1200.000000,600.000000,6.000000,6.000000,120.000000,512,206,20,16,215,55,43.189982,111.151710,69
285,1200.000000,600.000000,6.000000,6.000000,120.000000,532,231,22,17,222,40,43.427426,113.758997,90
300,1200.000000,600.000000,6.000000,6.000000,120.000000,525,235,19,14,216,41,37.308123,101.162947,142
315,1200.000000,600.000000,6.000000,6.000000,120.000000,520,233,29,3,203,52,37.287486,103.934490,106
330,1200.000000,600.000000,6.000000,6.000000,120.000000,524,237,33,8,212,34,37.729393,104.715111,145
345,1200.000000,600.000000,6.000000,6.000000,120.000000,534,251,34,8,209,32,37.103837,108.554955,161
360,1200.000000,600.000000,6.000000,6.000000,120.000000,530,261,32,7,207,23,32.013255,108.438252,225
375,1200.000000,600.000000,6.000000,6.000000,120.000000,540,241,35,5,196,63,32.493389,113.812722,158
390,1200.000000,600.000000,6.000000,6.000000,120.000000,557,267,32,15,187,56,40.926820,109.544265,81
405,1200.000000,600.000000,6.000000,6.000000,120.000000,582,261,37,23,211,50,44.084663,104.717894,77
420,1200.000000,600.000000,6.000000,6.000000,120.000000,580,241,35,20,227,57,42.106196,107.614468,114
435,1200.000000,600.000000,6.000000,6.000000,120.000000,587,237,39,9,229,73,40.693665,101.423994,84
450,1200.000000,600.000000,6.000000,6.000000,120.000000,577,245,39,10,229,54,41.789874,103.843244,114
465,1200.000000,600.000000,6.000000,6.000000,120.000000,576,266,40,2,229,39,37.775269,107.700588,171
480,1200.000000,600.000000,6.000000,6.000000,120.000000,572,275,35,4,229,29,30.688527,101.522796,244
495,1200.000000,600.000000,6.000000,6.000000,120.000000,548,262,34,5,189,58,26.383668,103.617246,226
510,1200.000000,600.000000,6.000000,6.000000,120.000000,562,258,35,18,200,51,39.912988,106.162625,111
525,1200.000000,600.000000,6.000000,6.000000,120.000000,590,270,32,23,230,35,43.496167,100.786467,90
540,1200.000000,600.000000,6.000000,6.000000,120.000000,581,250,31,28,228,44,39.748192,107.442656,116
555,1200.000000,600.000000,6.000000,6.000000,120.000000,575,238,37,21,209,70,37.287854,103.974622,119
570,1200.000000,600.000000,6.000000,6.000000,120.000000,574,256,36,13,212,57,40.759951,105.182213,110
585,1200.000000,600.000000,6.000000,6.000000,120.000000,590,275,37,5,221,52,38.932097,105.980103,170
600,1200.000000,600.000000,6.000000,6.000000,120.000000,594,293,43,5,211,42,34.091100,108.141707,228
615,1200.000000,600.000000,6.000000,6.000000,120.000000,594,292,40,8,202,52,27.682644,99.542209,241
630,1200.000000,600.000000,6.000000,6.000000,120.000000,592,290,37,22,188,55,37.079469,102.543389,139
645,1200.000000,600.000000,6.000000,6.000000,120.000000,613,294,32,35,203,49,41.325803,110.464872,124
660,1200.000000,600.000000,6.000000,6.000000,120.000000,606,281,26,41,203,55,38.306190,110.066169,148
675,1200.000000,600.000000,6.000000,6.000000,120.000000,589,270,30,34,200,55,33.091555,101.667478,158
690,1200.000000,600.000000,6.000000,6.000000,120.000000,592,268,36,23,201,64,38.804966,102.900131,126
705,1200.000000,600.000000,6.000000,6.000000,120.000000,604,275,41,22,218,48,36.462591,97.164715,174
720,1200.000000,600.000000,6.000000,6.000000,120.000000,610,276,51,9,228,46,31.594360,100.408137,242
735,1200.000000,600.000000,6.000000,6.000000,120.000000,594,288,50,5,207,44,27.318536,107.901696,268
750,1200.000000,600.000000,6.000000,6.000000,120.000000,599,270,43,17,209,60,37.349434,107.768034,141
765,1200.000000,600.000000,6.000000,6.000000,120.000000,611,267,41,21,227,55,42.673225,106.395411,113
780,1200.000000,600.000000,6.000000,6.000000,120.000000,622,271,35,25,245,46,41.086698,108.343836,135
795,1200.000000,600.000000,6.000000,6.000000,120.000000,612,280,32,22,244,34,36.650219,107.280125,135
810,1200.000000,600.000000,6.000000,6.000000,120.000000,593,266,26,12,227,62,37.273441,104.653606,128
825,1200.000000,600.000000,6.000000,6.000000,120.000000,592,287,29,9,226,41,32.349778,98.524583,201
840,1200.000000,600.000000,6.000000,6.000000,120.000000,596,296,27,3,238,32,28.633949,104.446852,263
855,1200.000000,600.000000,6.000000,6.000000,120.000000,602,305,24,10,251,12,22.068898,106.497693,333
870,1200.000000,600.000000,6.000000,6.000000,120.000000,603,278,20,17,231,57,30.291418,92.537184,183
885,1200.000000,600.000000,6.000000,6.000000,120.000000,617,290,21,22,235,49,37.488808,98.279290,140
900,1200.000000,600.000000,6.000000,6.000000,120.000000,624,306,21,19,225,53,36.845643,109.319212,156
