sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,55.123474
15,15.000000,0,0.000000,0,37,0,56.993973
30,15.000000,2,480.000000,0,72,0,57.542647
45,15.000000,18,4320.000000,8,87,2,49.606673
60,15.000000,17,4080.000000,18,103,2,42.544882
75,15.000000,37,8880.000000,35,112,0,48.087340
90,15.000000,35,8400.000000,64,117,3,47.836355
105,15.000000,33,7920.000000,82,137,2,45.936512
120,15.000000,23,5520.000000,89,162,8,37.252732
135,15.000000,73,17520.000000,93,159,7,46.725015
150,15.000000,54,12960.000000,130,167,13,47.673769
165,15.000000,29,6960.000000,153,176,13,43.799596
180,15.000000,29,6960.000000,152,184,10,38.744328
195,15.000000,58,13920.000000,157,209,5,42.160321
210,15.000000,41,9840.000000,180,217,5,39.788398
225,15.000000,31,7440.000000,197,225,1,36.026114
240,15.000000,37,8880.000000,219,212,2,29.074020
255,15.000000,76,18240.000000,202,210,7,33.220215
270,15.000000,115,27600.000000,206,215,16,43.189982
285,15.000000,78,18720.000000,231,222,17,43.427426
300,15.000000,23,5520.000000,235,216,14,37.308123
315,15.000000,14,3360.000000,233,203,3,37.287486
330,15.000000,35,8400.000000,237,212,8,37.729393
345,15.000000,48,11520.000000,251,209,8,37.103837
360,15.000000,38,9120.000000,261,207,7,32.013255
375,15.000000,44,10560.000000,241,196,5,32.493389
390,15.000000,55,13200.000000,267,187,15,40.926820
405,15.000000,53,12720.000000,261,211,23,44.084663
420,15.000000,43,10320.000000,241,227,20,42.106196
435,15.000000,36,8640.000000,237,229,9,40.693665
450,15.000000,36,8640.000000,245,229,10,41.789874
465,15.000000,41,9840.000000,266,229,2,37.775269
480,15.000000,38,9120.000000,275,229,4,30.688527
495,15.000000,48,11520.000000,262,189,5,26.383668
510,15.000000,81,19440.000000,258,200,18,39.912988
525,15.000000,69,16560.000000,270,230,23,43.496167
540,15.000000,21,5040.000000,250,228,28,39.748192
555,15.000000,27,6480.000000,238,209,21,37.287854
570,15.000000,19,4560.000000,256,212,13,40.759951
585,15.000000,29,6960.000000,275,221,5,38.932097
600,15.000000,42,10080.000000,293,211,5,34.091100
615,15.000000,35,8400.000000,292,202,8,27.682644
630,15.000000,61,14640.000000,290,188,22,37.079469
645,15.000000,68,16320.000000,294,203,35,41.325803
660,15.000000,37,8880.000000,281,203,41,38.306190
675,15.000000,18,4320.000000,270,200,34,33.091555
690,15.000000,30,7200.000000,268,201,23,38.804966
705,15.000000,23,5520.000000,275,218,22,36.462591
720,15.000000,29,6960.000000,276,228,9,31.594360
735,15.000000,31,7440.000000,288,207,5,27.318536
750,15.000000,49,11760.000000,270,209,17,37.349434
765,15.000000,54,12960.000000,267,227,21,42.673225
780,15.000000,34,8160.000000,271,245,25,41.086698
795,15.000000,19,4560.000000,280,244,22,36.650219
810,15.000000,39,9360.000000,266,227,12,37.273441
825,15.000000,37,8880.000000,287,226,9,32.349778
840,15.000000,35,8400.000000,296,238,3,28.633949
855,15.000000,41,9840.000000,305,251,10,22.068898
870,15.000000,76,18240.000000,278,231,17,30.291418
885,15.000000,76,18240.000000,290,235,22,37.488808
900,15.000000,57,13680.000000,306,225,19,36.845643
