sim_sec,site,link,green_sec,cycle_sec,interval_sec,passage_count,release_rate_vph,queue_count,presence_count,downstream_count,mean_speed_kph
1,D,25,10.000000,10,1.000000,0,0.000000,0,0,0,0.000000
1,F,31,10.000000,10,1.000000,0,0.000000,0,0,0,0.000000
15,D,25,10.000000,10,14.000000,0,0.000000,0,0,0,0.000000
15,F,31,10.000000,10,14.000000,0,0.000000,0,0,0,0.000000
30,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
30,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
45,D,25,10.000000,10,15.000000,0,0.000000,1,0,0,50.003893
45,F,31,10.000000,10,15.000000,0,0.000000,3,0,0,53.446176
60,D,25,10.000000,10,15.000000,1,240.000000,0,0,0,0.000000
60,F,31,10.000000,10,15.000000,0,0.000000,3,1,0,48.283125
75,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
75,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
90,D,25,10.000000,10,15.000000,1,240.000000,0,0,0,0.000000
90,F,31,10.000000,10,15.000000,0,0.000000,1,0,0,54.571672
105,D,25,10.000000,10,15.000000,1,240.000000,0,0,0,0.000000
105,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
120,D,25,10.000000,10,15.000000,1,240.000000,3,0,1,53.519292
120,F,31,10.000000,10,15.000000,0,0.000000,4,0,0,53.641865
135,D,25,10.000000,10,15.000000,2,480.000000,2,0,0,53.701369
135,F,31,10.000000,10,15.000000,0,0.000000,5,0,0,48.245377
150,D,25,10.000000,10,15.000000,1,240.000000,2,0,0,53.697743
150,F,31,10.000000,10,15.000000,1,240.000000,2,0,0,51.792717
165,D,25,10.000000,10,15.000000,2,480.000000,5,0,0,46.609525
165,F,31,10.000000,10,15.000000,0,0.000000,6,0,0,51.552314
180,D,25,10.000000,10,15.000000,3,720.000000,0,0,1,52.867544
180,F,31,10.000000,10,15.000000,0,0.000000,2,0,0,53.208195
195,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
195,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
210,D,25,10.000000,10,15.000000,0,0.000000,6,0,0,54.135024
210,F,31,10.000000,10,15.000000,0,0.000000,5,0,0,54.844725
225,D,25,10.000000,10,15.000000,3,720.000000,9,0,1,39.144057
225,F,31,10.000000,10,15.000000,0,0.000000,8,0,0,52.249996
240,D,25,10.000000,10,15.000000,4,960.000000,3,1,1,49.268067
240,F,31,10.000000,10,15.000000,0,0.000000,5,0,0,49.836186
255,D,25,10.000000,10,15.000000,0,0.000000,3,0,0,52.775635
255,F,31,10.000000,10,15.000000,0,0.000000,4,0,0,53.335503
270,D,25,10.000000,10,15.000000,1,240.000000,0,0,1,53.609582
270,F,31,10.000000,10,15.000000,0,0.000000,8,0,1,52.004563
285,D,25,10.000000,10,15.000000,0,0.000000,1,0,0,52.801468
285,F,31,10.000000,10,15.000000,0,0.000000,2,0,1,52.931694
300,D,25,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
300,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
315,D,25,10.000000,10,15.000000,0,0.000000,6,0,0,52.781459
315,F,31,10.000000,10,15.000000,0,0.000000,8,0,0,53.953067
330,D,25,10.000000,10,15.000000,4,960.000000,9,0,1,48.163625
330,F,31,10.000000,10,15.000000,0,0.000000,6,1,0,49.898871
345,D,25,10.000000,10,15.000000,1,240.000000,3,0,0,48.011294
345,F,31,10.000000,10,15.000000,0,0.000000,0,0,0,0.000000
