no,role,is_connector,lane_count,length_m,orientation,start_xy,end_xy,centroid_xy,from_link,to_link,name
10307,urban_road,True,1,9.817,NS,"[-5747408.175, -969180.795]","[-5747405.361, -969189.366]","[-5747405.822, -969185.095]",1220007402,188,
10308,urban_road,True,1,9.629,EW,"[-5747403.574, -969193.416]","[-5747394.926, -969194.657]","[-5747399.113, -969193.033]",187,1220007401,
10309,urban_road,True,1,18.019,NS,"[-5747403.271, -969193.125]","[-5747403.389, -969176.536]","[-5747401.587, -969184.86]",187,1220007502,
10310,urban_road,True,1,20.079,NS,"[-5747393.209, -969174.053]","[-5747392.566, -969192.493]","[-5747394.847, -969183.216]",189,1220007401,
10311,urban_road,True,1,10.147,EW,"[-5747391.974, -969172.92]","[-5747401.028, -969174.374]","[-5747397.015, -969174.905]",189,1220007502,
10312,urban_road,True,1,16.312,EW,"[-5747390.202, -969190.335]","[-5747405.184, -969189.195]","[-5747397.669, -969188.191]",1220007501,188,
10313,urban_road,True,1,12.493,NS,"[-5747388.141, -969187.864]","[-5747390.979, -969176.757]","[-5747390.777, -969182.275]",1220007501,190,
10314,urban_road,True,1,6.869,DIAG,"[-5747383.919, -968853.333]","[-5747388.97, -968857.988]","[-5747386.444, -968855.661]",199,194,
10315,urban_road,True,1,3.84,EW,"[-5747386.643, -968860.604]","[-5747383.446, -968858.477]","[-5747385.045, -968859.541]",196,200,
10316,urban_road,True,1,14.99,DIAG,"[-5747191.368, -968681.483]","[-5747202.312, -968691.726]","[-5747196.84, -968686.604]",1220009600,199,
10317,urban_road,True,1,17.203,DIAG,"[-5747201.645, -968696.678]","[-5747189.493, -968684.501]","[-5747195.569, -968690.589]",200,1210009700,
10318,urban_road,True,1,7.916,NS,"[-5747189.191, -968691.509]","[-5747189.176, -968684.218]","[-5747189.946, -968687.82]",201,1210009700,
10319,urban_road,True,1,14.394,EW,"[-5747189.198, -968691.501]","[-5747202.456, -968691.854]","[-5747195.746, -968690.293]",201,199,
10320,urban_road,True,1,13.013,NS,"[-5747191.501, -968681.602]","[-5747192.037, -968693.577]","[-5747193.023, -968687.518]",1220009600,202,
10321,urban_road,True,1,11.514,EW,"[-5747201.513, -968696.561]","[-5747191.791, -968693.852]","[-5747196.124, -968693.544]",200,202,
10322,urban_road,True,1,10.219,DIAG,"[-5747455.657, -968919.149]","[-5747463.267, -968925.969]","[-5747459.462, -968922.559]",194,1210009600,
10323,urban_road,True,1,10.34,DIAG,"[-5747461.164, -968928.786]","[-5747453.462, -968921.886]","[-5747457.313, -968925.336]",1220009700,196,
10324,urban_road,True,1,9.125,NS,"[-5747464.962, -968917.818]","[-5747463.336, -968926.031]","[-5747463.256, -968921.951]",197,1210009600,
10325,urban_road,True,1,13.116,EW,"[-5747464.85, -968917.935]","[-5747453.4, -968921.829]","[-5747459.156, -968921.125]",197,196,
10326,urban_road,True,1,13.935,NS,"[-5747461.164, -968928.786]","[-5747462.795, -968916.108]","[-5747460.611, -968922.483]",1220009700,198,
10327,urban_road,True,1,9.09,EW,"[-5747455.642, -968919.135]","[-5747463.244, -968915.644]","[-5747459.467, -968918.252]",194,198,
10328,urban_road,True,2,20.708,DIAG,"[-5747567.994, -969013.711]","[-5747553.829, -969028.817]","[-5747560.911, -969021.264]",1220008601,1220007402,
10329,urban_road,True,2,21.569,DIAG,"[-5747549.08, -969024.52]","[-5747563.874, -969008.825]","[-5747556.477, -969016.672]",1220007502,1220008701,
10330,urban_road,True,1,18.939,EW,"[-5747567.585, -969011.839]","[-5747550.027, -969009.336]","[-5747559.151, -969012.224]",1220008601,1220009700,
10331,urban_road,True,1,15.827,NS,"[-5747547.822, -969023.518]","[-5747549.845, -969009.171]","[-5747550.445, -969016.196]",1220007502,1220009700,
10332,urban_road,True,1,13.181,EW,"[-5747550.707, -969005.228]","[-5747562.708, -969007.729]","[-5747557.591, -969007.876]",1210009600,1220008701,
10333,urban_road,True,1,23.007,NS,"[-5747552.115, -969006.504]","[-5747552.756, -969027.625]","[-5747554.687, -969016.994]",1210009600,1220007402,
10334,urban_road,True,2,16.365,DIAG,"[-5747587.791, -968983.818]","[-5747599.355, -968972.238]","[-5747593.573, -968978.028]",1220008701,1220008702,
10335,urban_road,True,2,15.258,DIAG,"[-5747603.315, -968977.544]","[-5747592.425, -968988.232]","[-5747597.87, -968982.888]",1220008602,1220008601,
10336,urban_road,True,2,11.369,DIAG,"[-5747736.259, -968840.086]","[-5747728.044, -968847.944]","[-5747732.152, -968844.015]",1210008603,1220008602,
10337,urban_road,True,2,20.048,DIAG,"[-5747717.52, -968849.64]","[-5747731.812, -968835.588]","[-5747726.919, -968840.365]",1220008702,1220008703,
10338,urban_road,True,1,12.764,EW,"[-5747735.094, -968838.99]","[-5747723.702, -968836.085]","[-5747729.425, -968838.757]",1210008603,210,
10339,urban_road,True,1,7.06,EW,"[-5747724.727, -968833.275]","[-5747731.144, -968833.963]","[-5747728.186, -968834.404]",209,1220008703,
10340,urban_road,True,1,13.797,NS,"[-5747725.809, -968834.292]","[-5747726.78, -968846.95]","[-5747727.632, -968840.587]",209,1220008602,
10341,urban_road,True,1,15.614,NS,"[-5747716.368, -968848.53]","[-5747723.608, -968835.996]","[-5747723.002, -968839.852]",1220008702,210,
10342,urban_road,True,2,5.992,DIAG,"[-5747846.115, -968726.947]","[-5747842.1, -968731.395]","[-5747844.107, -968729.171]",1220008603,1210008603,
10343,urban_road,True,2,6.403,DIAG,"[-5747837.21, -968727.244]","[-5747841.358, -968722.366]","[-5747839.284, -968724.805]",1220008703,1210008703,
10344,urban_road,True,2,11.539,EW,"[-5746415.052, -967916.978]","[-5746404.309, -967912.767]","[-5746409.681, -967914.872]",1220017300,23,
10345,urban_road,True,2,27.168,EW,"[-5747298.693, -968285.433]","[-5747323.988, -968295.344]","[-5747311.329, -968290.418]",1220012003,213,
10346,urban_road,True,2,27.022,EW,"[-5747321.702, -968301.322]","[-5747296.541, -968291.468]","[-5747309.11, -968296.424]",1210012103,1220012103,
10347,urban_road,True,2,16.029,DIAG,"[-5747432.035, -968367.819]","[-5747443.64, -968378.875]","[-5747437.837, -968373.347]",213,1220012002,
10348,urban_road,True,2,14.166,DIAG,"[-5747438.829, -968383.126]","[-5747428.439, -968373.495]","[-5747433.634, -968378.311]",1220012102,1210012103,
10349,urban_road,True,1,9.094,NS,"[-5747441.406, -968369.539]","[-5747444.376, -968377.361]","[-5747442.021, -968373.47]",217,1220012002,
10350,urban_road,True,1,13.453,EW,"[-5747441.458, -968369.483]","[-5747429.464, -968372.248]","[-5747435.459, -968372.213]",217,1210012103,
10351,urban_road,True,1,9.089,EW,"[-5747431.242, -968364.694]","[-5747438.977, -968367.742]","[-5747435.116, -968367.121]",213,218,
10352,urban_road,True,1,15.481,NS,"[-5747439.782, -968381.821]","[-5747439.152, -968367.557]","[-5747437.982, -968374.724]",1220012102,218,
10353,urban_road,True,1,21.867,EW,"[-5747611.026, -968473.544]","[-5747589.572, -968470.049]","[-5747600.431, -968471.211]",1210012101,221,
10354,urban_road,True,1,24.491,DIAG,"[-5747476.104, -968421.235]","[-5747459.431, -968403.365]","[-5747467.963, -968412.075]",222,1220012102,
10355,urban_road,True,1,9.392,NS,"[-5747507.367, -968458.635]","[-5747510.923, -968449.942]","[-5747509.145, -968454.288]",224,223,
10356,urban_road,True,1,12.159,NS,"[-5747507.407, -968458.545]","[-5747502.358, -968448.196]","[-5747505.82, -968453.201]",224,222,
10357,urban_road,True,2,19.554,EW,"[-5747508.509, -968420.104]","[-5747526.606, -968427.511]","[-5747517.558, -968423.807]",1220012002,1220012001,
10358,urban_road,True,2,15.002,EW,"[-5747524.067, -968433.387]","[-5747510.171, -968427.735]","[-5747517.119, -968430.561]",1210012101,1220012102,
10359,urban_road,True,1,6.702,NS,"[-5747526.801, -968420.052]","[-5747527.696, -968426.265]","[-5747526.737, -968423.402]",225,1220012001,
10360,urban_road,True,1,19.056,EW,"[-5747526.691, -968420.538]","[-5747510.344, -968426.058]","[-5747519.411, -968425.09]",225,1220012102,
10361,urban_road,True,1,12.614,NS,"[-5747524.797, -968431.963]","[-5747523.686, -968420.224]","[-5747523.263, -968426.562]",1210012101,226,
10362,urban_road,True,1,17.145,EW,"[-5747508.166, -968418.174]","[-5747523.758, -968419.904]","[-5747518.463, -968420.941]",1220012002,226,
10363,urban_road,True,1,22.524,NS,"[-5747508.003, -968421.634]","[-5747518.855, -968438.756]","[-5747516.499, -968430.056]",1220012002,227,
10364,urban_road,True,1,14.865,DIAG,"[-5747515.559, -968437.577]","[-5747526.088, -968429.04]","[-5747520.269, -968431.906]",223,1220012001,
10365,urban_road,True,2,7.937,NS,"[-5747843.08, -968670.663]","[-5747847.251, -968677.416]","[-5747845.165, -968674.04]",1220012001,1210012001,
10366,urban_road,True,1,26.281,EW,"[-5747849.375, -968677.785]","[-5747872.647, -968677.096]","[-5747861.08, -968680.287]",1210012001,1220011101,
10367,urban_road,True,2,33.815,NS,"[-5747853.492, -968687.318]","[-5747870.554, -968716.509]","[-5747862.311, -968702.23]",1210012001,1220008203,
10368,urban_road,True,1,60.115,EW,"[-5750003.157, -968746.331]","[-5749949.108, -968767.987]","[-5749974.96, -968754.057]",32,39,
10369,urban_road,True,2,8.668,NS,"[-5747842.253, -968681.504]","[-5747837.691, -968674.133]","[-5747839.972, -968677.819]",1220012101,1210012101,
10370,urban_road,True,2,25.909,NS,"[-5747864.991, -968719.666]","[-5747852.016, -968697.241]","[-5747858.78, -968708.832]",1210008303,1220012101,
10371,urban_road,True,3,62.171,NS,"[-5749926.441, -968759.094]","[-5749957.064, -968704.988]","[-5749941.753, -968732.041]",40,38,
10372,urban_road,True,1,30.532,NS,"[-5747866.881, -968719.723]","[-5747869.191, -968690.315]","[-5747866.423, -968705.01]",1210008303,1220011101,
10373,urban_road,True,2,26.411,NS,"[-5747873.51, -968693.569]","[-5747857.608, -968714.573]","[-5747865.571, -968704.791]",1220011001,1220008603,
10374,urban_road,True,1,23.233,NS,"[-5747875.021, -968694.131]","[-5747872.328, -968716.364]","[-5747872.116, -968706.437]",1220011001,1220008203,
10375,urban_road,True,1,25.493,EW,"[-5747872.038, -968692.932]","[-5747849.648, -968690.39]","[-5747860.989, -968694.522]",1220011001,1220012101,
10376,urban_road,True,2,23.856,NS,"[-5747853.66, -968709.101]","[-5747867.626, -968689.844]","[-5747860.889, -968699.802]",1210008703,1220011101,
10377,urban_road,True,1,66.067,EW,"[-5749915.772, -968760.837]","[-5749869.388, -968725.21]","[-5749899.402, -968740.557]",40,30,
10378,urban_road,True,1,18.656,EW,"[-5747854.101, -968711.011]","[-5747869.706, -968718.218]","[-5747862.631, -968713.214]",1210008703,1220008203,
10379,urban_road,True,2,19.384,NS,"[-5747907.823, -968778.936]","[-5747918.631, -968795.02]","[-5747913.238, -968786.971]",1220008203,1210008203,
10380,urban_road,True,2,17.787,NS,"[-5747912.164, -968797.157]","[-5747902.331, -968782.341]","[-5747907.251, -968789.747]",1220008303,1210008303,
10381,urban_road,True,1,8.016,NS,"[-5747919.352, -968786.277]","[-5747919.818, -968793.881]","[-5747918.961, -968790.043]",236,1210008203,
10382,urban_road,True,1,18.731,EW,"[-5747919.438, -968786.164]","[-5747903.499, -968781.175]","[-5747911.358, -968785.72]",236,1210008303,
10383,urban_road,True,1,16.577,NS,"[-5747913.242, -968795.838]","[-5747919.288, -968781.373]","[-5747914.976, -968788.534]",1220008303,237,
10384,urban_road,True,1,12.0,EW,"[-5747909.132, -968778.006]","[-5747919.289, -968781.372]","[-5747914.14, -968781.003]",1220008203,237,
10385,urban_road,True,2,34.519,NS,"[-5747938.051, -968828.199]","[-5747956.514, -968857.264]","[-5747949.141, -968846.748]",1210008203,1220008202,
10386,urban_road,True,1,15.596,DIAG,"[-5747940.134, -968828.575]","[-5747951.015, -968837.091]","[-5747946.949, -968836.259]",1210008203,243,
10387,urban_road,True,1,35.028,NS,"[-5747937.727, -968830.791]","[-5747939.274, -968862.358]","[-5747943.089, -968847.889]",1210008203,241,
10388,urban_road,True,2,27.971,NS,"[-5747952.838, -968862.552]","[-5747937.22, -968839.493]","[-5747944.549, -968851.414]",1220008302,1220008303,
10389,urban_road,True,1,25.996,NS,"[-5747953.026, -968860.524]","[-5747950.984, -968837.11]","[-5747949.445, -968848.873]",1220008302,243,
10390,urban_road,True,1,12.555,EW,"[-5747951.059, -968863.069]","[-5747939.176, -968862.467]","[-5747944.658, -968861.801]",1220008302,241,
10391,urban_road,True,1,17.334,EW,"[-5747938.985, -968857.426]","[-5747955.07, -968858.113]","[-5747947.313, -968856.292]",240,1220008202,
10392,urban_road,True,1,17.814,NS,"[-5747939.438, -968856.919]","[-5747935.967, -968840.519]","[-5747939.162, -968848.861]",240,1220008303,
10393,urban_road,True,1,19.24,NS,"[-5747953.156, -968839.893]","[-5747958.012, -968856.464]","[-5747953.514, -968847.96]",242,1220008202,
10394,urban_road,True,1,15.813,EW,"[-5747953.101, -968839.925]","[-5747938.594, -968838.673]","[-5747945.467, -968840.774]",242,1220008303,
10395,urban_road,True,2,14.87,DIAG,"[-5748133.945, -969030.406]","[-5748123.26, -969020.063]","[-5748128.603, -969025.234]",1220008301,245,
10396,urban_road,True,2,15.024,DIAG,"[-5748127.664, -969015.416]","[-5748138.462, -969025.862]","[-5748133.063, -969020.639]",1210008202,1220008201,
10397,urban_road,True,1,10.122,NS,"[-5748139.541, -969015.376]","[-5748139.304, -969024.464]","[-5748138.171, -969020.717]",251,1220008201,
10398,urban_road,True,1,15.231,EW,"[-5748138.283, -969017.124]","[-5748124.518, -969019.042]","[-5748131.567, -969019.627]",251,245,
10399,urban_road,True,1,14.299,NS,"[-5748135.025, -969029.225]","[-5748135.508, -969015.844]","[-5748134.024, -969022.764]",1220008301,252,
10400,urban_road,True,1,10.522,EW,"[-5748126.638, -969012.341]","[-5748135.589, -969015.732]","[-5748132.055, -969015.587]",1210008202,252,
10401,urban_road,True,2,13.068,DIAG,"[-5748098.941, -968998.19]","[-5748089.582, -968989.071]","[-5748094.254, -968993.638]",245,255,
10402,urban_road,True,2,11.582,DIAG,"[-5748095.072, -968985.549]","[-5748103.403, -968993.595]","[-5748099.238, -968989.572]",254,1210008202,
10403,urban_road,True,2,15.968,DIAG,"[-5748077.626, -968968.204]","[-5748088.775, -968979.637]","[-5748083.2, -968973.92]",1220008202,254,
10404,urban_road,True,1,12.74,NS,"[-5748085.058, -968967.554]","[-5748089.751, -968978.359]","[-5748086.212, -968973.044]",249,254,
10405,urban_road,True,1,5.679,EW,"[-5748077.15, -968965.598]","[-5748082.312, -968966.189]","[-5748079.776, -968966.462]",1220008202,250,
10406,urban_road,True,1,11.895,EW,"[-5748099.577, -969000.914]","[-5748088.697, -968999.355]","[-5748094.105, -968998.998]",245,248,
10407,urban_road,True,1,8.121,NS,"[-5748085.941, -968997.163]","[-5748088.378, -968990.137]","[-5748087.963, -968993.632]",247,255,
10408,urban_road,True,2,16.182,DIAG,"[-5748084.778, -968984.651]","[-5748073.474, -968973.079]","[-5748079.128, -968978.863]",255,1220008302,
10409,urban_road,True,3,4.327,NS,"[-5748069.002, -968158.378]","[-5748067.896, -968162.561]","[-5748068.449, -968160.47]",1220014000,259,
10410,urban_road,True,1,10.295,NS,"[-5748075.158, -968160.131]","[-5748074.565, -968170.07]","[-5748074.241, -968165.215]",1220014000,260,
10411,urban_road,True,2,11.326,NS,"[-5748063.108, -968172.084]","[-5748058.805, -968182.56]","[-5748060.957, -968177.322]",259,1220011003,
10412,urban_road,True,1,26.494,NS,"[-5748068.296, -968173.08]","[-5748065.647, -968199.375]","[-5748066.443, -968187.008]",259,261,
10413,urban_road,True,1,17.412,EW,"[-5748073.075, -968188.707]","[-5748057.664, -968193.341]","[-5748064.499, -968189.643]",257,1220011003,
10414,urban_road,True,2,13.19,NS,"[-5748052.516, -968181.318]","[-5748055.844, -968168.555]","[-5748054.18, -968174.937]",1220011103,1220014100,
10415,urban_road,True,1,12.426,NS,"[-5748047.909, -968179.353]","[-5748051.182, -968167.366]","[-5748049.545, -968173.359]",256,1220014100,
10416,urban_road,True,4,6.947,EW,"[-5748271.084, -968142.288]","[-5748265.14, -968138.693]","[-5748268.112, -968140.49]",265,1220014303,
10417,urban_road,True,1,7.697,NS,"[-5748273.135, -968137.938]","[-5748268.949, -968131.656]","[-5748271.039, -968134.802]",265,1220014303,
10418,urban_road,True,2,46.184,NS,"[-5748085.713, -968052.673]","[-5748096.823, -968007.889]","[-5748090.466, -968031.984]",1220014100,1220019301,
10419,urban_road,True,1,39.524,EW,"[-5748089.72, -968056.274]","[-5748122.229, -968044.939]","[-5748104.766, -968045.851]",1220014100,1220014203,
10420,urban_road,True,1,29.36,NS,"[-5748083.99, -968052.924]","[-5748067.674, -968031.314]","[-5748079.616, -968041.959]",1220014100,1220018501,
10421,urban_road,True,2,57.33,NS,"[-5748112.04, -968004.404]","[-5748097.045, -968059.628]","[-5748103.033, -968034.785]",1220019201,1220014000,
10422,urban_road,True,1,45.528,EW,"[-5748107.329, -968003.312]","[-5748072.49, -968023.01]","[-5748089.929, -968019.895]",1220019201,1220018501,
10423,urban_road,True,1,34.476,NS,"[-5748113.262, -968005.726]","[-5748123.153, -968034.431]","[-5748114.555, -968022.256]",1220019201,1220014203,
10424,urban_road,True,4,59.352,EW,"[-5748121.266, -968057.204]","[-5748070.082, -968027.162]","[-5748095.542, -968042.078]",1220014303,1220018501,
10425,urban_road,True,1,50.946,NS,"[-5748125.195, -968050.235]","[-5748101.293, -968009.637]","[-5748107.626, -968030.353]",1220014303,1220019301,
10426,urban_road,True,1,19.528,EW,"[-5748118.789, -968061.318]","[-5748101.534, -968061.472]","[-5748108.63, -968059.105]",1220014303,1220014000,
10427,urban_road,True,1,32.859,NS,"[-5747514.232, -967365.644]","[-5747532.393, -967340.409]","[-5747524.059, -967355.843]",461,1220021904,
10428,urban_road,True,1,17.247,EW,"[-5748077.775, -968006.657]","[-5748092.459, -968005.861]","[-5748086.876, -968008.513]",1220018401,1220019301,
10429,urban_road,True,1,50.393,NS,"[-5748070.685, -968017.379]","[-5748092.362, -968058.57]","[-5748087.461, -968037.934]",1220018401,1220014000,
10430,urban_road,True,3,11.731,NS,"[-5748203.605, -967761.586]","[-5748198.878, -967772.322]","[-5748201.242, -967766.954]",268,1220019201,
10431,urban_road,True,3,12.166,NS,"[-5748186.841, -967767.963]","[-5748191.143, -967756.583]","[-5748188.992, -967762.273]",1220019301,269,
10432,urban_road,True,3,11.005,NS,"[-5748211.941, -967703.763]","[-5748215.676, -967693.411]","[-5748213.808, -967698.587]",269,271,
10433,urban_road,True,1,10.74,NS,"[-5748215.082, -967704.551]","[-5748221.522, -967696.043]","[-5748218.329, -967700.308]",269,271,
10434,urban_road,True,3,9.109,NS,"[-5748222.588, -967711.225]","[-5748219.597, -967719.828]","[-5748221.093, -967715.527]",270,268,
10435,urban_road,True,1,10.583,NS,"[-5748219.714, -967709.779]","[-5748213.382, -967718.163]","[-5748216.549, -967713.972]",270,268,
10436,urban_road,True,3,10.397,NS,"[-5748278.121, -967565.665]","[-5748274.339, -967575.35]","[-5748276.23, -967570.507]",1210019201,270,
10437,urban_road,True,2,7.221,NS,"[-5748283.087, -967520.251]","[-5748285.804, -967513.56]","[-5748284.446, -967516.905]",274,1220019303,
10438,urban_road,True,3,9.216,NS,"[-5748262.261, -967571.099]","[-5748265.372, -967562.424]","[-5748263.816, -967566.762]",271,274,
10439,urban_road,True,3,16.6,EW,"[-5747889.515, -967270.884]","[-5747873.57, -967266.264]","[-5747881.543, -967268.574]",275,276,
10440,urban_road,True,1,16.863,EW,"[-5747890.901, -967267.668]","[-5747875.724, -967260.339]","[-5747883.29, -967263.986]",275,276,
10441,urban_road,True,3,35.068,EW,"[-5747783.487, -967216.273]","[-5747816.143, -967229.057]","[-5747799.815, -967222.665]",114,277,
10442,urban_road,True,1,11.208,EW,"[-5747740.229, -967191.211]","[-5747750.364, -967195.997]","[-5747745.296, -967193.604]",1220022504,114,
10443,urban_road,True,4,32.311,EW,"[-5747811.567, -967239.654]","[-5747780.559, -967230.686]","[-5747796.06, -967235.178]",276,116,
10444,urban_road,True,3,11.965,EW,"[-5748028.4, -967314.609]","[-5748039.306, -967319.531]","[-5748033.853, -967317.07]",277,278,
10445,urban_road,True,3,12.157,EW,"[-5748035.937, -967328.606]","[-5748024.519, -967324.432]","[-5748030.228, -967326.519]",279,275,
10446,urban_road,True,3,5.229,EW,"[-5748215.578, -967386.233]","[-5748220.327, -967388.421]","[-5748217.952, -967387.327]",281,282,
10447,urban_road,True,4,10.859,EW,"[-5748234.314, -967396.498]","[-5748244.495, -967400.276]","[-5748239.405, -967398.387]",282,1220022501,
10448,urban_road,True,1,11.326,EW,"[-5748232.444, -967400.92]","[-5748241.442, -967407.671]","[-5748237.016, -967404.335]",282,1220022501,
10449,urban_road,True,4,8.437,EW,"[-5748220.996, -967407.611]","[-5748213.299, -967404.158]","[-5748217.147, -967405.884]",1220022601,280,
10450,urban_road,True,1,9.725,DIAG,"[-5748222.898, -967403.204]","[-5748215.844, -967396.67]","[-5748219.381, -967399.912]",1220022601,280,
10451,urban_road,True,3,35.112,EW,"[-5748151.368, -967364.744]","[-5748185.146, -967374.329]","[-5748168.257, -967369.537]",278,281,
10452,urban_road,True,1,4.929,EW,"[-5748213.42, -967392.153]","[-5748217.845, -967394.323]","[-5748215.632, -967393.238]",281,282,
10453,urban_road,True,3,36.195,EW,"[-5748180.078, -967389.445]","[-5748147.49, -967373.732]","[-5748163.772, -967381.617]",280,279,
10454,urban_road,True,4,4.177,EW,"[-5748499.391, -967524.528]","[-5748495.516, -967522.969]","[-5748497.454, -967523.749]",289,1220020904,
10455,urban_road,True,1,5.669,NS,"[-5748501.377, -967520.156]","[-5748498.429, -967515.513]","[-5748499.901, -967517.839]",289,1220020904,
10456,urban_road,True,3,25.927,EW,"[-5748446.998, -967486.354]","[-5748470.877, -967496.453]","[-5748458.937, -967491.404]",1220020804,290,
10457,urban_road,True,4,37.892,EW,"[-5748334.045, -967452.999]","[-5748298.551, -967439.742]","[-5748316.309, -967446.409]",1220020904,1220022601,
10458,urban_road,True,1,32.924,NS,"[-5748337.768, -967445.909]","[-5748327.496, -967417.645]","[-5748330.112, -967434.05]",1220020904,1220023201,
10459,urban_road,True,1,21.953,DIAG,"[-5747514.48, -967365.738]","[-5747530.137, -967378.662]","[-5747523.712, -967371.219]",461,1220021802,
10460,urban_road,True,4,39.119,EW,"[-5748303.529, -967423.969]","[-5748339.878, -967438.398]","[-5748322.038, -967431.111]",1220022501,1220020804,
10461,urban_road,True,1,22.755,DIAG,"[-5747555.935, -967359.321]","[-5747541.53, -967343.392]","[-5747547.022, -967351.679]",462,1220021904,
10462,urban_road,True,1,20.387,EW,"[-5748303.61, -967418.797]","[-5748321.729, -967414.801]","[-5748314.434, -967418.689]",1220022501,1220023201,
10463,urban_road,True,1,27.366,NS,"[-5747849.378, -967862.372]","[-5747860.022, -967882.105]","[-5747851.5, -967874.364]",467,1210018401,
10464,urban_road,True,1,26.643,EW,"[-5747845.704, -967868.553]","[-5747823.223, -967878.373]","[-5747835.148, -967875.94]",467,1220018502,
10465,urban_road,True,1,26.121,NS,"[-5747830.357, -967907.796]","[-5747821.137, -967888.237]","[-5747828.774, -967895.772]",469,1220018502,
10466,urban_road,True,1,25.548,EW,"[-5747834.334, -967901.348]","[-5747855.315, -967890.472]","[-5747844.256, -967893.581]",469,1210018401,
10467,urban_road,True,1,41.804,EW,"[-5748331.927, -967414.38]","[-5748300.421, -967435.321]","[-5748317.152, -967429.74]",1220023101,1220022601,
10468,urban_road,True,1,21.481,NS,"[-5748338.569, -967415.013]","[-5748341.836, -967434.015]","[-5748338.069, -967427.353]",1220023101,1220020804,
10469,urban_road,True,3,25.79,NS,"[-5748383.509, -967289.281]","[-5748373.92, -967313.222]","[-5748378.714, -967301.251]",291,1220023101,
10470,urban_road,True,3,12.003,EW,"[-5748593.609, -967549.207]","[-5748604.558, -967554.126]","[-5748599.084, -967551.667]",296,295,
10471,urban_road,True,2,7.949,NS,"[-5748448.923, -967117.53]","[-5748446.197, -967124.997]","[-5748447.56, -967121.263]",293,294,
10472,urban_road,True,2,20.373,NS,"[-5748433.907, -967155.215]","[-5748426.119, -967174.04]","[-5748429.986, -967164.617]",294,291,
10473,urban_road,True,1,12.358,DIAG,"[-5748592.689, -967552.294]","[-5748602.251, -967559.993]","[-5748597.471, -967556.141]",296,295,
10474,urban_road,True,3,8.542,EW,"[-5748511.038, -967513.593]","[-5748518.842, -967517.064]","[-5748514.94, -967515.329]",290,296,
10475,urban_road,True,4,8.983,EW,"[-5748514.92, -967531.481]","[-5748506.803, -967527.632]","[-5748510.861, -967529.557]",292,289,
10476,urban_road,True,4,29.67,EW,"[-5748698.107, -967596.309]","[-5748726.422, -967605.06]","[-5748712.266, -967600.683]",295,298,
10477,urban_road,True,1,29.458,EW,"[-5748696.042, -967600.645]","[-5748723.122, -967612.24]","[-5748709.583, -967606.44]",295,298,
10478,urban_road,True,4,27.156,EW,"[-5748720.185, -967619.244]","[-5748694.879, -967609.391]","[-5748707.532, -967614.318]",297,292,
10479,urban_freeway_interface_connector,True,1,257.61,NS,"[-5750732.433, -968679.769]","[-5750866.731, -968873.574]","[-5750779.541, -968788.916]",26,31,
10480,urban_freeway_interface_connector,True,1,149.295,NS,"[-5750732.51, -968850.635]","[-5750702.81, -968775.027]","[-5750735.444, -968803.936]",31,26,
10481,urban_freeway_interface_connector,True,2,454.436,NS,"[-5750543.866, -969185.409]","[-5750414.642, -968814.914]","[-5750524.848, -968963.841]",2,32,
10482,urban_freeway_interface_connector,True,2,380.754,EW,"[-5750922.507, -968901.753]","[-5750610.662, -969065.46]","[-5750748.378, -968953.775]",32,26,
10483,urban_freeway_interface_connector,True,1,303.38,DIAG,"[-5750658.771, -968793.813]","[-5750613.768, -968830.341]","[-5750599.826, -968782.447]",2,31,
10484,urban_road,True,1,384.216,EW,"[-5750414.28, -968796.247]","[-5750715.808, -968599.635]","[-5750578.926, -968717.487]",31,24,
10485,urban_road,True,3,6.462,NS,"[-5748839.158, -967738.97]","[-5748836.961, -967745.046]","[-5748838.059, -967742.008]",308,309,
10486,urban_road,True,1,14.388,NS,"[-5748847.961, -967735.488]","[-5748845.591, -967749.629]","[-5748846.769, -967742.556]",308,311,
10487,urban_road,True,3,22.146,NS,"[-5748790.59, -967808.429]","[-5748800.232, -967788.503]","[-5748795.553, -967798.529]",1220016101,310,
10488,urban_road,True,1,23.02,NS,"[-5748793.813, -967809.809]","[-5748806.807, -967790.908]","[-5748800.457, -967800.424]",1220016101,310,
10489,urban_road,True,1,30.455,DIAG,"[-5747557.951, -967361.283]","[-5747539.167, -967381.933]","[-5747547.891, -967368.931]",462,1220021802,
10490,urban_freeway_interface_connector,True,1,277.262,NS,"[-5750624.51, -968852.574]","[-5750634.283, -968877.183]","[-5750586.353, -968895.577]",32,2,
10491,urban_freeway_interface_connector,True,1,231.106,NS,"[-5750665.448, -968895.176]","[-5750684.245, -968862.788]","[-5750699.454, -968909.61]",26,32,
10492,urban_road,True,2,37.977,DIAG,"[-5749500.286, -969909.803]","[-5749528.374, -969888.184]","[-5749516.783, -969901.084]",425,40,
10493,urban_road,True,3,43.139,NS,"[-5749535.243, -969933.574]","[-5749533.585, -969890.467]","[-5749534.414, -969912.021]",47,40,
10494,urban_road,True,1,36.19,EW,"[-5749528.239, -969933.993]","[-5749499.389, -969917.302]","[-5749516.148, -969923.333]",47,426,
10495,urban_road,True,4,37.051,NS,"[-5749548.277, -969892.644]","[-5749551.881, -969929.519]","[-5749550.079, -969911.081]",39,46,
