sec,link_or_cell,n,stop_le1_kph,slow_lt30_kph,mean_speed_kph
2456,1210008402,6,0,0,45.413333333333334
2456,1210009402,2,2,2,0.0
2456,1210009503,4,4,4,0.0
2456,1210012101,3,0,0,40.656666666666666
2456,1210012103,3,0,0,42.65
2456,1210012600,8,7,8,0.80125
2456,1210012700,5,5,5,0.0
2456,1210014303,1,0,0,42.81
2456,1210018302,21,16,16,9.961428571428572
2456,1210018401,6,0,0,38.51166666666666
2456,121008402,6,0,0,37.086666666666666
2456,122,1,0,0,44.17
2456,1220000102,2,0,0,71.27000000000001
2456,1220000201,1,1,1,0.0
2456,1220000402,4,0,0,53.260000000000005
2456,1220000502,5,0,0,73.762
2456,1220006403,5,0,0,41.918
2456,1220006503,1,0,1,20.36
2456,1220006903,16,8,15,9.814375
2456,1220007004,1,0,0,46.64
2456,1220007101,14,12,12,8.42
2456,1220007104,1,1,1,0.0
2456,1220007200,19,13,15,9.26842105263158
2456,1220007300,7,0,0,39.205714285714286
2456,1220007401,2,2,2,0.0
2456,1220008201,1,1,1,0.0
2456,1220008301,1,1,1,0.0
2456,1220008302,4,4,4,0.06
2456,1220008502,5,0,0,38.754000000000005
2456,1220008601,1,0,0,44.85
2456,1220008602,1,0,0,44.27
2456,1220008702,3,0,0,41.36333333333334
2456,1220008703,7,0,0,42.720000000000006
2456,1220011001,1,0,0,42.98
2456,1220011101,5,0,0,40.562
2456,1220011403,2,0,0,42.26
2456,1220011503,20,8,15,15.861
2456,1220012001,1,1,1,0.0
2456,1220012003,1,0,0,42.87
2456,1220012102,1,0,0,30.3
2456,1220014100,2,2,2,0.0
2456,1220014201,8,4,4,25.65375
2456,1220014203,2,0,0,44.415
2456,1220014303,1,1,1,0.0
2456,1220015000,4,4,4,0.0
2456,1220015100,1,0,0,43.77
2456,1220018202,1,0,0,38.26
2456,1220018301,1,0,0,41.46
2456,1220018302,1,0,0,41.04
2456,1220018401,11,1,1,38.23909090909091
2456,1220018402,2,0,1,33.325
2456,1220018403,1,0,0,31.12
2456,1220018501,8,0,0,43.47875
2456,1220018502,2,0,1,76.14
2456,1220018504,1,0,1,1.14
2456,1220043200,2,2,2,0.0
2456,124,5,0,0,40.644
2456,126,4,0,1,45.2475
2456,127,176,133,170,3.5578977272727275
2456,128,3,0,0,83.12
2456,129,4,0,0,38.295
2456,138,2,0,0,41.900000000000006
2456,173,6,0,6,17.301666666666666
2456,174,13,0,0,60.809230769230766
2456,176,2,0,1,20.479999999999997
2456,182,3,0,0,71.34333333333333
2456,183,3,2,2,23.650000000000002
2456,194,1,0,0,41.84
2456,2,403,92,287,31.578883374689827
2456,213,1,0,0,44.37
2456,236,1,0,0,32.95
2456,24,69,0,0,100.6008695652174
2456,256,1,1,1,0.0
2456,26,359,15,91,55.566016713091926
2456,29,5,3,3,17.872
2456,30,5,5,5,0.0
2456,31,6,0,0,42.005
2456,317,1,0,0,78.35
2456,32,23,0,0,40.6504347826087
2456,321,1,0,0,40.24
2456,322,21,21,21,0.0
2456,325,27,20,27,3.7918518518518516
2456,326,24,13,21,11.097916666666668
2456,328,1,0,0,65.88
2456,329,35,32,33,2.6528571428571426
2456,337,5,0,0,53.036
2456,354,2,2,2,0.0
2456,359,2,2,2,0.0
2456,387,1,0,0,43.08
2456,39,10,0,0,40.735
2456,40,36,17,21,23.47861111111111
2456,403,25,9,17,17.1816
2456,407,2,0,0,72.89
2456,409,3,0,2,30.963333333333335
2456,412,5,0,0,42.662
2456,416,1,0,0,49.4
2456,420,25,0,0,51.2064
2456,425,2,2,2,0.49
2456,426,1,0,0,45.93
2456,427,1,0,0,32.88
2456,46,4,0,1,37.66
2456,47,15,0,1,41.90533333333334
2456,52,40,31,34,8.598749999999999
2456,56,1,0,0,48.2
2456,57,4,3,3,10.3275
2456,58,2,0,0,41.224999999999994
2456,61,2,0,0,61.405
2456,62,3,0,0,62.54333333333333
2456,69,25,0,3,38.0048
2456,70,2,0,0,57.25
2456,71,23,19,21,5.34
2456,74,129,0,0,102.81922480620155
2456,78,4,0,0,39.44
2456,E8,85,26,71,18.242823529411766
2456,E9,35,3,13,52.99628571428572
2457,100,4,0,0,39.6975
2457,10025,6,0,1,38.66833333333334
2457,10032,3,0,0,43.54666666666666
2457,10112,1,0,0,44.3
2457,10186,1,0,0,125.66
2457,10187,1,0,0,37.27
2457,10191,3,0,0,39.71
2457,10192,4,0,0,87.54
2457,10193,1,0,0,40.64
2457,10209,1,0,0,41.04
2457,10216,1,0,0,41.06
2457,10286,2,0,1,33.144999999999996
2457,10328,1,0,0,45.48
2457,10335,1,0,0,43.66
2457,10337,1,0,0,45.34
2457,10345,1,0,0,42.36
2457,10346,2,0,0,40.875
2457,10348,1,0,0,31.0
2457,10480,1,0,0,31.46
2457,10481,50,36,46,8.120800000000001
2457,10482,6,0,0,40.335
2457,10483,2,0,0,82.27000000000001
2457,10484,2,0,0,42.275
2457,10491,9,0,1,34.74
2457,10501,7,0,0,68.23714285714286
2457,10514,1,1,1,0.0
2457,10517,4,4,4,0.0
2457,10520,7,2,7,8.004285714285714
2457,10523,3,3,3,0.0
2457,10536,2,0,0,38.230000000000004
2457,10545,1,0,0,31.71
2457,10565,1,0,0,39.84
2457,10567,4,0,0,44.307500000000005
2457,10569,1,0,0,40.25
2457,10570,4,0,0,39.7425
2457,10608,1,0,0,41.31
2457,10619,2,0,0,69.22
2457,10621,1,0,0,40.11
2457,10627,3,0,0,33.339999999999996
2457,10637,1,0,0,31.7
2457,10638,5,0,0,64.732
2457,10639,1,0,0,32.18
2457,10641,5,0,1,41.062
2457,10643,2,0,0,88.15
2457,10644,16,0,4,33.066875
2457,10646,5,0,4,27.366000000000003
2457,10649,1,0,0,39.03
2457,10655,1,0,0,44.01
2457,10659,2,0,0,40.765
2457,10671,1,0,0,45.56
2457,10672,1,0,0,38.6
2457,10682,18,4,15,14.210555555555555
2457,10687,1,0,0,41.12
2457,10690,2,0,0,37.47
2457,10697,1,0,0,60.01
2457,10698,4,0,0,40.394999999999996
2457,10699,3,0,0,116.97333333333334
2457,10771,1,0,0,84.43
2457,119,18,1,4,74.98222222222222
2457,120,221,0,2,102.05113122171946
2457,121,3,0,0,60.156666666666666
2457,1210006903,11,0,0,39.46909090909091
2457,1210008203,6,6,6,0.0
2457,1210008303,7,7,7,0.0
2457,1210008401,15,4,13,13.676666666666668
2457,1210008402,6,0,0,45.550000000000004
2457,1210009402,2,2,2,0.0
2457,1210009503,4,4,4,0.0
2457,1210012101,3,0,0,41.38
2457,1210012103,3,0,0,42.870000000000005
2457,1210012600,8,7,8,0.25125
2457,1210012700,5,5,5,0.0
2457,1210014303,1,0,0,42.18
2457,1210018302,22,16,16,11.340909090909092
2457,1210018401,7,0,0,38.59428571428572
2457,121008402,6,0,0,35.145
2457,122,1,0,0,43.95
2457,1220000102,2,0,0,72.16499999999999
2457,1220000201,1,1,1,0.0
2457,1220000402,4,0,0,53.8475
2457,1220000502,5,0,0,73.78
2457,1220006403,4,0,0,44.317499999999995
2457,1220006503,2,0,1,28.33
2457,1220006803,3,0,0,49.326666666666675
2457,1220006903,15,5,15,12.282666666666668
2457,1220007004,2,0,0,43.025000000000006
2457,1220007101,15,12,12,13.656666666666666
2457,1220007104,1,1,1,0.0
2457,1220007200,19,13,16,8.427368421052632
2457,1220007300,7,0,0,39.94
2457,1220007401,2,2,2,0.0
2457,1220008201,1,1,1,0.0
2457,1220008301,1,1,1,0.0
2457,1220008302,4,4,4,0.0
2457,1220008501,1,0,0,43.15
2457,1220008502,4,0,0,40.75
2457,1220008702,3,0,0,41.199999999999996
2457,1220008703,8,0,0,42.395
2457,1220011001,1,0,0,42.98
2457,1220011101,5,0,0,42.06
2457,1220011403,2,0,0,42.71
2457,1220011503,20,8,14,17.769
2457,1220012001,1,1,1,0.0
2457,1220012002,1,0,0,44.37
2457,1220014100,2,2,2,0.0
2457,1220014201,7,4,4,20.57857142857143
2457,1220014203,2,0,0,44.31
2457,1220014303,1,1,1,0.0
2457,1220015000,5,4,4,6.544
2457,1220015100,1,0,0,43.5
2457,1220018202,1,0,0,39.2
2457,1220018301,1,0,0,40.75
2457,1220018401,10,1,1,37.674
2457,1220018402,1,0,0,30.19
2457,1220018403,1,0,0,31.09
2457,1220018501,8,0,0,44.46
2457,1220018502,1,0,0,30.48
2457,1220018504,1,1,1,0.28
2457,1220043200,2,2,2,0.0
2457,124,5,0,0,43.501999999999995
2457,126,3,0,0,42.61666666666667
2457,127,177,137,170,3.4052542372881356
2457,128,1,0,0,83.69
2457,129,4,0,0,37.864999999999995
2457,138,2,0,0,42.19
2457,173,6,0,6,13.785000000000002
2457,174,14,0,0,60.49071428571428
2457,176,2,1,2,14.345
2457,182,3,0,0,71.67666666666666
2457,183,2,2,2,0.0
2457,194,1,0,0,41.84
2457,2,405,88,275,32.08476543209876
2457,213,1,0,0,43.67
2457,236,1,0,0,32.95
2457,24,70,0,0,100.644
2457,256,1,1,1,0.0
2457,26,358,14,91,56.0445251396648
2457,29,5,3,3,17.812
2457,30,5,5,5,0.0
2457,31,6,0,0,42.78
2457,317,1,0,0,77.9
2457,32,24,0,0,40.49666666666666
2457,321,1,0,0,41.07
2457,322,21,21,21,0.0
2457,325,26,20,26,3.371153846153846
2457,326,24,15,20,9.971666666666666
2457,328,2,0,0,57.625
2457,329,35,30,33,2.7605714285714287
2457,337,5,0,0,52.186
2457,354,2,2,2,0.0
2457,359,2,2,2,0.0
2457,387,1,0,0,43.08
2457,39,10,0,0,40.55
2457,40,35,16,20,23.914285714285715
2457,403,24,8,17,18.254583333333333
2457,407,2,0,0,72.285
2457,409,3,0,1,34.51
2457,412,8,0,0,44.1025
2457,416,1,0,0,49.29
2457,420,23,0,0,51.29521739130435
2457,425,2,2,2,0.05
2457,426,1,0,0,46.78
2457,427,1,0,0,31.0
2457,46,3,0,0,39.906666666666666
2457,47,15,0,0,41.55733333333333
2457,52,40,31,35,7.550750000000001
2457,56,1,0,0,47.29
2457,57,4,3,3,10.3275
2457,58,3,0,0,41.61666666666667
2457,61,3,0,0,64.92666666666666
2457,62,3,0,0,61.55666666666667
2457,68,1,0,0,45.17
2457,69,25,0,3,37.9388
2457,70,2,0,0,73.585
2457,71,23,19,21,4.307391304347826
2457,74,126,0,0,103.26785714285714
2457,78,4,0,0,39.905
2457,E8,85,29,67,18.492941176470588
2457,E9,34,1,14,49.20411764705882
2458,100,4,0,0,39.7625
2458,10025,6,0,1,35.955000000000005
2458,10032,2,0,0,42.38
2458,10187,1,0,0,31.08
2458,10191,4,0,0,37.5125
2458,10192,2,0,0,85.985
2458,10209,1,0,0,41.04
2458,10286,2,0,0,39.935
2458,10328,1,0,0,46.1
2458,10345,1,0,0,41.84
2458,10346,1,0,0,41.7
2458,10348,1,0,0,31.7
2458,10358,1,0,0,43.65
2458,10381,1,0,1,28.27
2458,10423,1,0,0,42.16
2458,10480,1,0,0,31.46
2458,10481,50,37,46,7.2232
2458,10482,6,0,0,40.306666666666665
2458,10483,2,0,0,81.19
2458,10484,2,0,0,41.73
2458,10491,8,0,1,34.35875
2458,10500,1,0,0,77.54
2458,10501,7,0,0,67.93142857142857
2458,10508,1,0,0,77.44
2458,10514,1,1,1,0.0
2458,10517,4,4,4,0.0
2458,10520,5,1,5,7.422
2458,10523,3,3,3,0.0
2458,10536,2,0,0,38.66
2458,10544,1,0,0,43.61
2458,10565,1,0,0,39.46
2458,10567,6,0,1,43.288333333333334
2458,10569,1,0,0,41.01
2458,10570,4,0,0,39.4075
2458,10619,1,0,0,70.41
2458,10621,1,0,0,40.73
2458,10627,3,0,0,33.19
2458,10637,1,0,0,30.34
2458,10638,5,0,0,65.37
2458,10639,1,0,1,11.97
2458,10641,4,0,1,34.894999999999996
2458,10643,2,0,0,84.9
2458,10644,16,0,4,33.350625
2458,10646,4,0,3,24.7325
2458,10649,1,0,0,40.15
2458,10659,1,0,0,55.36
2458,10671,1,0,0,49.05
2458,10682,17,2,15,13.38294117647059
2458,10690,3,0,0,37.526666666666664
2458,10697,1,0,0,65.14
2458,10698,4,0,0,42.2775
2458,10699,1,0,0,117.92
2458,119,18,0,5,69.42444444444445
2458,120,224,0,2,101.80611607142858
2458,121,4,0,0,63.2675
2458,1210006903,11,0,0,40.097272727272724
2458,1210008203,6,6,6,0.0
2458,1210008303,7,7,7,0.0
2458,1210008401,13,2,11,15.94076923076923
2458,1210008402,7,0,0,46.699999999999996
2458,1210009402,2,2,2,0.0
2458,1210009503,4,4,4,0.0
2458,1210012101,2,0,0,41.34
2458,1210012103,2,0,0,43.79
2458,1210012600,8,8,8,0.08875
2458,1210012700,5,5,5,0.0
2458,1210014303,1,0,0,41.55
2458,1210018302,22,16,16,11.340909090909092
2458,1210018401,7,0,0,39.08428571428571
2458,121008402,6,0,0,35.98833333333333
2458,122,2,0,0,86.315
2458,1220000102,2,0,0,68.74000000000001
2458,1220000201,1,1,1,0.0
2458,1220000402,4,0,0,54.43
2458,1220000502,4,0,0,74.515
2458,1220006403,5,0,0,45.986000000000004
2458,1220006503,2,0,1,22.419999999999998
2458,1220006803,3,0,0,51.25
2458,1220006903,14,4,13,14.897857142857143
2458,1220007004,2,0,0,42.95
2458,1220007101,15,12,12,14.382000000000001
2458,1220007104,1,1,1,0.0
2458,1220007200,22,14,16,11.553636363636365
2458,1220007300,8,0,0,40.48125
2458,1220007401,2,2,2,0.0
2458,1220008201,1,1,1,0.0
2458,1220008301,1,1,1,0.0
2458,1220008302,4,4,4,0.0
2458,1220008501,2,0,0,41.620000000000005
2458,1220008502,3,0,0,39.62
2458,1220008601,1,0,0,43.04
2458,1220008702,3,0,0,41.03333333333333
2458,1220008703,9,0,0,42.75111111111111
2458,1220011001,1,0,0,42.98
2458,1220011101,5,0,0,42.14
2458,1220011403,1,0,0,45.09
2458,1220011503,20,8,10,18.6785
2458,1220012001,1,1,1,0.0
2458,1220012002,1,0,0,45.11
2458,1220012103,2,0,0,41.355000000000004
2458,1220014100,2,2,2,0.0
2458,1220014201,7,4,4,18.07
2458,1220014203,3,0,0,44.416666666666664
2458,1220014303,1,1,1,0.0
2458,1220015000,5,4,5,4.668
2458,1220015100,1,0,0,43.23
2458,1220018202,1,0,0,40.15
2458,1220018301,1,0,0,40.03
2458,1220018302,1,0,0,41.06
2458,1220018401,11,1,1,37.95545454545454
2458,1220018403,1,0,0,31.08
2458,1220018501,8,0,0,45.16125
2458,1220018502,3,0,0,70.75333333333333
2458,1220018504,1,1,1,0.0
2458,1220043200,2,2,2,0.0
2458,124,5,0,0,45.910000000000004
2458,126,3,0,0,41.87
2458,127,177,141,170,3.2936158192090397
2458,128,1,0,0,88.9
2458,129,5,0,0,36.636
2458,138,2,0,0,42.474999999999994
2458,173,6,0,5,12.385
2458,174,15,0,0,58.71666666666667
2458,176,3,1,2,29.62
2458,182,3,0,0,72.00999999999999
2458,183,2,2,2,0.0
2458,194,1,0,0,41.84
2458,2,408,94,271,32.616813725490196
2458,213,1,0,0,42.97
2458,24,69,0,1,100.24376811594202
2458,256,1,1,1,0.0
2458,26,356,16,90,56.43294943820225
2458,29,5,3,3,17.754
2458,30,5,5,5,0.0
2458,31,6,0,0,43.01499999999999
2458,32,24,0,1,40.2975
2458,321,1,0,0,41.91
2458,322,21,21,21,0.0
2458,325,26,20,26,3.7384615384615385
2458,326,26,14,22,10.066538461538462
2458,328,3,0,0,53.9
2458,329,34,32,33,1.5111764705882351
2458,337,5,0,0,51.45799999999999
2458,354,2,2,2,0.0
2458,359,2,2,2,0.0
2458,383,1,0,0,40.38
2458,387,1,0,0,43.08
2458,39,10,0,0,40.384
2458,40,35,15,19,24.177142857142858
2458,403,24,6,14,20.871666666666666
2458,407,2,0,0,71.685
2458,409,2,0,0,37.474999999999994
2458,412,9,0,0,43.595555555555556
2458,420,21,0,0,50.13
2458,425,2,2,2,0.0
2458,426,1,0,0,47.63
2458,46,3,0,0,39.42666666666667
2458,47,15,0,2,39.848
2458,52,40,32,35,6.2595
2458,56,1,0,0,46.39
2458,57,4,3,3,10.3275
2458,58,3,0,0,41.25
2458,61,4,0,0,65.2175
2458,62,3,0,0,60.580000000000005
2458,68,1,0,0,45.92
2458,69,25,0,3,37.69
2458,70,2,0,0,72.33500000000001
2458,71,24,20,22,5.0095833333333335
2458,74,126,0,0,103.46555555555555
2458,78,4,0,0,40.635
2458,E8,85,30,66,18.702470588235293
2458,E9,34,4,14,49.044117647058826
2459,100,4,0,0,39.83
2459,10025,5,0,0,36.21
2459,10032,1,0,0,42.76
2459,10183,1,0,0,31.92
2459,10191,3,0,0,37.156666666666666
2459,10192,1,0,0,93.76
2459,10194,1,0,0,40.43
2459,10195,2,0,0,44.39
2459,10286,3,0,0,37.666666666666664
2459,10343,1,0,0,32.94
2459,10345,1,0,0,41.33
2459,10346,1,0,0,41.7
2459,10347,1,0,0,42.27
2459,10423,1,0,1,26.65
2459,10480,1,0,0,31.46
2459,10481,50,36,47,6.6175999999999995
2459,10482,6,0,0,40.276666666666664
2459,10483,3,0,0,76.39
2459,10484,2,0,0,41.73
2459,10491,9,0,2,38.123333333333335
2459,10500,1,0,0,78.42
2459,10501,7,0,0,67.88142857142857
2459,10508,1,0,0,76.99
2459,10514,2,1,1,21.37
2459,10517,4,4,4,0.0
2459,10520,5,1,5,9.294
2459,10523,3,3,3,0.0
2459,10536,3,0,0,41.663333333333334
2459,10545,1,0,0,43.79
2459,10565,1,0,0,39.64
2459,10567,4,0,0,40.230000000000004
2459,10569,1,0,0,38.46
2459,10570,5,0,0,42.572
2459,10603,1,0,0,43.16
2459,10621,1,0,0,41.35
2459,10627,2,0,0,33.225
2459,10637,1,0,1,28.98
2459,10638,5,0,0,66.55
2459,10641,3,0,1,28.290000000000003
2459,10643,2,0,0,81.11
2459,10644,16,0,4,33.320625
2459,10646,4,0,3,22.1825
2459,10649,1,0,0,39.86
2459,10651,1,0,0,42.75
2459,10655,1,0,0,60.89
2459,10682,17,2,14,14.544117647058824
2459,10683,1,0,0,43.26
2459,10690,2,0,0,37.864999999999995
2459,10697,1,0,0,69.98
2459,10698,4,0,0,43.6875
2459,10699,3,0,0,118.39333333333333
2459,10703,1,0,0,39.29
2459,119,17,2,5,64.87705882352941
2459,120,224,0,1,102.17910714285713
2459,121,4,0,0,67.8325
2459,1210006903,11,0,0,40.014545454545456
2459,1210008203,7,6,7,3.3785714285714286
2459,1210008303,7,7,7,0.0
2459,1210008401,11,1,8,16.356363636363636
2459,1210008402,8,0,0,47.63875
2459,1210009402,2,2,2,0.0
2459,1210009503,4,4,4,0.0
2459,1210012101,2,0,0,42.07
2459,1210012103,3,0,0,40.21666666666667
2459,1210012600,8,8,8,0.0
2459,1210012700,5,5,5,0.0
2459,1210014303,1,0,0,40.92
2459,1210018302,23,16,17,11.870434782608696
2459,1210018401,8,0,0,38.97125
2459,121008402,6,0,0,34.56666666666666
2459,122,2,0,0,86.7
2459,1220000102,3,0,0,69.92666666666666
2459,1220000201,1,1,1,0.0
2459,1220000402,4,0,0,54.6175
2459,1220000502,4,0,0,74.28
2459,1220006403,5,0,0,43.344
2459,1220006503,2,0,1,18.205
2459,1220006803,6,0,0,52.13999999999999
2459,1220006903,12,3,11,15.191666666666668
2459,1220007004,3,0,0,42.843333333333334
2459,1220007101,15,12,12,13.711333333333334
2459,1220007104,1,1,1,0.0
2459,1220007200,23,15,19,10.490869565217391
2459,1220007300,8,0,0,41.39875
2459,1220007401,2,2,2,0.0
2459,1220007402,1,0,0,46.73
2459,1220008201,1,1,1,0.0
2459,1220008301,1,1,1,0.0
2459,1220008302,4,4,4,0.0
2459,1220008501,5,0,0,40.760000000000005
2459,1220008502,2,0,0,37.519999999999996
2459,1220008601,1,0,0,42.42
2459,1220008702,3,0,0,41.056666666666665
2459,1220008703,8,0,0,42.73375
2459,1220009502,1,0,0,52.49
2459,1220011001,1,0,0,42.98
2459,1220011101,5,0,0,42.15
2459,1220011503,20,9,9,20.2645
2459,1220012001,1,1,1,0.0
2459,1220012002,1,0,0,45.86
2459,1220012102,1,0,0,44.37
2459,1220012103,2,0,0,41.834999999999994
2459,1220014100,2,2,2,0.0
2459,1220014201,7,4,4,17.625714285714285
2459,1220014203,4,0,0,43.4975
2459,1220014303,1,1,1,0.0
2459,1220015000,5,4,5,2.934
2459,1220015100,1,0,0,42.96
2459,1220018202,1,0,0,41.1
2459,1220018301,1,0,0,39.32
2459,1220018302,1,0,0,41.06
2459,1220018401,11,1,1,37.74818181818182
2459,1220018501,5,0,0,40.236000000000004
2459,1220018502,5,0,0,76.462
2459,1220018504,1,1,1,0.0
2459,1220043200,2,2,2,0.0
2459,124,4,0,0,46.565
2459,126,3,0,0,42.17666666666667
2459,127,177,139,171,3.2050282485875705
2459,128,1,0,0,76.24
2459,129,5,0,0,36.06
2459,138,2,0,0,43.105000000000004
2459,173,4,2,4,1.4975
2459,174,15,0,0,57.45333333333333
2459,176,3,1,2,26.616666666666664
2459,182,3,0,0,72.34333333333333
2459,183,2,2,2,0.0
2459,194,1,0,0,41.84
2459,2,410,88,275,32.48214634146341
2459,201,1,0,0,43.12
2459,24,69,0,1,100.62637681159421
2459,256,1,1,1,0.0
2459,26,355,18,89,56.33704225352113
2459,29,6,3,3,21.718333333333334
2459,30,5,5,5,0.0
2459,31,7,0,0,42.628571428571426
2459,32,24,0,1,40.287083333333335
2459,322,21,21,21,0.0
2459,325,26,20,26,3.0684615384615386
2459,326,26,15,23,9.366923076923078
2459,328,3,0,0,55.943333333333335
2459,329,34,30,33,1.6205882352941177
2459,337,5,0,0,50.746
2459,354,2,2,2,0.0
2459,359,2,2,2,0.0
2459,383,1,0,0,41.31
2459,387,1,0,0,43.08
2459,39,10,0,0,40.64
2459,40,34,16,19,24.135882352941177
2459,403,22,4,13,20.86181818181818
2459,407,2,0,0,71.78
2459,409,2,0,0,42.39
2459,412,8,0,0,43.426249999999996
2459,420,21,0,0,49.07904761904762
2459,425,2,2,2,0.0
2459,426,1,0,0,48.48
2459,46,3,0,0,38.95666666666667
2459,47,15,0,2,38.282000000000004
2459,52,40,33,36,5.17375
2459,56,2,0,0,38.865
2459,57,4,3,3,10.3275
2459,58,4,0,0,40.230000000000004
2459,61,4,0,0,68.1925
2459,62,2,0,0,67.77
2459,68,2,0,0,44.875
2459,69,25,0,4,37.546
2459,70,2,0,0,70.86500000000001
2459,71,25,20,23,5.5760000000000005
2459,74,124,0,0,103.29209677419354
2459,78,3,0,0,41.666666666666664
2459,E8,85,29,65,18.667882352941177
2459,E9,32,3,15,44.6003125
2460,100,4,0,0,39.56
2460,10025,5,0,1,33.977999999999994
2460,10032,3,0,0,41.81666666666667
2460,10191,3,0,0,35.02
2460,10193,1,0,0,40.67
2460,10216,1,0,0,41.57
2460,10280,1,0,0,41.8
2460,10286,2,0,0,44.835
2460,10318,1,0,0,43.98
2460,10322,1,0,0,41.84
2460,10337,1,0,0,40.21
2460,10347,1,0,0,41.57
2460,10423,1,0,1,13.39
2460,10480,1,0,0,31.46
2460,10481,50,35,48,5.7184
2460,10482,5,0,0,42.216
2460,10483,3,0,0,77.80666666666667
2460,10484,3,0,0,41.946666666666665
2460,10491,9,0,3,37.41333333333333
2460,10500,1,0,0,79.3
2460,10501,7,0,0,67.95714285714287
2460,10514,1,1,1,0.0
2460,10517,4,4,4,0.0
2460,10520,5,0,5,12.112
2460,10523,3,3,3,0.0
2460,10536,3,0,0,46.25333333333333
2460,10565,1,0,0,39.19
2460,10567,5,0,0,41.096
2460,10569,1,0,0,38.97
2460,10570,4,0,0,43.51
2460,10595,1,0,0,44.67
2460,10603,1,0,0,42.61
2460,10627,2,0,0,33.165
2460,10637,1,0,1,27.62
2460,10638,5,0,0,67.724
2460,10641,2,0,2,15.295
2460,10643,2,0,0,74.495
2460,10644,16,0,4,33.784375
2460,10646,3,0,3,19.583333333333332
2460,10649,2,0,0,40.07
2460,10659,1,0,0,42.59
2460,10682,16,2,14,14.310625
2460,10683,1,0,0,42.79
2460,10690,2,0,0,40.95
2460,10698,4,0,0,43.6025
2460,10703,1,0,0,39.82
2460,119,18,3,6,66.35055555555556
2460,120,225,0,1,101.60013333333333
2460,121,3,0,0,73.15333333333332
2460,1210006903,11,0,0,39.89727272727273
2460,1210008203,7,6,7,2.73
2460,1210008303,7,7,7,0.0
2460,1210008401,10,1,8,17.607
2460,1210008402,8,0,0,49.5125
2460,1210008703,1,0,1,23.04
2460,1210009402,2,2,2,0.0
2460,1210009503,4,4,4,0.0
2460,1210012101,2,0,0,42.81
2460,1210012103,3,0,0,40.669999999999995
2460,1210012600,8,8,8,0.0
2460,1210012700,5,5,5,0.0
2460,1210014303,1,0,0,40.29
2460,1210018302,23,16,17,10.805652173913044
2460,1210018401,8,0,0,38.37625
2460,121008402,5,0,0,34.96
2460,122,2,0,0,87.085
2460,1220000102,3,0,0,70.57666666666667
2460,1220000201,1,1,1,0.0
2460,1220000402,4,0,0,54.79
2460,1220000502,4,0,0,74.0525
2460,1220006403,5,0,0,42.71
2460,1220006503,2,1,1,15.295
2460,1220006803,6,0,0,54.28333333333333
2460,1220006903,11,3,9,18.096363636363638
2460,1220007004,3,0,0,43.379999999999995
2460,1220007101,15,12,12,12.189333333333334
2460,1220007104,1,1,1,0.0
2460,1220007200,23,15,22,6.777826086956521
2460,1220007300,8,0,0,41.25625
2460,1220007401,2,2,2,0.0
2460,1220007402,1,0,0,46.1
2460,1220008201,1,1,1,0.0
2460,1220008301,1,1,1,0.0
2460,1220008302,4,4,4,0.0
2460,1220008501,6,0,0,40.98833333333334
2460,1220008502,2,0,0,37.504999999999995
2460,1220008601,1,0,0,41.8
2460,1220008702,2,0,0,42.86
2460,1220008703,8,0,0,42.83125
2460,1220009502,2,0,0,52.045
2460,1220011001,1,0,0,42.98
2460,1220011101,5,0,0,42.164
2460,1220011403,1,0,0,33.83
2460,1220011503,20,9,9,20.851499999999998
2460,1220012001,1,1,1,0.0
2460,1220012002,1,0,0,46.6
2460,1220012102,1,0,0,45.09
2460,1220012103,3,0,0,42.11
2460,1220014100,2,2,2,0.0
2460,1220014201,8,4,4,24.8125
2460,1220014203,4,0,0,43.8275
2460,1220014303,1,1,1,0.0
2460,1220015000,5,4,5,1.456
2460,1220015100,1,0,0,42.69
2460,1220018202,1,0,0,42.05
2460,1220018302,1,0,0,41.06
2460,1220018401,9,1,1,35.17777777777778
2460,1220018402,1,0,0,32.77
2460,1220018501,5,0,0,41.346000000000004
2460,1220018502,6,0,0,79.80333333333333
2460,1220018504,1,1,1,0.0
2460,1220043200,2,2,2,0.0
2460,124,4,0,0,49.7025
2460,126,3,0,0,41.48666666666667
2460,127,177,145,171,3.089774011299435
2460,128,3,0,0,56.03333333333334
2460,129,5,0,0,35.468
2460,138,2,0,0,43.155
2460,173,4,4,4,0.4225
2460,174,14,0,0,57.04071428571428
2460,176,3,1,2,20.313333333333333
2460,182,3,0,0,72.82333333333332
2460,183,2,2,2,0.0
2460,2,412,93,272,32.41247572815534
2460,213,1,0,0,40.81
2460,24,69,0,0,101.47289855072464
2460,256,1,1,1,0.0
2460,26,357,14,84,56.41579831932773
2460,29,6,3,3,21.761666666666667
2460,30,6,5,5,12.423333333333334
2460,31,6,0,0,42.53333333333333
2460,32,24,0,1,40.362500000000004
2460,322,22,21,21,1.9049999999999998
2460,325,26,20,26,3.111923076923077
2460,326,26,14,22,8.473846153846154
2460,328,3,0,0,57.85666666666666
2460,329,34,32,33,1.4797058823529412
2460,337,5,0,0,51.548
2460,354,2,2,2,0.0
2460,359,2,2,2,0.0
2460,383,1,0,0,50.48
2460,387,2,0,0,42.53
2460,39,10,0,0,40.911
2460,40,34,14,18,24.935
2460,403,21,3,12,21.988095238095237
2460,407,2,0,0,72.38499999999999
2460,409,1,0,0,43.26
