sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,7,0,1,0,6,0,54.644834,55.611930,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
5,30,0,9,0,21,0,57.003140,62.757569,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
10,65,0,16,0,49,0,58.654858,77.719340,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
15,99,0,24,0,75,0,60.754900,87.972739,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
20,125,0,31,0,94,0,62.945184,96.183137,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
25,154,0,36,0,116,2,63.679660,99.863436,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
30,179,0,40,0,135,4,62.757554,103.273682,0,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
35,208,1,45,2,153,7,59.883967,104.749738,3,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
40,240,5,51,2,168,14,57.375301,104.115777,16,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
45,280,13,60,4,191,12,54.769824,102.178287,31,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
50,315,20,66,6,209,14,53.883933,104.515368,46,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
55,358,25,73,8,237,15,53.663158,105.268453,62,VISSIM_ADAPTER_NO-CONTROL,ok,0.308016
60,397,33,83,11,252,18,52.405942,104.781802,71,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
65,438,42,90,8,278,20,51.007702,103.987263,69,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
70,482,46,94,4,303,35,51.255600,105.501739,77,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
75,519,58,104,4,324,29,50.872771,106.992785,85,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
80,558,66,108,8,341,35,50.388940,108.317490,111,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
85,593,83,110,4,356,40,49.060703,108.028491,142,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
90,624,97,119,6,371,31,48.105090,108.552427,153,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
95,661,103,125,10,393,30,46.303925,107.831029,179,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
100,686,111,129,10,400,36,44.990087,107.675785,192,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
105,716,120,131,7,424,34,43.634725,107.865847,215,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
110,742,129,130,14,437,32,41.585518,108.771137,256,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
115,767,133,132,18,448,36,39.659332,104.673263,279,VISSIM_ADAPTER_NO-CONTROL,ok,0.280641
120,787,146,131,19,454,37,37.633393,105.060839,300,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
125,812,159,133,20,476,24,34.543625,101.367118,323,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
130,836,140,137,23,478,58,35.397297,100.148730,299,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
135,872,141,139,26,495,71,36.891565,98.306518,288,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
140,896,155,139,36,513,53,37.441429,97.546982,294,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
145,925,165,141,39,520,60,38.195754,96.587145,290,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
150,933,185,137,46,512,53,37.093718,94.762694,302,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
155,950,201,136,49,514,50,36.408132,90.915021,306,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
160,975,209,136,52,525,53,35.533006,88.295363,317,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
165,994,223,132,51,526,62,35.268422,88.656179,337,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
170,1010,232,130,58,530,60,34.637518,87.779667,343,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
175,1027,237,132,57,528,73,33.783403,87.968766,362,VISSIM_ADAPTER_NO-CONTROL,ok,0.286737
180,1054,243,135,68,542,66,32.968415,86.698824,388,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
185,1087,258,141,69,560,59,32.046432,88.460746,407,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
190,1112,262,143,70,581,56,31.098755,90.831816,392,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
195,1137,258,143,60,592,84,31.489000,90.837124,393,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
200,1160,270,149,54,617,70,31.880801,88.358374,399,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
205,1187,275,157,52,636,67,32.990460,86.451911,397,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
210,1203,278,160,46,651,68,32.666647,82.586758,426,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
215,1219,283,165,42,668,61,31.758078,79.346370,442,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
220,1237,288,170,34,683,62,31.216421,76.845549,472,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
225,1245,290,172,25,694,64,30.433536,75.760609,505,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
230,1240,297,168,20,696,59,30.032165,74.367247,513,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
235,1240,311,165,17,687,60,29.992815,75.203734,534,VISSIM_ADAPTER_NO-CONTROL,ok,0.281681
240,1240,326,164,9,683,58,29.792323,77.911952,556,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
245,1239,335,158,9,682,55,28.450942,78.798417,590,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
250,1246,345,157,15,686,43,26.669382,79.729489,575,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
255,1255,323,162,19,668,83,26.516434,81.054256,560,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
260,1261,325,161,31,665,79,27.048967,84.188358,542,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
265,1281,328,165,38,672,78,28.064569,85.272028,532,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
270,1290,334,165,49,670,72,28.881795,86.016601,526,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
275,1294,341,168,56,666,63,29.896623,87.196380,515,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
280,1306,342,165,61,673,65,30.519938,88.650217,507,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
285,1320,337,168,66,676,73,31.657918,89.791166,502,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
290,1331,342,163,73,677,76,31.349205,88.515090,501,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
295,1342,341,167,73,681,80,31.297193,89.676920,512,VISSIM_ADAPTER_NO-CONTROL,ok,0.286703
300,1349,348,160,77,675,89,30.697873,91.152133,541,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
305,1359,357,156,76,679,91,30.212154,89.362637,552,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
310,1372,365,150,79,697,81,28.453183,86.721717,583,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
315,1381,364,151,79,697,90,27.494360,84.192699,546,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
320,1400,356,162,73,706,103,27.843260,80.600314,541,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
325,1408,359,167,73,718,91,28.048113,78.747991,537,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
330,1422,369,176,73,723,81,28.961689,81.198498,552,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
335,1428,380,178,66,733,71,29.230072,82.963213,558,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
340,1422,378,174,51,738,81,29.012576,81.095147,562,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
345,1430,375,175,45,754,81,27.837512,79.360323,597,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
350,1431,388,171,37,763,72,27.207246,79.070206,620,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
355,1421,391,170,34,761,65,26.861453,78.097962,637,VISSIM_ADAPTER_NO-CONTROL,ok,0.291816
360,1412,396,171,31,756,58,27.107913,80.594618,643,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
365,1406,391,177,36,752,50,26.946097,80.051189,670,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
370,1404,390,183,30,751,50,26.362803,79.157601,687,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
375,1398,389,178,31,750,50,25.532329,80.674233,675,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
380,1393,368,173,33,735,84,25.855150,81.532604,652,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
385,1389,370,169,44,725,81,26.113307,78.875605,633,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
390,1384,375,164,57,719,69,25.484931,78.126462,622,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
395,1386,372,155,67,732,60,24.696505,75.527979,630,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
400,1412,386,163,65,738,60,24.601504,73.944589,628,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
405,1444,389,169,68,754,64,25.117443,76.373079,635,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
410,1464,390,172,73,764,65,25.184170,78.437220,650,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
415,1480,396,169,76,765,74,24.463120,78.176543,660,VISSIM_ADAPTER_NO-CONTROL,ok,0.286776
420,1478,400,169,76,751,82,24.664266,78.112478,671,VISSIM_ADAPTER_NO-CONTROL,ok,0.273647
425,1472,403,165,80,733,91,25.327383,79.672662,677,VISSIM_ADAPTER_NO-CONTROL,ok,0.273647
430,1472,410,165,80,724,93,26.199893,81.419064,668,VISSIM_ADAPTER_NO-CONTROL,ok,0.273647
435,1488,425,174,85,734,70,26.062094,82.217618,675,VISSIM_ADAPTER_NO-CONTROL,ok,0.273647
440,1498,409,179,81,730,99,25.812986,81.969161,658,VISSIM_ADAPTER_NO-CONTROL,ok,0.273647
445,1510,406,189,76,745,94,26.175009,82.214426,648,VISSIM_ADAPTER_NO-CONTROL,ok,0.273647
450,1521,418,188,68,760,87,26.723632,83.973827,659,VISSIM_ADAPTER_NO-CONTROL,ok,0.273647
