sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,58.153997
15,15.000000,0,0.000000,0,2,0,73.017940
30,15.000000,0,0.000000,0,2,0,97.036792
45,15.000000,1,240.000000,0,5,2,94.541723
60,15.000000,5,1200.000000,1,5,6,90.771069
75,15.000000,5,1200.000000,6,6,0,100.598838
90,15.000000,5,1200.000000,5,9,2,109.990331
105,15.000000,7,1680.000000,7,17,5,107.706476
120,15.000000,6,1440.000000,10,13,3,104.018876
135,15.000000,5,1200.000000,12,5,11,96.402600
150,15.000000,10,2400.000000,13,5,15,82.544572
165,15.000000,3,720.000000,14,6,19,75.487450
180,15.000000,4,960.000000,15,8,20,75.311515
195,15.000000,11,2640.000000,20,16,6,90.762619
210,15.000000,10,2400.000000,24,19,2,98.205817
225,15.000000,7,1680.000000,23,16,1,93.751753
240,15.000000,6,1440.000000,24,12,3,87.036975
255,15.000000,10,2400.000000,14,12,9,84.924599
270,15.000000,5,1200.000000,12,19,14,85.597285
285,15.000000,7,1680.000000,12,11,24,80.109030
300,15.000000,3,720.000000,11,7,32,73.214645
315,15.000000,13,3120.000000,13,10,23,80.341510
330,15.000000,16,3840.000000,26,29,6,93.123346
345,15.000000,8,1920.000000,20,38,0,97.719006
360,15.000000,4,960.000000,16,20,2,93.210178
375,15.000000,4,960.000000,13,11,7,89.646718
390,15.000000,7,1680.000000,12,15,11,83.861150
405,15.000000,9,2160.000000,13,9,20,74.915003
420,15.000000,8,1920.000000,12,9,26,73.085277
435,15.000000,11,2640.000000,16,8,22,79.592210
450,15.000000,19,4560.000000,25,29,15,85.358826
465,15.000000,11,2640.000000,24,36,11,84.748511
480,15.000000,11,2640.000000,33,26,1,88.437100
495,15.000000,13,3120.000000,19,12,9,83.276322
510,15.000000,13,3120.000000,27,16,15,74.043718
525,15.000000,6,1440.000000,26,17,24,68.323021
540,15.000000,13,3120.000000,24,11,29,62.856296
555,15.000000,13,3120.000000,18,10,29,65.782492
570,15.000000,30,7200.000000,35,35,4,88.418068
585,15.000000,6,1440.000000,33,35,3,88.581723
600,15.000000,16,3840.000000,28,33,2,86.308013
615,15.000000,7,1680.000000,14,8,5,86.389154
630,15.000000,15,3600.000000,19,24,18,81.641322
645,15.000000,4,960.000000,20,13,27,69.954773
660,15.000000,11,2640.000000,17,11,35,63.422599
675,15.000000,4,960.000000,13,11,40,61.488460
690,15.000000,29,6960.000000,24,32,17,80.104431
705,15.000000,10,2400.000000,30,43,4,92.261036
720,15.000000,2,480.000000,20,37,7,92.773783
735,15.000000,5,1200.000000,14,11,5,91.943311
750,15.000000,11,2640.000000,12,20,10,89.185757
765,15.000000,3,720.000000,11,13,15,88.723816
780,15.000000,8,1920.000000,7,9,22,76.188855
795,15.000000,2,480.000000,12,8,29,72.309913
810,15.000000,19,4560.000000,28,19,7,90.451464
825,15.000000,11,2640.000000,24,29,5,94.918644
840,15.000000,4,960.000000,21,29,3,94.598773
855,15.000000,3,720.000000,23,19,7,89.965851
870,15.000000,15,3600.000000,20,14,16,80.562114
885,15.000000,14,3360.000000,19,14,26,70.556434
900,15.000000,21,5040.000000,15,6,30,66.262606
