sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,60.000000,800.000000,10.000000,10.000000,120.000000,1,0,1,0,0,0,58.153997,58.153997,0
15,60.000000,800.000000,10.000000,10.000000,120.000000,7,0,5,0,2,0,79.265585,90.180825,0
30,60.000000,800.000000,10.000000,10.000000,120.000000,18,0,14,0,2,2,84.845965,85.927283,0
45,60.000000,800.000000,10.000000,10.000000,120.000000,28,0,19,1,5,3,96.465324,107.419985,0
60,60.000000,800.000000,10.000000,10.000000,120.000000,37,1,25,5,5,1,83.803934,106.032645,2
75,60.000000,800.000000,10.000000,10.000000,120.000000,40,5,28,0,6,1,99.606346,116.169672,3
90,60.000000,800.000000,10.000000,10.000000,120.000000,51,3,35,0,8,5,98.505074,107.592744,3
105,60.000000,800.000000,10.000000,10.000000,120.000000,58,4,38,3,9,4,98.922624,109.751589,3
120,60.000000,800.000000,10.000000,10.000000,120.000000,61,5,37,1,12,6,98.765606,111.712781,5
135,60.000000,800.000000,10.000000,10.000000,120.000000,60,6,35,6,5,8,94.788564,113.738730,4
150,60.000000,800.000000,10.000000,10.000000,120.000000,62,7,32,11,5,7,86.986012,115.810621,7
165,60.000000,800.000000,10.000000,10.000000,120.000000,64,8,30,14,6,6,74.204614,114.332793,11
180,60.000000,800.000000,10.000000,10.000000,120.000000,61,9,23,17,8,4,65.797606,119.370718,17
195,60.000000,800.000000,10.000000,10.000000,120.000000,67,12,25,4,16,10,80.803338,116.144329,1
210,60.000000,800.000000,10.000000,10.000000,120.000000,71,19,26,0,18,8,98.009668,116.375626,4
225,60.000000,800.000000,10.000000,10.000000,120.000000,59,16,24,3,10,6,93.912797,118.451992,8
240,60.000000,800.000000,10.000000,10.000000,120.000000,59,18,23,1,11,6,83.118114,113.216303,12
255,60.000000,800.000000,10.000000,10.000000,120.000000,56,12,24,4,8,8,85.892985,122.251027,2
270,60.000000,800.000000,10.000000,10.000000,120.000000,61,12,27,5,15,2,82.395846,118.344432,4
285,60.000000,800.000000,10.000000,10.000000,120.000000,58,12,26,5,9,6,76.442191,117.751965,11
300,60.000000,800.000000,10.000000,10.000000,120.000000,55,11,20,9,7,8,67.783728,116.483848,16
315,60.000000,800.000000,10.000000,10.000000,120.000000,61,14,24,3,11,9,82.621074,112.896276,1
330,60.000000,800.000000,10.000000,10.000000,120.000000,63,13,28,0,18,4,95.964372,117.742246,3
345,60.000000,800.000000,10.000000,10.000000,120.000000,62,13,30,0,15,4,88.830217,117.748161,7
360,60.000000,800.000000,10.000000,10.000000,120.000000,62,12,34,2,12,2,85.576534,115.405546,12
375,60.000000,800.000000,10.000000,10.000000,120.000000,63,10,28,5,10,10,83.979394,112.933256,3
390,60.000000,800.000000,10.000000,10.000000,120.000000,62,11,24,9,13,5,77.796672,115.314033,6
405,60.000000,800.000000,10.000000,10.000000,120.000000,62,12,23,12,9,6,66.436776,116.622571,13
420,60.000000,800.000000,10.000000,10.000000,120.000000,66,11,26,13,9,7,61.693727,105.076137,18
435,60.000000,800.000000,10.000000,10.000000,120.000000,74,17,24,7,9,17,74.461521,109.802188,1
450,60.000000,800.000000,10.000000,10.000000,120.000000,83,22,26,3,25,7,82.385349,107.833045,5
465,60.000000,800.000000,10.000000,10.000000,120.000000,82,18,31,4,24,5,79.502860,105.779438,11
480,60.000000,800.000000,10.000000,10.000000,120.000000,83,21,35,2,18,7,78.507135,111.463470,17
495,60.000000,800.000000,10.000000,10.000000,120.000000,85,10,33,5,12,25,84.747362,112.808793,2
510,60.000000,800.000000,10.000000,10.000000,120.000000,94,18,46,9,15,6,73.230267,98.770992,13
525,60.000000,800.000000,10.000000,10.000000,120.000000,102,17,48,12,17,8,71.816491,105.216478,16
540,60.000000,800.000000,10.000000,10.000000,120.000000,92,15,40,16,11,10,68.535098,112.221755,25
555,60.000000,800.000000,10.000000,10.000000,120.000000,92,10,34,16,10,22,73.283019,114.505093,3
570,60.000000,800.000000,10.000000,10.000000,120.000000,96,22,34,0,32,8,85.217412,106.470312,5
585,60.000000,800.000000,10.000000,10.000000,120.000000,85,17,37,1,26,4,82.045027,107.082796,11
600,60.000000,800.000000,10.000000,10.000000,120.000000,71,19,33,1,14,4,76.187347,109.912636,18
615,60.000000,800.000000,10.000000,10.000000,120.000000,65,6,24,3,7,25,76.680834,112.519694,0
630,60.000000,800.000000,10.000000,10.000000,120.000000,66,17,24,6,17,2,74.191154,113.899726,7
645,60.000000,800.000000,10.000000,10.000000,120.000000,65,18,24,9,13,1,66.145174,112.735818,11
660,60.000000,800.000000,10.000000,10.000000,120.000000,67,15,28,11,11,2,64.118065,113.286224,18
675,60.000000,800.000000,10.000000,10.000000,120.000000,67,11,21,6,11,18,70.220332,115.860462,0
690,60.000000,800.000000,10.000000,10.000000,120.000000,72,15,21,2,26,8,80.991796,107.023141,2
705,60.000000,800.000000,10.000000,10.000000,120.000000,65,11,24,3,21,6,79.820062,110.058707,9
720,60.000000,800.000000,10.000000,10.000000,120.000000,60,10,25,3,15,7,76.450722,108.613599,13
735,60.000000,800.000000,10.000000,10.000000,120.000000,64,7,31,2,6,18,80.963609,109.608327,0
750,60.000000,800.000000,10.000000,10.000000,120.000000,71,12,33,8,12,6,75.483984,105.107421,7
765,60.000000,800.000000,10.000000,10.000000,120.000000,73,13,34,8,11,7,74.638507,107.738940,10
780,60.000000,800.000000,10.000000,10.000000,120.000000,84,9,41,12,9,13,70.549375,99.662962,18
795,60.000000,800.000000,10.000000,10.000000,120.000000,86,14,41,16,8,7,71.817246,106.528937,8
810,60.000000,800.000000,10.000000,10.000000,120.000000,94,20,41,1,23,9,90.922527,110.062862,2
825,60.000000,800.000000,10.000000,10.000000,120.000000,87,16,33,3,25,10,90.741163,111.535006,6
840,60.000000,800.000000,10.000000,10.000000,120.000000,76,17,30,1,17,11,81.292145,104.622262,12
855,60.000000,800.000000,10.000000,10.000000,120.000000,78,23,37,3,12,3,78.612152,102.761703,5
870,60.000000,800.000000,10.000000,10.000000,120.000000,80,21,34,6,14,5,78.766817,111.084698,6
885,60.000000,800.000000,10.000000,10.000000,120.000000,84,20,39,6,12,7,74.499448,109.570666,13
