sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,4,0,53.253911
15,15.000000,0,0.000000,0,77,0,54.120255
30,15.000000,0,0.000000,0,156,0,54.246084
45,15.000000,46,11040.000000,14,211,6,47.664890
60,15.000000,42,10080.000000,47,232,14,41.230401
75,15.000000,42,10080.000000,64,250,14,35.259587
90,15.000000,50,12000.000000,105,280,14,35.784917
105,15.000000,46,11040.000000,127,321,7,32.973227
120,15.000000,60,14400.000000,139,336,19,27.952056
135,15.000000,50,12000.000000,152,356,27,25.892299
150,15.000000,66,15840.000000,187,371,37,27.052533
165,15.000000,47,11280.000000,221,396,50,26.706403
180,15.000000,50,12000.000000,245,420,64,23.369556
195,15.000000,45,10800.000000,259,480,59,21.525670
210,15.000000,52,12480.000000,294,519,50,21.073861
225,15.000000,33,7920.000000,322,556,50,17.509256
240,15.000000,35,8400.000000,345,575,53,13.879884
255,15.000000,42,10080.000000,370,587,55,12.686420
270,15.000000,51,12240.000000,408,599,54,12.728393
285,15.000000,55,13200.000000,446,605,59,12.111576
300,15.000000,52,12480.000000,471,626,65,12.180103
315,15.000000,52,12480.000000,474,670,63,11.484013
330,15.000000,60,14400.000000,493,700,56,10.961177
345,15.000000,44,10560.000000,512,712,47,9.054847
360,15.000000,36,8640.000000,512,704,45,7.636405
375,15.000000,30,7200.000000,502,713,46,8.645093
390,15.000000,32,7680.000000,512,728,53,9.083772
405,15.000000,35,8400.000000,531,762,57,7.986993
420,15.000000,50,12000.000000,555,776,64,7.833741
435,15.000000,34,8160.000000,573,766,59,8.039832
450,15.000000,44,10560.000000,587,787,52,8.040813
465,15.000000,43,10320.000000,595,817,51,7.380820
480,15.000000,23,5520.000000,593,821,57,6.811265
495,15.000000,26,6240.000000,584,821,59,6.623384
510,15.000000,57,13680.000000,590,811,61,6.767116
525,15.000000,28,6720.000000,609,818,64,6.347607
540,15.000000,24,5760.000000,634,829,69,5.869486
555,15.000000,35,8400.000000,652,827,60,5.701105
570,15.000000,38,9120.000000,651,852,54,6.503802
585,15.000000,28,6720.000000,654,869,52,5.856940
600,15.000000,19,4560.000000,659,874,53,5.580020
615,15.000000,30,7200.000000,658,874,52,5.449253
630,15.000000,39,9360.000000,662,860,56,5.770901
645,15.000000,24,5760.000000,672,873,64,5.242605
660,15.000000,40,9600.000000,691,884,67,4.764082
675,15.000000,26,6240.000000,695,882,68,5.180597
690,15.000000,30,7200.000000,698,891,51,6.414485
705,15.000000,38,9120.000000,698,899,52,6.550364
720,15.000000,24,5760.000000,699,881,58,5.806428
735,15.000000,38,9120.000000,702,883,55,5.183165
750,15.000000,48,11520.000000,698,858,60,4.652514
765,15.000000,37,8880.000000,701,867,65,4.259333
780,15.000000,45,10800.000000,706,892,66,3.782256
795,15.000000,29,6960.000000,708,907,71,4.092451
810,15.000000,41,9840.000000,704,922,55,5.221592
825,15.000000,30,7200.000000,697,932,51,5.150771
840,15.000000,22,5280.000000,706,915,49,4.226052
855,15.000000,19,4560.000000,713,915,51,3.867022
870,15.000000,44,10560.000000,707,906,57,3.882503
885,15.000000,33,7920.000000,707,926,59,3.477333
900,15.000000,23,5520.000000,711,938,64,3.464349
